Name,Team,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,points,year,def_ru_rk,def_pass_rk
James Hanna,DAL,9,ATL,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,5,5
David Thomas,NO,9,PHI,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,29,29
Jared Cook,TEN,9,CHI,5,2,40.0,6,0,,1.2,3.0,0,0,0.0,0,1,1,-1.4,2012,3,3
Jimmy Graham,NO,10,ATL,8,7,87.5,146,2,,18.2,20.9,0,0,0.0,0,0,0,26.6,2012,5,5
Tony Gonzalez,ATL,10,NO,15,11,73.3,122,2,,8.1,11.1,0,0,0.0,0,0,0,24.2,2012,31,31
Greg Olsen,CAR,10,DEN,10,9,90.0,102,2,,10.2,11.3,0,0,0.0,0,0,0,22.2,2012,4,4
Dennis Pitta,BAL,10,OAK,5,5,100.0,67,1,,13.4,13.4,0,0,0.0,0,0,0,12.7,2012,28,28
Scott Chandler,BUF,10,NE,8,5,62.5,65,1,,8.1,13.0,0,0,0.0,0,0,0,12.5,2012,9,9
Kyle Rudolph,MIN,10,DET,9,7,77.8,64,1,,7.1,9.1,0,0,0.0,0,0,0,12.4,2012,27,27
Antonio Gates,LAC,10,TB,5,4,80.0,57,1,,11.4,14.2,0,0,0.0,0,0,0,11.7,2012,23,23
Brandon Pettigrew,DET,10,MIN,9,3,33.3,32,1,,3.6,10.7,0,0,0.0,0,0,0,9.2,2012,14,14
Rob Gronkowski,NE,10,BUF,4,3,75.0,31,1,,7.8,10.3,0,0,0.0,0,0,0,9.1,2012,26,26
Jared Cook,TEN,10,MIA,3,1,33.3,26,1,,8.7,26.0,0,0,0.0,0,0,0,8.6,2012,7,7
Jermaine Gresham,CIN,10,NYG,4,3,75.0,15,1,,3.8,5.0,0,0,0.0,0,0,0,7.5,2012,12,12
Tony Moeaki,KC,10,PIT,6,3,50.0,68,0,,11.3,22.7,0,0,0.0,0,0,0,6.8,2012,6,6
Dallas Clark,TB,10,LAC,1,1,100.0,3,1,,3.0,3.0,0,0,0.0,0,0,0,6.3,2012,16,16
Ed Dickson,BAL,10,OAK,2,2,100.0,59,0,,29.5,29.5,0,0,0.0,0,0,0,5.9,2012,28,28
Brandon Myers,OAK,10,BAL,7,5,71.4,57,0,,8.1,11.4,0,0,0.0,0,0,0,5.7,2012,12,12
Lance Kendricks,LAR,10,SF,6,3,50.0,48,0,,8.0,16.0,0,0,0.0,0,0,0,4.8,2012,2,2
Dustin Keller,NYJ,10,SEA,5,3,60.0,47,0,,9.4,15.7,0,0,0.0,0,0,0,4.7,2012,1,1
Jason Witten,DAL,10,PHI,10,8,80.0,47,0,,4.7,5.9,0,0,0.0,0,0,0,4.7,2012,29,29
Heath Miller,PIT,10,KC,4,4,100.0,47,0,,11.8,11.8,0,0,0.0,0,0,0,4.7,2012,25,25
Martellus Bennett,NYG,10,CIN,9,4,44.4,37,0,,4.1,9.2,0,0,0.0,0,0,0,3.7,2012,8,8
Zach Miller,SEA,10,NYJ,6,5,83.3,37,0,,6.2,7.4,0,0,0.0,0,0,0,3.7,2012,20,20
Marcedes Lewis,JAX,10,IND,4,3,75.0,36,0,,9.0,12.0,0,0,0.0,0,0,0,3.6,2012,21,21
Dwayne Allen,IND,10,JAX,2,2,100.0,31,0,,15.5,15.5,0,0,0.0,0,0,0,3.1,2012,29,29
Joel Dreessen,DEN,10,CAR,3,2,66.7,31,0,,10.3,15.5,0,0,0.0,0,0,0,3.1,2012,18,18
Brent Celek,PHI,10,DAL,3,3,100.0,31,0,,10.3,10.3,0,0,0.0,0,0,0,3.1,2012,24,24
Vernon Davis,SF,10,LAR,5,4,80.0,30,0,,6.0,7.5,0,0,0.0,0,0,0,3.0,2012,14,14
Clay Harbor,PHI,10,DAL,3,3,100.0,25,0,,8.3,8.3,0,0,0.0,0,0,0,2.5,2012,24,24
Orson Charles,CIN,10,NYG,1,1,100.0,19,0,,19.0,19.0,0,0,0.0,0,0,0,1.9,2012,12,12
David Ausberry,OAK,10,BAL,2,2,100.0,15,0,,7.5,7.5,0,0,0.0,0,0,0,1.5,2012,12,12
Charles Clay,MIA,10,TEN,4,1,25.0,15,0,,3.8,15.0,0,0,0.0,0,0,0,1.5,2012,32,32
Garrett Graham,HOU,10,CHI,4,3,75.0,15,0,,3.8,5.0,0,0,0.0,0,0,0,1.5,2012,3,3
David Paulson,PIT,10,KC,2,2,100.0,15,0,,7.5,7.5,0,0,0.0,0,1,0,1.5,2012,25,25
John Carlson,MIN,10,DET,1,1,100.0,11,0,,11.0,11.0,0,0,0.0,0,0,0,1.1,2012,27,27
Dante Rosario,LAC,10,TB,2,1,50.0,11,0,,5.5,11.0,0,0,0.0,0,0,0,1.1,2012,23,23
Luke Stocker,TB,10,LAC,1,1,100.0,11,0,,11.0,11.0,0,0,0.0,0,0,0,1.1,2012,16,16
Gary Barnidge,CAR,10,DEN,1,1,100.0,8,0,,8.0,8.0,0,0,0.0,0,0,0,0.8,2012,4,4
Craig Stevens,TEN,10,MIA,2,1,50.0,7,0,,3.5,7.0,0,0,0.0,0,0,0,0.7,2012,7,7
Kyle Adams,CHI,10,HOU,1,1,100.0,7,0,,7.0,7.0,0,0,0.0,0,0,0,0.7,2012,9,9
Jacob Tamme,DEN,10,CAR,4,1,25.0,6,0,,1.5,6.0,0,0,0.0,0,0,0,0.6,2012,18,18
Lee Smith,BUF,10,NE,1,1,100.0,5,0,,5.0,5.0,0,0,0.0,0,0,0,0.5,2012,9,9
Michael Palmer,ATL,10,NO,1,1,100.0,5,0,,5.0,5.0,0,0,0.0,0,0,0,0.5,2012,31,31
Anthony Fasano,MIA,10,TEN,3,1,33.3,4,0,,1.3,4.0,0,0,0.0,0,0,0,0.4,2012,32,32
Matt Spaeth,CHI,10,HOU,3,3,100.0,4,0,,1.3,1.3,0,0,0.0,0,0,0,0.4,2012,9,9
Weslye Saunders,IND,10,JAX,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,29,29
Zach Potter,JAX,10,IND,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,21,21
Richard Gordon,OAK,10,BAL,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,12,12
Virgil Green,DEN,10,CAR,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,18,18
Ben Hartsock,CAR,10,DEN,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,4,4
Travis Beckum,NYG,10,CIN,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,8,8
Bear Pascoe,NYG,10,CIN,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,8,8
Taylor Thompson,TEN,10,MIA,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,7,7
Tony Scheffler,DET,10,MIN,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,14,14
Will Heller,DET,10,MIN,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,14,14
Rhett Ellison,MIN,10,DET,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,27,27
Dorin Dickerson,BUF,10,NE,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,9,9
Michael Hoomanawanui,NE,10,BUF,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,26,26
Visanthe Shiancoe,NE,10,BUF,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,26,26
Daniel Fells,NE,10,BUF,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,26,26
Tommy Gallarda,ATL,10,NO,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,31,31
David Thomas,NO,10,ATL,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,5,5
Randy McMichael,LAC,10,TB,1,1,100.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,23,23
Nate Byham,TB,10,LAC,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,16,16
Jeff Cumberland,NYJ,10,SEA,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,1,1
Konrad Reuland,NYJ,10,SEA,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,1,1
Anthony McCoy,SEA,10,NYJ,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,20,20
Evan Moore,SEA,10,NYJ,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,20,20
James Hanna,DAL,10,PHI,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,29,29
John Phillips,DAL,10,PHI,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,29,29
Matthew Mulligan,LAR,10,SF,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,2,2
Mike McNeill,LAR,10,SF,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,2,2
Delanie Walker,SF,10,LAR,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,14,14
Garrett Celek,SF,10,LAR,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,14,14
Evan Rodriguez,CHI,10,HOU,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,9,9
James Casey,HOU,10,CHI,2,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,3,3
Steve Maneri,KC,10,PIT,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,6,6
Jake O'Connell,KC,10,PIT,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,6,6
Leonard Pope,PIT,10,KC,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,25,25
Kellen Davis,CHI,10,HOU,5,1,20.0,6,0,,1.2,6.0,0,0,0.0,0,1,1,-1.4,2012,9,9
Rob Gronkowski,NE,11,IND,7,7,100.0,137,2,,19.6,19.6,0,0,0.0,0,0,0,25.7,2012,21,21
Garrett Graham,HOU,11,JAX,9,8,88.9,82,2,,9.1,10.2,0,0,0.0,0,0,0,20.2,2012,29,29
Benjamin Watson,CLE,11,DAL,8,4,50.0,47,2,,5.9,11.8,0,0,0.0,0,0,0,16.7,2012,24,24
Marcedes Lewis,JAX,11,HOU,4,3,75.0,40,2,,10.0,13.3,0,0,0.0,0,0,0,16.0,2012,9,9
Vernon Davis,SF,11,CHI,8,6,75.0,83,1,,10.4,13.8,0,0,0.0,0,0,0,14.3,2012,3,3
Jermichael Finley,GB,11,DET,3,3,100.0,66,1,,22.0,22.0,0,0,0.0,0,0,0,12.6,2012,27,27
Dallas Clark,TB,11,CAR,11,7,63.6,58,1,,5.3,8.3,0,0,0.0,0,0,0,11.8,2012,18,18
Brandon Myers,OAK,11,NO,10,6,60.0,55,1,,5.5,9.2,0,0,0.0,0,0,0,11.5,2012,31,31
Jimmy Graham,NO,11,OAK,6,6,100.0,29,1,,4.8,4.8,0,0,0.0,0,1,0,8.9,2012,28,28
James Casey,HOU,11,JAX,3,3,100.0,20,1,,6.7,6.7,0,0,0.0,0,0,0,8.0,2012,29,29
Logan Paulsen,WAS,11,PHI,1,1,100.0,17,1,,17.0,17.0,0,0,0.0,0,0,0,7.7,2012,29,29
Tony Moeaki,KC,11,CIN,6,4,66.7,73,0,,12.2,18.2,0,0,0.0,0,0,0,7.3,2012,8,8
Jermaine Gresham,CIN,11,KC,8,6,75.0,69,0,,8.6,11.5,0,0,0.0,0,1,0,6.9,2012,25,25
Dwayne Allen,IND,11,NE,11,6,54.5,69,0,,6.3,11.5,0,0,0.0,0,0,0,6.9,2012,9,9
Nate Byham,TB,11,CAR,1,1,100.0,3,1,,3.0,3.0,0,0,0.0,0,0,0,6.3,2012,18,18
Owen Daniels,HOU,11,JAX,9,6,66.7,57,0,,6.3,9.5,0,0,0.0,0,0,0,5.7,2012,29,29
Jacob Tamme,DEN,11,LAC,5,4,80.0,53,0,,10.6,13.2,0,0,0.0,0,0,0,5.3,2012,16,16
Jason Witten,DAL,11,CLE,8,7,87.5,51,0,,6.4,7.3,0,0,0.0,0,0,0,5.1,2012,19,19
Greg Olsen,CAR,11,TB,6,2,33.3,42,0,,7.0,21.0,0,0,0.0,0,0,0,4.2,2012,23,23
Brent Celek,PHI,11,WAS,8,5,62.5,42,0,,5.2,8.4,0,0,0.0,0,0,0,4.2,2012,22,22
Tony Gonzalez,ATL,11,ARI,8,3,37.5,33,0,,4.1,11.0,0,0,0.0,0,0,0,3.3,2012,17,17
Scott Chandler,BUF,11,MIA,4,2,50.0,30,0,,7.5,15.0,0,0,0.0,0,1,0,3.0,2012,7,7
Joel Dreessen,DEN,11,LAC,6,4,66.7,28,0,,4.7,7.0,0,0,0.0,0,0,0,2.8,2012,16,16
Ladarius Green,LAC,11,DEN,3,3,100.0,25,0,,8.3,8.3,0,0,0.0,0,0,0,2.5,2012,4,4
Brandon Pettigrew,DET,11,GB,7,4,57.1,22,0,,3.1,5.5,0,0,0.0,0,0,0,2.2,2012,11,11
Tony Scheffler,DET,11,GB,10,2,20.0,22,0,,2.2,11.0,0,0,0.0,0,0,0,2.2,2012,11,11
Heath Miller,PIT,11,BAL,5,2,40.0,22,0,,4.4,11.0,0,0,0.0,0,0,0,2.2,2012,12,12
Kellen Davis,CHI,11,SF,2,2,100.0,20,0,,10.0,10.0,0,0,0.0,0,0,0,2.0,2012,2,2
Konrad Reuland,NYJ,11,LAR,1,1,100.0,18,0,,18.0,18.0,0,0,0.0,0,0,0,1.8,2012,14,14
Will Heller,DET,11,GB,1,1,100.0,17,0,,17.0,17.0,0,0,0.0,0,0,0,1.7,2012,11,11
Antonio Gates,LAC,11,DEN,4,2,50.0,17,0,,4.2,8.5,0,0,0.0,0,0,0,1.7,2012,4,4
Dustin Keller,NYJ,11,LAR,2,2,100.0,16,0,,8.0,8.0,0,0,0.0,0,0,0,1.6,2012,14,14
Lance Kendricks,LAR,11,NYJ,2,2,100.0,14,0,,7.0,7.0,0,0,0.0,0,1,0,1.4,2012,20,20
Mike McNeill,LAR,11,NYJ,2,1,50.0,9,0,,4.5,9.0,0,0,0.0,0,0,0,0.9,2012,20,20
Delanie Walker,SF,11,CHI,3,1,33.3,9,0,,3.0,9.0,0,0,0.0,0,0,0,0.9,2012,3,3
Anthony Fasano,MIA,11,BUF,2,1,50.0,8,0,,4.0,8.0,0,0,0.0,0,0,0,0.8,2012,26,26
Ed Dickson,BAL,11,PIT,2,2,100.0,8,0,,4.0,4.0,0,0,0.0,0,0,0,0.8,2012,6,6
Jeff Cumberland,NYJ,11,LAR,1,1,100.0,7,0,,7.0,7.0,0,0,0.0,0,0,0,0.7,2012,14,14
David Paulson,PIT,11,BAL,2,1,50.0,6,0,,3.0,6.0,0,0,0.0,0,0,0,0.6,2012,12,12
Dennis Pitta,BAL,11,PIT,1,1,100.0,5,0,,5.0,5.0,0,0,0.0,0,0,0,0.5,2012,6,6
Dorin Dickerson,BUF,11,MIA,1,1,100.0,4,0,,4.0,4.0,0,0,0.0,0,0,0,0.4,2012,7,7
Alex Smith,CLE,11,DAL,1,1,100.0,2,0,,2.0,2.0,0,0,0.0,0,0,0,0.2,2012,24,24
Lee Smith,BUF,11,MIA,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,7,7
Charles Clay,MIA,11,BUF,2,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,26,26
Michael Palmer,ATL,11,ARI,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,17,17
Chase Coffman,ATL,11,ARI,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,17,17
Rob Housler,ARI,11,ATL,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,5,5
Jeff King,ARI,11,ATL,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,5,5
Jim Dray,ARI,11,ATL,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,5,5
Luke Stocker,TB,11,CAR,2,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,18,18
Ben Hartsock,CAR,11,TB,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,23,23
Gary Barnidge,CAR,11,TB,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,23,23
John Phillips,DAL,11,CLE,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,19,19
James Hanna,DAL,11,CLE,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,19,19
Jordan Cameron,CLE,11,DAL,2,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,24,24
Ryan Taylor,GB,11,DET,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,27,27
Tom Crabtree,GB,11,DET,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,27,27
DJ Williams,GB,11,DET,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,27,27
Zach Potter,JAX,11,HOU,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,9,9
Orson Charles,CIN,11,KC,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,25,25
Steve Maneri,KC,11,CIN,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,8,8
Weslye Saunders,IND,11,NE,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,9,9
Kyle Miller,IND,11,NE,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,9,9
Michael Hoomanawanui,NE,11,IND,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,21,21
Visanthe Shiancoe,NE,11,IND,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,21,21
Matthew Mulligan,LAR,11,NYJ,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,20,20
Cory Harkey,LAR,11,NYJ,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,20,20
Niles Paul,WAS,11,PHI,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,29,29
Chris Cooley,WAS,11,PHI,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,29,29
Richard Gordon,OAK,11,NO,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,31,31
David Ausberry,OAK,11,NO,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,31,31
David Thomas,NO,11,OAK,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,28,28
Virgil Green,DEN,11,LAC,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,16,16
Randy McMichael,LAC,11,DEN,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,4,4
Billy Bajema,BAL,11,PIT,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,6,6
Leonard Pope,PIT,11,BAL,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,12,12
Evan Rodriguez,CHI,11,SF,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,2,2
Kyle Adams,CHI,11,SF,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,2,2
Matt Spaeth,CHI,11,SF,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,2,2
Garrett Celek,SF,11,CHI,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,3,3
Clay Harbor,PHI,11,WAS,6,1,16.7,-1,0,,-0.2,-1.0,0,0,0.0,0,0,0,-0.1,2012,22,22
Charles Clay,MIA,12,SEA,6,6,100.0,84,1,,14.0,14.0,0,0,0.0,0,0,0,14.4,2012,1,1
Dustin Keller,NYJ,12,NE,7,5,71.4,64,1,,9.1,12.8,0,0,0.0,0,0,0,12.4,2012,9,9
Kyle Rudolph,MIN,12,CHI,9,5,55.6,55,1,,6.1,11.0,0,0,0.0,0,0,0,11.5,2012,3,3
Jacob Tamme,DEN,12,KC,7,4,57.1,48,1,,6.9,12.0,0,0,0.0,0,0,0,10.8,2012,25,25
Dennis Pitta,BAL,12,LAC,9,6,66.7,42,1,,4.7,7.0,0,0,0.0,0,0,0,10.2,2012,16,16
Jermaine Gresham,CIN,12,OAK,4,4,100.0,41,1,,10.2,10.2,0,0,0.0,0,0,0,10.1,2012,28,28
Lance Kendricks,LAR,12,ARI,2,1,50.0,37,1,,18.5,37.0,0,0,0.0,0,0,0,9.7,2012,17,17
Niles Paul,WAS,12,DAL,1,1,100.0,29,1,,29.0,29.0,0,0,0.0,0,0,0,8.9,2012,24,24
David Thomas,NO,12,SF,5,4,80.0,24,1,,4.8,6.0,0,0,0.0,0,0,0,8.4,2012,2,2
Gary Barnidge,CAR,12,PHI,1,1,100.0,24,1,,24.0,24.0,0,0,0.0,0,0,0,8.4,2012,29,29
Anthony McCoy,SEA,12,MIA,3,2,66.7,23,1,,7.7,11.5,0,0,0.0,0,0,0,8.3,2012,7,7
Rob Housler,ARI,12,LAR,11,8,72.7,82,0,,7.5,10.2,0,0,0.0,0,0,0,8.2,2012,14,14
Delanie Walker,SF,12,NO,3,3,100.0,81,0,,27.0,27.0,0,0,0.0,0,0,0,8.1,2012,31,31
Owen Daniels,HOU,12,DET,8,4,50.0,20,1,,2.5,5.0,0,0,0.0,0,0,0,8.0,2012,27,27
Jason Witten,DAL,12,WAS,15,9,60.0,74,0,,4.9,8.2,0,0,0.0,0,0,0,7.4,2012,22,22
Matt Spaeth,CHI,12,MIN,1,1,100.0,13,1,,13.0,13.0,0,0,0.0,0,0,0,7.3,2012,14,14
Jordan Cameron,CLE,12,PIT,2,2,100.0,12,1,,6.0,6.0,0,0,0.0,0,0,0,7.2,2012,6,6
Dallas Clark,TB,12,ATL,4,4,100.0,65,0,,16.2,16.2,0,0,0.0,0,0,0,6.5,2012,5,5
Heath Miller,PIT,12,CLE,8,6,75.0,63,0,,7.9,10.5,0,0,0.0,0,0,0,6.3,2012,19,19
Tony Gonzalez,ATL,12,TB,5,5,100.0,62,0,,12.4,12.4,0,0,0.0,0,0,0,6.2,2012,23,23
Lee Smith,BUF,12,IND,1,1,100.0,1,1,,1.0,1.0,0,0,0.0,0,0,0,6.1,2012,21,21
Jeff Cumberland,NYJ,12,NE,4,4,100.0,58,0,,14.5,14.5,0,0,0.0,0,0,0,5.8,2012,9,9
Tony Scheffler,DET,12,HOU,6,5,83.3,57,0,,9.5,11.4,0,0,0.0,0,0,0,5.7,2012,9,9
Marcedes Lewis,JAX,12,TEN,6,4,66.7,56,0,,9.3,14.0,0,0,0.0,0,0,0,5.6,2012,32,32
Brandon Pettigrew,DET,12,HOU,15,8,53.3,74,0,,4.9,9.2,0,0,0.0,0,1,1,5.4,2012,9,9
Jermichael Finley,GB,12,NYG,5,3,60.0,51,0,,10.2,17.0,0,0,0.0,0,0,0,5.1,2012,12,12
Greg Olsen,CAR,12,PHI,5,4,80.0,50,0,,10.0,12.5,0,0,0.0,0,0,0,5.0,2012,29,29
Jared Cook,TEN,12,JAX,8,6,75.0,47,0,,5.9,7.8,0,0,0.0,0,0,0,4.7,2012,29,29
Martellus Bennett,NYG,12,GB,3,3,100.0,44,0,,14.7,14.7,0,0,0.0,0,0,0,4.4,2012,11,11
Tony Moeaki,KC,12,DEN,2,2,100.0,40,0,,20.0,20.0,0,0,0.0,0,0,0,4.0,2012,4,4
James Casey,HOU,12,DET,5,4,80.0,38,0,,7.6,9.5,0,0,0.0,0,0,0,3.8,2012,27,27
Brandon Myers,OAK,12,CIN,6,5,83.3,37,0,,6.2,7.4,0,0,0.0,0,0,0,3.7,2012,8,8
Aaron Hernandez,NE,12,NYJ,3,2,66.7,36,0,,12.0,18.0,0,0,0.0,0,0,0,3.6,2012,20,20
Dwayne Allen,IND,12,BUF,6,3,50.0,36,0,,6.0,12.0,0,0,0.0,0,0,0,3.6,2012,26,26
Jimmy Graham,NO,12,SF,6,4,66.7,33,0,,5.5,8.2,0,0,0.0,0,0,0,3.3,2012,2,2
Benjamin Watson,CLE,12,PIT,3,3,100.0,26,0,,8.7,8.7,0,0,0.0,0,0,0,2.6,2012,6,6
Scott Chandler,BUF,12,IND,3,2,66.7,26,0,,8.7,13.0,0,0,0.0,0,0,0,2.6,2012,21,21
Daniel Fells,NE,12,NYJ,2,1,50.0,24,0,,12.0,24.0,0,0,0.0,0,0,0,2.4,2012,20,20
Brent Celek,PHI,12,CAR,3,2,66.7,19,0,,6.3,9.5,0,0,0.0,0,0,0,1.9,2012,18,18
Garrett Graham,HOU,12,DET,5,3,60.0,17,0,,3.4,5.7,0,0,0.0,0,0,0,1.7,2012,27,27
Zach Miller,SEA,12,MIA,3,3,100.0,16,0,,5.3,5.3,0,0,0.0,0,0,0,1.6,2012,7,7
Kellen Davis,CHI,12,MIN,4,1,25.0,15,0,,3.8,15.0,0,0,0.0,0,0,0,1.5,2012,14,14
Matthew Mulligan,LAR,12,ARI,1,1,100.0,15,0,,15.0,15.0,0,0,0.0,0,0,0,1.5,2012,17,17
Orson Charles,CIN,12,OAK,2,2,100.0,14,0,,7.0,7.0,0,0,0.0,0,0,0,1.4,2012,28,28
Antonio Gates,LAC,12,BAL,2,2,100.0,13,0,,6.5,6.5,0,0,0.0,0,0,0,1.3,2012,12,12
Craig Stevens,TEN,12,JAX,1,1,100.0,12,0,,12.0,12.0,0,0,0.0,0,0,0,1.2,2012,29,29
Logan Paulsen,WAS,12,DAL,3,2,66.7,11,0,,3.7,5.5,0,0,0.0,0,0,0,1.1,2012,24,24
Evan Rodriguez,CHI,12,MIN,1,1,100.0,11,0,,11.0,11.0,0,0,0.0,0,0,0,1.1,2012,14,14
Randy McMichael,LAC,12,BAL,3,2,66.7,11,0,,3.7,5.5,0,0,0.0,0,0,0,1.1,2012,12,12
Anthony Fasano,MIA,12,SEA,1,1,100.0,10,0,,10.0,10.0,0,0,0.0,0,0,0,1.0,2012,1,1
Jeff King,ARI,12,LAR,1,1,100.0,9,0,,9.0,9.0,0,0,0.0,0,0,0,0.9,2012,14,14
Konrad Reuland,NYJ,12,NE,1,1,100.0,7,0,,7.0,7.0,0,0,0.0,0,0,0,0.7,2012,9,9
John Carlson,MIN,12,CHI,2,1,50.0,7,0,,3.5,7.0,0,0,0.0,0,0,0,0.7,2012,3,3
Evan Moore,SEA,12,MIA,1,1,100.0,6,0,,6.0,6.0,0,0,0.0,0,0,0,0.6,2012,7,7
