Name,Team,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,points,year,def_ru_rk,def_pass_rk
Adrien Robinson,NYG,9,IND,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,19,19
Michael Palmer,PIT,9,BAL,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,6,6
Tim Wright,NE,9,DEN,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,16,16
Jace Amaro,NYJ,9,KC,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,2,2
James Hanna,DAL,9,ARI,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,5,5
Ryan Taylor,CLE,9,TB,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,25,25
Austin Seferian-Jenkins,TB,9,CLE,3,1,33.3,3,0,,1.0,3.0,0,0,0.0,0,0,0,0.3,2014,9,9
Demetrius Harris,KC,9,NYJ,1,1,100.0,6,0,,6.0,6.0,0,0,0.0,0,0,0,0.6,2014,24,24
Benjamin Watson,NO,9,CAR,1,1,100.0,4,0,,4.0,4.0,0,0,0.0,0,0,0,0.4,2014,21,21
Jermaine Gresham,CIN,9,JAX,6,5,83.3,36,0,,6.0,7.2,0,0,0.0,0,0,0,3.6,2014,26,26
Owen Daniels,BAL,9,PIT,9,6,66.7,53,0,,5.9,8.8,0,0,0.0,0,0,0,5.3,2014,18,18
Crockett Gillmore,BAL,9,PIT,2,1,50.0,1,1,,0.5,1.0,0,0,0.0,0,0,0,6.1,2014,18,18
Jason Witten,DAL,9,ARI,7,6,85.7,62,0,,8.9,10.3,0,0,0.0,0,0,0,6.2,2014,5,5
John Carlson,ARI,9,DAL,8,2,25.0,19,1,,2.4,9.5,0,0,0.0,0,0,0,7.9,2014,15,15
Anthony Fasano,KC,9,NYJ,3,3,100.0,24,1,,8.0,8.0,0,0,0.0,0,0,0,8.4,2014,24,24
Larry Donnell,NYG,9,IND,8,4,50.0,25,1,,3.1,6.2,0,0,0.0,0,0,0,8.5,2014,19,19
Greg Olsen,CAR,9,NO,4,3,75.0,30,0,,7.5,10.0,0,0,0.0,0,0,0,3.0,2014,28,28
Julius Thomas,DEN,9,NE,2,2,100.0,33,1,,16.5,16.5,0,0,0.0,0,0,0,9.3,2014,8,8
Matt Spaeth,PIT,9,BAL,1,1,100.0,33,1,,33.0,33.0,0,0,0.0,0,0,0,11.3,2014,6,6
Charles Clay,MIA,9,LAC,8,5,62.5,65,1,,8.1,13.0,0,0,0.0,0,0,0,12.5,2014,13,13
Chase Ford,MIN,9,WAS,7,5,71.4,66,1,,9.4,13.2,0,0,0.0,0,0,0,12.6,2014,29,29
Travis Kelce,KC,9,NYJ,5,4,80.0,67,1,,13.4,16.8,0,0,0.0,0,1,0,12.7,2014,24,24
Coby Fleener,IND,9,NYG,11,4,36.4,77,1,,7.0,19.2,0,0,0.0,0,0,0,13.7,2014,22,22
Mychal Rivera,OAK,9,SEA,11,8,72.7,38,2,,3.5,4.8,0,0,0.0,0,2,0,15.8,2014,1,1
Rob Gronkowski,NE,9,DEN,10,9,90.0,105,1,,10.5,11.7,0,0,0.0,0,0,0,16.5,2014,16,16
Dwayne Allen,IND,9,NYG,5,4,80.0,48,1,,9.6,12.0,0,0,0.0,0,0,0,10.8,2014,22,22
Rhett Ellison,MIN,9,WAS,4,4,100.0,30,0,,7.5,7.5,0,0,0.0,0,0,0,3.0,2014,29,29
Jimmy Graham,NO,9,CAR,7,7,100.0,83,1,,11.9,11.9,0,0,0.0,0,0,0,14.3,2014,21,21
Jim Dray,CLE,9,TB,1,1,100.0,26,0,,26.0,26.0,0,0,0.0,0,0,0,2.6,2014,25,25
Antonio Gates,LAC,9,MIA,5,3,60.0,28,0,,5.6,9.3,0,0,0.0,0,0,0,2.8,2014,20,20
Derek Carrier,SF,9,LAR,1,1,100.0,6,0,,6.0,6.0,0,0,0.0,0,0,0,0.6,2014,16,16
Brandon Williams,CAR,9,NO,1,1,100.0,6,0,,6.0,6.0,0,0,0.0,0,0,0,0.6,2014,28,28
Lance Kendricks,LAR,9,SF,2,1,50.0,7,0,,3.5,7.0,0,0,0.0,0,0,0,0.7,2014,10,10
Brent Celek,PHI,9,HOU,2,2,100.0,7,0,,3.5,3.5,0,0,0.0,0,0,0,0.7,2014,7,7
Ryan Hewitt,CIN,9,JAX,2,1,50.0,7,0,,3.5,7.0,0,0,0.0,0,0,0,0.7,2014,26,26
Jacob Tamme,DEN,9,NE,5,1,20.0,10,0,,2.0,10.0,0,0,0.0,0,0,0,1.0,2014,8,8
Jared Cook,LAR,9,SF,5,2,40.0,12,0,,2.4,6.0,0,0,0.0,0,0,0,1.2,2014,10,10
Zach Ertz,PHI,9,HOU,2,1,50.0,4,0,,2.0,4.0,0,0,0.0,0,0,0,0.4,2014,7,7
Heath Miller,PIT,9,BAL,2,1,50.0,14,0,,7.0,14.0,0,0,0.0,0,0,0,1.4,2014,6,6
Gary Barnidge,CLE,9,TB,4,2,50.0,16,0,,4.0,8.0,0,0,0.0,0,0,0,1.6,2014,25,25
Luke Willson,SEA,9,OAK,5,1,20.0,16,0,,3.2,16.0,0,0,0.0,0,0,0,1.6,2014,32,32
Jordan Reed,WAS,9,MIN,1,1,100.0,17,0,,17.0,17.0,0,0,0.0,0,0,0,1.7,2014,11,11
Niles Paul,WAS,9,MIN,2,2,100.0,18,0,,9.0,9.0,0,0,0.0,0,0,0,1.8,2014,11,11
Vernon Davis,SF,9,LAR,3,2,66.7,19,0,,6.3,9.5,0,0,0.0,0,0,0,1.9,2014,16,16
Gator Hoskins,MIA,9,LAC,1,1,100.0,14,0,,14.0,14.0,0,0,0.0,0,0,0,1.4,2014,13,13
Greg Scruggs,SEA,9,OAK,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,2.0,2014,32,32
Michael Palmer,PIT,10,NYJ,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,24,24
Matt Spaeth,PIT,10,NYJ,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,24,24
Richard Gordon,TEN,10,BAL,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,6,6
Chase Coffman,TEN,10,BAL,3,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,6,6
Crockett Gillmore,BAL,10,TEN,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,29,29
Kellen Davis,DET,10,MIA,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,20,20
Ryan Hewitt,CIN,10,CLE,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,9,9
Zach Sudfeld,NYJ,10,PIT,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,18,18
Jim Dray,CLE,10,CIN,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,12,12
Lee Smith,BUF,10,KC,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,2,2
Ryan Taylor,CLE,10,CIN,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,12,12
Dante Rosario,CHI,10,GB,1,1,100.0,3,0,,3.0,3.0,0,0,0.0,0,0,0,0.3,2014,13,13
Brandon Williams,CAR,10,PHI,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,22,22
Kevin Brock,CIN,10,CLE,2,1,50.0,4,0,,2.0,4.0,0,0,0.0,0,0,0,0.4,2014,9,9
Chris Gragg,BUF,10,KC,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,2,2
James Hurst,BAL,10,TEN,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,29,29
James Casey,PHI,10,CAR,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,21,21
Jeff Cumberland,NYJ,10,PIT,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,18,18
Brian Leonhardt,OAK,10,DEN,1,1,100.0,5,0,,5.0,5.0,0,0,0.0,0,0,0,0.5,2014,16,16
Gator Hoskins,MIA,10,DET,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,3,3
Jacob Tamme,DEN,10,OAK,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,32,32
Cory Harkey,LAR,10,ARI,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,5,5
Vance McDonald,SF,10,NO,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,28,28
Brandon Pettigrew,DET,10,MIA,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,20,20
Derek Carrier,SF,10,NO,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,28,28
Levine Toilolo,ATL,10,TB,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,25,25
Trey Burton,PHI,10,CAR,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,21,21
Adrien Robinson,NYG,10,SEA,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,1,1
Josh Hill,NO,10,SF,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,10,10
Bear Pascoe,ATL,10,TB,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,25,25
James Hanna,DAL,10,JAX,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,26,26
Luke Willson,SEA,10,NYG,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,22,22
Brandon Myers,TB,10,ATL,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,27,27
Ed Dickson,CAR,10,PHI,1,1,100.0,7,0,,7.0,7.0,0,0,0.0,0,0,0,0.7,2014,22,22
Richard Rodgers,GB,10,CHI,3,2,66.7,6,0,,2.0,3.0,0,0,0.0,0,0,0,0.6,2014,31,31
Austin Seferian-Jenkins,TB,10,ATL,9,5,55.6,30,1,,3.3,6.0,0,0,0.0,0,0,0,9.0,2014,27,27
Delanie Walker,TEN,10,BAL,5,3,60.0,37,0,,7.4,12.3,0,0,0.0,0,0,0,3.7,2014,6,6
Charles Clay,MIA,10,DET,9,7,77.8,45,0,,5.0,6.4,0,0,0.0,0,0,0,4.5,2014,3,3
Gary Barnidge,CLE,10,CIN,4,2,50.0,46,0,,11.5,23.0,0,0,0.0,0,0,0,4.6,2014,12,12
Brandon Bostick,GB,10,CHI,2,1,50.0,1,1,,0.5,1.0,0,0,0.0,0,0,0,6.1,2014,31,31
Jace Amaro,NYJ,10,PIT,5,2,40.0,6,1,,1.2,3.0,0,0,0.0,0,0,0,6.6,2014,18,18
Andrew Quarless,GB,10,CHI,5,2,40.0,10,1,,2.0,5.0,0,0,0.0,0,0,0,7.0,2014,31,31
John Carlson,ARI,10,LAR,4,2,50.0,33,0,,8.2,16.5,0,0,0.0,0,0,0,3.3,2014,16,16
Jason Witten,DAL,10,JAX,7,5,71.4,33,1,,4.7,6.6,0,0,0.0,0,0,0,9.3,2014,26,26
Greg Olsen,CAR,10,PHI,7,6,85.7,119,0,,17.0,19.8,0,0,0.0,0,0,0,11.9,2014,22,22
Mychal Rivera,OAK,10,DEN,8,6,75.0,64,1,,8.0,10.7,0,0,0.0,0,0,0,12.4,2014,16,16
Jared Cook,LAR,10,ARI,3,2,66.7,84,1,,28.0,42.0,0,0,0.0,0,0,0,14.4,2014,5,5
Julius Thomas,DEN,10,OAK,7,6,85.7,63,2,,9.0,10.5,0,0,0.0,0,0,0,18.3,2014,32,32
Jimmy Graham,NO,10,SF,13,10,76.9,76,2,,5.8,7.6,0,0,0.0,0,0,0,19.6,2014,10,10
Anthony Fasano,KC,10,BUF,1,1,100.0,7,0,,7.0,7.0,0,0,0.0,0,0,0,0.7,2014,4,4
Brent Celek,PHI,10,CAR,6,5,83.3,116,0,,19.3,23.2,0,0,0.0,0,0,0,11.6,2014,21,21
Cooper Helfet,SEA,10,NYG,2,1,50.0,32,0,,16.0,32.0,0,0,0.0,0,0,0,3.2,2014,22,22
Martellus Bennett,CHI,10,GB,6,2,33.3,45,0,,7.5,22.5,0,0,0.0,0,0,0,4.5,2014,13,13
Jermaine Gresham,CIN,10,CLE,6,3,50.0,29,0,,4.8,9.7,0,0,0.0,0,0,0,2.9,2014,9,9
Vernon Davis,SF,10,NO,4,1,25.0,8,0,,2.0,8.0,0,0,0.0,0,0,0,0.8,2014,28,28
Rob Housler,ARI,10,LAR,2,1,50.0,11,0,,5.5,11.0,0,0,0.0,0,0,0,1.1,2014,16,16
Daniel Fells,NYG,10,SEA,1,1,100.0,12,0,,12.0,12.0,0,0,0.0,0,0,0,1.2,2014,1,1
Benjamin Watson,NO,10,SF,3,1,33.3,13,0,,4.3,13.0,0,0,0.0,0,0,0,1.3,2014,10,10
Nic Jacobs,JAX,10,DAL,1,1,100.0,14,0,,14.0,14.0,0,0,0.0,0,0,0,1.4,2014,15,15
Lance Kendricks,LAR,10,ARI,2,2,100.0,30,0,,15.0,15.0,0,0,0.0,0,0,0,3.0,2014,5,5
Troy Niklas,ARI,10,LAR,1,1,100.0,17,0,,17.0,17.0,0,0,0.0,0,0,0,1.7,2014,16,16
Zach Ertz,PHI,10,CAR,3,1,33.3,17,0,,5.7,17.0,0,0,0.0,0,0,0,1.7,2014,21,21
Gavin Escobar,DAL,10,JAX,1,1,100.0,14,0,,14.0,14.0,0,0,0.0,0,0,0,1.4,2014,26,26
Scott Chandler,BUF,10,KC,6,3,50.0,17,0,,2.8,5.7,0,0,0.0,0,0,0,1.7,2014,2,2
Travis Kelce,KC,10,BUF,2,2,100.0,19,0,,9.5,9.5,0,0,0.0,0,0,0,1.9,2014,4,4
Owen Daniels,BAL,10,TEN,4,2,50.0,20,0,,5.0,10.0,0,0,0.0,0,0,0,2.0,2014,29,29
Larry Donnell,NYG,10,SEA,6,4,66.7,26,0,,4.3,6.5,0,0,0.0,0,0,0,2.6,2014,1,1
Clay Harbor,JAX,10,DAL,4,3,75.0,28,0,,7.0,9.3,0,0,0.0,0,0,0,2.8,2014,15,15
Heath Miller,PIT,10,NYJ,3,3,100.0,29,0,,9.7,9.7,0,0,0.0,0,0,0,2.9,2014,24,24
Josh Hill,NO,11,CIN,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,12,12
Ryan Griffin,HOU,11,CLE,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,9,9
Cory Harkey,LAR,11,DEN,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,16,16
Kevin Brock,CIN,11,NO,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,28,28
Ryan Hewitt,CIN,11,NO,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,28,28
Derek Carrier,SF,11,NYG,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,22,22
Kyle Rudolph,MIN,11,CHI,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,31,31
Lee Smith,BUF,11,MIA,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,20,20
Chase Ford,MIN,11,CHI,2,1,50.0,4,0,,2.0,4.0,0,0,0.0,0,0,0,0.4,2014,31,31
Scott Chandler,BUF,11,MIA,3,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,20,20
Cooper Helfet,SEA,11,KC,3,1,33.3,2,0,,0.7,2.0,0,0,0.0,0,0,0,0.2,2014,2,2
Chris Gragg,BUF,11,MIA,1,1,100.0,2,0,,2.0,2.0,0,0,0.0,0,0,0,0.2,2014,20,20
Julius Thomas,DEN,11,LAR,3,2,66.7,3,0,,1.0,1.5,0,0,0.0,0,0,0,0.3,2014,16,16
Phillip Supernaw,KC,11,SEA,1,1,100.0,3,0,,3.0,3.0,0,0,0.0,0,0,0,0.3,2014,1,1
Brian Leonhardt,OAK,11,LAC,1,1,100.0,4,0,,4.0,4.0,0,0,0.0,0,0,0,0.4,2014,13,13
David Johnson,LAC,11,OAK,1,1,100.0,4,0,,4.0,4.0,0,0,0.0,0,0,0,0.4,2014,32,32
Logan Paulsen,WAS,11,TB,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,25,25
Gator Hoskins,MIA,11,BUF,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,4,4
Trey Burton,PHI,11,GB,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,13,13
Joseph Fauria,DET,11,ARI,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,5,5
Brandon Williams,CAR,11,ATL,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,27,27
Richard Gordon,TEN,11,PIT,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,18,18
Benjamin Watson,NO,11,CIN,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,12,12
Michael Palmer,PIT,11,TEN,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,29,29
Bear Pascoe,ATL,11,CAR,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,21,21
Kellen Davis,DET,11,ARI,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,5,5
Matt Spaeth,PIT,11,TEN,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,29,29
Brett Brackett,TEN,11,PIT,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,18,18
John Phillips,LAC,11,OAK,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,32,32
Vance McDonald,SF,11,NYG,2,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,22,22
CJ Fiedorowicz,HOU,11,CLE,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,9,9
Adrien Robinson,NYG,11,SF,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,10,10
Dwayne Allen,IND,11,NE,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,8,8
James Casey,PHI,11,GB,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,13,13
Justin Perillo,GB,11,PHI,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,22,22
Ryan Taylor,CLE,11,HOU,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,7,7
Jack Doyle,IND,11,NE,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,8,8
Michael Hoomanawanui,NE,11,IND,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,19,19
Daniel Fells,NYG,11,SF,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,10,10
Troy Niklas,ARI,11,DET,1,1,100.0,5,0,,5.0,5.0,0,0,0.0,0,0,0,0.5,2014,3,3
Tim Wright,NE,11,IND,2,1,50.0,2,1,,1.0,2.0,0,0,0.0,0,0,0,6.2,2014,19,19
Dante Rosario,CHI,11,MIN,2,1,50.0,7,0,,3.5,7.0,0,0,0.0,0,0,0,0.7,2014,11,11
Andrew Quarless,GB,11,PHI,2,2,100.0,35,0,,17.5,17.5,0,0,0.0,0,0,0,3.5,2014,22,22
John Carlson,ARI,11,DET,4,3,75.0,37,0,,9.2,12.3,0,0,0.0,0,0,0,3.7,2014,3,3
Mychal Rivera,OAK,11,LAC,5,3,60.0,40,0,,8.0,13.3,0,0,0.0,0,0,0,4.0,2014,13,13
Jim Dray,CLE,11,HOU,2,2,100.0,46,0,,23.0,23.0,0,0,0.0,0,0,0,4.6,2014,7,7
Luke Willson,SEA,11,KC,3,3,100.0,51,0,,17.0,17.0,0,0,0.0,0,0,0,5.1,2014,2,2
Zach Ertz,PHI,11,GB,7,4,57.1,55,0,,7.9,13.8,0,0,0.0,0,0,0,5.5,2014,13,13
Tony Moeaki,SEA,11,KC,1,1,100.0,1,1,,1.0,1.0,0,0,0.0,0,0,0,6.1,2014,2,2
Antonio Gates,LAC,11,OAK,3,3,100.0,32,0,,10.7,10.7,0,0,0.0,0,0,0,3.2,2014,32,32
Rhett Ellison,MIN,11,CHI,1,1,100.0,7,1,,7.0,7.0,0,0,0.0,0,0,0,6.7,2014,31,31
Chase Coffman,TEN,11,PIT,4,3,75.0,32,1,,8.0,10.7,0,0,0.0,0,0,0,9.2,2014,18,18
Garrett Graham,HOU,11,CLE,2,2,100.0,34,1,,17.0,17.0,0,0,0.0,0,0,0,9.4,2014,9,9
Larry Donnell,NYG,11,SF,6,3,50.0,54,1,,9.0,18.0,0,0,0.0,0,0,0,11.4,2014,10,10
Rob Gronkowski,NE,11,IND,5,4,80.0,71,1,,14.2,17.8,0,0,0.0,0,0,0,13.1,2014,19,19
Jermaine Gresham,CIN,11,NO,3,2,66.7,13,2,,4.3,6.5,0,0,0.0,0,1,0,13.3,2014,28,28
Coby Fleener,IND,11,NE,7,7,100.0,144,0,,20.6,20.6,0,0,0.0,0,0,0,14.4,2014,8,8
Lance Kendricks,LAR,11,DEN,3,2,66.7,5,0,,1.7,2.5,0,0,0.0,0,0,0,0.5,2014,16,16
Heath Miller,PIT,11,TEN,5,5,100.0,71,0,,14.2,14.2,0,0,0.0,0,0,0,7.1,2014,29,29
Charles Clay,MIA,11,BUF,6,5,83.3,31,0,,5.2,6.2,0,0,0.0,0,0,0,3.1,2014,4,4
Greg Olsen,CAR,11,ATL,11,5,45.5,61,0,,5.5,12.2,0,0,0.0,0,0,0,6.1,2014,27,27
Jimmy Graham,NO,11,CIN,3,3,100.0,29,0,,9.7,9.7,0,0,0.0,0,0,0,2.9,2014,12,12
Austin Seferian-Jenkins,TB,11,WAS,1,1,100.0,7,0,,7.0,7.0,0,0,0.0,0,0,0,0.7,2014,29,29
Jacob Tamme,DEN,11,LAR,10,4,40.0,31,0,,3.1,7.8,0,0,0.0,0,0,0,3.1,2014,16,16
Ladarius Green,LAC,11,OAK,2,1,50.0,11,0,,5.5,11.0,0,0,0.0,0,0,0,1.1,2014,32,32
Brent Celek,PHI,11,GB,2,1,50.0,11,0,,5.5,11.0,0,0,0.0,0,0,0,1.1,2014,13,13
Gary Barnidge,CLE,11,HOU,5,1,20.0,11,0,,2.2,11.0,0,0,0.0,0,0,0,1.1,2014,7,7
Vernon Davis,SF,11,NYG,5,1,20.0,7,0,,1.4,7.0,1,4,4.0,0,0,0,1.1,2014,22,22
Dion Sims,MIA,11,BUF,2,2,100.0,11,0,,5.5,5.5,0,0,0.0,0,0,0,1.1,2014,4,4
Niles Paul,WAS,11,TB,5,3,60.0,17,0,,3.4,5.7,0,0,0.0,0,0,0,1.7,2014,25,25
Richard Rodgers,GB,11,PHI,2,1,50.0,19,0,,9.5,19.0,0,0,0.0,0,0,0,1.9,2014,22,22
Travis Kelce,KC,11,SEA,5,3,60.0,37,0,,7.4,12.3,0,0,0.0,0,1,1,1.7,2014,1,1
Rob Housler,ARI,11,DET,1,1,100.0,27,0,,27.0,27.0,0,0,0.0,0,0,0,2.7,2014,3,3
Jared Cook,LAR,11,DEN,5,3,60.0,19,0,,3.8,6.3,0,0,0.0,0,0,0,1.9,2014,16,16
Ed Dickson,CAR,11,ATL,2,2,100.0,20,0,,10.0,10.0,0,0,0.0,0,0,0,2.0,2014,27,27
Brandon Myers,TB,11,WAS,1,1,100.0,21,0,,21.0,21.0,0,0,0.0,0,0,0,2.1,2014,29,29
Eric Ebron,DET,11,ARI,4,4,100.0,22,0,,5.5,5.5,0,0,0.0,0,0,0,2.2,2014,5,5
Jordan Reed,WAS,11,TB,3,2,66.7,22,0,,7.3,11.0,0,0,0.0,0,0,0,2.2,2014,25,25
Levine Toilolo,ATL,11,CAR,4,2,50.0,23,0,,5.8,11.5,0,0,0.0,0,0,0,2.3,2014,21,21
Martellus Bennett,CHI,11,MIN,4,4,100.0,29,0,,7.2,7.2,0,0,0.0,0,0,0,2.9,2014,11,11
Justin Perillo,GB,12,MIN,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,11,11
Brandon Pettigrew,DET,12,NE,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,8,8
Michael Hoomanawanui,NE,12,DET,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,3,3
Joseph Fauria,DET,12,NE,2,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,8,8
Matthew Mulligan,ARI,12,SEA,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,1,1
Gavin Escobar,DAL,12,NYG,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,22,22
Ryan Griffin,HOU,12,CIN,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,12,12
Chase Coffman,TEN,12,PHI,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,22,22
Rob Housler,ARI,12,SEA,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,1,0,0.0,2014,1,1
Dante Rosario,CHI,12,TB,1,1,100.0,6,0,,6.0,6.0,0,0,0.0,0,0,0,0.6,2014,25,25
Trey Burton,PHI,12,TEN,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,29,29
Blake Annen,CHI,12,TB,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,25,25
Brian Leonhardt,OAK,12,KC,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,2,2
Phillip Supernaw,KC,12,OAK,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,32,32
Logan Paulsen,WAS,12,SF,1,1,100.0,1,0,,1.0,1.0,0,0,0.0,0,0,0,0.1,2014,10,10
Benjamin Watson,NO,12,BAL,1,1,100.0,4,0,,4.0,4.0,0,0,0.0,0,0,0,0.4,2014,6,6
Jeff Cumberland,NYJ,12,BUF,3,1,33.3,5,0,,1.7,5.0,0,0,0.0,0,0,0,0.5,2014,4,4
Luke Stocker,TB,12,CHI,2,1,50.0,6,0,,3.0,6.0,0,0,0.0,0,0,0,0.6,2014,31,31
Virgil Green,DEN,12,MIA,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,20,20
Ryan Hewitt,CIN,12,HOU,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,7,7
Nic Jacobs,JAX,12,IND,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,19,19
