games,year,Name,Team,Week,Opponent,tar,rec,yds,td,fum,def_rk,h/a_1,surface_0,salary,points
9,2016,Jesse James,PIT,4,KC,2,2,15,1,0,5,1.0,1.0,0,9.5
10,2016,Jesse James,PIT,5,NYJ,8,6,43,1,0,22,1.0,1.0,2500,16.3
11,2016,Jesse James,PIT,6,MIA,3,2,13,0,0,25,0.0,1.0,2500,3.3
12,2016,Jesse James,PIT,7,NE,2,2,18,0,0,8,1.0,1.0,2500,3.8
13,2016,Jesse James,PIT,9,BAL,4,2,13,0,0,10,0.0,1.0,2500,3.3
14,2016,Jesse James,PIT,10,DAL,4,4,59,0,0,32,1.0,1.0,0,9.9
15,2016,Jesse James,PIT,11,CLE,4,1,5,0,0,31,0.0,1.0,2500,1.5
16,2016,Jesse James,PIT,12,IND,1,0,0,0,0,23,0.0,0.0,2500,0.0
17,2016,Jesse James,PIT,13,NYG,4,3,32,0,0,20,1.0,1.0,2500,6.2
18,2016,Jesse James,PIT,14,BUF,3,1,5,0,0,6,0.0,0.0,0,1.5
19,2016,Jesse James,PIT,15,CIN,1,0,0,0,0,30,0.0,0.0,3500,0.0
20,2016,Jesse James,PIT,16,BAL,5,4,49,0,0,10,1.0,1.0,2600,8.9
21,2016,Jesse James,PIT,17,CLE,3,2,16,0,0,31,1.0,1.0,0,3.6
22,2017,Jesse James,PIT,1,CLE,8,6,41,2,0,30,0.0,1.0,2600,22.1
23,2017,Jesse James,PIT,2,MIN,5,4,27,0,0,1,1.0,1.0,2500,6.7
24,2017,Jesse James,PIT,3,CHI,4,2,19,0,0,12,0.0,1.0,0,3.9
25,2017,Jesse James,PIT,4,BAL,3,3,40,0,0,24,0.0,1.0,3900,7.0
26,2017,Jesse James,PIT,5,JAX,5,3,24,0,0,11,1.0,1.0,3300,5.4
27,2017,Jesse James,PIT,8,DET,3,2,42,0,0,16,0.0,0.0,2500,6.2
28,2017,Jesse James,PIT,10,IND,2,0,0,0,0,18,0.0,0.0,2700,0.0
29,2017,Jesse James,PIT,11,TEN,8,5,21,1,0,19,1.0,1.0,3000,13.1
30,2017,Jesse James,PIT,12,GB,4,3,32,0,0,5,1.0,1.0,2600,6.2
31,2017,Jesse James,PIT,13,CIN,1,1,13,0,0,23,0.0,0.0,2500,2.3
32,2017,Jesse James,PIT,14,BAL,12,10,97,0,0,24,1.0,1.0,2500,19.7
33,2017,Jesse James,PIT,15,NE,5,2,7,0,0,10,1.0,1.0,3300,2.7
34,2017,Jesse James,PIT,16,HOU,1,0,0,0,0,27,0.0,0.0,2500,0.0
35,2017,Jesse James,PIT,17,CLE,2,2,9,0,0,30,1.0,1.0,2500,2.9
36,2018,Jesse James,PIT,1,CLE,5,3,60,0,0,4,0.0,1.0,3200,9.0
37,2018,Jesse James,PIT,2,KC,5,5,138,1,0,30,1.0,1.0,2500,27.8
38,2018,Jesse James,PIT,3,TB,1,1,7,0,0,32,0.0,1.0,2500,1.7
39,2018,Jesse James,PIT,4,BAL,1,1,23,0,0,11,1.0,1.0,2500,3.3
1,2015,Jim Dray,CLE,1,NYJ,3,1,13,0,0,3,0.0,0.0,2500,2.3
2,2015,Jim Dray,CLE,5,BAL,1,1,7,0,0,4,0.0,1.0,2500,1.7
3,2015,Jim Dray,CLE,7,LAR,2,2,10,0,0,26,0.0,1.0,2500,3.0
4,2015,Jim Dray,CLE,8,ARI,2,0,0,0,0,20,1.0,1.0,2500,0.0
5,2015,Jim Dray,CLE,9,CIN,1,1,13,0,0,17,0.0,0.0,2500,2.3
6,2015,Jim Dray,CLE,12,BAL,1,0,0,0,0,4,1.0,1.0,2500,0.0
7,2015,Jim Dray,CLE,15,SEA,3,0,0,0,0,22,0.0,0.0,2500,0.0
8,2015,Jim Dray,CLE,16,KC,3,1,18,0,0,2,0.0,1.0,2900,2.8
1,2015,Jimmy Graham,SEA,1,LAR,8,6,51,1,0,26,0.0,1.0,5600,17.1
2,2015,Jimmy Graham,SEA,2,GB,2,1,11,0,0,14,0.0,1.0,2500,2.1
3,2015,Jimmy Graham,SEA,3,CHI,8,7,83,1,0,13,1.0,0.0,2500,21.3
4,2015,Jimmy Graham,SEA,4,DET,5,4,29,0,0,27,1.0,0.0,2500,6.9
5,2015,Jimmy Graham,SEA,5,CIN,5,3,30,0,0,17,0.0,0.0,2500,6.0
6,2015,Jimmy Graham,SEA,6,CAR,12,8,140,0,0,12,1.0,0.0,3200,25.0
7,2015,Jimmy Graham,SEA,7,SF,5,2,31,0,0,9,0.0,1.0,2500,5.1
8,2015,Jimmy Graham,SEA,8,DAL,10,7,75,0,0,1,0.0,0.0,4900,14.5
9,2015,Jimmy Graham,SEA,10,ARI,8,3,41,0,0,20,1.0,0.0,2500,7.1
10,2015,Jimmy Graham,SEA,11,SF,3,3,39,0,0,9,1.0,0.0,2500,6.9
11,2015,Jimmy Graham,SEA,12,PIT,8,4,75,0,0,25,1.0,0.0,2500,11.5
12,2016,Jimmy Graham,SEA,1,MIA,1,1,11,0,0,25,1.0,0.0,2500,2.1
13,2016,Jimmy Graham,SEA,2,LAR,4,3,42,0,0,7,0.0,1.0,3000,7.2
14,2016,Jimmy Graham,SEA,3,SF,9,6,100,1,1,18,1.0,0.0,2500,24.0
15,2016,Jimmy Graham,SEA,4,NYJ,8,6,113,0,0,22,0.0,0.0,2500,20.3
16,2016,Jimmy Graham,SEA,6,ATL,9,6,89,0,0,26,1.0,0.0,2500,14.9
17,2016,Jimmy Graham,SEA,7,ARI,10,5,53,0,0,1,0.0,1.0,2500,10.3
18,2016,Jimmy Graham,SEA,8,NO,5,3,34,0,0,13,0.0,0.0,2500,6.4
19,2016,Jimmy Graham,SEA,9,BUF,8,8,103,2,0,6,1.0,0.0,2800,33.3
20,2016,Jimmy Graham,SEA,10,NE,4,4,48,0,0,8,0.0,0.0,2500,8.8
21,2016,Jimmy Graham,SEA,11,PHI,5,3,46,1,0,2,1.0,0.0,3600,13.6
22,2016,Jimmy Graham,SEA,12,TB,7,6,67,0,1,14,0.0,1.0,0,11.7
23,2016,Jimmy Graham,SEA,13,CAR,9,6,63,1,0,28,1.0,0.0,2500,18.3
24,2016,Jimmy Graham,SEA,14,GB,4,1,16,0,0,21,0.0,1.0,2500,2.6
25,2016,Jimmy Graham,SEA,15,LAR,2,1,31,0,0,7,1.0,0.0,2500,4.1
26,2016,Jimmy Graham,SEA,16,ARI,3,2,43,1,0,1,1.0,0.0,2500,12.3
27,2016,Jimmy Graham,SEA,17,SF,7,4,64,0,0,18,0.0,1.0,2500,10.4
28,2017,Jimmy Graham,SEA,1,GB,7,3,8,0,0,5,0.0,1.0,2500,3.8
29,2017,Jimmy Graham,SEA,2,SF,2,1,1,0,0,15,1.0,0.0,2500,1.1
30,2017,Jimmy Graham,SEA,3,TEN,11,7,72,0,0,19,0.0,1.0,3000,14.2
31,2017,Jimmy Graham,SEA,4,IND,6,4,61,0,0,18,1.0,0.0,2800,10.1
32,2017,Jimmy Graham,SEA,5,LAR,8,6,37,1,0,20,0.0,1.0,2500,15.7
33,2017,Jimmy Graham,SEA,7,NYG,6,3,51,1,0,31,0.0,0.0,2500,14.1
34,2017,Jimmy Graham,SEA,8,HOU,5,4,39,2,0,27,1.0,0.0,3000,19.9
35,2017,Jimmy Graham,SEA,9,WAS,8,5,59,0,0,28,1.0,0.0,2500,10.9
36,2017,Jimmy Graham,SEA,10,ARI,9,6,27,2,0,17,0.0,1.0,4100,20.7
37,2017,Jimmy Graham,SEA,11,ATL,11,7,58,1,0,13,1.0,0.0,3900,20.8
38,2017,Jimmy Graham,SEA,12,SF,6,3,34,1,0,15,0.0,1.0,3400,12.4
39,2017,Jimmy Graham,SEA,13,PHI,4,3,26,1,0,14,1.0,0.0,0,11.6
40,2017,Jimmy Graham,SEA,14,JAX,2,0,0,0,0,11,0.0,1.0,2500,0.0
41,2017,Jimmy Graham,SEA,15,LAR,3,1,-1,0,0,20,1.0,0.0,2500,0.9
42,2017,Jimmy Graham,SEA,16,DAL,1,1,3,1,0,21,0.0,0.0,3200,7.3
43,2017,Jimmy Graham,SEA,17,ARI,6,3,45,0,0,17,1.0,0.0,2500,7.5
44,2018,Jimmy Graham,GB,1,CHI,4,2,8,0,0,18,1.0,1.0,2500,2.8
45,2018,Jimmy Graham,GB,2,MIN,8,6,95,0,0,17,1.0,1.0,2500,15.5
46,2018,Jimmy Graham,GB,3,WAS,7,5,45,0,0,14,0.0,1.0,2500,9.5
47,2018,Jimmy Graham,GB,4,BUF,6,3,21,1,0,21,1.0,1.0,2500,11.1
1,2015,John Phillips,LAC,3,MIN,4,4,35,0,0,15,0.0,0.0,4600,7.5
2,2015,John Phillips,LAC,4,CLE,2,1,1,1,0,6,0.0,1.0,2500,7.1
3,2015,John Phillips,LAC,7,OAK,1,1,5,0,0,30,0.0,1.0,3600,1.5
4,2015,John Phillips,LAC,8,BAL,2,2,11,0,0,4,0.0,1.0,2500,3.1
5,2015,John Phillips,LAC,13,DEN,1,1,8,0,0,19,0.0,1.0,2500,1.8
6,2015,John Phillips,LAC,16,OAK,1,1,9,0,0,30,0.0,1.0,2500,1.9
7,2016,John Phillips,DEN,3,CIN,4,2,9,1,0,30,0.0,0.0,0,8.9
8,2016,John Phillips,DEN,5,ATL,1,0,0,0,0,26,1.0,1.0,2500,0.0
9,2016,John Phillips,DEN,6,LAC,3,3,31,0,0,12,0.0,1.0,2500,6.1
10,2016,John Phillips,NO,11,CAR,1,1,0,0,0,28,0.0,1.0,2500,1.0
11,2016,John Phillips,NO,14,TB,1,1,8,0,0,14,0.0,1.0,2500,1.8
12,2016,John Phillips,NO,15,ARI,1,1,9,0,0,1,0.0,1.0,2600,1.9
13,2016,John Phillips,NO,16,TB,2,2,15,0,0,14,1.0,0.0,2500,3.5
14,2016,John Phillips,NO,17,ATL,1,0,0,0,0,26,0.0,0.0,2500,0.0
1,2017,Jonnu Smith,TEN,1,OAK,1,0,0,0,0,26,1.0,1.0,2500,0.0
2,2017,Jonnu Smith,TEN,2,JAX,3,2,30,1,0,11,0.0,1.0,2600,11.0
3,2017,Jonnu Smith,TEN,3,SEA,2,1,24,1,0,9,1.0,1.0,2500,9.4
4,2017,Jonnu Smith,TEN,5,MIA,5,5,21,0,0,32,0.0,1.0,3700,7.1
5,2017,Jonnu Smith,TEN,6,IND,1,1,10,0,0,18,1.0,1.0,2500,2.0
6,2017,Jonnu Smith,TEN,7,CLE,4,2,22,0,0,30,0.0,1.0,4900,4.2
7,2017,Jonnu Smith,TEN,9,BAL,1,0,0,0,0,24,1.0,1.0,2500,0.0
8,2017,Jonnu Smith,TEN,10,CIN,5,2,20,0,0,23,1.0,1.0,2500,4.0
9,2017,Jonnu Smith,TEN,11,PIT,1,0,0,0,0,4,0.0,1.0,2600,0.0
10,2017,Jonnu Smith,TEN,13,HOU,1,0,0,0,0,27,1.0,1.0,2500,0.0
11,2017,Jonnu Smith,TEN,15,SF,1,1,5,0,0,15,0.0,1.0,2500,1.5
12,2017,Jonnu Smith,TEN,16,LAR,2,1,13,0,0,20,1.0,1.0,3400,2.3
13,2017,Jonnu Smith,TEN,17,JAX,3,3,12,0,0,11,1.0,1.0,2500,4.2
14,2018,Jonnu Smith,TEN,1,MIA,3,1,12,0,0,15,0.0,1.0,2500,2.2
15,2018,Jonnu Smith,TEN,3,JAX,2,1,9,0,0,5,0.0,1.0,2500,1.9
16,2018,Jonnu Smith,TEN,4,PHI,2,0,0,0,0,5,1.0,1.0,2500,0.0
1,2018,Jordan Akins,HOU,1,NE,2,2,11,0,0,10,0.0,0.0,2500,3.1
2,2018,Jordan Akins,HOU,2,TEN,2,2,21,0,0,1,0.0,1.0,0,4.1
3,2018,Jordan Akins,HOU,3,NYG,1,1,18,0,0,7,1.0,0.0,2500,2.8
4,2018,Jordan Akins,HOU,4,IND,3,2,24,0,0,24,0.0,0.0,2500,4.4
1,2015,Jordan Cameron,MIA,1,WAS,7,4,73,0,0,16,0.0,1.0,3800,11.3
2,2015,Jordan Cameron,MIA,2,JAX,4,3,62,0,0,28,0.0,1.0,2600,9.2
3,2015,Jordan Cameron,MIA,3,BUF,8,3,16,0,0,8,1.0,1.0,2500,4.6
4,2015,Jordan Cameron,MIA,4,NYJ,9,2,19,0,0,3,1.0,1.0,2500,3.9
5,2015,Jordan Cameron,MIA,6,TEN,8,3,30,1,0,24,0.0,1.0,2500,12.0
6,2015,Jordan Cameron,MIA,7,HOU,2,2,23,0,0,10,1.0,1.0,5400,4.3
7,2015,Jordan Cameron,MIA,8,NE,5,2,34,0,0,5,0.0,0.0,2500,5.4
8,2015,Jordan Cameron,MIA,9,BUF,1,1,6,0,0,8,0.0,0.0,4900,1.6
9,2015,Jordan Cameron,MIA,10,PHI,3,1,5,0,0,11,0.0,1.0,2500,1.5
10,2015,Jordan Cameron,MIA,11,DAL,5,2,21,1,0,1,1.0,1.0,2500,10.1
11,2015,Jordan Cameron,MIA,12,NYJ,3,2,13,0,0,3,0.0,0.0,4900,3.3
12,2015,Jordan Cameron,MIA,13,BAL,3,1,4,0,0,4,1.0,1.0,2500,1.4
13,2015,Jordan Cameron,MIA,14,NYG,4,3,35,0,0,31,1.0,1.0,0,6.5
14,2015,Jordan Cameron,MIA,15,LAC,1,1,5,0,0,18,0.0,1.0,2500,1.5
15,2015,Jordan Cameron,MIA,16,IND,3,3,34,0,0,23,1.0,1.0,2500,6.4
16,2015,Jordan Cameron,MIA,17,NE,4,2,6,1,0,5,1.0,1.0,2800,8.6
17,2016,Jordan Cameron,MIA,1,SEA,3,2,6,0,0,4,0.0,0.0,2500,2.6
18,2016,Jordan Cameron,MIA,2,NE,7,5,49,1,0,8,0.0,0.0,2500,15.9
19,2016,Jordan Cameron,MIA,3,CLE,1,1,5,0,0,31,1.0,1.0,2900,1.5
1,2018,Jordan Leggett,NYJ,3,CLE,1,0,0,0,0,4,0.0,1.0,2500,0.0
2,2018,Jordan Leggett,NYJ,4,JAX,4,3,13,1,0,3,0.0,1.0,2500,10.3
1,2015,Jordan Reed,WAS,1,MIA,11,7,63,1,0,7,1.0,1.0,2500,19.3
2,2015,Jordan Reed,WAS,2,LAR,6,6,82,0,0,26,1.0,1.0,3600,14.2
3,2015,Jordan Reed,WAS,3,NYG,9,6,96,0,0,31,0.0,0.0,2700,15.6
4,2015,Jordan Reed,WAS,4,PHI,8,5,37,0,1,11,1.0,1.0,0,7.7
5,2015,Jordan Reed,WAS,7,TB,13,11,72,2,0,21,1.0,1.0,2500,30.2
6,2015,Jordan Reed,WAS,9,NE,7,3,18,1,0,5,0.0,0.0,2500,10.8
7,2015,Jordan Reed,WAS,10,NO,4,3,29,2,0,32,1.0,1.0,2500,17.9
8,2015,Jordan Reed,WAS,11,CAR,8,6,46,0,1,12,0.0,1.0,2500,9.6
9,2015,Jordan Reed,WAS,12,NYG,9,8,98,0,0,31,1.0,1.0,0,17.8
10,2015,Jordan Reed,WAS,13,DAL,8,3,33,0,0,1,1.0,1.0,2500,6.3
11,2015,Jordan Reed,WAS,14,CHI,9,9,120,1,0,13,0.0,1.0,2500,30.0
12,2015,Jordan Reed,WAS,15,BUF,7,7,84,2,0,8,1.0,1.0,4400,27.4
13,2015,Jordan Reed,WAS,16,PHI,11,9,129,2,0,11,0.0,1.0,3500,36.9
14,2015,Jordan Reed,WAS,17,DAL,4,4,45,0,0,1,0.0,0.0,2500,8.5
15,2016,Jordan Reed,WAS,1,PIT,11,7,64,0,0,17,1.0,1.0,2600,13.4
16,2016,Jordan Reed,WAS,2,DAL,7,5,70,0,0,32,1.0,1.0,2700,12.0
17,2016,Jordan Reed,WAS,3,NYG,7,4,56,0,0,20,0.0,0.0,2500,9.6
18,2016,Jordan Reed,WAS,4,CLE,10,9,73,2,0,31,1.0,1.0,0,28.3
19,2016,Jordan Reed,WAS,5,BAL,11,8,53,0,0,10,0.0,1.0,3100,13.3
20,2016,Jordan Reed,WAS,8,CIN,13,9,99,1,0,30,0.0,0.0,2500,24.9
21,2016,Jordan Reed,WAS,10,MIN,4,2,41,0,0,11,1.0,1.0,2500,6.1
22,2016,Jordan Reed,WAS,11,GB,6,5,79,0,0,21,1.0,1.0,2500,12.9
23,2016,Jordan Reed,WAS,12,DAL,12,10,95,2,0,32,0.0,0.0,2500,31.5
24,2016,Jordan Reed,WAS,14,PHI,1,1,10,0,0,2,0.0,1.0,6900,2.0
25,2016,Jordan Reed,WAS,15,CAR,1,1,6,0,0,28,1.0,1.0,3400,1.6
26,2016,Jordan Reed,WAS,17,NYG,6,5,40,1,1,20,1.0,1.0,0,14.0
27,2017,Jordan Reed,WAS,1,PHI,8,5,36,0,0,14,1.0,1.0,2700,8.6
28,2017,Jordan Reed,WAS,2,LAR,6,6,48,0,0,20,0.0,1.0,4200,10.8
29,2017,Jordan Reed,WAS,4,KC,5,3,21,0,0,7,0.0,1.0,3400,5.1
30,2017,Jordan Reed,WAS,6,SF,5,4,37,0,0,15,1.0,1.0,2500,7.7
31,2017,Jordan Reed,WAS,7,PHI,10,8,64,2,0,14,0.0,1.0,2500,26.4
32,2017,Jordan Reed,WAS,8,DAL,1,1,5,0,0,21,1.0,1.0,2500,1.5
33,2018,Jordan Reed,WAS,1,ARI,5,4,48,1,0,19,0.0,1.0,3400,14.8
34,2018,Jordan Reed,WAS,2,IND,8,6,55,0,1,29,1.0,1.0,2800,10.5
35,2018,Jordan Reed,WAS,3,GB,7,4,65,0,0,21,1.0,1.0,2500,10.5
1,2018,Jordan Thomas,HOU,1,NE,2,1,27,0,0,10,0.0,0.0,2500,3.7
2,2018,Jordan Thomas,HOU,2,TEN,3,0,0,0,0,1,0.0,1.0,3100,0.0
3,2018,Jordan Thomas,HOU,3,NYG,2,2,53,0,0,7,1.0,0.0,2900,7.3
1,2015,Josh Hill,NO,2,TB,4,1,2,0,0,21,1.0,0.0,2500,1.2
2,2015,Josh Hill,NO,3,CAR,1,1,10,0,0,12,0.0,1.0,2500,2.0
3,2015,Josh Hill,NO,4,DAL,2,2,11,1,0,1,1.0,0.0,2500,9.1
4,2015,Josh Hill,NO,5,PHI,1,0,0,0,0,11,0.0,1.0,2500,0.0
5,2015,Josh Hill,NO,6,ATL,5,3,38,0,0,29,1.0,0.0,3700,6.8
6,2015,Josh Hill,NO,7,IND,1,0,0,0,0,23,0.0,0.0,0,0.0
7,2015,Josh Hill,NO,8,NYG,2,1,5,0,0,31,1.0,0.0,2500,1.5
8,2015,Josh Hill,NO,9,TEN,2,2,21,1,0,24,1.0,0.0,5100,10.1
9,2015,Josh Hill,NO,12,HOU,1,0,0,0,0,10,0.0,0.0,2500,0.0
10,2015,Josh Hill,NO,13,CAR,3,2,11,0,0,12,1.0,0.0,2500,3.1
11,2015,Josh Hill,NO,14,TB,2,1,6,0,0,21,0.0,1.0,2500,1.6
12,2015,Josh Hill,NO,16,JAX,3,2,12,0,0,28,1.0,0.0,3000,3.2
13,2015,Josh Hill,NO,17,ATL,3,1,4,0,0,29,0.0,0.0,2500,1.4
14,2016,Josh Hill,NO,6,CAR,5,2,23,1,0,28,1.0,0.0,2600,10.3
15,2016,Josh Hill,NO,7,KC,1,1,6,0,0,5,0.0,1.0,2500,1.6
16,2016,Josh Hill,NO,8,SEA,1,1,3,0,0,4,1.0,0.0,2500,1.3
17,2016,Josh Hill,NO,9,SF,4,4,40,0,0,18,0.0,1.0,2900,8.0
18,2016,Josh Hill,NO,10,DEN,1,0,0,0,0,19,1.0,0.0,2500,0.0
19,2016,Josh Hill,NO,11,CAR,2,0,0,0,0,28,0.0,1.0,2500,0.0
20,2016,Josh Hill,NO,12,LAR,6,6,74,0,0,7,1.0,0.0,0,13.4
21,2016,Josh Hill,NO,13,DET,2,1,3,0,0,27,1.0,0.0,3000,1.3
22,2017,Josh Hill,NO,2,NE,3,3,29,0,0,10,1.0,0.0,5300,5.9
23,2017,Josh Hill,NO,3,CAR,1,1,3,0,0,6,0.0,1.0,3000,1.3
24,2017,Josh Hill,NO,8,CHI,4,3,29,0,0,12,1.0,0.0,2500,5.9
25,2017,Josh Hill,NO,10,BUF,1,1,-2,0,1,25,0.0,0.0,2500,-0.2
26,2017,Josh Hill,NO,11,WAS,1,1,3,1,0,28,1.0,0.0,0,6.5
27,2017,Josh Hill,NO,13,CAR,2,1,8,0,1,6,1.0,0.0,2500,0.8
28,2017,Josh Hill,NO,14,ATL,3,2,14,0,0,13,0.0,0.0,2500,3.4
29,2017,Josh Hill,NO,15,NYJ,2,1,22,0,0,22,1.0,0.0,2500,3.2
30,2017,Josh Hill,NO,16,ATL,3,2,11,0,0,13,1.0,0.0,2500,3.1
31,2017,Josh Hill,NO,17,TB,2,1,8,0,0,3,0.0,1.0,2500,1.8
32,2018,Josh Hill,NO,1,TB,1,1,15,0,0,32,1.0,0.0,2500,2.5
33,2018,Josh Hill,NO,2,CLE,1,1,5,0,0,4,1.0,0.0,2500,1.5
34,2018,Josh Hill,NO,3,ATL,1,1,17,0,0,12,0.0,0.0,4000,2.7
35,2018,Josh Hill,NO,4,NYG,3,3,63,0,0,6,0.0,0.0,2500,9.3
1,2016,Joshua Perkins,ATL,15,SF,1,1,8,0,0,18,1.0,0.0,2700,1.8
2,2016,Joshua Perkins,ATL,16,CAR,3,2,34,1,0,28,0.0,1.0,0,11.4
3,2018,Joshua Perkins,PHI,2,TB,6,4,57,0,0,32,0.0,1.0,2500,9.7
4,2018,Joshua Perkins,PHI,3,IND,4,1,10,0,0,29,1.0,1.0,3500,2.0
1,2015,Julius Thomas,JAX,5,TB,2,2,20,0,0,21,0.0,1.0,2500,4.0
2,2015,Julius Thomas,JAX,6,HOU,13,7,78,1,0,10,1.0,1.0,0,20.8
3,2015,Julius Thomas,JAX,7,BUF,5,1,4,0,0,8,1.0,1.0,2500,1.4
4,2015,Julius Thomas,JAX,9,NYJ,8,3,14,0,0,3,0.0,0.0,6500,4.4
5,2015,Julius Thomas,JAX,10,BAL,5,2,23,0,0,4,0.0,1.0,2500,4.3
6,2015,Julius Thomas,JAX,11,TEN,8,5,28,1,0,24,1.0,1.0,2500,13.8
7,2015,Julius Thomas,JAX,12,LAC,10,9,116,1,0,18,1.0,1.0,2500,29.6
8,2015,Julius Thomas,JAX,13,TEN,5,2,15,1,0,24,0.0,1.0,2500,9.5
9,2015,Julius Thomas,JAX,14,IND,7,5,54,1,0,23,1.0,1.0,2500,16.4
10,2015,Julius Thomas,JAX,15,ATL,9,6,79,0,0,29,1.0,1.0,3700,13.9
11,2015,Julius Thomas,JAX,16,NO,2,2,12,0,0,32,0.0,0.0,2500,3.2
12,2015,Julius Thomas,JAX,17,HOU,6,2,12,0,0,10,0.0,0.0,4300,3.2
13,2016,Julius Thomas,JAX,1,GB,5,5,64,1,0,21,1.0,1.0,2900,17.4
14,2016,Julius Thomas,JAX,2,LAC,7,4,71,0,0,12,0.0,1.0,2500,11.1
15,2016,Julius Thomas,JAX,3,BAL,5,2,13,0,0,10,1.0,1.0,3000,3.3
16,2016,Julius Thomas,JAX,6,CHI,4,2,28,0,0,9,0.0,1.0,2500,4.8
17,2016,Julius Thomas,JAX,7,OAK,7,3,20,1,0,24,1.0,1.0,2500,11.0
18,2016,Julius Thomas,JAX,8,TEN,6,3,28,1,0,15,0.0,1.0,2700,11.8
19,2016,Julius Thomas,JAX,9,KC,2,2,21,0,0,5,0.0,1.0,2500,4.1
20,2016,Julius Thomas,JAX,10,HOU,10,6,24,1,0,3,1.0,1.0,2500,14.4
21,2016,Julius Thomas,JAX,11,DET,5,3,12,0,0,27,0.0,0.0,2500,4.2
22,2017,Julius Thomas,MIA,2,LAC,3,3,26,0,0,8,0.0,1.0,4700,5.6
23,2017,Julius Thomas,MIA,3,NYJ,5,3,16,0,0,22,0.0,0.0,2500,4.6
24,2017,Julius Thomas,MIA,4,NO,4,2,29,0,0,2,1.0,1.0,2500,4.9
25,2017,Julius Thomas,MIA,5,TEN,4,1,15,0,0,19,1.0,1.0,3300,2.5
26,2017,Julius Thomas,MIA,6,ATL,5,3,22,0,0,13,0.0,0.0,2500,5.2
27,2017,Julius Thomas,MIA,7,NYJ,4,3,58,0,0,22,1.0,1.0,2500,8.8
28,2017,Julius Thomas,MIA,8,BAL,3,2,2,0,0,24,0.0,1.0,2600,2.2
29,2017,Julius Thomas,MIA,9,OAK,8,6,84,1,0,26,1.0,1.0,2500,20.4
30,2017,Julius Thomas,MIA,10,CAR,5,2,8,1,0,6,0.0,1.0,2500,8.8
31,2017,Julius Thomas,MIA,11,TB,4,4,30,0,0,3,1.0,1.0,2900,7.0
32,2017,Julius Thomas,MIA,12,NE,6,5,52,0,0,10,0.0,0.0,2500,10.2
33,2017,Julius Thomas,MIA,13,DEN,3,3,20,1,0,29,1.0,1.0,2500,11.0
34,2017,Julius Thomas,MIA,14,NE,4,2,11,0,0,10,1.0,1.0,5300,3.1
35,2017,Julius Thomas,MIA,15,BUF,4,2,15,0,0,25,0.0,0.0,2600,3.5
1,2015,Justin Perillo,GB,6,LAC,2,1,21,0,0,18,1.0,1.0,2500,3.1
2,2015,Justin Perillo,GB,8,DEN,1,1,6,0,0,19,0.0,1.0,0,1.6
3,2015,Justin Perillo,GB,10,DET,6,5,58,1,0,27,1.0,1.0,4900,16.8
4,2015,Justin Perillo,GB,12,CHI,2,2,9,0,0,13,1.0,1.0,2500,2.9
5,2015,Justin Perillo,GB,14,DAL,1,1,3,0,0,1,1.0,1.0,3400,1.3
6,2015,Justin Perillo,GB,15,OAK,1,1,5,0,0,30,0.0,1.0,2500,1.5
7,2016,Justin Perillo,GB,3,DET,1,1,13,0,0,27,1.0,1.0,2500,2.3
8,2016,Justin Perillo,GB,6,DAL,1,1,4,0,0,32,1.0,1.0,2800,1.4
9,2016,Justin Perillo,GB,9,IND,2,2,18,0,0,23,1.0,1.0,2900,3.8
10,2016,Justin Perillo,GB,10,TEN,1,0,0,0,0,15,0.0,1.0,3000,0.0
1,2015,Kellen Davis,NYJ,1,CLE,1,0,0,0,0,6,1.0,0.0,2500,0.0
2,2015,Kellen Davis,NYJ,6,WAS,1,0,0,0,0,16,1.0,0.0,2500,0.0
3,2015,Kellen Davis,NYJ,8,OAK,1,1,1,1,0,30,0.0,1.0,3000,7.1
4,2015,Kellen Davis,NYJ,9,JAX,1,0,0,0,0,28,1.0,0.0,2500,0.0
5,2015,Kellen Davis,NYJ,10,BUF,1,0,0,0,0,8,1.0,0.0,2500,0.0
6,2015,Kellen Davis,NYJ,13,NYG,3,1,8,0,0,31,0.0,0.0,0,1.8
7,2015,Kellen Davis,NYJ,15,DAL,2,1,9,0,0,1,0.0,0.0,2500,1.9
8,2015,Kellen Davis,NYJ,17,BUF,1,0,0,0,0,8,0.0,0.0,2500,0.0
9,2016,Kellen Davis,NYJ,2,BUF,1,0,0,0,0,6,0.0,0.0,2500,0.0
1,2015,Khari Lee,CHI,5,KC,1,0,0,0,0,2,0.0,1.0,3000,0.0
2,2015,Khari Lee,CHI,12,GB,1,1,7,0,0,14,0.0,1.0,2500,1.7
3,2015,Khari Lee,CHI,14,WAS,1,0,0,0,0,16,1.0,1.0,5100,0.0
4,2016,Khari Lee,DET,4,CHI,1,0,0,0,0,9,0.0,1.0,0,0.0
5,2018,Khari Lee,BUF,4,GB,1,1,5,0,0,20,0.0,1.0,2500,1.5
1,2015,Kyle Rudolph,MIN,1,SF,7,5,53,0,0,9,0.0,1.0,3500,10.3
2,2015,Kyle Rudolph,MIN,2,DET,7,5,30,1,0,27,1.0,0.0,2500,14.0
3,2015,Kyle Rudolph,MIN,3,LAC,5,2,14,0,0,18,1.0,0.0,2500,3.4
4,2015,Kyle Rudolph,MIN,4,DEN,4,2,7,0,0,19,0.0,1.0,2500,2.7
5,2015,Kyle Rudolph,MIN,6,KC,5,2,9,1,0,2,1.0,0.0,5200,8.9
