games,year,Name,Team,Week,Opponent,tar,rec,yds,td,fum,def_rk,h/a_1,surface_0,salary,points
6,2015,Kyle Rudolph,MIN,7,DET,2,2,10,1,0,27,0.0,0.0,2500,9.0
7,2015,Kyle Rudolph,MIN,8,CHI,2,2,22,0,0,13,0.0,1.0,2800,4.2
8,2015,Kyle Rudolph,MIN,9,LAR,2,2,30,0,0,26,1.0,0.0,2600,5.0
9,2015,Kyle Rudolph,MIN,10,OAK,4,1,7,0,0,30,0.0,1.0,0,1.7
10,2015,Kyle Rudolph,MIN,11,GB,9,6,106,1,0,14,1.0,0.0,2800,25.6
11,2015,Kyle Rudolph,MIN,12,ATL,10,7,53,0,0,29,0.0,0.0,2500,12.3
12,2015,Kyle Rudolph,MIN,13,SEA,4,3,13,0,0,22,1.0,0.0,0,4.3
13,2015,Kyle Rudolph,MIN,14,ARI,6,6,67,0,0,20,0.0,1.0,2500,12.7
14,2015,Kyle Rudolph,MIN,15,CHI,2,2,21,0,0,13,1.0,0.0,3600,4.1
15,2015,Kyle Rudolph,MIN,16,NYG,3,2,53,1,0,31,1.0,0.0,2500,13.3
16,2015,Kyle Rudolph,MIN,17,GB,1,0,0,0,0,14,0.0,1.0,3300,0.0
17,2016,Kyle Rudolph,MIN,1,TEN,8,4,65,0,0,15,0.0,1.0,2500,10.5
18,2016,Kyle Rudolph,MIN,2,GB,8,3,31,1,0,21,1.0,0.0,2500,12.1
19,2016,Kyle Rudolph,MIN,3,CAR,10,7,70,1,0,28,0.0,1.0,2500,20.0
20,2016,Kyle Rudolph,MIN,4,NYG,7,5,55,1,0,20,1.0,0.0,2500,16.5
21,2016,Kyle Rudolph,MIN,5,HOU,4,2,15,0,0,3,1.0,0.0,2500,3.5
22,2016,Kyle Rudolph,MIN,7,PHI,11,5,55,0,0,2,0.0,1.0,2500,10.5
23,2016,Kyle Rudolph,MIN,8,CHI,6,5,31,0,0,9,0.0,1.0,2500,8.1
24,2016,Kyle Rudolph,MIN,9,DET,3,1,1,1,0,27,1.0,0.0,2500,7.1
25,2016,Kyle Rudolph,MIN,10,WAS,8,5,69,1,0,29,0.0,1.0,2500,17.9
26,2016,Kyle Rudolph,MIN,11,ARI,3,2,12,0,0,1,1.0,0.0,2500,3.2
27,2016,Kyle Rudolph,MIN,12,DET,10,9,64,0,0,27,0.0,0.0,0,15.4
28,2016,Kyle Rudolph,MIN,13,DAL,12,6,45,0,0,32,1.0,0.0,0,10.5
29,2016,Kyle Rudolph,MIN,14,JAX,8,4,60,1,0,16,0.0,1.0,2500,16.0
30,2016,Kyle Rudolph,MIN,15,IND,10,8,97,0,0,23,1.0,0.0,2500,17.7
31,2016,Kyle Rudolph,MIN,16,GB,9,6,53,0,0,21,0.0,1.0,3000,11.3
32,2016,Kyle Rudolph,MIN,17,CHI,15,11,117,1,0,9,1.0,0.0,2500,31.7
33,2017,Kyle Rudolph,MIN,1,NO,3,3,26,1,0,2,1.0,0.0,2500,11.6
34,2017,Kyle Rudolph,MIN,2,PIT,6,4,45,0,0,4,0.0,1.0,3300,8.5
35,2017,Kyle Rudolph,MIN,3,TB,2,1,4,0,0,3,1.0,0.0,2500,1.4
36,2017,Kyle Rudolph,MIN,4,DET,4,2,34,0,0,16,1.0,0.0,2500,5.4
37,2017,Kyle Rudolph,MIN,5,CHI,9,6,45,1,0,12,0.0,1.0,3500,16.5
38,2017,Kyle Rudolph,MIN,6,GB,9,5,47,0,0,5,1.0,0.0,3200,9.7
39,2017,Kyle Rudolph,MIN,7,BAL,7,5,43,0,0,24,1.0,0.0,2500,9.3
40,2017,Kyle Rudolph,MIN,8,CLE,7,6,27,1,0,30,0.0,1.0,6400,14.7
41,2017,Kyle Rudolph,MIN,10,WAS,7,5,37,0,0,28,0.0,1.0,0,8.7
42,2017,Kyle Rudolph,MIN,11,LAR,7,5,58,0,0,20,1.0,0.0,2500,10.8
43,2017,Kyle Rudolph,MIN,12,DET,4,4,63,2,0,16,0.0,0.0,0,22.3
44,2017,Kyle Rudolph,MIN,13,ATL,5,4,36,1,0,13,0.0,0.0,2500,13.6
45,2017,Kyle Rudolph,MIN,14,CAR,5,3,41,1,0,6,0.0,1.0,2500,13.1
46,2017,Kyle Rudolph,MIN,15,CIN,2,2,17,1,0,23,1.0,0.0,2500,9.7
47,2017,Kyle Rudolph,MIN,16,GB,1,1,6,0,0,5,0.0,1.0,5700,1.6
48,2017,Kyle Rudolph,MIN,17,CHI,3,1,3,0,0,12,1.0,0.0,3900,1.3
49,2018,Kyle Rudolph,MIN,1,SF,2,1,11,1,0,27,1.0,0.0,2600,8.1
50,2018,Kyle Rudolph,MIN,2,GB,8,7,72,0,0,21,0.0,1.0,5600,14.2
51,2018,Kyle Rudolph,MIN,3,BUF,6,5,48,1,0,22,1.0,0.0,2500,15.8
52,2018,Kyle Rudolph,MIN,4,LAR,6,5,57,0,0,23,0.0,1.0,2500,10.7
1,2015,Ladarius Green,LAC,1,DET,6,5,74,1,0,27,0.0,0.0,3500,18.4
2,2015,Ladarius Green,LAC,2,CIN,6,5,47,0,0,17,0.0,0.0,2500,9.7
3,2015,Ladarius Green,LAC,4,CLE,6,4,53,1,0,6,0.0,1.0,4500,15.3
4,2015,Ladarius Green,LAC,5,PIT,5,5,50,0,0,25,0.0,1.0,2500,10.0
5,2015,Ladarius Green,LAC,6,GB,4,3,35,1,0,14,0.0,1.0,2500,12.5
6,2015,Ladarius Green,LAC,7,OAK,9,4,45,1,0,30,0.0,1.0,2500,18.5
7,2015,Ladarius Green,LAC,8,BAL,1,1,10,0,0,4,0.0,1.0,8100,2.0
8,2015,Ladarius Green,LAC,11,KC,3,1,9,0,0,2,0.0,1.0,0,1.9
9,2015,Ladarius Green,LAC,12,JAX,1,1,19,0,0,28,0.0,1.0,2500,2.9
10,2015,Ladarius Green,LAC,13,DEN,6,2,21,0,0,19,0.0,1.0,7700,4.1
11,2015,Ladarius Green,LAC,14,KC,6,2,26,0,0,2,0.0,1.0,2500,4.6
12,2015,Ladarius Green,LAC,15,MIA,3,2,13,0,0,7,0.0,1.0,3000,3.3
13,2015,Ladarius Green,LAC,16,OAK,7,2,27,0,0,30,0.0,1.0,2500,4.7
14,2016,Ladarius Green,PIT,10,DAL,4,3,30,0,0,32,1.0,1.0,2500,6.0
15,2016,Ladarius Green,PIT,11,CLE,2,0,0,0,0,31,0.0,1.0,0,0.0
16,2016,Ladarius Green,PIT,12,IND,3,2,67,0,0,23,0.0,0.0,2500,8.7
17,2016,Ladarius Green,PIT,13,NYG,11,6,110,1,0,20,1.0,1.0,2500,26.0
18,2016,Ladarius Green,PIT,14,BUF,6,2,25,0,0,6,0.0,0.0,3600,4.5
19,2016,Ladarius Green,PIT,15,CIN,8,5,72,0,0,30,0.0,0.0,0,12.2
1,2015,Lance Kendricks,LAR,1,SEA,2,2,42,1,0,22,0.0,0.0,2500,12.2
2,2015,Lance Kendricks,LAR,2,WAS,2,1,15,0,0,16,0.0,1.0,2500,2.5
3,2015,Lance Kendricks,LAR,3,PIT,5,2,12,0,0,25,0.0,1.0,7400,3.2
4,2015,Lance Kendricks,LAR,4,ARI,2,0,0,0,0,20,0.0,1.0,2500,0.0
5,2015,Lance Kendricks,LAR,5,GB,3,2,16,0,0,14,0.0,1.0,3500,3.6
6,2015,Lance Kendricks,LAR,8,SF,2,2,7,0,0,9,0.0,1.0,2500,2.7
7,2015,Lance Kendricks,LAR,9,MIN,2,2,25,0,0,15,0.0,0.0,4700,4.5
8,2015,Lance Kendricks,LAR,10,CHI,3,1,4,0,0,13,0.0,1.0,2500,1.4
9,2015,Lance Kendricks,LAR,11,BAL,4,2,43,1,0,4,0.0,1.0,2500,12.3
10,2015,Lance Kendricks,LAR,12,CIN,4,3,17,0,0,17,0.0,0.0,4300,4.7
11,2015,Lance Kendricks,LAR,14,DET,1,0,0,0,0,27,0.0,0.0,0,0.0
12,2015,Lance Kendricks,LAR,15,TB,3,3,27,0,0,21,0.0,1.0,6400,5.7
13,2015,Lance Kendricks,LAR,16,SEA,2,0,0,0,0,22,0.0,0.0,2500,0.0
14,2015,Lance Kendricks,LAR,17,SF,5,5,37,0,0,9,0.0,1.0,6900,8.7
15,2016,Lance Kendricks,LAR,1,SF,3,2,15,0,0,18,0.0,1.0,2500,3.5
16,2016,Lance Kendricks,LAR,2,SEA,6,4,61,0,0,4,1.0,1.0,3900,10.1
17,2016,Lance Kendricks,LAR,3,TB,4,0,0,0,0,14,0.0,1.0,3100,0.0
18,2016,Lance Kendricks,LAR,4,ARI,7,5,52,0,0,1,0.0,1.0,6000,10.2
19,2016,Lance Kendricks,LAR,5,BUF,3,2,24,0,0,6,1.0,1.0,0,4.4
20,2016,Lance Kendricks,LAR,6,DET,8,5,34,1,0,27,0.0,0.0,2600,14.4
21,2016,Lance Kendricks,LAR,7,NYG,9,7,55,0,0,20,1.0,1.0,2500,12.5
22,2016,Lance Kendricks,LAR,9,CAR,12,7,90,0,0,28,1.0,1.0,2900,16.0
23,2016,Lance Kendricks,LAR,10,NYJ,2,1,0,0,0,22,0.0,0.0,2500,1.0
24,2016,Lance Kendricks,LAR,11,MIA,7,4,38,0,1,25,1.0,1.0,2500,6.8
25,2016,Lance Kendricks,LAR,12,NO,7,4,51,1,0,13,0.0,0.0,2900,15.1
26,2016,Lance Kendricks,LAR,13,NE,5,2,13,0,0,8,0.0,0.0,3700,3.3
27,2016,Lance Kendricks,LAR,14,ATL,3,1,13,0,0,26,1.0,1.0,5800,2.3
28,2016,Lance Kendricks,LAR,15,SEA,4,1,5,0,0,4,0.0,0.0,2500,1.5
29,2016,Lance Kendricks,LAR,16,SF,4,3,36,0,0,18,1.0,1.0,2900,6.6
30,2016,Lance Kendricks,LAR,17,ARI,3,2,12,0,0,1,1.0,1.0,0,3.2
31,2017,Lance Kendricks,GB,1,SEA,4,2,18,0,0,9,1.0,1.0,4700,3.8
32,2017,Lance Kendricks,GB,3,CIN,3,2,52,1,0,23,1.0,1.0,2700,13.2
33,2017,Lance Kendricks,GB,4,CHI,1,1,0,0,0,12,1.0,1.0,2500,1.0
34,2017,Lance Kendricks,GB,5,DAL,1,1,24,0,0,21,0.0,0.0,2500,3.4
35,2017,Lance Kendricks,GB,9,DET,3,2,32,0,0,16,1.0,1.0,3700,5.2
36,2017,Lance Kendricks,GB,10,CHI,2,1,9,0,0,12,0.0,1.0,2800,1.9
37,2017,Lance Kendricks,GB,11,BAL,4,1,5,0,0,24,1.0,1.0,2500,1.5
38,2017,Lance Kendricks,GB,13,TB,1,1,11,0,0,3,1.0,1.0,2500,2.1
39,2017,Lance Kendricks,GB,14,CLE,5,2,11,0,0,30,0.0,1.0,2500,3.1
40,2017,Lance Kendricks,GB,15,CAR,2,1,5,0,0,6,0.0,1.0,2500,1.5
41,2017,Lance Kendricks,GB,16,MIN,9,4,36,0,0,1,1.0,1.0,4000,7.6
42,2018,Lance Kendricks,GB,1,CHI,1,1,13,0,0,18,1.0,1.0,2500,2.3
43,2018,Lance Kendricks,GB,2,MIN,1,1,4,0,0,17,1.0,1.0,3300,1.4
44,2018,Lance Kendricks,GB,3,WAS,1,0,0,0,0,14,0.0,1.0,2500,0.0
45,2018,Lance Kendricks,GB,4,BUF,2,1,5,0,0,21,1.0,1.0,2500,1.5
1,2015,Larry Donnell,NYG,1,DAL,4,3,21,0,0,1,0.0,0.0,2500,5.1
2,2015,Larry Donnell,NYG,2,ATL,6,4,28,1,0,29,1.0,0.0,2500,12.8
3,2015,Larry Donnell,NYG,3,WAS,6,3,32,0,0,16,1.0,0.0,3300,6.2
4,2015,Larry Donnell,NYG,4,BUF,7,5,38,0,0,8,0.0,0.0,2500,8.8
5,2015,Larry Donnell,NYG,5,SF,7,6,35,1,0,9,1.0,0.0,2500,15.5
6,2015,Larry Donnell,NYG,6,PHI,5,3,29,0,0,11,0.0,1.0,0,5.9
7,2015,Larry Donnell,NYG,7,DAL,5,4,18,0,0,1,1.0,0.0,2500,5.8
8,2015,Larry Donnell,NYG,8,NO,1,1,22,0,0,32,0.0,0.0,3100,3.2
9,2016,Larry Donnell,NYG,1,DAL,2,1,15,1,0,32,0.0,0.0,2500,8.5
10,2016,Larry Donnell,NYG,2,NO,5,4,24,0,0,13,1.0,0.0,2500,6.4
11,2016,Larry Donnell,NYG,3,WAS,4,3,11,0,0,29,1.0,0.0,2500,4.1
12,2016,Larry Donnell,NYG,6,BAL,7,6,34,0,0,10,1.0,0.0,2500,9.4
13,2016,Larry Donnell,NYG,7,LAR,3,1,8,0,1,7,0.0,1.0,2500,0.8
14,2016,Larry Donnell,NYG,13,PIT,1,0,0,0,0,17,0.0,1.0,2500,0.0
1,2015,Lee Smith,OAK,2,BAL,1,1,6,0,0,4,1.0,1.0,2500,1.6
2,2015,Lee Smith,OAK,3,CLE,1,1,8,0,0,6,0.0,1.0,2500,1.8
3,2015,Lee Smith,OAK,4,CHI,2,2,14,0,0,13,0.0,1.0,2500,3.4
4,2015,Lee Smith,OAK,7,LAC,2,2,1,0,0,18,0.0,1.0,2500,2.1
5,2015,Lee Smith,OAK,8,NYJ,1,1,6,0,0,3,1.0,1.0,5000,1.6
6,2015,Lee Smith,OAK,9,PIT,2,1,10,0,0,25,0.0,1.0,2700,2.0
7,2015,Lee Smith,OAK,10,MIN,1,1,1,0,0,15,1.0,1.0,0,1.1
8,2015,Lee Smith,OAK,12,TEN,1,1,2,0,0,24,0.0,1.0,0,1.2
9,2015,Lee Smith,OAK,13,KC,1,1,5,1,0,2,1.0,1.0,4800,7.5
10,2015,Lee Smith,OAK,16,LAC,1,1,17,0,0,18,1.0,1.0,4600,2.7
11,2016,Lee Smith,OAK,2,ATL,4,4,24,0,0,26,1.0,1.0,4400,6.4
12,2016,Lee Smith,OAK,3,TEN,1,1,4,0,0,15,0.0,1.0,2500,1.4
13,2016,Lee Smith,OAK,4,BAL,1,1,1,0,0,10,0.0,1.0,3400,1.1
14,2017,Lee Smith,OAK,2,NYJ,1,1,9,0,0,22,1.0,1.0,3000,1.9
15,2017,Lee Smith,OAK,4,DEN,2,2,15,0,0,29,0.0,1.0,2500,3.5
16,2017,Lee Smith,OAK,8,BUF,3,1,21,0,0,25,0.0,0.0,6900,3.1
17,2017,Lee Smith,OAK,12,DEN,1,1,12,0,0,29,1.0,1.0,4100,2.2
18,2017,Lee Smith,OAK,15,DAL,1,1,3,0,0,21,1.0,1.0,0,1.3
19,2017,Lee Smith,OAK,16,PHI,3,2,16,0,0,14,0.0,1.0,2700,3.6
20,2018,Lee Smith,OAK,4,CLE,4,3,23,0,0,22,1.0,1.0,3300,5.3
1,2015,Levine Toilolo,ATL,1,PHI,1,1,4,0,0,11,1.0,0.0,2500,1.4
2,2015,Levine Toilolo,ATL,2,NYG,1,0,0,0,0,31,0.0,0.0,2500,0.0
3,2015,Levine Toilolo,ATL,3,DAL,1,1,6,0,0,1,0.0,0.0,2500,3.6
4,2015,Levine Toilolo,ATL,6,NO,3,2,18,0,0,32,0.0,0.0,2500,3.8
5,2015,Levine Toilolo,ATL,8,TB,1,1,7,0,0,21,1.0,0.0,2500,1.7
6,2015,Levine Toilolo,ATL,9,SF,1,1,1,0,0,9,0.0,1.0,0,1.1
7,2015,Levine Toilolo,ATL,14,CAR,1,0,0,0,0,12,0.0,1.0,2500,0.0
8,2015,Levine Toilolo,ATL,15,JAX,1,0,0,0,0,28,0.0,1.0,2500,0.0
9,2015,Levine Toilolo,ATL,17,NO,2,1,8,0,0,32,1.0,0.0,0,1.8
10,2016,Levine Toilolo,ATL,2,OAK,2,2,21,0,0,24,0.0,1.0,2900,4.1
11,2016,Levine Toilolo,ATL,4,CAR,1,0,0,0,0,28,1.0,0.0,2500,0.0
12,2016,Levine Toilolo,ATL,5,DEN,1,0,0,0,0,19,0.0,1.0,2500,0.0
13,2016,Levine Toilolo,ATL,6,SEA,4,3,69,1,0,4,0.0,0.0,2500,15.9
14,2016,Levine Toilolo,ATL,7,LAC,1,1,5,0,0,12,1.0,0.0,2500,1.5
15,2016,Levine Toilolo,ATL,8,GB,1,0,0,0,0,21,1.0,0.0,4400,0.0
16,2016,Levine Toilolo,ATL,9,TB,1,1,32,1,0,14,0.0,1.0,6100,10.2
17,2016,Levine Toilolo,ATL,12,ARI,1,1,18,0,0,1,1.0,0.0,2500,2.8
18,2016,Levine Toilolo,ATL,13,KC,1,1,42,0,0,5,1.0,0.0,3800,5.2
19,2016,Levine Toilolo,ATL,14,LAR,1,1,19,0,0,7,0.0,1.0,5300,2.9
20,2016,Levine Toilolo,ATL,15,SF,1,1,30,0,0,18,1.0,0.0,2500,4.0
21,2016,Levine Toilolo,ATL,16,CAR,1,1,10,0,0,28,0.0,1.0,2500,2.0
22,2016,Levine Toilolo,ATL,17,NO,3,1,18,0,0,13,1.0,0.0,2500,2.8
23,2017,Levine Toilolo,ATL,1,CHI,1,0,0,0,0,12,0.0,1.0,2500,0.0
24,2017,Levine Toilolo,ATL,4,BUF,3,3,21,0,0,25,1.0,0.0,2500,5.1
25,2017,Levine Toilolo,ATL,8,NYJ,3,2,20,0,0,22,0.0,0.0,2500,4.0
26,2017,Levine Toilolo,ATL,9,CAR,1,1,8,0,0,6,0.0,1.0,2500,1.8
27,2017,Levine Toilolo,ATL,10,DAL,1,1,10,0,0,21,1.0,0.0,0,2.0
28,2017,Levine Toilolo,ATL,11,SEA,2,2,31,1,0,9,0.0,0.0,2800,11.1
29,2017,Levine Toilolo,ATL,13,MIN,2,2,25,0,0,1,1.0,0.0,2500,4.5
30,2017,Levine Toilolo,ATL,14,NO,1,1,7,0,0,2,1.0,0.0,4300,1.7
31,2018,Levine Toilolo,DET,1,NYJ,1,1,7,0,0,2,1.0,0.0,2500,1.7
32,2018,Levine Toilolo,DET,4,DAL,2,2,12,0,0,15,0.0,0.0,2500,3.2
1,2016,Logan Paulsen,CHI,1,HOU,1,0,0,0,0,3,0.0,0.0,2500,0.0
2,2016,Logan Paulsen,CHI,4,DET,3,2,10,0,0,27,1.0,1.0,2500,3.0
3,2016,Logan Paulsen,CHI,5,IND,1,0,0,0,0,23,0.0,0.0,2500,0.0
4,2016,Logan Paulsen,CHI,8,MIN,2,1,5,0,0,11,1.0,1.0,2500,1.5
5,2016,Logan Paulsen,CHI,10,TB,1,0,0,0,0,14,0.0,1.0,0,0.0
6,2016,Logan Paulsen,CHI,11,NYG,1,0,0,0,0,20,0.0,0.0,2500,0.0
7,2016,Logan Paulsen,CHI,12,TEN,1,0,0,0,0,15,1.0,1.0,5300,0.0
8,2017,Logan Paulsen,SF,4,ARI,1,0,0,0,0,17,0.0,1.0,0,0.0
9,2017,Logan Paulsen,SF,15,TEN,1,0,0,0,0,19,1.0,1.0,2500,0.0
10,2018,Logan Paulsen,ATL,2,CAR,1,1,10,0,0,26,1.0,0.0,2500,2.0
11,2018,Logan Paulsen,ATL,3,NO,1,1,11,0,0,9,1.0,0.0,2500,2.1
12,2018,Logan Paulsen,ATL,4,CIN,1,1,17,1,0,28,1.0,0.0,2500,8.7
1,2017,Logan Thomas,BUF,5,CIN,2,1,3,0,0,23,0.0,0.0,2500,1.3
2,2017,Logan Thomas,BUF,7,TB,1,1,22,1,0,3,1.0,0.0,0,9.2
3,2017,Logan Thomas,BUF,8,OAK,1,1,7,0,0,26,1.0,0.0,2500,1.7
4,2017,Logan Thomas,BUF,9,NYJ,3,2,25,0,0,22,0.0,0.0,0,4.5
5,2017,Logan Thomas,BUF,13,NE,2,2,10,0,0,10,1.0,0.0,3500,3.0
6,2018,Logan Thomas,BUF,1,BAL,2,1,24,0,0,11,0.0,1.0,2500,3.4
7,2018,Logan Thomas,BUF,2,LAC,1,1,7,0,0,3,1.0,0.0,5000,1.7
1,2015,Luke Stocker,TB,7,WAS,4,3,22,0,0,16,0.0,1.0,2500,5.2
2,2015,Luke Stocker,TB,8,ATL,1,0,0,0,0,29,0.0,0.0,2500,0.0
3,2015,Luke Stocker,TB,10,DAL,1,0,0,0,0,1,1.0,1.0,3100,0.0
4,2015,Luke Stocker,TB,12,IND,1,0,0,0,0,23,0.0,0.0,0,0.0
5,2015,Luke Stocker,TB,13,ATL,1,1,4,0,0,29,1.0,1.0,2500,1.4
6,2015,Luke Stocker,TB,15,LAR,3,3,25,1,0,26,0.0,1.0,2500,11.5
7,2015,Luke Stocker,TB,16,CHI,1,1,7,0,0,13,1.0,1.0,0,1.7
8,2015,Luke Stocker,TB,17,CAR,1,1,3,0,0,12,0.0,1.0,2500,1.3
9,2016,Luke Stocker,TB,8,OAK,2,2,8,0,0,24,1.0,1.0,3500,2.8
10,2016,Luke Stocker,TB,10,CHI,2,1,11,0,0,9,1.0,1.0,2500,2.1
11,2016,Luke Stocker,TB,12,SEA,1,1,3,0,0,4,1.0,1.0,2900,1.3
12,2016,Luke Stocker,TB,15,DAL,1,0,0,0,0,32,0.0,0.0,2500,0.0
13,2016,Luke Stocker,TB,16,NO,1,0,0,0,0,13,0.0,0.0,2600,0.0
14,2016,Luke Stocker,TB,17,CAR,1,1,1,0,0,28,1.0,1.0,2500,1.1
15,2017,Luke Stocker,TB,6,ARI,1,1,5,0,0,17,0.0,1.0,2500,1.5
16,2017,Luke Stocker,TB,9,NO,2,2,13,1,0,2,0.0,0.0,4400,9.3
17,2017,Luke Stocker,TEN,15,SF,1,0,0,0,0,15,0.0,1.0,2600,0.0
18,2017,Luke Stocker,TEN,17,JAX,1,1,12,0,0,11,1.0,1.0,2600,2.2
19,2018,Luke Stocker,TEN,1,MIA,2,2,37,0,0,15,0.0,1.0,2700,5.7
20,2018,Luke Stocker,TEN,2,HOU,2,2,15,0,0,25,1.0,1.0,2500,3.5
21,2018,Luke Stocker,TEN,3,JAX,2,1,11,0,0,5,0.0,1.0,2500,2.1
1,2015,Luke Willson,SEA,1,LAR,1,0,0,0,0,26,0.0,1.0,2500,0.0
2,2015,Luke Willson,SEA,2,GB,4,2,36,0,0,14,0.0,1.0,5100,5.6
3,2015,Luke Willson,SEA,4,DET,3,2,15,0,0,27,1.0,0.0,3000,3.5
4,2015,Luke Willson,SEA,5,CIN,3,2,17,0,0,17,0.0,0.0,0,3.7
5,2015,Luke Willson,SEA,6,CAR,1,1,16,0,0,12,1.0,0.0,2500,2.6
6,2015,Luke Willson,SEA,8,DAL,2,2,41,1,0,1,0.0,0.0,2500,12.1
7,2015,Luke Willson,SEA,10,ARI,1,0,0,0,0,20,1.0,0.0,0,0.0
8,2015,Luke Willson,SEA,11,SF,2,2,15,0,0,9,1.0,0.0,2500,3.5
9,2015,Luke Willson,SEA,12,PIT,1,1,12,0,0,25,1.0,0.0,2500,2.2
10,2015,Luke Willson,SEA,13,MIN,3,2,36,0,0,15,0.0,0.0,2500,5.6
11,2015,Luke Willson,SEA,14,BAL,2,1,8,0,0,4,0.0,1.0,2500,1.8
12,2015,Luke Willson,SEA,15,CLE,2,2,17,0,0,6,1.0,0.0,3500,3.7
13,2015,Luke Willson,SEA,16,LAR,1,0,0,0,0,26,1.0,0.0,4200,0.0
14,2016,Luke Willson,SEA,1,MIA,4,2,26,0,0,25,1.0,0.0,2700,4.6
15,2016,Luke Willson,SEA,2,LAR,1,1,6,0,0,7,0.0,1.0,2500,1.6
16,2016,Luke Willson,SEA,3,SF,3,2,9,0,0,18,1.0,0.0,0,2.9
17,2016,Luke Willson,SEA,4,NYJ,3,0,0,0,0,22,0.0,0.0,2500,0.0
18,2016,Luke Willson,SEA,6,ATL,1,1,9,0,0,26,1.0,0.0,2500,1.9
19,2016,Luke Willson,SEA,11,PHI,1,1,12,0,0,2,1.0,0.0,0,2.2
20,2016,Luke Willson,SEA,12,TB,1,1,11,0,0,14,0.0,1.0,6200,2.1
21,2016,Luke Willson,SEA,14,GB,1,1,11,0,0,21,0.0,1.0,2500,2.1
22,2016,Luke Willson,SEA,15,LAR,3,3,19,1,0,7,1.0,0.0,5100,10.9
23,2016,Luke Willson,SEA,17,SF,3,3,26,1,0,18,0.0,1.0,0,11.6
24,2017,Luke Willson,SEA,1,GB,1,0,0,0,0,5,0.0,1.0,5900,0.0
25,2017,Luke Willson,SEA,2,SF,3,3,25,0,0,15,1.0,0.0,2500,5.5
26,2017,Luke Willson,SEA,3,TEN,4,3,53,1,0,19,0.0,1.0,2500,14.3
27,2017,Luke Willson,SEA,4,IND,1,1,6,1,0,18,1.0,0.0,0,7.6
28,2017,Luke Willson,SEA,5,LAR,1,0,0,0,0,20,0.0,1.0,3000,0.0
29,2017,Luke Willson,SEA,7,NYG,1,1,13,0,0,31,0.0,0.0,2500,2.3
30,2017,Luke Willson,SEA,8,HOU,1,0,0,0,0,27,1.0,0.0,2500,0.0
31,2017,Luke Willson,SEA,9,WAS,2,1,10,1,0,28,1.0,0.0,3400,8.0
32,2017,Luke Willson,SEA,11,ATL,2,2,-1,0,0,13,1.0,0.0,2500,1.9
33,2017,Luke Willson,SEA,14,JAX,1,1,12,0,0,11,0.0,1.0,3100,2.2
34,2017,Luke Willson,SEA,15,LAR,2,1,26,1,0,20,1.0,0.0,2500,9.6
35,2017,Luke Willson,SEA,16,DAL,2,2,9,0,0,21,0.0,0.0,2500,2.9
36,2017,Luke Willson,SEA,17,ARI,1,0,0,0,0,17,1.0,0.0,2500,0.0
37,2018,Luke Willson,DET,1,NYJ,1,0,0,0,0,2,1.0,0.0,6400,0.0
38,2018,Luke Willson,DET,2,SF,1,1,13,0,0,27,0.0,1.0,2700,2.3
39,2018,Luke Willson,DET,3,NE,3,2,10,0,0,10,1.0,0.0,2500,3.0
40,2018,Luke Willson,DET,4,DAL,2,1,6,0,0,15,0.0,0.0,7000,1.6
1,2015,MarQueis Gray,BUF,4,NYG,1,1,2,0,0,31,1.0,0.0,2500,1.2
2,2016,MarQueis Gray,MIA,4,CIN,1,0,0,0,0,30,0.0,0.0,0,0.0
3,2016,MarQueis Gray,MIA,6,PIT,3,3,81,0,0,17,1.0,1.0,2900,11.1
4,2016,MarQueis Gray,MIA,9,NYJ,4,2,10,0,0,22,1.0,1.0,2500,3.0
5,2016,MarQueis Gray,MIA,10,LAC,2,2,18,0,0,12,0.0,1.0,2500,3.8
6,2016,MarQueis Gray,MIA,11,LAR,1,1,5,0,0,7,0.0,1.0,2500,1.5
7,2016,MarQueis Gray,MIA,12,SF,2,2,12,0,0,18,1.0,1.0,2500,3.2
8,2016,MarQueis Gray,MIA,15,NYJ,3,3,28,0,0,22,0.0,0.0,3300,5.8
9,2016,MarQueis Gray,MIA,16,BUF,1,1,20,0,0,6,0.0,0.0,3500,3.0
10,2017,MarQueis Gray,MIA,5,TEN,1,0,0,0,0,19,1.0,1.0,2500,0.0
11,2017,MarQueis Gray,MIA,11,TB,1,0,0,0,0,3,1.0,1.0,0,0.0
12,2017,MarQueis Gray,MIA,14,NE,1,1,10,0,0,10,1.0,1.0,3400,2.2
1,2015,Marcedes Lewis,JAX,2,MIA,4,0,0,0,0,7,1.0,1.0,0,0.0
2,2015,Marcedes Lewis,JAX,3,NE,2,0,0,0,0,5,0.0,0.0,2500,0.0
3,2015,Marcedes Lewis,JAX,4,IND,8,5,40,0,0,23,0.0,0.0,2500,9.0
4,2015,Marcedes Lewis,JAX,5,TB,4,0,0,0,0,21,0.0,1.0,3200,0.0
5,2015,Marcedes Lewis,JAX,6,HOU,2,1,8,0,0,10,1.0,1.0,0,1.8
6,2015,Marcedes Lewis,JAX,7,BUF,2,2,13,0,0,8,1.0,1.0,4800,3.3
7,2015,Marcedes Lewis,JAX,9,NYJ,1,1,27,0,0,3,0.0,0.0,2500,3.7
8,2015,Marcedes Lewis,JAX,10,BAL,2,1,9,0,0,4,0.0,1.0,0,1.9
9,2015,Marcedes Lewis,JAX,11,TEN,2,0,0,0,0,24,1.0,1.0,8000,0.0
