,,Week,games_avg,tar_avg,rec_avg,yds_avg,td_avg,fum_avg,def_rk_avg,games_ma,tar_ma,rec_ma,yds_ma,td_ma,fum_ma,def_rk_ma,games_car,tar_car,rec_car,yds_car,td_car,fum_car,def_rk_car,year,def_rk,h/a_1,surface_0,salary,points
Jordan Reed_reframed,1523,15.0,19.5,8.2,6.0,64.0,0.5,0.0,20.6,19.5,8.2,6.0,64.0,0.5,0.0,20.6,19.0,7.82,5.82,62.27,0.45,0.0,18.82,2016,28,1.0,1.0,3400,1.6
Jordan Reed_reframed,1524,16.0,20.0,7.55,5.55,58.73,0.45,0.0,21.27,20.0,7.545454545454546,5.545454545454546,58.72727272727273,0.45454545454545453,0.0,21.272727272727273,19.5,7.25,5.42,57.58,0.42,0.0,19.58,2016,20,1.0,1.0,0,14.0
Jordan Reed_reframed,2484,18.0,20.5,7.42,5.5,57.17,0.5,0.08,21.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,7.15,5.38,56.23,0.46,0.08,19.62,2017,14,1.0,1.0,2700,8.6
Jordan Reed_reframed,2485,2.0,27.0,8.0,5.0,36.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5,7.0,5.0,38.0,0.5,0.5,17.0,2017,20,0.0,1.0,4200,10.8
Jordan Reed_reframed,2486,3.0,27.5,7.0,5.5,42.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,6.67,5.33,41.33,0.33,0.33,18.0,2017,7,0.0,1.0,3400,5.1
Jordan Reed_reframed,2487,5.0,28.0,6.33,4.67,35.0,0.0,0.0,13.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,6.25,4.75,36.25,0.25,0.25,15.25,2017,15,1.0,1.0,2500,7.7
Jordan Reed_reframed,2488,7.0,28.5,6.0,4.5,35.5,0.0,0.0,14.0,28.5,6.0,4.5,35.5,0.0,0.0,14.0,28.0,6.0,4.6,36.4,0.2,0.2,15.2,2017,14,0.0,1.0,2500,26.4
Jordan Reed_reframed,2489,8.0,29.0,6.8,5.2,41.2,0.4,0.0,14.0,29.0,6.8,5.2,41.2,0.4,0.0,14.0,28.5,6.67,5.17,41.0,0.5,0.17,15.0,2017,21,1.0,1.0,2500,1.5
Jordan Reed_reframed,3054,9.0,29.5,5.83,4.5,35.17,0.33,0.0,15.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,5.86,4.57,35.86,0.43,0.14,15.86,2018,19,0.0,1.0,3400,14.8
Jordan Reed_reframed,3055,2.0,33.0,5.0,4.0,48.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5,3.0,2.5,26.5,0.5,0.0,20.0,2018,29,1.0,1.0,2800,10.5
Jordan Reed_reframed,3056,3.0,33.5,6.5,5.0,51.5,0.5,0.5,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,4.67,3.67,36.0,0.33,0.33,23.0,2018,21,1.0,1.0,2500,10.5
Jordan Thomas_reframed,3057,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,10,0.0,0.0,2500,3.7
Jordan Thomas_reframed,3058,2.0,1.0,2.0,1.0,27.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,27.0,0.0,0.0,10.0,2018,1,0.0,1.0,3100,0.0
Jordan Thomas_reframed,3059,3.0,1.5,2.5,0.5,13.5,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.5,0.5,13.5,0.0,0.0,5.5,2018,7,1.0,0.0,2900,7.3
Josh Hill_reframed,535,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,21,1.0,0.0,2500,1.2
Josh Hill_reframed,536,3.0,1.0,4.0,1.0,2.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,2.0,0.0,0.0,21.0,2015,12,0.0,1.0,2500,2.0
Josh Hill_reframed,537,4.0,1.5,2.5,1.0,6.0,0.0,0.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.5,1.0,6.0,0.0,0.0,16.5,2015,1,1.0,0.0,2500,9.1
Josh Hill_reframed,538,5.0,2.0,2.33,1.33,7.67,0.33,0.0,11.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.33,1.33,7.67,0.33,0.0,11.33,2015,11,0.0,1.0,2500,0.0
Josh Hill_reframed,539,6.0,2.5,2.0,1.0,5.75,0.25,0.0,11.25,2.5,2.0,1.0,5.75,0.25,0.0,11.25,2.5,2.0,1.0,5.75,0.25,0.0,11.25,2015,29,1.0,0.0,3700,6.8
Josh Hill_reframed,540,7.0,3.0,2.6,1.4,12.2,0.2,0.0,14.8,3.0,2.6,1.4,12.2,0.2,0.0,14.8,3.0,2.6,1.4,12.2,0.2,0.0,14.8,2015,23,0.0,0.0,0,0.0
Josh Hill_reframed,541,8.0,3.5,2.33,1.17,10.17,0.17,0.0,16.17,3.5,2.3333333333333335,1.1666666666666667,10.166666666666666,0.16666666666666666,0.0,16.166666666666668,3.5,2.33,1.17,10.17,0.17,0.0,16.17,2015,31,1.0,0.0,2500,1.5
Josh Hill_reframed,542,9.0,4.0,2.29,1.14,9.43,0.14,0.0,18.29,4.0,2.2857142857142856,1.1428571428571428,9.428571428571429,0.14285714285714285,0.0,18.285714285714285,4.0,2.29,1.14,9.43,0.14,0.0,18.29,2015,24,1.0,0.0,5100,10.1
Josh Hill_reframed,543,10.0,4.5,2.25,1.25,10.88,0.25,0.0,19.0,4.5,2.25,1.25,10.875,0.25,0.0,19.0,4.5,2.25,1.25,10.88,0.25,0.0,19.0,2015,10,0.0,0.0,2500,0.0
Josh Hill_reframed,544,13.0,5.0,2.11,1.11,9.67,0.22,0.0,18.0,5.0,2.111111111111111,1.1111111111111112,9.666666666666666,0.2222222222222222,0.0,18.0,5.0,2.11,1.11,9.67,0.22,0.0,18.0,2015,12,1.0,0.0,2500,3.1
Josh Hill_reframed,545,14.0,5.5,2.2,1.2,9.8,0.2,0.0,17.4,5.5,2.2,1.2,9.8,0.2,0.0,17.4,5.5,2.2,1.2,9.8,0.2,0.0,17.4,2015,21,0.0,1.0,2500,1.6
Josh Hill_reframed,546,15.0,6.0,2.18,1.18,9.45,0.18,0.0,17.73,6.0,2.1818181818181817,1.1818181818181819,9.454545454545455,0.18181818181818182,0.0,17.727272727272727,6.0,2.18,1.18,9.45,0.18,0.0,17.73,2015,28,1.0,0.0,3000,3.2
Josh Hill_reframed,547,17.0,6.5,2.25,1.25,9.67,0.17,0.0,18.58,6.5,2.25,1.25,9.666666666666666,0.16666666666666666,0.0,18.583333333333332,6.5,2.25,1.25,9.67,0.17,0.0,18.58,2015,29,0.0,0.0,2500,1.4
Josh Hill_reframed,1525,18.0,7.0,2.31,1.23,9.23,0.15,0.0,19.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.31,1.23,9.23,0.15,0.0,19.38,2016,28,1.0,0.0,2600,10.3
Josh Hill_reframed,1526,7.0,14.0,5.0,2.0,23.0,1.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,4.0,1.5,13.5,0.5,0.0,28.5,2016,5,0.0,1.0,2500,1.6
Josh Hill_reframed,1527,8.0,14.5,3.0,1.5,14.5,0.5,0.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,1.33,11.0,0.33,0.0,20.67,2016,4,1.0,0.0,2500,1.3
Josh Hill_reframed,1528,9.0,15.0,2.33,1.33,10.67,0.33,0.0,12.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,2.5,1.25,9.0,0.25,0.0,16.5,2016,18,0.0,1.0,2900,8.0
Josh Hill_reframed,1529,10.0,15.5,2.75,2.0,18.0,0.25,0.0,13.75,15.5,2.75,2.0,18.0,0.25,0.0,13.75,15.0,2.8,1.8,15.2,0.2,0.0,16.8,2016,19,1.0,0.0,2500,0.0
Josh Hill_reframed,1530,11.0,16.0,2.4,1.6,14.4,0.2,0.0,14.8,16.0,2.4,1.6,14.4,0.2,0.0,14.8,15.5,2.5,1.5,12.67,0.17,0.0,17.17,2016,28,0.0,1.0,2500,0.0
Josh Hill_reframed,1531,12.0,16.5,2.33,1.33,12.0,0.17,0.0,17.0,16.5,2.3333333333333335,1.3333333333333333,12.0,0.16666666666666666,0.0,17.0,16.0,2.43,1.29,10.86,0.14,0.0,18.71,2016,7,1.0,0.0,0,13.4
Josh Hill_reframed,1532,13.0,17.0,2.86,2.0,20.86,0.14,0.0,15.57,17.0,2.857142857142857,2.0,20.857142857142858,0.14285714285714285,0.0,15.571428571428571,16.5,2.88,1.88,18.75,0.12,0.0,17.25,2016,27,1.0,0.0,3000,1.3
Josh Hill_reframed,2490,14.0,17.5,2.75,1.88,18.62,0.12,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2.78,1.78,17.0,0.11,0.0,18.33,2017,10,1.0,0.0,5300,5.9
Josh Hill_reframed,2491,3.0,22.0,3.0,3.0,29.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,2.5,2.0,16.0,0.0,0.0,18.5,2017,6,0.0,1.0,3000,1.3
Josh Hill_reframed,2492,4.0,22.5,2.0,2.0,16.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,1.67,11.67,0.0,0.0,14.33,2017,12,1.0,0.0,2500,5.9
Josh Hill_reframed,2493,9.0,23.0,2.67,2.33,20.33,0.0,0.0,9.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,2.5,2.0,16.0,0.0,0.0,13.75,2017,25,0.0,0.0,2500,-0.2
Josh Hill_reframed,2494,11.0,23.5,2.25,2.0,14.75,0.0,0.25,13.25,23.5,2.25,2.0,14.75,0.0,0.25,13.25,23.0,2.2,1.8,12.4,0.0,0.2,16.0,2017,28,1.0,0.0,0,6.5
Josh Hill_reframed,2495,12.0,24.0,2.0,1.8,12.4,0.2,0.2,16.2,24.0,2.0,1.8,12.4,0.2,0.2,16.2,23.5,2.0,1.67,10.83,0.17,0.17,18.0,2017,6,1.0,0.0,2500,0.8
Josh Hill_reframed,2496,14.0,24.5,2.0,1.67,11.67,0.17,0.33,14.5,24.5,2.0,1.6666666666666667,11.666666666666666,0.16666666666666666,0.3333333333333333,14.5,24.0,2.0,1.57,10.43,0.14,0.29,16.29,2017,13,0.0,0.0,2500,3.4
Josh Hill_reframed,2497,15.0,25.0,2.14,1.71,12.0,0.14,0.29,14.29,25.0,2.142857142857143,1.7142857142857142,12.0,0.14285714285714285,0.2857142857142857,14.285714285714286,24.5,2.12,1.62,10.88,0.12,0.25,15.88,2017,22,1.0,0.0,2500,3.2
Josh Hill_reframed,2498,16.0,25.5,2.12,1.62,13.25,0.12,0.25,15.25,25.5,2.125,1.625,13.25,0.125,0.25,15.25,25.0,2.11,1.56,12.11,0.11,0.22,16.56,2017,13,1.0,0.0,2500,3.1
Josh Hill_reframed,2499,17.0,26.0,2.22,1.67,13.0,0.11,0.22,15.0,26.0,2.2222222222222223,1.6666666666666667,13.0,0.1111111111111111,0.2222222222222222,15.0,25.5,2.2,1.6,12.0,0.1,0.2,16.2,2017,3,0.0,1.0,2500,1.8
Josh Hill_reframed,3060,18.0,26.5,2.2,1.6,12.5,0.1,0.2,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2.18,1.55,11.64,0.09,0.18,15.0,2018,32,1.0,0.0,2500,2.5
Josh Hill_reframed,3061,2.0,32.0,1.0,1.0,15.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.5,1.5,1.0,11.5,0.0,0.0,17.5,2018,4,1.0,0.0,2500,1.5
Josh Hill_reframed,3062,3.0,32.5,1.0,1.0,10.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.33,1.0,9.33,0.0,0.0,13.0,2018,12,0.0,0.0,4000,2.7
Josh Hill_reframed,3063,4.0,33.0,1.0,1.0,12.33,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5,1.25,1.0,11.25,0.0,0.0,12.75,2018,6,0.0,0.0,2500,9.3
Joshua Perkins_reframed,1533,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,18,1.0,0.0,2700,1.8
Joshua Perkins_reframed,1534,16.0,1.0,1.0,1.0,8.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,8.0,0.0,0.0,18.0,2016,28,0.0,1.0,0,11.4
Joshua Perkins_reframed,3064,17.0,1.5,2.0,1.5,21.0,0.5,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.0,1.5,21.0,0.5,0.0,23.0,2018,32,0.0,1.0,2500,9.7
Joshua Perkins_reframed,3065,3.0,3.0,6.0,4.0,57.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,4.0,57.0,0.0,0.0,32.0,2018,29,1.0,1.0,3500,2.0
Julius Thomas_reframed,548,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,21,0.0,1.0,2500,4.0
Julius Thomas_reframed,549,6.0,1.0,2.0,2.0,20.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,20.0,0.0,0.0,21.0,2015,10,1.0,1.0,0,20.8
Julius Thomas_reframed,550,7.0,1.5,7.5,4.5,49.0,0.5,0.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,7.5,4.5,49.0,0.5,0.0,15.5,2015,8,1.0,1.0,2500,1.4
Julius Thomas_reframed,551,8.0,2.0,6.67,3.33,34.0,0.33,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.67,3.33,34.0,0.33,0.0,13.0,2015,3,0.0,0.0,6500,4.4
Julius Thomas_reframed,552,10.0,2.5,7.0,3.25,29.0,0.25,0.0,10.5,2.5,7.0,3.25,29.0,0.25,0.0,10.5,2.5,7.0,3.25,29.0,0.25,0.0,10.5,2015,4,0.0,1.0,2500,4.3
Julius Thomas_reframed,553,11.0,3.0,6.6,3.0,27.8,0.2,0.0,9.2,3.0,6.6,3.0,27.8,0.2,0.0,9.2,3.0,6.6,3.0,27.8,0.2,0.0,9.2,2015,24,1.0,1.0,2500,13.8
Julius Thomas_reframed,554,12.0,3.5,6.83,3.33,27.83,0.33,0.0,11.67,3.5,6.833333333333333,3.3333333333333335,27.833333333333332,0.3333333333333333,0.0,11.666666666666666,3.5,6.83,3.33,27.83,0.33,0.0,11.67,2015,18,1.0,1.0,2500,29.6
Julius Thomas_reframed,555,13.0,4.0,7.29,4.14,40.43,0.43,0.0,12.57,4.0,7.285714285714286,4.142857142857143,40.42857142857143,0.42857142857142855,0.0,12.571428571428571,4.0,7.29,4.14,40.43,0.43,0.0,12.57,2015,24,0.0,1.0,2500,9.5
Julius Thomas_reframed,556,14.0,4.5,7.0,3.88,37.25,0.5,0.0,14.0,4.5,7.0,3.875,37.25,0.5,0.0,14.0,4.5,7.0,3.88,37.25,0.5,0.0,14.0,2015,23,1.0,1.0,2500,16.4
Julius Thomas_reframed,557,15.0,5.0,7.0,4.0,39.11,0.56,0.0,15.0,5.0,7.0,4.0,39.111111111111114,0.5555555555555556,0.0,15.0,5.0,7.0,4.0,39.11,0.56,0.0,15.0,2015,29,1.0,1.0,3700,13.9
Julius Thomas_reframed,558,16.0,5.5,7.2,4.2,43.1,0.5,0.0,16.4,5.5,7.2,4.2,43.1,0.5,0.0,16.4,5.5,7.2,4.2,43.1,0.5,0.0,16.4,2015,32,0.0,0.0,2500,3.2
Julius Thomas_reframed,559,17.0,6.0,6.73,4.0,40.27,0.45,0.0,17.82,6.0,6.7272727272727275,4.0,40.27272727272727,0.45454545454545453,0.0,17.818181818181817,6.0,6.73,4.0,40.27,0.45,0.0,17.82,2015,10,0.0,0.0,4300,3.2
Julius Thomas_reframed,1535,18.0,6.5,6.67,3.83,37.92,0.42,0.0,17.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,6.67,3.83,37.92,0.42,0.0,17.17,2016,21,1.0,1.0,2900,17.4
Julius Thomas_reframed,1536,2.0,13.0,5.0,5.0,64.0,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,5.5,3.5,38.0,0.5,0.0,15.5,2016,12,0.0,1.0,2500,11.1
Julius Thomas_reframed,1537,3.0,13.5,6.0,4.5,67.5,0.5,0.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,6.0,3.67,49.0,0.33,0.0,14.33,2016,10,1.0,1.0,3000,3.3
Julius Thomas_reframed,1538,4.0,14.0,5.67,3.67,49.33,0.33,0.0,14.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,5.75,3.25,40.0,0.25,0.0,13.25,2016,9,0.0,1.0,2500,4.8
Julius Thomas_reframed,1539,7.0,14.5,5.25,3.25,44.0,0.25,0.0,13.0,14.5,5.25,3.25,44.0,0.25,0.0,13.0,14.0,5.4,3.0,37.6,0.2,0.0,12.4,2016,24,1.0,1.0,2500,11.0
Julius Thomas_reframed,1540,8.0,15.0,5.6,3.2,39.2,0.4,0.0,15.2,15.0,5.6,3.2,39.2,0.4,0.0,15.2,14.5,5.67,3.0,34.67,0.33,0.0,14.33,2016,15,0.0,1.0,2700,11.8
Julius Thomas_reframed,1541,9.0,15.5,5.67,3.17,37.33,0.5,0.0,15.17,15.5,5.666666666666667,3.1666666666666665,37.333333333333336,0.5,0.0,15.166666666666666,15.0,5.71,3.0,33.71,0.43,0.0,14.43,2016,5,0.0,1.0,2500,4.1
Julius Thomas_reframed,1542,10.0,16.0,5.14,3.0,35.0,0.43,0.0,13.71,16.0,5.142857142857143,3.0,35.0,0.42857142857142855,0.0,13.714285714285714,15.5,5.25,2.88,32.12,0.38,0.0,13.25,2016,3,1.0,1.0,2500,14.4
Julius Thomas_reframed,1543,11.0,16.5,5.75,3.38,33.62,0.5,0.0,12.38,16.5,5.75,3.375,33.625,0.5,0.0,12.375,16.0,5.78,3.22,31.22,0.44,0.0,12.11,2016,27,0.0,0.0,2500,4.2
Julius Thomas_reframed,2500,12.0,17.0,5.67,3.33,31.22,0.44,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,5.7,3.2,29.3,0.4,0.0,13.6,2017,8,0.0,1.0,4700,5.6
Julius Thomas_reframed,2501,3.0,22.0,3.0,3.0,26.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,4.0,3.0,19.0,0.0,0.0,17.5,2017,22,0.0,0.0,2500,4.6
Julius Thomas_reframed,2502,4.0,22.5,4.0,3.0,21.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,4.33,3.0,18.0,0.0,0.0,19.0,2017,2,1.0,1.0,2500,4.9
Julius Thomas_reframed,2503,5.0,23.0,4.0,2.67,23.67,0.0,0.0,10.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,4.25,2.75,20.75,0.0,0.0,14.75,2017,19,1.0,1.0,3300,2.5
Julius Thomas_reframed,2504,6.0,23.5,4.0,2.25,21.5,0.0,0.0,12.75,23.5,4.0,2.25,21.5,0.0,0.0,12.75,23.0,4.2,2.4,19.6,0.0,0.0,15.6,2017,13,0.0,0.0,2500,5.2
Julius Thomas_reframed,2505,7.0,24.0,4.2,2.4,21.6,0.0,0.0,12.8,24.0,4.2,2.4,21.6,0.0,0.0,12.8,23.5,4.33,2.5,20.0,0.0,0.0,15.17,2017,22,1.0,1.0,2500,8.8
Julius Thomas_reframed,2506,8.0,24.5,4.17,2.5,27.67,0.0,0.0,14.33,24.5,4.166666666666667,2.5,27.666666666666668,0.0,0.0,14.333333333333334,24.0,4.29,2.57,25.43,0.0,0.0,16.14,2017,24,0.0,1.0,2600,2.2
Julius Thomas_reframed,2507,9.0,25.0,4.0,2.43,24.0,0.0,0.0,15.71,25.0,4.0,2.4285714285714284,24.0,0.0,0.0,15.714285714285714,24.5,4.12,2.5,22.5,0.0,0.0,17.12,2017,26,1.0,1.0,2500,20.4
Julius Thomas_reframed,2508,10.0,25.5,4.5,2.88,31.5,0.12,0.0,17.0,25.5,4.5,2.875,31.5,0.125,0.0,17.0,25.0,4.56,2.89,29.33,0.11,0.0,18.11,2017,6,0.0,1.0,2500,8.8
Julius Thomas_reframed,2509,11.0,26.0,4.56,2.78,28.89,0.22,0.0,15.78,26.0,4.555555555555555,2.7777777777777777,28.88888888888889,0.2222222222222222,0.0,15.777777777777779,25.5,4.6,2.8,27.2,0.2,0.0,16.9,2017,3,1.0,1.0,2900,7.0
Julius Thomas_reframed,2510,12.0,26.5,4.5,2.9,29.0,0.2,0.0,14.5,26.5,4.5,2.9,29.0,0.2,0.0,14.5,26.0,4.55,2.91,27.45,0.18,0.0,15.64,2017,10,0.0,0.0,2500,10.2
Julius Thomas_reframed,2511,13.0,27.0,4.64,3.09,31.09,0.18,0.0,14.09,27.0,4.636363636363637,3.090909090909091,31.09090909090909,0.18181818181818182,0.0,14.090909090909092,26.5,4.67,3.08,29.5,0.17,0.0,15.17,2017,29,1.0,1.0,2500,11.0
Julius Thomas_reframed,2512,14.0,27.5,4.5,3.08,30.17,0.25,0.0,15.33,27.5,4.5,3.0833333333333335,30.166666666666668,0.25,0.0,15.333333333333334,27.0,4.54,3.08,28.77,0.23,0.0,16.23,2017,10,1.0,1.0,5300,3.1
Julius Thomas_reframed,2513,15.0,28.0,4.46,3.0,28.69,0.23,0.0,14.92,28.0,4.461538461538462,3.0,28.692307692307693,0.23076923076923078,0.0,14.923076923076923,27.5,4.5,3.0,27.5,0.21,0.0,15.79,2017,25,0.0,0.0,2600,3.5
Justin Perillo_reframed,560,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,18,1.0,1.0,2500,3.1
Justin Perillo_reframed,561,7.0,1.0,2.0,1.0,21.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,21.0,0.0,0.0,18.0,2015,19,0.0,1.0,0,1.6
Justin Perillo_reframed,562,9.0,1.5,1.5,1.0,13.5,0.0,0.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.0,13.5,0.0,0.0,18.5,2015,27,1.0,1.0,4900,16.8
Justin Perillo_reframed,563,11.0,2.0,3.0,2.33,28.33,0.33,0.0,21.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.33,28.33,0.33,0.0,21.33,2015,13,1.0,1.0,2500,2.9
Justin Perillo_reframed,564,13.0,2.5,2.75,2.25,23.5,0.25,0.0,19.25,2.5,2.75,2.25,23.5,0.25,0.0,19.25,2.5,2.75,2.25,23.5,0.25,0.0,19.25,2015,1,1.0,1.0,3400,1.3
Justin Perillo_reframed,565,15.0,3.0,2.4,2.0,19.4,0.2,0.0,15.6,3.0,2.4,2.0,19.4,0.2,0.0,15.6,3.0,2.4,2.0,19.4,0.2,0.0,15.6,2015,30,0.0,1.0,2500,1.5
Justin Perillo_reframed,1544,16.0,3.5,2.17,1.83,17.0,0.17,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2.17,1.83,17.0,0.17,0.0,18.0,2016,27,1.0,1.0,2500,2.3
Justin Perillo_reframed,1545,4.0,7.0,1.0,1.0,13.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,1.0,1.0,9.0,0.0,0.0,28.5,2016,32,1.0,1.0,2800,1.4
Justin Perillo_reframed,1546,7.0,7.5,1.0,1.0,8.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,7.33,0.0,0.0,29.67,2016,23,1.0,1.0,2900,3.8
Justin Perillo_reframed,1547,10.0,8.0,1.33,1.33,11.67,0.0,0.0,27.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,1.25,1.25,10.0,0.0,0.0,28.0,2016,15,0.0,1.0,3000,0.0
Kellen Davis_reframed,566,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,6,1.0,0.0,2500,0.0
Kellen Davis_reframed,567,2.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,2015,16,1.0,0.0,2500,0.0
Kellen Davis_reframed,568,7.0,1.5,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,0.0,0.0,0.0,0.0,11.0,2015,30,0.0,1.0,3000,7.1
Kellen Davis_reframed,569,9.0,2.0,1.0,0.33,0.33,0.33,0.0,17.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.33,0.33,0.33,0.0,17.33,2015,28,1.0,0.0,2500,0.0
Kellen Davis_reframed,570,10.0,2.5,1.0,0.25,0.25,0.25,0.0,20.0,2.5,1.0,0.25,0.25,0.25,0.0,20.0,2.5,1.0,0.25,0.25,0.25,0.0,20.0,2015,8,1.0,0.0,2500,0.0
Kellen Davis_reframed,571,11.0,3.0,1.0,0.2,0.2,0.2,0.0,17.6,3.0,1.0,0.2,0.2,0.2,0.0,17.6,3.0,1.0,0.2,0.2,0.2,0.0,17.6,2015,31,0.0,0.0,0,1.8
Kellen Davis_reframed,572,14.0,3.5,1.33,0.33,1.5,0.17,0.0,19.83,3.5,1.3333333333333333,0.3333333333333333,1.5,0.16666666666666666,0.0,19.833333333333332,3.5,1.33,0.33,1.5,0.17,0.0,19.83,2015,1,0.0,0.0,2500,1.9
Kellen Davis_reframed,573,16.0,4.0,1.43,0.43,2.57,0.14,0.0,17.14,4.0,1.4285714285714286,0.42857142857142855,2.5714285714285716,0.14285714285714285,0.0,17.142857142857142,4.0,1.43,0.43,2.57,0.14,0.0,17.14,2015,8,0.0,0.0,2500,0.0
Kellen Davis_reframed,1548,18.0,4.5,1.38,0.38,2.25,0.12,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,1.38,0.38,2.25,0.12,0.0,16.0,2016,6,0.0,0.0,2500,0.0
Khari Lee_reframed,574,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,2,0.0,1.0,3000,0.0
Khari Lee_reframed,575,6.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2015,14,0.0,1.0,2500,1.7
