,,Week,games_avg,tar_avg,rec_avg,yds_avg,td_avg,fum_avg,def_rk_avg,games_ma,tar_ma,rec_ma,yds_ma,td_ma,fum_ma,def_rk_ma,games_car,tar_car,rec_car,yds_car,td_car,fum_car,def_rk_car,year,def_rk,h/a_1,surface_0,salary,points
Antonio Gates_reframed,1955,9.0,28.5,3.0,1.88,18.0,0.12,0.0,22.25,28.5,3.0,1.875,18.0,0.125,0.0,22.25,28.0,3.56,2.22,22.11,0.22,0.0,20.33,2017,11,0.0,1.0,0,1.3
Antonio Gates_reframed,1956,11.0,29.0,2.89,1.78,16.33,0.11,0.0,21.0,29.0,2.888888888888889,1.7777777777777777,16.333333333333332,0.1111111111111111,0.0,21.0,28.5,3.4,2.1,20.2,0.2,0.0,19.4,2017,25,0.0,0.0,4900,0.0
Antonio Gates_reframed,1957,12.0,29.5,2.8,1.6,14.7,0.1,0.0,21.4,29.5,2.8,1.6,14.7,0.1,0.0,21.4,29.0,3.27,1.91,18.36,0.18,0.0,19.91,2017,21,0.0,0.0,2500,0.0
Antonio Gates_reframed,1958,13.0,30.0,2.73,1.45,13.36,0.09,0.0,21.36,30.0,2.727272727272727,1.4545454545454546,13.363636363636363,0.09090909090909091,0.0,21.363636363636363,29.5,3.17,1.75,16.83,0.17,0.0,20.0,2017,30,0.0,1.0,2500,6.2
Antonio Gates_reframed,1959,14.0,30.5,2.83,1.58,14.92,0.08,0.0,22.08,30.5,2.8333333333333335,1.5833333333333333,14.916666666666666,0.08333333333333333,0.0,22.083333333333332,30.0,3.23,1.85,18.0,0.15,0.0,20.77,2017,28,0.0,1.0,2500,0.0
Antonio Gates_reframed,1960,15.0,31.0,2.69,1.46,13.77,0.08,0.0,22.54,31.0,2.6923076923076925,1.4615384615384615,13.76923076923077,0.07692307692307693,0.0,22.53846153846154,30.5,3.07,1.71,16.71,0.14,0.0,21.29,2017,7,0.0,1.0,3100,8.0
Antonio Gates_reframed,1961,16.0,31.5,2.71,1.43,13.5,0.14,0.0,21.43,31.5,2.7142857142857144,1.4285714285714286,13.5,0.14285714285714285,0.0,21.428571428571427,31.0,3.07,1.67,16.27,0.2,0.0,20.33,2017,22,0.0,0.0,2700,20.1
Antonio Gates_reframed,1962,17.0,32.0,3.07,1.73,18.0,0.2,0.0,21.47,32.0,3.066666666666667,1.7333333333333334,18.0,0.2,0.0,21.466666666666665,31.5,3.38,1.94,20.31,0.25,0.0,20.44,2017,26,0.0,1.0,2500,8.6
Antonio Gates_reframed,2928,18.0,32.5,3.25,1.88,19.75,0.19,0.0,21.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,3.53,2.06,21.82,0.24,0.0,20.76,2018,30,1.0,1.0,2600,5.6
Antonio Gates_reframed,2929,2.0,41.0,3.0,2.0,16.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,4.5,3.0,31.0,0.0,0.0,28.0,2018,22,0.0,0.0,3000,0.0
Antonio Gates_reframed,2930,3.0,41.5,2.0,1.0,8.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,3.33,2.0,20.67,0.0,0.0,26.0,2018,23,0.0,1.0,2500,7.5
Antonio Gates_reframed,2931,4.0,42.0,3.0,1.67,20.33,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.5,3.75,2.25,26.75,0.0,0.0,25.25,2018,27,1.0,1.0,2500,10.7
Antony Auclair_reframed,1963,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,5,0.0,1.0,2500,2.1
Antony Auclair_reframed,1964,14.0,1.0,1.0,1.0,11.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11.0,0.0,0.0,5.0,2017,13,1.0,1.0,2800,2.4
Antony Auclair_reframed,2932,16.0,1.5,1.0,1.0,12.5,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,1.0,12.5,0.0,0.0,9.0,2018,19,0.0,1.0,2500,1.8
Asante Cleveland_reframed,30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,19,0.0,1.0,2500,1.1
Austin Hooper_reframed,1019,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,14,1.0,0.0,2500,2.4
Austin Hooper_reframed,1020,2.0,1.0,1.0,1.0,14.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,14.0,0.0,0.0,14.0,2016,24,0.0,1.0,3200,11.4
Austin Hooper_reframed,1021,3.0,1.5,2.0,2.0,49.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.0,2.0,49.0,0.0,0.0,19.0,2016,28,1.0,0.0,4800,11.2
Austin Hooper_reframed,1022,5.0,2.0,1.67,1.67,46.67,0.33,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.67,1.67,46.67,0.33,0.0,22.0,2016,19,0.0,1.0,6300,2.4
Austin Hooper_reframed,1023,6.0,2.5,1.5,1.5,38.5,0.25,0.0,21.25,2.5,1.5,1.5,38.5,0.25,0.0,21.25,2.5,1.5,1.5,38.5,0.25,0.0,21.25,2016,21,1.0,0.0,2500,9.1
Austin Hooper_reframed,1024,9.0,3.0,2.2,2.2,39.0,0.2,0.0,21.2,3.0,2.2,2.2,39.0,0.2,0.0,21.2,3.0,2.2,2.2,39.0,0.2,0.0,21.2,2016,14,0.0,1.0,0,13.6
Austin Hooper_reframed,1025,10.0,3.5,2.83,2.33,40.17,0.33,0.0,20.0,3.5,2.8333333333333335,2.3333333333333335,40.166666666666664,0.3333333333333333,0.0,20.0,3.5,2.83,2.33,40.17,0.33,0.0,20.0,2016,2,0.0,1.0,0,1.8
Austin Hooper_reframed,1026,11.0,4.0,2.86,2.14,35.57,0.29,0.0,17.43,4.0,2.857142857142857,2.142857142857143,35.57142857142857,0.2857142857142857,0.0,17.428571428571427,4.0,2.86,2.14,35.57,0.29,0.0,17.43,2016,1,1.0,0.0,0,2.8
Austin Hooper_reframed,1027,13.0,4.5,2.75,2.12,32.12,0.25,0.0,15.38,4.5,2.75,2.125,32.125,0.25,0.0,15.375,4.5,2.75,2.12,32.12,0.25,0.0,15.38,2016,5,1.0,0.0,2500,0.0
Austin Hooper_reframed,1028,14.0,5.0,2.56,1.89,28.56,0.22,0.0,14.22,5.0,2.5555555555555554,1.8888888888888888,28.555555555555557,0.2222222222222222,0.0,14.222222222222221,5.0,2.56,1.89,28.56,0.22,0.0,14.22,2016,7,0.0,1.0,2500,1.5
Austin Hooper_reframed,1029,15.0,5.5,2.6,1.8,26.2,0.2,0.0,13.5,5.5,2.6,1.8,26.2,0.2,0.0,13.5,5.5,2.6,1.8,26.2,0.2,0.0,13.5,2016,18,1.0,0.0,5300,7.9
Austin Hooper_reframed,1965,16.0,6.0,2.45,1.73,24.64,0.27,0.0,13.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.45,1.73,24.64,0.27,0.0,13.91,2017,12,0.0,1.0,2500,23.8
Austin Hooper_reframed,1966,2.0,12.0,2.0,2.0,128.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,1.5,1.5,68.5,1.0,0.0,15.0,2017,5,1.0,0.0,2500,2.7
Austin Hooper_reframed,1967,3.0,12.5,2.0,2.0,67.5,0.5,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.67,1.67,48.0,0.67,0.0,11.67,2017,16,0.0,0.0,2500,1.9
Austin Hooper_reframed,1968,4.0,13.0,2.0,1.67,48.0,0.33,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,1.75,1.5,38.25,0.5,0.0,12.75,2017,25,1.0,0.0,2500,10.0
Austin Hooper_reframed,1969,5.0,13.5,3.25,2.5,48.5,0.25,0.0,14.5,13.5,3.25,2.5,48.5,0.25,0.0,14.5,13.0,2.8,2.2,40.6,0.4,0.0,15.2,2017,32,1.0,0.0,4800,11.8
Austin Hooper_reframed,1970,7.0,14.0,4.4,3.4,48.4,0.2,0.0,18.0,14.0,4.4,3.4,48.4,0.2,0.0,18.0,13.5,3.83,3.0,41.83,0.33,0.0,18.0,2017,10,0.0,0.0,2500,1.6
Austin Hooper_reframed,1971,8.0,14.5,3.83,3.0,41.33,0.17,0.0,16.67,14.5,3.8333333333333335,3.0,41.333333333333336,0.16666666666666666,0.0,16.666666666666668,14.0,3.43,2.71,36.71,0.29,0.0,16.86,2017,22,0.0,0.0,2500,14.7
Austin Hooper_reframed,1972,9.0,15.0,4.14,3.14,42.14,0.29,0.0,17.43,15.0,4.142857142857143,3.142857142857143,42.142857142857146,0.2857142857142857,0.0,17.428571428571427,14.5,3.75,2.88,38.0,0.38,0.0,17.5,2017,6,0.0,1.0,3000,6.6
Austin Hooper_reframed,1973,10.0,15.5,4.38,3.12,41.38,0.25,0.0,16.0,15.5,4.375,3.125,41.375,0.25,0.0,16.0,15.0,4.0,2.89,37.78,0.33,0.0,16.22,2017,21,1.0,0.0,2500,16.9
Austin Hooper_reframed,1974,11.0,16.0,4.56,3.44,42.22,0.33,0.0,16.56,16.0,4.555555555555555,3.4444444444444446,42.22222222222222,0.3333333333333333,0.0,16.555555555555557,15.5,4.2,3.2,38.9,0.4,0.0,16.7,2017,9,0.0,0.0,2500,1.9
Austin Hooper_reframed,1975,12.0,16.5,4.3,3.3,37.9,0.3,0.0,15.8,16.5,4.3,3.3,37.9,0.3,0.0,15.8,16.0,4.0,3.09,35.27,0.36,0.0,16.0,2017,3,1.0,0.0,2500,6.8
Austin Hooper_reframed,1976,13.0,17.0,4.36,3.27,37.91,0.27,0.0,14.64,17.0,4.363636363636363,3.272727272727273,37.90909090909091,0.2727272727272727,0.0,14.636363636363637,16.5,4.08,3.08,35.5,0.33,0.0,14.92,2017,1,1.0,0.0,2500,5.1
Austin Hooper_reframed,1977,14.0,17.5,4.33,3.25,36.5,0.25,0.0,13.5,17.5,4.333333333333333,3.25,36.5,0.25,0.0,13.5,17.0,4.08,3.08,34.38,0.31,0.0,13.85,2017,2,1.0,0.0,6100,4.3
Austin Hooper_reframed,1978,15.0,18.0,4.31,3.15,35.46,0.23,0.0,12.62,18.0,4.3076923076923075,3.1538461538461537,35.46153846153846,0.23076923076923078,0.0,12.615384615384615,17.5,4.07,3.0,33.57,0.29,0.0,13.0,2017,3,0.0,1.0,2500,3.2
Austin Hooper_reframed,1979,16.0,18.5,4.14,3.07,33.79,0.21,0.0,11.93,18.5,4.142857142857143,3.0714285714285716,33.785714285714285,0.21428571428571427,0.0,11.928571428571429,18.0,3.93,2.93,32.13,0.27,0.0,12.33,2017,2,0.0,0.0,3300,4.8
Austin Hooper_reframed,1980,17.0,19.0,4.13,3.07,32.73,0.2,0.0,11.27,19.0,4.133333333333334,3.066666666666667,32.733333333333334,0.2,0.0,11.266666666666667,18.5,3.94,2.94,31.25,0.25,0.0,11.69,2017,6,1.0,0.0,2500,6.5
Austin Hooper_reframed,2933,18.0,19.5,4.06,3.06,32.88,0.19,0.0,10.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,3.88,2.94,31.47,0.24,0.0,11.35,2018,16,0.0,1.0,2500,5.4
Austin Hooper_reframed,2934,2.0,28.0,4.0,3.0,24.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,3.5,3.0,29.5,0.0,0.0,11.0,2018,26,1.0,0.0,3500,16.9
Austin Hooper_reframed,2935,3.0,28.5,4.5,4.0,41.5,0.5,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,4.0,3.67,39.33,0.33,0.0,16.0,2018,9,1.0,0.0,2900,7.3
Austin Hooper_reframed,2936,4.0,29.0,4.33,3.67,35.33,0.33,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,4.0,3.5,35.25,0.25,0.0,14.25,2018,28,1.0,0.0,2500,2.9
Austin Seferian-Jenkins_reframed,31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,24,1.0,1.0,2500,31.0
Austin Seferian-Jenkins_reframed,32,2.0,1.0,7.0,5.0,110.0,2.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,5.0,110.0,2.0,0.0,24.0,2015,32,0.0,0.0,2500,4.9
Austin Seferian-Jenkins_reframed,33,3.0,1.5,5.0,3.5,69.5,1.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,5.0,3.5,69.5,1.0,0.0,28.0,2015,29,1.0,1.0,2500,6.1
Austin Seferian-Jenkins_reframed,34,14.0,2.0,5.33,3.33,56.67,0.67,0.0,28.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.33,3.33,56.67,0.67,0.0,28.33,2015,32,1.0,1.0,2500,6.1
Austin Seferian-Jenkins_reframed,35,15.0,2.5,5.5,3.25,50.25,0.5,0.0,29.25,2.5,5.5,3.25,50.25,0.5,0.0,29.25,2.5,5.5,3.25,50.25,0.5,0.0,29.25,2015,26,0.0,1.0,4700,11.9
Austin Seferian-Jenkins_reframed,36,16.0,3.0,5.6,3.2,46.0,0.6,0.0,28.6,3.0,5.6,3.2,46.0,0.6,0.0,28.6,3.0,5.6,3.2,46.0,0.6,0.0,28.6,2015,13,1.0,1.0,5600,14.0
Austin Seferian-Jenkins_reframed,37,17.0,3.5,5.33,3.0,48.33,0.67,0.0,26.0,3.5,5.333333333333333,3.0,48.333333333333336,0.6666666666666666,0.0,26.0,3.5,5.33,3.0,48.33,0.67,0.0,26.0,2015,12,0.0,1.0,3000,7.8
Austin Seferian-Jenkins_reframed,1030,18.0,4.0,5.57,3.0,48.29,0.57,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.57,3.0,48.29,0.57,0.0,24.0,2016,26,0.0,0.0,2500,10.0
Austin Seferian-Jenkins_reframed,1031,2.0,8.0,1.0,1.0,30.0,1.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,4.0,2.0,39.0,0.5,0.0,19.0,2016,1,0.0,1.0,2500,3.4
Austin Seferian-Jenkins_reframed,1032,3.0,8.5,1.5,1.5,22.0,0.5,0.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.33,2.0,30.67,0.33,0.0,13.0,2016,17,0.0,1.0,2500,3.7
Austin Seferian-Jenkins_reframed,1033,6.0,9.0,1.67,1.67,20.33,0.33,0.0,14.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,3.0,2.0,27.25,0.25,0.0,14.0,2016,25,0.0,1.0,2500,0.0
Austin Seferian-Jenkins_reframed,1034,10.0,9.5,1.5,1.25,15.25,0.25,0.0,17.25,9.5,1.5,1.25,15.25,0.25,0.0,17.25,9.0,2.6,1.6,21.8,0.2,0.0,16.2,2016,8,1.0,0.0,0,1.9
Austin Seferian-Jenkins_reframed,1035,13.0,10.0,1.6,1.2,14.0,0.2,0.0,15.4,10.0,1.6,1.2,14.0,0.2,0.0,15.4,9.5,2.5,1.5,19.67,0.17,0.0,14.83,2016,23,1.0,0.0,3200,4.9
Austin Seferian-Jenkins_reframed,1036,14.0,10.5,2.17,1.33,16.5,0.17,0.0,16.67,10.5,2.1666666666666665,1.3333333333333333,16.5,0.16666666666666666,0.0,16.666666666666668,10.0,2.86,1.57,21.0,0.14,0.0,16.0,2016,18,0.0,1.0,3100,6.5
Austin Seferian-Jenkins_reframed,1037,15.0,11.0,2.29,1.57,19.14,0.14,0.0,16.86,11.0,2.2857142857142856,1.5714285714285714,19.142857142857142,0.14285714285714285,0.0,16.857142857142858,10.5,2.88,1.75,22.75,0.12,0.0,16.25,2016,25,1.0,0.0,2600,1.3
Austin Seferian-Jenkins_reframed,1038,16.0,11.5,2.25,1.5,17.12,0.12,0.0,17.88,11.5,2.25,1.5,17.125,0.125,0.0,17.875,11.0,2.78,1.67,20.56,0.11,0.0,17.22,2016,8,0.0,0.0,5500,2.7
Austin Seferian-Jenkins_reframed,1981,17.0,12.0,2.22,1.44,17.11,0.11,0.0,16.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,2.7,1.6,20.2,0.1,0.0,16.3,2017,32,1.0,0.0,2500,8.1
Austin Seferian-Jenkins_reframed,1982,4.0,17.0,6.0,5.0,31.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,4.0,3.0,24.0,0.0,0.0,20.0,2017,11,1.0,0.0,3400,8.6
Austin Seferian-Jenkins_reframed,1983,5.0,17.5,5.0,4.5,38.5,0.0,0.0,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,4.0,3.33,31.33,0.0,0.0,17.0,2017,30,0.0,1.0,4200,14.9
Austin Seferian-Jenkins_reframed,1984,6.0,18.0,6.0,5.0,35.33,0.33,0.0,24.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,5.0,4.0,30.75,0.25,0.0,20.25,2017,10,1.0,0.0,4000,17.6
Austin Seferian-Jenkins_reframed,1985,7.0,18.5,7.25,5.75,38.0,0.5,0.25,20.75,18.5,7.25,5.75,38.0,0.5,0.25,20.75,18.0,6.2,4.8,33.8,0.4,0.2,18.2,2017,32,0.0,1.0,2500,11.1
Austin Seferian-Jenkins_reframed,1986,8.0,19.0,6.8,5.2,34.6,0.6,0.2,23.0,19.0,6.8,5.2,34.6,0.6,0.2,23.0,18.5,6.0,4.5,31.67,0.5,0.17,20.5,2017,13,1.0,0.0,2500,7.8
Austin Seferian-Jenkins_reframed,1987,9.0,19.5,6.5,5.17,33.5,0.5,0.17,21.33,19.5,6.5,5.166666666666667,33.5,0.5,0.16666666666666666,21.333333333333332,19.0,5.86,4.57,31.14,0.43,0.14,19.43,2017,25,1.0,0.0,0,4.0
Austin Seferian-Jenkins_reframed,1988,10.0,20.0,5.86,4.71,31.57,0.43,0.14,21.86,20.0,5.857142857142857,4.714285714285714,31.571428571428573,0.42857142857142855,0.14285714285714285,21.857142857142858,19.5,5.38,4.25,29.75,0.38,0.12,20.12,2017,3,0.0,1.0,2500,12.7
Austin Seferian-Jenkins_reframed,1989,11.0,20.5,6.25,4.88,36.0,0.38,0.12,19.5,20.5,6.25,4.875,36.0,0.375,0.125,19.5,20.0,5.78,4.44,33.89,0.33,0.11,18.22,2017,6,1.0,0.0,2500,4.7
Austin Seferian-Jenkins_reframed,1990,13.0,21.0,6.33,4.56,35.0,0.33,0.11,18.0,21.0,6.333333333333333,4.555555555555555,35.0,0.3333333333333333,0.1111111111111111,18.0,20.5,5.9,4.2,33.2,0.3,0.1,17.0,2017,7,1.0,0.0,0,2.7
Austin Seferian-Jenkins_reframed,1991,14.0,21.5,6.0,4.3,32.2,0.3,0.1,16.9,21.5,6.0,4.3,32.2,0.3,0.1,16.9,21.0,5.64,4.0,30.82,0.27,0.09,16.09,2017,29,0.0,1.0,2500,1.1
Austin Seferian-Jenkins_reframed,1992,15.0,22.0,5.82,4.0,29.36,0.27,0.09,18.0,22.0,5.818181818181818,4.0,29.363636363636363,0.2727272727272727,0.09090909090909091,18.0,21.5,5.5,3.75,28.33,0.25,0.08,17.17,2017,2,0.0,0.0,2900,3.3
Austin Seferian-Jenkins_reframed,1993,16.0,22.5,5.5,3.83,28.0,0.25,0.08,16.67,22.5,5.5,3.8333333333333335,28.0,0.25,0.08333333333333333,16.666666666666668,22.0,5.23,3.62,27.15,0.23,0.08,16.0,2017,8,1.0,0.0,2500,6.1
Austin Seferian-Jenkins_reframed,2937,17.0,23.0,5.69,3.85,27.46,0.23,0.08,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,5.43,3.64,26.71,0.21,0.07,15.43,2018,7,0.0,0.0,4300,5.5
Austin Seferian-Jenkins_reframed,2938,2.0,30.0,5.0,3.0,25.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5,6.5,3.5,23.0,0.0,0.0,7.5,2018,10,1.0,1.0,5900,11.3
Austin Seferian-Jenkins_reframed,2939,3.0,30.5,5.0,3.0,24.0,0.5,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,6.0,3.33,23.0,0.33,0.0,8.33,2018,1,1.0,1.0,2500,4.8
Austin Seferian-Jenkins_reframed,2940,4.0,31.0,5.0,3.0,22.0,0.33,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5,5.75,3.25,21.75,0.25,0.0,6.5,2018,2,1.0,1.0,2500,4.4
Austin Traylor_reframed,1994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,23,1.0,1.0,2800,7.6
Austin Traylor_reframed,1995,12.0,1.0,5.0,4.0,36.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,36.0,0.0,0.0,23.0,2017,26,0.0,1.0,5100,4.4
Austin Traylor_reframed,1996,13.0,1.5,4.5,2.5,35.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,4.5,2.5,35.0,0.0,0.0,24.5,2017,32,0.0,1.0,4400,3.6
Austin Traylor_reframed,1997,14.0,2.0,3.67,2.33,28.67,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.67,2.33,28.67,0.0,0.0,27.0,2017,28,0.0,1.0,2500,2.4
Ben Braunecker_reframed,1039,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,11,1.0,1.0,3100,1.8
Ben Braunecker_reframed,1040,9.0,1.0,1.0,1.0,8.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,8.0,0.0,0.0,11.0,2016,15,1.0,1.0,2700,2.4
Ben Braunecker_reframed,1041,13.0,1.5,1.5,1.0,11.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.0,11.0,0.0,0.0,13.0,2016,29,1.0,1.0,2500,3.9
Ben Koyack_reframed,1042,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,15,0.0,1.0,2500,9.1
Ben Koyack_reframed,1043,9.0,1.0,5.0,5.0,41.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,41.0,0.0,0.0,15.0,2016,3,1.0,1.0,5700,6.5
Ben Koyack_reframed,1044,11.0,1.5,4.0,4.0,38.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,4.0,4.0,38.0,0.0,0.0,9.0,2016,27,0.0,0.0,2500,0.0
Ben Koyack_reframed,1045,12.0,2.0,3.0,2.67,25.33,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.67,25.33,0.0,0.0,15.0,2016,6,0.0,0.0,0,4.3
Ben Koyack_reframed,1046,13.0,2.5,2.75,2.5,24.75,0.0,0.0,12.75,2.5,2.75,2.5,24.75,0.0,0.0,12.75,2.5,2.75,2.5,24.75,0.0,0.0,12.75,2016,19,1.0,1.0,2500,1.4
Ben Koyack_reframed,1047,14.0,3.0,2.8,2.2,20.6,0.0,0.0,14.0,3.0,2.8,2.2,20.6,0.0,0.0,14.0,3.0,2.8,2.2,20.6,0.0,0.0,14.0,2016,11,1.0,1.0,2500,3.9
Ben Koyack_reframed,1048,15.0,3.5,2.67,2.17,20.33,0.0,0.0,13.5,3.5,2.6666666666666665,2.1666666666666665,20.333333333333332,0.0,0.0,13.5,3.5,2.67,2.17,20.33,0.0,0.0,13.5,2016,3,0.0,0.0,2500,1.2
Ben Koyack_reframed,1049,16.0,4.0,2.57,2.0,17.71,0.0,0.0,12.0,4.0,2.5714285714285716,2.0,17.714285714285715,0.0,0.0,12.0,4.0,2.57,2.0,17.71,0.0,0.0,12.0,2016,15,1.0,1.0,0,3.2
Ben Koyack_reframed,1050,17.0,4.5,2.5,2.0,17.0,0.0,0.0,12.38,4.5,2.5,2.0,17.0,0.0,0.0,12.375,4.5,2.5,2.0,17.0,0.0,0.0,12.38,2016,23,0.0,0.0,2800,11.5
Ben Koyack_reframed,1998,18.0,5.0,2.67,2.11,17.89,0.11,0.0,13.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.67,2.11,17.89,0.11,0.0,13.56,2017,19,1.0,1.0,2500,0.0
Ben Koyack_reframed,1999,3.0,10.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,2.5,1.5,12.5,0.5,0.0,21.0,2017,20,1.0,1.0,2500,3.1
Ben Koyack_reframed,2000,7.0,10.5,1.0,0.5,10.5,0.0,0.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,1.33,15.33,0.33,0.0,20.67,2017,18,0.0,0.0,2500,1.7
Ben Koyack_reframed,2001,8.0,11.0,1.0,0.67,9.33,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,1.75,1.25,13.25,0.25,0.0,20.0,2017,8,1.0,1.0,2700,0.0
Ben Koyack_reframed,2002,11.0,11.5,1.0,0.5,7.0,0.0,0.0,16.25,11.5,1.0,0.5,7.0,0.0,0.0,16.25,11.0,1.6,1.0,10.6,0.2,0.0,17.6,2017,27,1.0,1.0,2500,1.0
Ben Koyack_reframed,2003,16.0,12.0,1.0,0.6,5.6,0.0,0.0,18.4,12.0,1.0,0.6,5.6,0.0,0.0,18.4,11.5,1.5,1.0,8.83,0.17,0.0,19.17,2017,15,0.0,1.0,2500,5.0
Benjamin Watson_reframed,38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,20,0.0,1.0,2600,4.9
Benjamin Watson_reframed,39,2.0,1.0,5.0,3.0,19.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,3.0,19.0,0.0,0.0,20.0,2015,21,1.0,0.0,2500,3.2
Benjamin Watson_reframed,40,3.0,1.5,4.5,2.5,15.5,0.0,0.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,4.5,2.5,15.5,0.0,0.0,20.5,2015,12,0.0,1.0,3500,7.2
Benjamin Watson_reframed,41,4.0,2.0,4.33,3.0,24.33,0.0,0.33,17.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.33,3.0,24.33,0.0,0.33,17.67,2015,1,1.0,0.0,2500,6.0
Benjamin Watson_reframed,42,5.0,2.5,4.0,3.0,25.75,0.0,0.25,13.5,2.5,4.0,3.0,25.75,0.0,0.25,13.5,2.5,4.0,3.0,25.75,0.0,0.25,13.5,2015,11,0.0,1.0,2500,12.6
