games,year,Name,Team,Week,Opponent,tar,rec,yds,td,yds/tar,yds/rec,def_rk,h/a_1,surface_0,points
16,2015,Troy Niklas,ARI,10,SEA,0,0,0,0,0.0,0.0,22,0.0,0.0,0.0
17,2015,Troy Niklas,ARI,11,CIN,0,0,0,0,0.0,0.0,17,1.0,1.0,0.0
18,2015,Troy Niklas,ARI,12,SF,0,0,0,0,0.0,0.0,9,0.0,1.0,0.0
19,2015,Troy Niklas,ARI,13,LAR,0,0,0,0,0.0,0.0,26,0.0,1.0,0.0
20,2015,Troy Niklas,ARI,14,MIN,0,0,0,0,0.0,0.0,15,1.0,1.0,0.0
21,2015,Troy Niklas,ARI,15,PHI,0,0,0,0,0.0,0.0,11,0.0,1.0,0.0
22,2015,Troy Niklas,ARI,16,GB,0,0,0,0,0.0,0.0,14,1.0,1.0,0.0
23,2015,Troy Niklas,ARI,17,SEA,1,1,8,0,8.0,8.0,22,1.0,1.0,0.8
24,2016,Troy Niklas,ARI,1,NE,0,0,0,0,0.0,0.0,8,1.0,1.0,0.0
25,2016,Troy Niklas,ARI,2,TB,1,0,0,0,0.0,0.0,14,1.0,1.0,0.0
26,2016,Troy Niklas,ARI,3,BUF,1,1,0,0,0.0,0.0,6,0.0,0.0,0.0
27,2017,Troy Niklas,ARI,1,DET,2,0,0,0,0.0,0.0,16,0.0,0.0,0.0
28,2017,Troy Niklas,ARI,2,IND,1,1,16,0,16.0,16.0,18,0.0,0.0,1.6
29,2017,Troy Niklas,ARI,3,DAL,1,1,10,0,10.0,10.0,21,1.0,1.0,1.0
30,2017,Troy Niklas,ARI,4,SF,0,0,0,0,0.0,0.0,15,1.0,1.0,0.0
31,2017,Troy Niklas,ARI,5,PHI,0,0,0,0,0.0,0.0,14,0.0,1.0,0.0
32,2017,Troy Niklas,ARI,6,TB,2,2,20,1,10.0,10.0,3,1.0,1.0,8.0
33,2017,Troy Niklas,ARI,7,LAR,1,0,0,0,0.0,0.0,20,0.0,1.0,0.0
34,2017,Troy Niklas,ARI,9,SF,3,1,16,0,5.3,16.0,15,0.0,1.0,1.6
35,2017,Troy Niklas,ARI,10,SEA,2,0,0,0,0.0,0.0,9,1.0,1.0,0.0
36,2017,Troy Niklas,ARI,11,HOU,0,0,0,0,0.0,0.0,27,0.0,0.0,0.0
37,2017,Troy Niklas,ARI,12,JAX,2,2,22,0,11.0,11.0,11,1.0,1.0,2.2
38,2017,Troy Niklas,ARI,13,LAR,0,0,0,0,0.0,0.0,20,1.0,1.0,0.0
39,2017,Troy Niklas,ARI,14,TEN,2,1,7,0,3.5,7.0,19,1.0,1.0,0.7
40,2017,Troy Niklas,ARI,15,WAS,6,3,41,0,6.8,13.7,28,0.0,1.0,4.1
41,2017,Troy Niklas,ARI,17,SEA,1,0,0,0,0.0,0.0,9,0.0,0.0,0.0
1,2018,Tyler Conklin,MIN,3,BUF,1,1,7,0,7.0,7.0,12,1.0,0.0,1.7
1,2013,Tyler Eifert,CIN,1,CHI,5,5,47,0,9.4,9.4,20,0.0,1.0,4.7
2,2013,Tyler Eifert,CIN,2,PIT,5,3,66,0,13.2,22.0,9,1.0,0.0,6.6
3,2013,Tyler Eifert,CIN,3,GB,2,1,7,0,3.5,7.0,2,1.0,0.0,0.7
4,2013,Tyler Eifert,CIN,4,CLE,5,3,39,0,7.8,13.0,8,0.0,1.0,3.9
5,2013,Tyler Eifert,CIN,5,NE,7,5,53,0,7.6,10.6,29,1.0,0.0,5.3
6,2013,Tyler Eifert,CIN,6,BUF,3,2,13,0,4.3,6.5,11,0.0,0.0,1.3
7,2013,Tyler Eifert,CIN,7,DET,4,3,45,1,11.2,15.0,15,0.0,0.0,10.5
8,2013,Tyler Eifert,CIN,8,NYJ,4,2,23,0,5.8,11.5,6,1.0,0.0,2.3
9,2013,Tyler Eifert,CIN,9,MIA,4,3,14,0,3.5,4.7,14,0.0,1.0,1.4
10,2013,Tyler Eifert,CIN,10,BAL,10,3,55,0,5.5,18.3,5,0.0,1.0,5.5
11,2013,Tyler Eifert,CIN,11,CLE,1,1,15,0,15.0,15.0,8,1.0,0.0,1.5
12,2013,Tyler Eifert,CIN,13,LAC,2,1,9,0,4.5,9.0,7,0.0,1.0,0.9
13,2013,Tyler Eifert,CIN,14,IND,4,3,20,0,5.0,6.7,4,1.0,0.0,2.0
14,2013,Tyler Eifert,CIN,15,PIT,3,3,33,1,11.0,11.0,9,0.0,1.0,9.3
15,2013,Tyler Eifert,CIN,16,MIN,1,1,6,0,6.0,6.0,19,1.0,0.0,0.6
16,2014,Tyler Eifert,CIN,1,BAL,3,3,37,0,12.3,12.3,4,0.0,1.0,3.7
17,2015,Tyler Eifert,CIN,1,OAK,12,9,104,2,8.7,11.6,30,0.0,1.0,22.4
18,2015,Tyler Eifert,CIN,2,LAC,5,4,49,1,9.8,12.2,18,1.0,0.0,10.9
19,2015,Tyler Eifert,CIN,3,BAL,3,0,0,0,0.0,0.0,4,0.0,1.0,0.0
20,2015,Tyler Eifert,CIN,4,KC,4,3,69,0,17.2,23.0,2,1.0,0.0,6.9
21,2015,Tyler Eifert,CIN,5,SEA,12,8,90,2,7.5,11.2,22,1.0,0.0,21.0
22,2015,Tyler Eifert,CIN,6,BUF,4,4,30,1,7.5,7.5,8,0.0,0.0,9.0
23,2015,Tyler Eifert,CIN,8,PIT,8,4,39,0,4.9,9.8,25,0.0,1.0,3.9
24,2015,Tyler Eifert,CIN,9,CLE,6,5,53,3,8.8,10.6,6,1.0,0.0,23.3
25,2015,Tyler Eifert,CIN,10,HOU,7,3,26,0,3.7,8.7,10,1.0,0.0,2.6
26,2015,Tyler Eifert,CIN,11,ARI,3,3,22,2,7.3,7.3,20,0.0,1.0,14.2
27,2015,Tyler Eifert,CIN,12,LAR,4,3,40,1,10.0,13.3,26,1.0,0.0,10.0
28,2015,Tyler Eifert,CIN,14,PIT,2,2,42,0,21.0,21.0,25,1.0,0.0,4.2
29,2015,Tyler Eifert,CIN,17,BAL,4,4,51,1,12.8,12.8,4,1.0,0.0,11.1
30,2016,Tyler Eifert,CIN,7,CLE,2,1,9,0,4.5,9.0,31,1.0,0.0,0.9
31,2016,Tyler Eifert,CIN,8,WAS,12,9,102,1,8.5,11.3,29,1.0,0.0,16.2
32,2016,Tyler Eifert,CIN,10,NYG,5,3,96,0,19.2,32.0,20,0.0,0.0,9.6
33,2016,Tyler Eifert,CIN,11,BUF,6,3,37,0,6.2,12.3,6,1.0,0.0,3.7
34,2016,Tyler Eifert,CIN,12,BAL,11,5,68,1,6.2,13.6,10,0.0,1.0,12.8
35,2016,Tyler Eifert,CIN,13,PHI,2,2,25,1,12.5,12.5,2,1.0,0.0,8.5
36,2016,Tyler Eifert,CIN,14,CLE,6,5,48,2,8.0,9.6,31,0.0,1.0,16.8
37,2016,Tyler Eifert,CIN,15,PIT,3,1,9,0,3.0,9.0,17,1.0,0.0,0.9
38,2017,Tyler Eifert,CIN,1,BAL,1,1,4,0,4.0,4.0,24,1.0,0.0,0.4
39,2017,Tyler Eifert,CIN,2,HOU,4,3,42,0,10.5,14.0,27,1.0,0.0,4.2
40,2018,Tyler Eifert,CIN,1,IND,3,3,44,0,14.7,14.7,25,0.0,0.0,7.4
41,2018,Tyler Eifert,CIN,2,BAL,4,2,23,0,5.8,11.5,15,1.0,0.0,4.3
42,2018,Tyler Eifert,CIN,3,CAR,8,6,74,0,9.2,12.3,31,0.0,1.0,13.4
43,2018,Tyler Eifert,CIN,4,ATL,4,4,38,1,9.5,9.5,19,0.0,0.0,13.8
1,2016,Tyler Higbee,LAR,1,SF,4,1,2,0,0.5,2.0,18,0.0,1.0,0.2
2,2016,Tyler Higbee,LAR,2,SEA,0,0,0,0,0.0,0.0,4,1.0,1.0,0.0
3,2016,Tyler Higbee,LAR,3,TB,0,0,0,0,0.0,0.0,14,0.0,1.0,0.0
4,2016,Tyler Higbee,LAR,4,ARI,1,0,0,0,0.0,0.0,1,0.0,1.0,0.0
5,2016,Tyler Higbee,LAR,5,BUF,1,0,0,0,0.0,0.0,6,1.0,1.0,0.0
6,2016,Tyler Higbee,LAR,6,DET,0,0,0,0,0.0,0.0,27,0.0,0.0,0.0
7,2016,Tyler Higbee,LAR,7,NYG,1,1,4,0,4.0,4.0,20,1.0,1.0,0.4
8,2016,Tyler Higbee,LAR,9,CAR,7,1,31,0,4.4,31.0,28,1.0,1.0,3.1
9,2016,Tyler Higbee,LAR,10,NYJ,0,0,0,0,0.0,0.0,22,0.0,0.0,0.0
10,2016,Tyler Higbee,LAR,11,MIA,3,2,4,0,1.3,2.0,25,1.0,1.0,0.4
11,2016,Tyler Higbee,LAR,12,NO,1,0,0,0,0.0,0.0,13,0.0,0.0,0.0
12,2016,Tyler Higbee,LAR,13,NE,4,2,16,0,4.0,8.0,8,0.0,0.0,1.6
13,2016,Tyler Higbee,LAR,14,ATL,4,1,8,0,2.0,8.0,26,1.0,1.0,0.8
14,2016,Tyler Higbee,LAR,15,SEA,1,1,15,0,15.0,15.0,4,0.0,0.0,1.5
15,2016,Tyler Higbee,LAR,16,SF,2,2,5,1,2.5,2.5,18,1.0,1.0,6.5
16,2016,Tyler Higbee,LAR,17,ARI,0,0,0,0,0.0,0.0,1,1.0,1.0,0.0
17,2017,Tyler Higbee,LAR,1,IND,3,2,17,0,5.7,8.5,18,1.0,1.0,1.7
18,2017,Tyler Higbee,LAR,2,WAS,1,0,0,0,0.0,0.0,28,1.0,1.0,0.0
19,2017,Tyler Higbee,LAR,3,SF,3,1,4,0,1.3,4.0,15,1.0,1.0,0.4
20,2017,Tyler Higbee,LAR,4,DAL,6,3,47,0,7.8,15.7,21,1.0,1.0,4.7
21,2017,Tyler Higbee,LAR,5,SEA,8,4,98,0,12.2,24.5,9,1.0,1.0,9.8
22,2017,Tyler Higbee,LAR,6,JAX,3,1,0,0,0.0,0.0,11,0.0,1.0,0.0
23,2017,Tyler Higbee,LAR,7,ARI,3,3,13,0,4.3,4.3,17,1.0,1.0,1.3
24,2017,Tyler Higbee,LAR,9,NYG,2,1,8,1,4.0,8.0,31,0.0,0.0,6.8
25,2017,Tyler Higbee,LAR,10,HOU,4,2,22,0,5.5,11.0,27,1.0,1.0,2.2
26,2017,Tyler Higbee,LAR,11,MIN,5,1,5,0,1.0,5.0,1,1.0,1.0,0.5
27,2017,Tyler Higbee,LAR,12,NO,3,3,48,0,16.0,16.0,2,1.0,1.0,4.8
28,2017,Tyler Higbee,LAR,13,ARI,1,1,6,0,6.0,6.0,17,1.0,1.0,0.6
29,2017,Tyler Higbee,LAR,14,PHI,0,0,0,0,0.0,0.0,14,1.0,1.0,0.0
30,2017,Tyler Higbee,LAR,15,SEA,1,1,12,0,12.0,12.0,9,0.0,0.0,1.2
31,2017,Tyler Higbee,LAR,16,TEN,2,2,15,0,7.5,7.5,19,0.0,1.0,1.5
32,2017,Tyler Higbee,LAR,17,SF,0,0,0,0,0.0,0.0,15,1.0,1.0,0.0
33,2018,Tyler Higbee,LAR,2,ARI,2,1,3,1,1.5,3.0,6,1.0,1.0,7.3
34,2018,Tyler Higbee,LAR,3,LAC,2,2,35,0,17.5,17.5,17,1.0,1.0,5.5
35,2018,Tyler Higbee,LAR,5,SEA,4,2,26,0,6.5,13.0,3,0.0,0.0,4.6
1,2015,Tyler Kroft,CIN,1,OAK,0,0,0,0,0.0,0.0,30,0.0,1.0,0.0
2,2015,Tyler Kroft,CIN,2,LAC,0,0,0,0,0.0,0.0,18,1.0,0.0,0.0
3,2015,Tyler Kroft,CIN,3,BAL,0,0,0,0,0.0,0.0,4,0.0,1.0,0.0
4,2015,Tyler Kroft,CIN,4,KC,0,0,0,0,0.0,0.0,2,1.0,0.0,0.0
5,2015,Tyler Kroft,CIN,5,SEA,0,0,0,0,0.0,0.0,22,1.0,0.0,0.0
6,2015,Tyler Kroft,CIN,6,BUF,0,0,0,0,0.0,0.0,8,0.0,0.0,0.0
7,2015,Tyler Kroft,CIN,8,PIT,0,0,0,0,0.0,0.0,25,0.0,1.0,0.0
8,2015,Tyler Kroft,CIN,9,CLE,0,0,0,0,0.0,0.0,6,1.0,0.0,0.0
9,2015,Tyler Kroft,CIN,10,HOU,0,0,0,0,0.0,0.0,10,1.0,0.0,0.0
10,2015,Tyler Kroft,CIN,11,ARI,1,0,0,0,0.0,0.0,20,0.0,1.0,0.0
11,2015,Tyler Kroft,CIN,12,LAR,1,1,4,0,4.0,4.0,26,1.0,0.0,0.4
12,2015,Tyler Kroft,CIN,13,CLE,1,1,17,0,17.0,17.0,6,0.0,1.0,1.7
13,2015,Tyler Kroft,CIN,14,PIT,3,2,31,0,10.3,15.5,25,1.0,0.0,3.1
14,2015,Tyler Kroft,CIN,15,SF,3,3,31,1,10.3,10.3,9,0.0,1.0,9.1
15,2015,Tyler Kroft,CIN,16,DEN,6,4,46,0,7.7,11.5,19,0.0,1.0,4.6
16,2015,Tyler Kroft,CIN,17,BAL,0,0,0,0,0.0,0.0,4,1.0,0.0,0.0
17,2016,Tyler Kroft,CIN,1,NYJ,0,0,0,0,0.0,0.0,22,0.0,0.0,0.0
18,2016,Tyler Kroft,CIN,2,PIT,4,3,35,0,8.8,11.7,17,0.0,1.0,3.5
19,2016,Tyler Kroft,CIN,3,DEN,0,0,0,0,0.0,0.0,19,1.0,0.0,0.0
20,2016,Tyler Kroft,CIN,4,MIA,0,0,0,0,0.0,0.0,25,1.0,0.0,0.0
21,2016,Tyler Kroft,CIN,5,DAL,3,3,29,0,9.7,9.7,32,0.0,0.0,2.9
22,2016,Tyler Kroft,CIN,6,NE,2,2,19,0,9.5,9.5,8,0.0,0.0,1.9
23,2016,Tyler Kroft,CIN,7,CLE,1,1,3,0,3.0,3.0,31,1.0,0.0,0.3
24,2016,Tyler Kroft,CIN,8,WAS,1,1,6,0,6.0,6.0,29,1.0,0.0,0.6
25,2016,Tyler Kroft,CIN,10,NYG,1,0,0,0,0.0,0.0,20,0.0,0.0,0.0
26,2016,Tyler Kroft,CIN,11,BUF,0,0,0,0,0.0,0.0,6,1.0,0.0,0.0
27,2016,Tyler Kroft,CIN,12,BAL,0,0,0,0,0.0,0.0,10,0.0,1.0,0.0
28,2016,Tyler Kroft,CIN,13,PHI,0,0,0,0,0.0,0.0,2,1.0,0.0,0.0
29,2016,Tyler Kroft,CIN,14,CLE,0,0,0,0,0.0,0.0,31,0.0,1.0,0.0
30,2016,Tyler Kroft,CIN,15,PIT,0,0,0,0,0.0,0.0,17,1.0,0.0,0.0
31,2017,Tyler Kroft,CIN,1,BAL,1,1,5,0,5.0,5.0,24,1.0,0.0,0.5
32,2017,Tyler Kroft,CIN,2,HOU,0,0,0,0,0.0,0.0,27,1.0,0.0,0.0
33,2017,Tyler Kroft,CIN,3,GB,4,3,28,0,7.0,9.3,5,0.0,1.0,2.8
34,2017,Tyler Kroft,CIN,4,CLE,7,6,68,2,9.7,11.3,30,0.0,1.0,18.8
35,2017,Tyler Kroft,CIN,5,BUF,5,4,38,0,7.6,9.5,25,1.0,0.0,3.8
36,2017,Tyler Kroft,CIN,7,PIT,4,4,23,1,5.8,5.8,4,0.0,1.0,8.3
37,2017,Tyler Kroft,CIN,8,IND,6,5,46,0,7.7,9.2,18,1.0,0.0,4.6
38,2017,Tyler Kroft,CIN,9,JAX,2,2,79,0,39.5,39.5,11,0.0,1.0,7.9
39,2017,Tyler Kroft,CIN,10,TEN,6,1,4,0,0.7,4.0,19,0.0,1.0,0.4
40,2017,Tyler Kroft,CIN,11,DEN,3,2,12,1,4.0,6.0,29,0.0,1.0,7.2
41,2017,Tyler Kroft,CIN,12,CLE,4,3,14,1,3.5,4.7,30,1.0,0.0,7.4
42,2017,Tyler Kroft,CIN,13,PIT,2,2,30,0,15.0,15.0,4,1.0,0.0,3.0
43,2017,Tyler Kroft,CIN,14,CHI,1,0,0,0,0.0,0.0,12,1.0,0.0,0.0
44,2017,Tyler Kroft,CIN,15,MIN,4,2,1,0,0.2,0.5,1,0.0,0.0,0.1
45,2017,Tyler Kroft,CIN,16,DET,5,1,3,0,0.6,3.0,16,1.0,0.0,0.3
46,2017,Tyler Kroft,CIN,17,BAL,8,6,53,2,6.6,8.8,24,0.0,1.0,17.3
47,2018,Tyler Kroft,CIN,1,IND,1,1,9,0,9.0,9.0,25,0.0,0.0,1.9
48,2018,Tyler Kroft,CIN,2,BAL,2,2,11,0,5.5,5.5,15,1.0,0.0,3.1
49,2018,Tyler Kroft,CIN,3,CAR,1,1,16,0,16.0,16.0,31,0.0,1.0,2.6
1,2017,Tyrone Swoopes,SEA,17,ARI,0,0,0,0,0.0,0.0,17,1.0,0.0,0.0
2,2018,Tyrone Swoopes,SEA,6,OAK,1,1,23,0,23.0,23.0,7,0.0,1.0,3.3
1,2013,Vance McDonald,SF,1,GB,2,1,25,0,12.5,25.0,2,1.0,1.0,2.5
2,2013,Vance McDonald,SF,2,SEA,2,1,19,0,9.5,19.0,16,0.0,0.0,1.9
3,2013,Vance McDonald,SF,3,IND,3,1,6,0,2.0,6.0,4,1.0,1.0,0.6
4,2013,Vance McDonald,SF,4,LAR,2,1,9,0,4.5,9.0,23,0.0,1.0,0.9
5,2013,Vance McDonald,SF,5,HOU,0,0,0,0,0.0,0.0,25,1.0,1.0,0.0
6,2013,Vance McDonald,SF,6,ARI,1,1,7,0,7.0,7.0,1,1.0,1.0,0.7
7,2013,Vance McDonald,SF,7,TEN,2,1,20,0,10.0,20.0,30,0.0,1.0,2.0
8,2013,Vance McDonald,SF,8,JAX,0,0,0,0,0.0,0.0,13,0.0,1.0,0.0
9,2013,Vance McDonald,SF,10,CAR,2,0,0,0,0.0,0.0,24,1.0,1.0,0.0
10,2013,Vance McDonald,SF,11,NO,2,1,10,0,5.0,10.0,26,0.0,0.0,1.0
11,2013,Vance McDonald,SF,12,WAS,1,1,23,0,23.0,23.0,32,0.0,1.0,2.3
12,2013,Vance McDonald,SF,13,LAR,0,0,0,0,0.0,0.0,23,1.0,1.0,0.0
13,2013,Vance McDonald,SF,14,SEA,0,0,0,0,0.0,0.0,16,1.0,1.0,0.0
14,2013,Vance McDonald,SF,16,ATL,2,0,0,0,0.0,0.0,17,1.0,1.0,0.0
15,2013,Vance McDonald,SF,17,ARI,0,0,0,0,0.0,0.0,1,0.0,1.0,0.0
16,2014,Vance McDonald,SF,1,DAL,0,0,0,0,0.0,0.0,31,1.0,1.0,0.0
17,2014,Vance McDonald,SF,2,CHI,2,1,9,0,4.5,9.0,26,1.0,1.0,0.9
18,2014,Vance McDonald,SF,5,KC,2,0,0,0,0.0,0.0,2,1.0,1.0,0.0
19,2014,Vance McDonald,SF,6,LAR,2,1,21,0,10.5,21.0,1,1.0,1.0,0.1
20,2014,Vance McDonald,SF,7,DEN,0,0,0,0,0.0,0.0,28,0.0,1.0,0.0
21,2014,Vance McDonald,SF,9,LAR,0,0,0,0,0.0,0.0,1,1.0,1.0,0.0
22,2014,Vance McDonald,SF,10,NO,0,0,0,0,0.0,0.0,9,1.0,1.0,0.0
23,2014,Vance McDonald,SF,11,NYG,2,0,0,0,0.0,0.0,18,0.0,0.0,0.0
24,2015,Vance McDonald,SF,1,MIN,1,1,5,0,5.0,5.0,15,1.0,1.0,0.5
25,2015,Vance McDonald,SF,2,PIT,1,0,0,0,0.0,0.0,25,0.0,1.0,0.0
26,2015,Vance McDonald,SF,4,GB,2,1,7,0,3.5,7.0,14,1.0,1.0,0.7
27,2015,Vance McDonald,SF,5,NYG,3,2,9,0,3.0,4.5,31,0.0,0.0,0.9
28,2015,Vance McDonald,SF,6,BAL,1,1,10,0,10.0,10.0,4,1.0,1.0,1.0
29,2015,Vance McDonald,SF,7,SEA,1,1,1,0,1.0,1.0,22,1.0,1.0,0.1
30,2015,Vance McDonald,SF,8,LAR,2,1,13,0,6.5,13.0,26,0.0,1.0,1.3
31,2015,Vance McDonald,SF,9,ATL,5,2,19,0,3.8,9.5,29,1.0,1.0,1.9
32,2015,Vance McDonald,SF,11,SEA,4,4,65,1,16.2,16.2,22,0.0,0.0,12.5
33,2015,Vance McDonald,SF,12,ARI,7,6,71,1,10.1,11.8,20,1.0,1.0,13.1
34,2015,Vance McDonald,SF,13,CHI,3,2,18,0,6.0,9.0,13,0.0,1.0,1.8
35,2015,Vance McDonald,SF,15,CIN,4,1,10,0,2.5,10.0,17,1.0,1.0,1.0
36,2015,Vance McDonald,SF,16,DET,7,5,61,1,8.7,12.2,27,0.0,0.0,12.1
37,2015,Vance McDonald,SF,17,LAR,5,3,37,0,7.4,12.3,26,1.0,1.0,3.7
38,2016,Vance McDonald,SF,1,LAR,3,2,14,1,4.7,7.0,7,1.0,1.0,7.4
39,2016,Vance McDonald,SF,2,CAR,2,1,75,1,37.5,75.0,28,0.0,1.0,13.5
40,2016,Vance McDonald,SF,3,SEA,2,2,4,0,2.0,2.0,4,0.0,0.0,0.4
41,2016,Vance McDonald,SF,6,BUF,2,2,25,0,12.5,12.5,6,0.0,0.0,2.5
42,2016,Vance McDonald,SF,7,TB,6,1,24,0,4.0,24.0,14,1.0,1.0,2.4
43,2016,Vance McDonald,SF,9,NO,6,3,84,1,14.0,28.0,13,1.0,1.0,14.4
44,2016,Vance McDonald,SF,10,ARI,6,4,50,0,8.3,12.5,1,0.0,1.0,5.0
45,2016,Vance McDonald,SF,11,NE,6,3,46,1,7.7,15.3,8,1.0,1.0,10.6
46,2016,Vance McDonald,SF,12,MIA,8,4,60,0,7.5,15.0,25,0.0,1.0,6.0
47,2016,Vance McDonald,SF,13,CHI,4,2,9,0,2.2,4.5,9,0.0,1.0,0.9
48,2016,Vance McDonald,SF,14,NYJ,0,0,0,0,0.0,0.0,22,1.0,1.0,0.0
49,2017,Vance McDonald,PIT,1,CLE,1,0,0,0,0.0,0.0,30,0.0,1.0,0.0
50,2017,Vance McDonald,PIT,3,CHI,0,0,0,0,0.0,0.0,12,0.0,1.0,0.0
51,2017,Vance McDonald,PIT,4,BAL,1,0,0,0,0.0,0.0,24,0.0,1.0,0.0
52,2017,Vance McDonald,PIT,5,JAX,2,0,0,0,0.0,0.0,11,1.0,1.0,0.0
53,2017,Vance McDonald,PIT,6,KC,2,1,26,0,13.0,26.0,7,0.0,1.0,2.6
54,2017,Vance McDonald,PIT,7,CIN,3,2,37,0,12.3,18.5,23,1.0,1.0,3.7
55,2017,Vance McDonald,PIT,10,IND,2,2,16,1,8.0,8.0,18,0.0,0.0,7.6
56,2017,Vance McDonald,PIT,14,BAL,6,4,52,0,8.7,13.0,24,1.0,1.0,5.2
57,2017,Vance McDonald,PIT,16,HOU,5,4,52,0,10.4,13.0,27,0.0,0.0,5.2
58,2017,Vance McDonald,PIT,17,CLE,2,1,5,0,2.5,5.0,30,1.0,1.0,0.5
59,2018,Vance McDonald,PIT,2,KC,5,3,26,0,5.2,8.7,27,1.0,1.0,5.6
60,2018,Vance McDonald,PIT,3,TB,5,4,112,1,22.4,28.0,32,0.0,1.0,24.2
61,2018,Vance McDonald,PIT,4,BAL,5,5,62,0,12.4,12.4,15,1.0,1.0,10.2
62,2018,Vance McDonald,PIT,6,CIN,8,7,68,0,8.5,9.7,29,0.0,0.0,13.8
1,2012,Vernon Davis,SF,1,GB,5,3,43,1,8.6,14.3,14,0.0,1.0,10.3
2,2012,Vernon Davis,SF,2,DET,7,5,73,2,10.4,14.6,18,1.0,1.0,19.3
3,2012,Vernon Davis,SF,3,MIN,8,5,53,1,6.6,10.6,11,0.0,0.0,11.3
4,2012,Vernon Davis,SF,4,NYJ,2,2,28,0,14.0,14.0,26,0.0,0.0,2.8
5,2012,Vernon Davis,SF,5,BUF,7,5,106,0,15.1,21.2,1,1.0,1.0,10.6
6,2012,Vernon Davis,SF,6,NYG,5,3,37,0,7.4,12.3,22,1.0,1.0,3.7
7,2012,Vernon Davis,SF,7,SEA,0,0,0,0,0.0,0.0,16,1.0,1.0,0.0
8,2012,Vernon Davis,SF,8,ARI,2,2,34,0,17.0,17.0,28,0.0,1.0,3.4
9,2012,Vernon Davis,SF,10,LAR,5,4,30,0,6.0,7.5,3,1.0,1.0,3.0
10,2012,Vernon Davis,SF,11,CHI,8,6,83,1,10.4,13.8,31,1.0,1.0,14.3
11,2012,Vernon Davis,SF,12,NO,1,0,0,0,0.0,0.0,5,0.0,0.0,0.0
12,2012,Vernon Davis,SF,13,LAR,3,2,15,0,5.0,7.5,3,0.0,1.0,1.5
13,2012,Vernon Davis,SF,14,MIA,2,1,4,0,2.0,4.0,7,1.0,1.0,0.4
14,2012,Vernon Davis,SF,15,NE,3,1,10,0,3.3,10.0,25,0.0,0.0,1.0
15,2012,Vernon Davis,SF,16,SEA,1,1,27,0,27.0,27.0,16,0.0,0.0,2.7
16,2012,Vernon Davis,SF,17,ARI,2,1,5,0,2.5,5.0,28,1.0,1.0,0.5
17,2013,Vernon Davis,SF,1,GB,9,6,98,2,10.9,16.3,2,1.0,1.0,21.8
18,2013,Vernon Davis,SF,2,SEA,5,3,20,0,4.0,6.7,16,0.0,0.0,2.0
19,2013,Vernon Davis,SF,4,LAR,4,2,18,1,4.5,9.0,23,0.0,1.0,7.8
20,2013,Vernon Davis,SF,5,HOU,6,3,88,1,14.7,29.3,25,1.0,1.0,14.8
21,2013,Vernon Davis,SF,6,ARI,11,8,180,2,16.4,22.5,1,1.0,1.0,30.0
22,2013,Vernon Davis,SF,7,TEN,8,4,62,0,7.8,15.5,30,0.0,1.0,6.2
23,2013,Vernon Davis,SF,8,JAX,4,3,52,1,13.0,17.3,13,0.0,1.0,11.2
24,2013,Vernon Davis,SF,10,CAR,2,1,2,0,1.0,2.0,24,1.0,1.0,0.2
25,2013,Vernon Davis,SF,11,NO,5,4,33,1,6.6,8.2,26,0.0,0.0,9.3
26,2013,Vernon Davis,SF,12,WAS,7,4,70,1,10.0,17.5,32,0.0,1.0,11.0
27,2013,Vernon Davis,SF,13,LAR,5,4,82,1,16.4,20.5,23,1.0,1.0,14.2
28,2013,Vernon Davis,SF,14,SEA,3,2,21,1,7.0,10.5,16,1.0,1.0,8.1
29,2013,Vernon Davis,SF,15,TB,7,5,79,1,11.3,15.8,28,0.0,1.0,13.9
30,2013,Vernon Davis,SF,16,ATL,3,0,0,0,0.0,0.0,17,1.0,1.0,0.0
31,2013,Vernon Davis,SF,17,ARI,5,3,45,1,9.0,15.0,1,0.0,1.0,10.5
32,2014,Vernon Davis,SF,1,DAL,6,4,44,2,7.3,11.0,31,1.0,1.0,16.4
33,2014,Vernon Davis,SF,2,CHI,3,3,39,0,13.0,13.0,26,1.0,1.0,3.9
34,2014,Vernon Davis,SF,4,PHI,3,2,8,0,2.7,4.0,12,1.0,1.0,0.8
35,2014,Vernon Davis,SF,6,LAR,6,3,30,0,5.0,10.0,1,1.0,1.0,3.0
36,2014,Vernon Davis,SF,7,DEN,5,2,21,0,4.2,10.5,28,0.0,1.0,2.1
37,2014,Vernon Davis,SF,9,LAR,3,2,19,0,6.3,9.5,1,1.0,1.0,1.9
38,2014,Vernon Davis,SF,10,NO,4,1,8,0,2.0,8.0,9,1.0,1.0,0.8
39,2014,Vernon Davis,SF,11,NYG,5,1,7,0,1.4,7.0,18,0.0,0.0,1.1
40,2014,Vernon Davis,SF,12,WAS,5,3,21,0,4.2,7.0,17,1.0,1.0,2.1
41,2014,Vernon Davis,SF,13,SEA,3,2,13,0,4.3,6.5,11,1.0,1.0,1.3
42,2014,Vernon Davis,SF,14,OAK,4,2,26,0,6.5,13.0,16,1.0,1.0,2.6
43,2014,Vernon Davis,SF,15,SEA,2,0,0,0,0.0,0.0,11,0.0,0.0,0.0
44,2014,Vernon Davis,SF,16,LAC,0,0,0,0,0.0,0.0,8,1.0,1.0,0.0
45,2014,Vernon Davis,SF,17,ARI,1,1,9,0,9.0,9.0,32,1.0,1.0,0.9
