games,year,Name,Team,Week,Opponent,tar,rec,yds,td,yds/tar,yds/rec,def_rk,h/a_1,surface_0,points
62,2016,Delanie Walker,TEN,1,MIN,5,3,42,0,8.4,14.0,11,1.0,1.0,4.2
63,2016,Delanie Walker,TEN,2,DET,6,6,83,1,13.8,13.8,27,0.0,0.0,14.3
64,2016,Delanie Walker,TEN,4,HOU,8,2,34,0,4.2,17.0,3,0.0,0.0,3.4
65,2016,Delanie Walker,TEN,5,MIA,8,5,66,1,8.2,13.2,25,0.0,1.0,12.6
66,2016,Delanie Walker,TEN,6,CLE,2,1,21,0,10.5,21.0,31,1.0,1.0,2.1
67,2016,Delanie Walker,TEN,7,IND,8,7,84,1,10.5,12.0,23,1.0,1.0,14.4
68,2016,Delanie Walker,TEN,8,JAX,5,4,75,0,15.0,18.8,16,1.0,1.0,7.8
69,2016,Delanie Walker,TEN,9,LAC,9,5,42,1,4.7,8.4,12,0.0,1.0,10.2
70,2016,Delanie Walker,TEN,10,GB,11,9,124,1,11.3,13.8,21,1.0,1.0,18.4
71,2016,Delanie Walker,TEN,11,IND,6,4,36,0,6.0,9.0,23,0.0,0.0,3.6
72,2016,Delanie Walker,TEN,12,CHI,4,3,50,1,12.5,16.7,9,0.0,1.0,11.0
73,2016,Delanie Walker,TEN,14,DEN,7,2,30,0,4.3,15.0,19,1.0,1.0,3.8
74,2016,Delanie Walker,TEN,15,KC,7,6,55,0,7.9,9.2,5,0.0,1.0,5.5
75,2016,Delanie Walker,TEN,16,JAX,8,3,23,1,2.9,7.7,16,0.0,1.0,8.3
76,2016,Delanie Walker,TEN,17,HOU,8,5,35,0,4.4,7.0,3,1.0,1.0,3.5
77,2017,Delanie Walker,TEN,1,OAK,9,7,76,0,8.4,10.9,26,1.0,1.0,7.6
78,2017,Delanie Walker,TEN,2,JAX,4,4,61,0,15.2,15.2,11,0.0,1.0,12.2
79,2017,Delanie Walker,TEN,3,SEA,6,4,31,0,5.2,7.8,9,1.0,1.0,3.1
80,2017,Delanie Walker,TEN,4,HOU,7,3,51,0,7.3,17.0,27,0.0,0.0,5.1
81,2017,Delanie Walker,TEN,5,MIA,5,3,25,0,5.0,8.3,32,0.0,1.0,2.5
82,2017,Delanie Walker,TEN,6,IND,8,4,17,0,2.1,4.2,18,1.0,1.0,1.4
83,2017,Delanie Walker,TEN,7,CLE,10,7,63,0,6.3,9.0,30,0.0,1.0,4.3
84,2017,Delanie Walker,TEN,9,BAL,5,5,71,0,14.2,14.2,24,1.0,1.0,7.1
85,2017,Delanie Walker,TEN,10,CIN,9,6,63,0,7.0,10.5,23,1.0,1.0,6.3
86,2017,Delanie Walker,TEN,11,PIT,9,6,92,0,10.2,15.3,4,0.0,1.0,9.2
87,2017,Delanie Walker,TEN,12,IND,5,4,63,1,12.6,15.8,18,0.0,0.0,12.3
88,2017,Delanie Walker,TEN,13,HOU,5,5,63,1,12.6,12.6,27,1.0,1.0,12.3
89,2017,Delanie Walker,TEN,14,ARI,9,5,42,0,4.7,8.4,17,0.0,1.0,4.2
90,2017,Delanie Walker,TEN,15,SF,10,5,37,1,3.7,7.4,15,0.0,1.0,7.7
91,2017,Delanie Walker,TEN,16,LAR,5,3,33,0,6.6,11.0,20,1.0,1.0,3.3
92,2017,Delanie Walker,TEN,17,JAX,5,3,19,0,3.8,6.3,11,1.0,1.0,1.9
93,2018,Delanie Walker,TEN,1,MIA,7,4,52,0,7.4,13.0,21,0.0,1.0,9.2
1,2014,Demetrius Harris,KC,1,TEN,0,0,0,0,0.0,0.0,22,1.0,1.0,0.0
2,2014,Demetrius Harris,KC,2,DEN,1,1,10,0,10.0,10.0,28,1.0,1.0,1.0
3,2014,Demetrius Harris,KC,3,MIA,0,0,0,0,0.0,0.0,24,0.0,1.0,0.0
4,2014,Demetrius Harris,KC,4,NE,0,0,0,0,0.0,0.0,27,1.0,1.0,0.0
5,2014,Demetrius Harris,KC,5,SF,1,0,0,0,0.0,0.0,10,0.0,1.0,0.0
6,2014,Demetrius Harris,KC,7,LAC,1,0,0,0,0.0,0.0,8,0.0,1.0,0.0
7,2014,Demetrius Harris,KC,8,LAR,1,1,4,0,4.0,4.0,1,1.0,1.0,0.4
8,2014,Demetrius Harris,KC,9,NYJ,1,1,6,0,6.0,6.0,25,1.0,1.0,0.6
9,2015,Demetrius Harris,KC,1,HOU,0,0,0,0,0.0,0.0,10,0.0,0.0,0.0
10,2015,Demetrius Harris,KC,2,DEN,0,0,0,0,0.0,0.0,19,1.0,1.0,0.0
11,2015,Demetrius Harris,KC,3,GB,1,0,0,0,0.0,0.0,14,0.0,1.0,0.0
12,2015,Demetrius Harris,KC,4,CIN,0,0,0,0,0.0,0.0,17,0.0,0.0,0.0
13,2015,Demetrius Harris,KC,5,CHI,0,0,0,0,0.0,0.0,13,1.0,1.0,0.0
14,2015,Demetrius Harris,KC,6,MIN,2,2,15,0,7.5,7.5,15,0.0,0.0,1.5
15,2015,Demetrius Harris,KC,7,PIT,0,0,0,0,0.0,0.0,25,1.0,1.0,0.0
16,2015,Demetrius Harris,KC,8,DET,1,0,0,0,0.0,0.0,27,1.0,1.0,0.0
17,2015,Demetrius Harris,KC,10,DEN,0,0,0,0,0.0,0.0,19,0.0,1.0,0.0
18,2015,Demetrius Harris,KC,11,LAC,2,2,26,0,13.0,13.0,18,0.0,1.0,2.6
19,2015,Demetrius Harris,KC,12,BUF,0,0,0,0,0.0,0.0,8,1.0,1.0,0.0
20,2015,Demetrius Harris,KC,13,OAK,0,0,0,0,0.0,0.0,30,0.0,1.0,0.0
21,2015,Demetrius Harris,KC,14,LAC,2,2,18,0,9.0,9.0,18,1.0,1.0,1.8
22,2015,Demetrius Harris,KC,15,BAL,0,0,0,0,0.0,0.0,4,0.0,1.0,0.0
23,2015,Demetrius Harris,KC,16,CLE,0,0,0,0,0.0,0.0,6,1.0,1.0,0.0
24,2015,Demetrius Harris,KC,17,OAK,3,1,15,1,5.0,15.0,30,1.0,1.0,7.5
25,2016,Demetrius Harris,KC,1,LAC,3,2,20,0,6.7,10.0,12,1.0,1.0,2.0
26,2016,Demetrius Harris,KC,2,HOU,1,0,0,0,0.0,0.0,3,0.0,0.0,0.0
27,2016,Demetrius Harris,KC,3,NYJ,3,2,14,0,4.7,7.0,22,1.0,1.0,1.4
28,2016,Demetrius Harris,KC,4,PIT,1,1,12,0,12.0,12.0,17,0.0,1.0,1.2
29,2016,Demetrius Harris,KC,6,OAK,2,1,11,0,5.5,11.0,24,0.0,1.0,1.1
30,2016,Demetrius Harris,KC,7,NO,3,1,10,0,3.3,10.0,13,1.0,1.0,1.0
31,2016,Demetrius Harris,KC,8,IND,4,3,13,0,3.2,4.3,23,0.0,0.0,1.3
32,2016,Demetrius Harris,KC,9,JAX,1,0,0,0,0.0,0.0,16,1.0,1.0,0.0
33,2016,Demetrius Harris,KC,10,CAR,1,0,0,0,0.0,0.0,28,0.0,1.0,0.0
34,2016,Demetrius Harris,KC,11,TB,0,0,0,0,0.0,0.0,14,1.0,1.0,0.0
35,2016,Demetrius Harris,KC,12,DEN,1,0,0,0,0.0,0.0,19,0.0,1.0,2.0
36,2016,Demetrius Harris,KC,13,ATL,1,1,6,0,6.0,6.0,26,0.0,0.0,0.6
37,2016,Demetrius Harris,KC,14,OAK,0,0,0,0,0.0,0.0,24,1.0,1.0,0.0
38,2016,Demetrius Harris,KC,15,TEN,0,0,0,0,0.0,0.0,15,1.0,1.0,0.0
39,2016,Demetrius Harris,KC,16,DEN,9,6,37,1,4.1,6.2,19,1.0,1.0,9.7
40,2016,Demetrius Harris,KC,17,LAC,1,0,0,0,0.0,0.0,12,0.0,1.0,0.0
41,2017,Demetrius Harris,KC,1,NE,2,2,15,1,7.5,7.5,10,0.0,0.0,7.5
42,2017,Demetrius Harris,KC,2,PHI,0,0,0,0,0.0,0.0,14,1.0,1.0,0.0
43,2017,Demetrius Harris,KC,3,LAC,0,0,0,0,0.0,0.0,8,0.0,1.0,0.0
44,2017,Demetrius Harris,KC,4,WAS,3,0,0,0,0.0,0.0,28,1.0,1.0,0.0
45,2017,Demetrius Harris,KC,5,HOU,3,3,21,0,7.0,7.0,27,0.0,0.0,2.1
46,2017,Demetrius Harris,KC,6,PIT,2,0,0,0,0.0,0.0,4,1.0,1.0,0.0
47,2017,Demetrius Harris,KC,7,OAK,3,2,16,0,5.3,8.0,26,0.0,1.0,1.6
48,2017,Demetrius Harris,KC,8,DEN,2,0,0,0,0.0,0.0,29,1.0,1.0,0.0
49,2017,Demetrius Harris,KC,9,DAL,1,0,0,0,0.0,0.0,21,0.0,0.0,0.0
50,2017,Demetrius Harris,KC,11,NYG,1,0,0,0,0.0,0.0,31,0.0,0.0,0.0
51,2017,Demetrius Harris,KC,12,BUF,2,2,33,0,16.5,16.5,25,1.0,1.0,3.3
52,2017,Demetrius Harris,KC,13,NYJ,0,0,0,0,0.0,0.0,22,0.0,0.0,0.0
53,2017,Demetrius Harris,KC,14,OAK,3,1,25,0,8.3,25.0,26,1.0,1.0,2.5
54,2017,Demetrius Harris,KC,15,LAC,2,1,7,0,3.5,7.0,8,1.0,1.0,0.7
55,2017,Demetrius Harris,KC,16,MIA,7,4,34,0,4.9,8.5,32,1.0,1.0,3.4
56,2017,Demetrius Harris,KC,17,DEN,4,3,73,0,18.2,24.3,29,0.0,1.0,7.3
57,2018,Demetrius Harris,KC,3,SF,3,1,13,1,4.3,13.0,23,1.0,1.0,8.3
58,2018,Demetrius Harris,KC,4,DEN,3,2,59,0,19.7,29.5,20,0.0,1.0,7.9
1,2012,Dennis Pitta,BAL,1,CIN,9,5,73,1,8.1,14.6,15,1.0,1.0,13.3
2,2012,Dennis Pitta,BAL,2,PHI,15,8,65,0,4.3,8.1,4,0.0,1.0,6.5
3,2012,Dennis Pitta,BAL,3,NE,7,5,50,1,7.1,10.0,25,1.0,1.0,11.0
4,2012,Dennis Pitta,BAL,4,CLE,2,0,0,0,0.0,0.0,10,1.0,1.0,0.0
5,2012,Dennis Pitta,BAL,5,KC,4,3,22,0,5.5,7.3,8,0.0,1.0,2.2
6,2012,Dennis Pitta,BAL,6,DAL,5,4,33,0,6.6,8.2,32,1.0,1.0,3.3
7,2012,Dennis Pitta,BAL,7,HOU,8,5,33,0,4.1,6.6,2,0.0,0.0,3.3
8,2012,Dennis Pitta,BAL,9,CLE,3,2,33,0,11.0,16.5,10,0.0,1.0,3.3
9,2012,Dennis Pitta,BAL,10,OAK,5,5,67,1,13.4,13.4,20,1.0,1.0,12.7
10,2012,Dennis Pitta,BAL,11,PIT,1,1,5,0,5.0,5.0,19,0.0,1.0,0.5
11,2012,Dennis Pitta,BAL,12,LAC,9,6,42,1,4.7,7.0,6,0.0,1.0,10.2
12,2012,Dennis Pitta,BAL,13,PIT,3,1,19,0,6.3,19.0,19,1.0,1.0,1.9
13,2012,Dennis Pitta,BAL,14,WAS,6,5,46,1,7.7,9.2,30,0.0,1.0,10.6
14,2012,Dennis Pitta,BAL,15,DEN,10,7,125,2,12.5,17.9,27,1.0,1.0,24.5
15,2012,Dennis Pitta,BAL,16,NYG,5,4,56,0,11.2,14.0,22,1.0,1.0,5.6
16,2012,Dennis Pitta,BAL,17,CIN,2,0,0,0,0.0,0.0,15,0.0,0.0,0.0
17,2013,Dennis Pitta,BAL,14,MIN,11,6,48,1,4.4,8.0,19,1.0,1.0,10.8
18,2013,Dennis Pitta,BAL,15,DET,4,2,24,0,6.0,12.0,15,0.0,0.0,2.4
19,2013,Dennis Pitta,BAL,16,NE,7,4,34,0,4.9,8.5,29,1.0,1.0,3.4
20,2013,Dennis Pitta,BAL,17,CIN,11,8,63,0,5.7,7.9,21,0.0,0.0,6.3
21,2014,Dennis Pitta,BAL,1,CIN,15,10,83,0,5.5,8.3,6,1.0,1.0,8.3
22,2014,Dennis Pitta,BAL,2,PIT,4,3,30,0,7.5,10.0,13,1.0,1.0,3.0
23,2014,Dennis Pitta,BAL,3,CLE,3,3,12,0,4.0,4.0,14,1.0,1.0,1.2
24,2016,Dennis Pitta,BAL,1,BUF,4,3,39,0,9.8,13.0,6,1.0,1.0,3.9
25,2016,Dennis Pitta,BAL,2,CLE,12,9,102,0,8.5,11.3,31,0.0,1.0,10.2
26,2016,Dennis Pitta,BAL,3,JAX,8,6,42,0,5.2,7.0,16,0.0,1.0,4.2
27,2016,Dennis Pitta,BAL,4,OAK,5,3,17,0,3.4,5.7,24,1.0,1.0,1.7
28,2016,Dennis Pitta,BAL,5,WAS,8,7,59,0,7.4,8.4,29,1.0,1.0,5.9
29,2016,Dennis Pitta,BAL,6,NYG,10,6,36,0,3.6,6.0,20,0.0,0.0,3.6
30,2016,Dennis Pitta,BAL,7,NYJ,10,4,40,0,4.0,10.0,22,0.0,0.0,4.0
31,2016,Dennis Pitta,BAL,9,PIT,3,2,14,0,4.7,7.0,17,1.0,1.0,1.4
32,2016,Dennis Pitta,BAL,10,CLE,6,6,26,0,4.3,4.3,31,1.0,1.0,2.6
33,2016,Dennis Pitta,BAL,11,DAL,5,3,30,0,6.0,10.0,32,0.0,0.0,3.0
34,2016,Dennis Pitta,BAL,12,CIN,5,3,34,0,6.8,11.3,30,1.0,1.0,3.4
35,2016,Dennis Pitta,BAL,13,MIA,11,9,90,2,8.2,10.0,25,1.0,1.0,19.0
36,2016,Dennis Pitta,BAL,14,NE,5,4,18,0,3.6,4.5,8,0.0,0.0,1.8
37,2016,Dennis Pitta,BAL,15,PHI,2,2,16,0,8.0,8.0,2,1.0,1.0,1.6
38,2016,Dennis Pitta,BAL,16,PIT,11,8,75,0,6.8,9.4,17,0.0,1.0,7.5
39,2016,Dennis Pitta,BAL,17,CIN,16,11,91,0,5.7,8.3,30,0.0,0.0,9.1
1,2012,Deon Butler,SEA,16,SF,0,0,0,0,0.0,0.0,23,1.0,0.0,0.0
1,2013,Derek Carrier,SF,11,NO,0,0,0,0,0.0,0.0,26,0.0,0.0,0.0
2,2013,Derek Carrier,SF,12,WAS,0,0,0,0,0.0,0.0,32,0.0,1.0,0.0
3,2013,Derek Carrier,SF,13,LAR,0,0,0,0,0.0,0.0,23,1.0,1.0,0.0
4,2013,Derek Carrier,SF,14,SEA,0,0,0,0,0.0,0.0,16,1.0,1.0,0.0
5,2013,Derek Carrier,SF,15,TB,0,0,0,0,0.0,0.0,28,0.0,1.0,0.0
6,2014,Derek Carrier,SF,1,DAL,0,0,0,0,0.0,0.0,31,1.0,1.0,0.0
7,2014,Derek Carrier,SF,2,CHI,4,3,41,0,10.2,13.7,26,1.0,1.0,4.1
8,2014,Derek Carrier,SF,3,ARI,2,1,23,0,11.5,23.0,32,1.0,1.0,2.3
9,2014,Derek Carrier,SF,4,PHI,2,1,10,0,5.0,10.0,12,1.0,1.0,1.0
10,2014,Derek Carrier,SF,5,KC,2,2,16,0,8.0,8.0,2,1.0,1.0,1.6
11,2014,Derek Carrier,SF,6,LAR,0,0,0,0,0.0,0.0,1,1.0,1.0,0.0
12,2014,Derek Carrier,SF,7,DEN,3,1,9,0,3.0,9.0,28,0.0,1.0,1.1
13,2014,Derek Carrier,SF,9,LAR,1,1,6,0,6.0,6.0,1,1.0,1.0,0.6
14,2014,Derek Carrier,SF,10,NO,0,0,0,0,0.0,0.0,9,1.0,1.0,0.0
15,2014,Derek Carrier,SF,11,NYG,0,0,0,0,0.0,0.0,18,0.0,0.0,0.0
16,2014,Derek Carrier,SF,12,WAS,0,0,0,0,0.0,0.0,17,1.0,1.0,0.0
17,2015,Derek Carrier,WAS,1,MIA,2,2,8,0,4.0,4.0,7,1.0,1.0,0.8
18,2015,Derek Carrier,WAS,2,LAR,0,0,0,0,0.0,0.0,26,1.0,1.0,0.0
19,2015,Derek Carrier,WAS,3,NYG,1,0,0,0,0.0,0.0,31,0.0,0.0,0.0
20,2015,Derek Carrier,WAS,4,PHI,2,2,18,0,9.0,9.0,11,1.0,1.0,1.8
21,2015,Derek Carrier,WAS,5,ATL,3,2,27,1,9.0,13.5,29,0.0,0.0,8.7
22,2015,Derek Carrier,WAS,6,NYJ,4,4,39,0,9.8,9.8,3,0.0,0.0,3.9
23,2015,Derek Carrier,WAS,7,TB,2,2,15,0,7.5,7.5,21,1.0,1.0,1.5
24,2015,Derek Carrier,WAS,9,NE,2,0,0,0,0.0,0.0,5,0.0,0.0,0.0
25,2015,Derek Carrier,WAS,10,NO,1,1,14,0,14.0,14.0,32,1.0,1.0,1.4
26,2015,Derek Carrier,WAS,11,CAR,3,2,7,0,2.3,3.5,12,0.0,1.0,0.7
27,2015,Derek Carrier,WAS,12,NYG,1,1,6,0,6.0,6.0,31,1.0,1.0,0.6
28,2015,Derek Carrier,WAS,14,CHI,1,1,7,0,7.0,7.0,13,0.0,1.0,0.7
29,2016,Derek Carrier,WAS,10,MIN,0,0,0,0,0.0,0.0,11,1.0,1.0,0.0
30,2016,Derek Carrier,WAS,11,GB,0,0,0,0,0.0,0.0,21,1.0,1.0,0.0
31,2016,Derek Carrier,WAS,12,DAL,1,1,4,0,4.0,4.0,32,0.0,0.0,0.4
32,2016,Derek Carrier,WAS,13,ARI,1,1,6,0,6.0,6.0,1,0.0,1.0,0.6
33,2016,Derek Carrier,WAS,14,PHI,0,0,0,0,0.0,0.0,2,0.0,1.0,0.0
34,2016,Derek Carrier,WAS,15,CAR,0,0,0,0,0.0,0.0,28,1.0,1.0,0.0
35,2016,Derek Carrier,WAS,16,CHI,0,0,0,0,0.0,0.0,9,0.0,1.0,0.0
36,2016,Derek Carrier,WAS,17,NYG,0,0,0,0,0.0,0.0,20,1.0,1.0,0.0
37,2017,Derek Carrier,LAR,1,IND,2,1,12,0,6.0,12.0,18,1.0,1.0,1.2
38,2017,Derek Carrier,LAR,2,WAS,1,1,9,0,9.0,9.0,28,1.0,1.0,0.9
39,2017,Derek Carrier,LAR,3,SF,1,1,17,0,17.0,17.0,15,1.0,1.0,1.7
40,2017,Derek Carrier,LAR,4,DAL,0,0,0,0,0.0,0.0,21,1.0,1.0,0.0
41,2017,Derek Carrier,LAR,5,SEA,0,0,0,0,0.0,0.0,9,1.0,1.0,0.0
42,2017,Derek Carrier,LAR,6,JAX,0,0,0,0,0.0,0.0,11,0.0,1.0,0.0
43,2017,Derek Carrier,LAR,7,ARI,1,0,0,0,0.0,0.0,17,1.0,1.0,0.0
44,2017,Derek Carrier,LAR,9,NYG,1,1,5,0,5.0,5.0,31,0.0,0.0,0.5
45,2017,Derek Carrier,LAR,12,NO,0,0,0,0,0.0,0.0,2,1.0,1.0,0.0
46,2017,Derek Carrier,LAR,13,ARI,1,1,14,0,14.0,14.0,17,1.0,1.0,1.4
47,2017,Derek Carrier,LAR,14,PHI,0,0,0,0,0.0,0.0,14,1.0,1.0,0.0
48,2017,Derek Carrier,LAR,15,SEA,2,1,4,0,2.0,4.0,9,0.0,0.0,0.4
49,2017,Derek Carrier,LAR,16,TEN,0,0,0,0,0.0,0.0,19,0.0,1.0,0.0
50,2017,Derek Carrier,LAR,17,SF,2,2,10,0,5.0,5.0,15,1.0,1.0,1.0
51,2018,Derek Carrier,OAK,1,LAR,3,2,20,0,6.7,10.0,24,1.0,1.0,4.0
1,2016,Dillon Gordon,PHI,15,BAL,0,0,0,0,0.0,0.0,10,0.0,1.0,0.0
1,2013,Dion Sims,MIA,1,CLE,0,0,0,0,0.0,0.0,8,0.0,1.0,0.0
2,2013,Dion Sims,MIA,2,IND,0,0,0,0,0.0,0.0,4,0.0,0.0,0.0
3,2013,Dion Sims,MIA,3,ATL,1,1,1,1,1.0,1.0,17,1.0,1.0,6.1
4,2013,Dion Sims,MIA,4,NO,1,0,0,0,0.0,0.0,26,0.0,0.0,0.0
5,2013,Dion Sims,MIA,5,BAL,0,0,0,0,0.0,0.0,5,1.0,1.0,0.0
6,2013,Dion Sims,MIA,7,BUF,0,0,0,0,0.0,0.0,11,1.0,1.0,0.0
7,2013,Dion Sims,MIA,8,NE,2,1,4,0,2.0,4.0,29,0.0,0.0,0.4
8,2013,Dion Sims,MIA,10,TB,0,0,0,0,0.0,0.0,28,0.0,1.0,0.0
9,2013,Dion Sims,MIA,11,LAC,0,0,0,0,0.0,0.0,7,1.0,1.0,0.0
10,2013,Dion Sims,MIA,12,CAR,1,1,6,0,6.0,6.0,24,1.0,1.0,0.6
11,2013,Dion Sims,MIA,13,NYJ,2,1,8,0,4.0,8.0,6,0.0,0.0,0.8
12,2013,Dion Sims,MIA,14,PIT,2,1,7,0,3.5,7.0,9,0.0,1.0,0.7
13,2013,Dion Sims,MIA,15,NE,1,1,6,0,6.0,6.0,29,1.0,1.0,0.6
14,2013,Dion Sims,MIA,16,BUF,0,0,0,0,0.0,0.0,11,0.0,0.0,0.0
15,2013,Dion Sims,MIA,17,NYJ,0,0,0,0,0.0,0.0,6,1.0,1.0,0.0
16,2014,Dion Sims,MIA,1,NE,3,1,9,0,3.0,9.0,27,1.0,1.0,0.9
17,2014,Dion Sims,MIA,2,BUF,2,0,0,0,0.0,0.0,3,0.0,0.0,0.0
18,2014,Dion Sims,MIA,3,KC,1,0,0,0,0.0,0.0,2,1.0,1.0,0.0
19,2014,Dion Sims,MIA,4,OAK,2,1,18,1,9.0,18.0,16,0.0,1.0,7.8
20,2014,Dion Sims,MIA,6,GB,2,1,5,0,2.5,5.0,20,1.0,1.0,0.5
21,2014,Dion Sims,MIA,7,CHI,2,2,33,0,16.5,16.5,26,1.0,1.0,3.3
22,2014,Dion Sims,MIA,8,JAX,2,2,51,0,25.5,25.5,30,0.0,1.0,5.1
23,2014,Dion Sims,MIA,11,BUF,2,2,11,0,5.5,5.5,3,1.0,1.0,1.1
24,2014,Dion Sims,MIA,12,DEN,5,4,31,0,6.2,7.8,28,1.0,1.0,3.1
25,2014,Dion Sims,MIA,13,NYJ,4,4,58,0,14.5,14.5,25,0.0,0.0,5.8
26,2014,Dion Sims,MIA,14,BAL,3,2,18,0,6.0,9.0,4,1.0,1.0,1.8
27,2014,Dion Sims,MIA,15,NE,1,0,0,0,0.0,0.0,27,1.0,1.0,0.0
28,2014,Dion Sims,MIA,16,MIN,3,3,35,1,11.7,11.7,29,1.0,1.0,9.5
29,2014,Dion Sims,MIA,17,NYJ,4,2,15,0,3.8,7.5,25,1.0,1.0,1.5
30,2015,Dion Sims,MIA,1,WAS,1,0,0,0,0.0,0.0,16,0.0,1.0,0.0
31,2015,Dion Sims,MIA,6,TEN,4,4,33,1,8.2,8.2,24,0.0,1.0,9.3
32,2015,Dion Sims,MIA,7,HOU,2,1,-3,0,-1.5,-3.0,10,1.0,1.0,-0.3
33,2015,Dion Sims,MIA,8,NE,1,1,6,0,6.0,6.0,5,0.0,0.0,0.6
34,2015,Dion Sims,MIA,9,BUF,3,1,9,0,3.0,9.0,8,0.0,0.0,0.9
35,2015,Dion Sims,MIA,10,PHI,1,1,8,0,8.0,8.0,11,0.0,1.0,0.8
36,2015,Dion Sims,MIA,11,DAL,0,0,0,0,0.0,0.0,1,1.0,1.0,0.0
37,2015,Dion Sims,MIA,12,NYJ,1,1,-1,0,-1.0,-1.0,3,0.0,0.0,-0.1
38,2015,Dion Sims,MIA,13,BAL,2,1,4,0,2.0,4.0,4,1.0,1.0,0.4
39,2015,Dion Sims,MIA,14,NYG,5,3,14,0,2.8,4.7,31,1.0,1.0,-0.6
40,2015,Dion Sims,MIA,15,LAC,1,1,9,0,9.0,9.0,18,0.0,1.0,0.9
41,2015,Dion Sims,MIA,16,IND,1,1,8,0,8.0,8.0,23,1.0,1.0,0.8
42,2015,Dion Sims,MIA,17,NE,3,3,40,0,13.3,13.3,5,1.0,1.0,4.0
43,2016,Dion Sims,MIA,1,SEA,0,0,0,0,0.0,0.0,4,0.0,0.0,0.0
44,2016,Dion Sims,MIA,2,NE,1,1,21,0,21.0,21.0,8,0.0,0.0,2.1
45,2016,Dion Sims,MIA,3,CLE,4,4,46,0,11.5,11.5,31,1.0,1.0,4.6
46,2016,Dion Sims,MIA,4,CIN,2,1,9,0,4.5,9.0,30,0.0,0.0,0.9
47,2016,Dion Sims,MIA,5,TEN,3,1,6,0,2.0,6.0,15,1.0,1.0,0.6
48,2016,Dion Sims,MIA,6,PIT,2,1,12,0,6.0,12.0,17,1.0,1.0,1.2
49,2016,Dion Sims,MIA,10,LAC,1,0,0,0,0.0,0.0,12,0.0,1.0,0.0
50,2016,Dion Sims,MIA,11,LAR,4,3,20,0,5.0,6.7,7,0.0,1.0,2.0
51,2016,Dion Sims,MIA,12,SF,4,4,53,1,13.2,13.2,18,1.0,1.0,11.3
52,2016,Dion Sims,MIA,13,BAL,4,3,39,0,9.8,13.0,10,0.0,1.0,3.9
53,2016,Dion Sims,MIA,14,ARI,2,2,9,1,4.5,4.5,1,1.0,1.0,6.9
54,2016,Dion Sims,MIA,15,NYJ,4,4,31,2,7.8,7.8,22,0.0,0.0,15.1
55,2016,Dion Sims,MIA,16,BUF,3,2,10,0,3.3,5.0,6,0.0,0.0,1.0
56,2016,Dion Sims,MIA,17,NE,1,0,0,0,0.0,0.0,8,1.0,1.0,0.0
57,2017,Dion Sims,CHI,1,ATL,3,2,31,0,10.3,15.5,13,1.0,1.0,3.1
58,2017,Dion Sims,CHI,2,TB,1,0,0,0,0.0,0.0,3,0.0,1.0,0.0
59,2017,Dion Sims,CHI,3,PIT,0,0,0,0,0.0,0.0,4,1.0,1.0,0.0
60,2017,Dion Sims,CHI,4,GB,1,1,8,0,8.0,8.0,5,0.0,1.0,0.8
61,2017,Dion Sims,CHI,5,MIN,4,1,17,0,4.2,17.0,1,1.0,1.0,1.7
62,2017,Dion Sims,CHI,6,BAL,4,2,42,1,10.5,21.0,24,0.0,1.0,10.2
63,2017,Dion Sims,CHI,7,CAR,0,0,0,0,0.0,0.0,6,1.0,1.0,0.0
64,2017,Dion Sims,CHI,8,NO,5,3,15,0,3.0,5.0,2,0.0,0.0,1.5
65,2017,Dion Sims,CHI,12,PHI,1,1,-3,0,-3.0,-3.0,14,0.0,1.0,-0.3
66,2017,Dion Sims,CHI,13,SF,2,1,5,0,2.5,5.0,15,1.0,1.0,0.5
67,2017,Dion Sims,CHI,14,CIN,3,2,32,0,10.7,16.0,23,0.0,0.0,3.2
68,2017,Dion Sims,CHI,15,DET,1,1,9,0,9.0,9.0,16,0.0,0.0,0.9
69,2017,Dion Sims,CHI,16,CLE,3,1,24,0,8.0,24.0,30,1.0,1.0,2.4
70,2017,Dion Sims,CHI,17,MIN,1,0,0,0,0.0,0.0,1,0.0,0.0,0.0
71,2018,Dion Sims,CHI,1,GB,3,2,9,0,3.0,4.5,10,0.0,1.0,2.9
1,2012,Dominique Jones,IND,1,CHI,1,1,8,0,8.0,8.0,31,0.0,1.0,0.8
2,2012,Dominique Jones,IND,2,MIN,0,0,0,0,0.0,0.0,11,1.0,0.0,0.0
3,2012,Dominique Jones,IND,3,JAX,0,0,0,0,0.0,0.0,17,1.0,0.0,0.0
4,2012,Dominique Jones,IND,5,GB,0,0,0,0,0.0,0.0,14,1.0,0.0,0.0
5,2013,Dominique Jones,IND,1,OAK,0,0,0,0,0.0,0.0,27,1.0,0.0,0.0
6,2013,Dominique Jones,IND,2,MIA,2,1,13,0,6.5,13.0,14,1.0,0.0,1.3
7,2013,Dominique Jones,IND,3,SF,0,0,0,0,0.0,0.0,12,0.0,1.0,0.0
8,2013,Dominique Jones,IND,4,JAX,1,1,21,0,21.0,21.0,13,0.0,1.0,2.1
9,2013,Dominique Jones,IND,5,SEA,0,0,0,0,0.0,0.0,16,1.0,0.0,0.0
10,2013,Dominique Jones,IND,6,LAC,0,0,0,0,0.0,0.0,7,0.0,1.0,0.0
11,2013,Dominique Jones,KC,14,WAS,0,0,0,0,0.0,0.0,32,0.0,1.0,0.0
