year,year,Name,Week,Opponent,games,tar_avg,rec_avg,yds_avg,yds/rec_avg,yds/tar_avg,td_avg,tar_ma,rec_ma,yds_ma,yds/rec_ma,yds/tar_ma,td_ma,tar_car,rec_car,yds_car,yds/rec_car,yds/tar_car,td_car,surface_0,h/a_1,def_rk,points
2017,2017.0,Quinton Dunbar,14,LAC,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7,0.0
2017,2017.0,Quinton Dunbar,15,ARI,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13,0.0
2017,2017.0,Quinton Dunbar,16,DEN,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3,0.0
2017,0.0,Quinton Dunbar,17,NYG,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0.0
2013,2013.0,Quinton Patton,1,GB,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15,0.0
2013,2013.0,Quinton Patton,3,IND,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,29,0.0
2013,2013.0,Quinton Patton,4,LAR,3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9,1.0
2013,2013.0,Quinton Patton,16,ATL,5,0.67,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.33,0.0,0.0,0.0,0.0,1.0,1.0,7,0.0
2013,2013.0,Quinton Patton,17,ARI,6,0.5,0.25,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.0,1.0,0.0,10,8.0
2014,2014.0,Quinton Patton,14,OAK,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,6.8,3.4,2.26,0.0,1.0,1.0,28,0.0
2014,2014.0,Quinton Patton,15,SEA,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,17.0,8.5,5.65,0.0,0.0,0.0,1,0.0
2014,2014.0,Quinton Patton,16,LAC,9,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.67,11.33,5.67,3.77,0.0,1.0,1.0,29,3.9
2014,2014.0,Quinton Patton,17,ARI,10,2.33,0.67,3.0,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.0,10.75,5.38,3.2,0.0,1.0,1.0,8,4.5
2015,2015.0,Quinton Patton,1,MIN,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.0,15.6,11.3,9.56,0.0,1.0,1.0,13,0.0
2015,2015.0,Quinton Patton,2,PIT,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,17.5,17.5,17.5,0.0,1.0,0.0,32,6.5
2015,2015.0,Quinton Patton,3,ARI,13,2.5,2.0,12.5,3.1,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.67,20.0,13.73,13.73,0.0,1.0,0.0,7,1.7
2015,2015.0,Quinton Patton,4,GB,14,2.67,1.67,10.67,4.4,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,1.5,16.75,12.05,10.88,0.0,1.0,1.0,9,7.3
2015,2015.0,Quinton Patton,5,NYG,15,2.5,1.75,21.25,9.93,8.75,0.0,2.5,1.75,21.25,9.925,8.75,0.0,2.2,1.6,24.0,14.94,14.0,0.0,0.0,0.0,27,2.6
2015,2015.0,Quinton Patton,6,BAL,16,2.6,1.8,18.2,8.54,7.4,0.0,2.6,1.8,18.2,8.540000000000001,7.4,0.0,2.33,1.67,21.0,12.95,12.0,0.0,1.0,1.0,29,11.8
2015,2015.0,Quinton Patton,7,SEA,17,2.67,1.83,21.5,10.28,8.28,0.17,2.6666666666666665,1.8333333333333333,21.5,10.283333333333333,8.283333333333333,0.16666666666666666,2.43,1.71,23.43,13.81,12.1,0.14,1.0,1.0,3,1.2
2015,2015.0,Quinton Patton,8,LAR,18,2.71,1.71,18.71,9.1,7.2,0.14,2.7142857142857144,1.7142857142857142,18.714285714285715,9.1,7.200000000000001,0.14285714285714285,2.5,1.62,20.75,12.34,10.68,0.12,1.0,0.0,11,5.3
2015,2015.0,Quinton Patton,9,ATL,19,2.88,1.75,20.5,10.02,7.32,0.12,2.875,1.75,20.5,10.025,7.324999999999999,0.125,2.67,1.67,22.11,12.8,10.4,0.11,1.0,1.0,2,10.0
2015,2015.0,Quinton Patton,11,SEA,20,3.11,1.89,26.0,11.5,8.07,0.11,3.111111111111111,1.8888888888888888,26.0,11.5,8.066666666666666,0.1111111111111111,2.9,1.8,26.9,13.85,10.76,0.1,0.0,0.0,3,3.5
2015,2015.0,Quinton Patton,12,ARI,21,3.1,1.9,24.9,11.1,7.76,0.1,3.1,1.9,24.9,11.1,7.76,0.1,2.91,1.82,25.82,13.27,10.24,0.09,1.0,1.0,7,1.6
2015,2015.0,Quinton Patton,13,CHI,22,3.36,1.82,22.73,10.18,7.07,0.09,3.3636363636363638,1.8181818181818181,22.727272727272727,10.181818181818182,7.072727272727272,0.09090909090909091,3.17,1.75,23.75,12.25,9.4,0.08,1.0,0.0,5,0.0
2015,2015.0,Quinton Patton,14,CLE,23,3.08,1.67,20.83,9.33,6.48,0.08,3.0833333333333335,1.6666666666666667,20.833333333333332,9.333333333333334,6.483333333333333,0.08333333333333333,2.92,1.62,21.92,11.31,8.68,0.08,1.0,0.0,30,9.6
2015,2015.0,Quinton Patton,15,CIN,24,3.54,1.92,22.77,9.32,6.38,0.08,3.5384615384615383,1.9230769230769231,22.76923076923077,9.323076923076924,6.3769230769230765,0.07692307692307693,3.36,1.86,23.64,11.16,8.42,0.07,1.0,1.0,12,6.7
2015,2015.0,Quinton Patton,16,DET,25,3.64,2.0,23.79,9.54,6.45,0.07,3.642857142857143,2.0,23.785714285714285,9.535714285714286,6.45,0.07142857142857142,3.47,1.93,24.53,11.23,8.35,0.07,0.0,0.0,16,3.8
2015,2015.0,Quinton Patton,17,LAR,26,3.67,1.93,24.07,10.77,6.49,0.07,3.6666666666666665,1.9333333333333333,24.066666666666666,10.766666666666667,6.486666666666666,0.06666666666666667,3.5,1.88,24.75,12.28,8.27,0.06,1.0,1.0,11,4.3
2016,2016.0,Quinton Patton,1,LAR,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,1.82,25.24,13.5,8.75,0.06,1.0,1.0,30,11.0
2016,2016.0,Quinton Patton,2,CAR,28,5.0,5.0,60.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,3.0,46.5,22.5,14.25,0.0,1.0,0.0,25,5.5
2016,2016.0,Quinton Patton,3,SEA,29,5.5,4.0,42.5,10.15,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.33,3.0,39.33,17.77,10.9,0.0,0.0,0.0,17,1.8
2016,2016.0,Quinton Patton,4,DAL,30,5.0,3.0,31.0,9.43,6.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,2.5,31.5,15.32,8.68,0.0,1.0,1.0,12,2.3
2016,2016.0,Quinton Patton,5,ARI,31,4.5,2.5,26.5,10.32,5.62,0.0,4.5,2.5,26.5,10.325,5.625,0.0,4.0,2.2,27.8,14.86,7.8,0.0,1.0,1.0,27,3.6
2016,2016.0,Quinton Patton,6,BUF,32,4.0,2.4,24.4,9.86,6.1,0.0,4.0,2.4,24.4,9.86,6.1,0.0,3.67,2.17,25.83,13.72,7.83,0.0,0.0,0.0,10,9.2
2016,2016.0,Quinton Patton,7,TB,33,4.5,2.67,29.0,10.38,6.32,0.0,4.5,2.6666666666666665,29.0,10.383333333333333,6.316666666666666,0.0,4.14,2.43,29.57,13.61,7.77,0.0,1.0,1.0,13,4.3
2016,2016.0,Quinton Patton,9,NO,34,4.43,2.71,26.71,9.51,5.87,0.0,4.428571428571429,2.7142857142857144,26.714285714285715,9.514285714285714,5.871428571428572,0.0,4.12,2.5,27.5,12.45,7.2,0.0,1.0,1.0,24,19.6
2016,2016.0,Quinton Patton,10,ARI,35,5.0,3.12,36.62,10.54,6.61,0.0,5.0,3.125,36.625,10.5375,6.6125,0.0,4.67,2.89,36.22,13.03,7.71,0.0,1.0,0.0,27,8.2
2016,2016.0,Quinton Patton,11,NE,36,5.44,3.11,38.33,11.29,6.52,0.0,5.444444444444445,3.111111111111111,38.333333333333336,11.288888888888888,6.522222222222222,0.0,5.1,2.9,37.8,13.46,7.52,0.0,1.0,1.0,7,3.7
2016,2016.0,Quinton Patton,12,MIA,37,5.4,3.0,36.2,11.01,6.21,0.0,5.4,3.0,36.2,11.01,6.209999999999999,0.0,5.09,2.82,35.91,13.01,7.15,0.0,1.0,0.0,22,2.2
2016,2016.0,Quinton Patton,13,CHI,38,5.0,2.82,34.0,11.1,6.74,0.0,5.0,2.8181818181818183,34.0,11.1,6.736363636363635,0.0,4.75,2.67,33.92,12.92,7.55,0.0,1.0,0.0,28,0.0
2016,2016.0,Quinton Patton,14,NYJ,39,4.58,2.58,31.17,10.17,6.18,0.0,4.583333333333333,2.5833333333333335,31.166666666666668,10.174999999999999,6.175,0.0,4.38,2.46,31.31,11.93,6.97,0.0,1.0,1.0,15,7.1
2016,0.0,Quinton Patton,15,ATL,40,4.69,2.69,31.15,9.99,6.1,0.0,4.6923076923076925,2.6923076923076925,31.153846153846153,9.992307692307692,6.1,0.0,4.5,2.57,31.29,11.64,6.84,0.0,0.0,0.0,23,2.3
2012,2012.0,Ramses Barden,1,DAL,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,0.0
2012,2012.0,Ramses Barden,2,TB,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29,2.4
2012,2012.0,Ramses Barden,3,CAR,3,1.0,0.5,12.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,12.0,12.0,6.0,0.0,1.0,0.0,19,13.8
2012,2012.0,Ramses Barden,4,PHI,4,4.0,3.33,54.0,13.1,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.33,54.0,13.1,8.6,0.0,1.0,0.0,32,3.6
2012,2012.0,Ramses Barden,6,SF,5,4.0,3.0,49.5,14.32,8.7,0.0,4.0,3.0,49.5,14.325,8.7,0.0,4.0,3.0,49.5,14.32,8.7,0.0,1.0,0.0,8,0.0
2012,2012.0,Ramses Barden,7,WAS,6,3.2,2.4,39.6,11.46,6.96,0.0,3.2,2.4,39.6,11.459999999999999,6.959999999999999,0.0,3.2,2.4,39.6,11.46,6.96,0.0,0.0,1.0,28,0.0
2012,2012.0,Ramses Barden,8,DAL,7,2.67,2.0,33.0,9.55,5.8,0.0,2.6666666666666665,2.0,33.0,9.549999999999999,5.8,0.0,2.67,2.0,33.0,9.55,5.8,0.0,0.0,0.0,5,0.0
2012,2012.0,Ramses Barden,9,PIT,8,2.43,1.71,28.29,8.19,4.97,0.0,2.4285714285714284,1.7142857142857142,28.285714285714285,8.185714285714285,4.971428571428571,0.0,2.43,1.71,28.29,8.19,4.97,0.0,0.0,1.0,23,0.0
2012,2012.0,Ramses Barden,10,CIN,9,2.12,1.5,24.75,7.16,4.35,0.0,2.125,1.5,24.75,7.1625,4.35,0.0,2.12,1.5,24.75,7.16,4.35,0.0,0.0,0.0,6,2.2
2012,2012.0,Ramses Barden,12,GB,10,2.22,1.56,24.44,7.59,4.68,0.0,2.2222222222222223,1.5555555555555556,24.444444444444443,7.588888888888889,4.677777777777777,0.0,2.22,1.56,24.44,7.59,4.68,0.0,0.0,1.0,18,0.0
2012,2012.0,Ramses Barden,13,WAS,11,2.0,1.4,22.0,6.83,4.21,0.0,2.0,1.4,22.0,6.83,4.209999999999999,0.0,2.0,1.4,22.0,6.83,4.21,0.0,1.0,0.0,28,0.0
2012,0.0,Ramses Barden,14,NO,12,1.82,1.27,20.0,6.21,3.83,0.0,1.8181818181818181,1.2727272727272727,20.0,6.209090909090909,3.8272727272727267,0.0,1.82,1.27,20.0,6.21,3.83,0.0,0.0,1.0,25,0.0
2012,2012.0,Randall Cobb,1,SF,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8,7.7
2012,2012.0,Randall Cobb,2,CHI,2,9.0,9.0,77.0,8.6,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,77.0,8.6,8.6,0.0,1.0,1.0,24,4.8
2012,2012.0,Randall Cobb,3,SEA,3,5.5,5.0,48.5,14.3,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.0,48.5,14.3,9.3,0.0,0.0,0.0,1,1.9
2012,2012.0,Randall Cobb,4,NO,4,4.33,3.67,32.0,9.2,6.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.33,3.67,32.0,9.2,6.03,0.0,1.0,1.0,25,6.6
2012,2012.0,Randall Cobb,5,IND,5,5.25,4.5,40.5,9.25,6.58,0.0,5.25,4.5,40.5,9.25,6.575,0.0,5.25,4.5,40.5,9.25,6.58,0.0,0.0,0.0,2,14.2
2012,2012.0,Randall Cobb,6,HOU,6,5.0,4.4,48.8,11.5,9.36,0.2,5.0,4.4,48.8,11.5,9.36,0.2,5.0,4.4,48.8,11.5,9.36,0.2,0.0,0.0,31,10.2
2012,2012.0,Randall Cobb,7,LAR,7,5.83,4.83,57.67,12.02,9.5,0.17,5.833333333333333,4.833333333333333,57.666666666666664,12.016666666666666,9.5,0.16666666666666666,5.83,4.83,57.67,12.02,9.5,0.17,1.0,0.0,27,22.8
2012,2012.0,Randall Cobb,8,JAX,8,6.14,5.29,62.14,11.89,9.73,0.43,6.142857142857143,5.285714285714286,62.142857142857146,11.885714285714284,9.728571428571428,0.42857142857142855,6.14,5.29,62.14,11.89,9.73,0.43,1.0,1.0,15,8.8
2012,2012.0,Randall Cobb,9,ARI,9,6.25,5.25,57.88,11.1,9.01,0.5,6.25,5.25,57.875,11.1,9.0125,0.5,6.25,5.25,57.88,11.1,9.01,0.5,1.0,1.0,20,18.6
2012,2012.0,Randall Cobb,11,DET,10,6.56,5.0,55.56,11.23,8.47,0.67,6.555555555555555,5.0,55.55555555555556,11.233333333333333,8.466666666666665,0.6666666666666666,6.56,5.0,55.56,11.23,8.47,0.67,0.0,0.0,12,15.3
2012,2012.0,Randall Cobb,12,NYG,11,7.1,5.4,57.4,10.93,8.24,0.7,7.1,5.4,57.4,10.93,8.239999999999998,0.7,7.1,5.4,57.4,10.93,8.24,0.7,0.0,0.0,11,5.1
2012,2012.0,Randall Cobb,13,MIN,12,7.09,5.27,55.73,10.83,8.0,0.64,7.090909090909091,5.2727272727272725,55.72727272727273,10.827272727272726,7.999999999999999,0.6363636363636364,7.09,5.27,55.73,10.83,8.0,0.64,1.0,1.0,9,6.7
2012,2012.0,Randall Cobb,14,DET,13,7.0,5.33,56.25,10.78,8.19,0.58,7.0,5.333333333333333,56.25,10.783333333333333,8.191666666666665,0.5833333333333334,7.0,5.33,56.25,10.78,8.19,0.58,1.0,1.0,12,10.2
2012,2012.0,Randall Cobb,15,CHI,14,7.0,5.46,59.77,11.08,8.68,0.54,7.0,5.461538461538462,59.76923076923077,11.076923076923077,8.684615384615382,0.5384615384615384,7.0,5.46,59.77,11.08,8.68,0.54,1.0,0.0,24,9.5
2012,2012.0,Randall Cobb,16,TEN,15,7.07,5.5,63.71,11.66,9.09,0.5,7.071428571428571,5.5,63.714285714285715,11.657142857142857,9.092857142857142,0.5,7.07,5.5,63.71,11.66,9.09,0.5,1.0,1.0,17,12.2
2013,2013.0,Randall Cobb,1,SF,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.93,5.33,63.6,12.26,9.31,0.53,1.0,0.0,8,27.4
2013,2013.0,Randall Cobb,3,CIN,17,12.0,7.0,108.0,15.4,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,5.0,85.0,18.05,10.7,1.0,0.0,0.0,4,10.4
2013,2013.0,Randall Cobb,5,DET,18,11.5,6.0,81.0,13.1,6.95,0.5,0.0,0.0,0.0,0.0,0.0,0.0,9.33,5.0,74.67,15.63,8.77,0.67,1.0,1.0,26,14.7
2013,2013.0,Randall Cobb,6,BAL,19,10.33,5.33,65.67,11.67,6.1,0.33,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.75,64.75,13.92,7.67,0.5,1.0,0.0,17,9.3
2013,2013.0,Randall Cobb,17,CHI,20,8.75,5.0,62.5,12.05,7.88,0.25,8.75,5.0,62.5,12.05,7.875,0.25,8.0,4.6,62.4,13.78,8.78,0.4,1.0,0.0,11,19.5
2014,2014.0,Randall Cobb,1,SEA,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.17,61.17,16.07,11.9,0.67,0.0,0.0,1,17.8
2014,2014.0,Randall Cobb,2,NYJ,22,9.0,6.0,58.0,9.7,6.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,4.0,56.5,18.6,16.95,1.5,1.0,1.0,25,23.5
2014,2014.0,Randall Cobb,3,DET,23,7.5,5.5,48.5,8.75,6.45,1.5,0.0,0.0,0.0,0.0,0.0,0.0,5.67,4.33,50.67,15.0,13.47,1.67,0.0,0.0,30,5.9
2014,2014.0,Randall Cobb,4,CHI,24,7.0,4.67,42.0,9.07,5.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.75,4.0,45.25,13.68,11.3,1.25,1.0,1.0,13,33.3
2014,2014.0,Randall Cobb,5,MIN,25,7.5,5.25,59.75,10.82,7.57,1.25,7.5,5.25,59.75,10.825,7.574999999999999,1.25,6.4,4.6,58.8,14.16,11.56,1.4,1.0,1.0,31,12.4
2014,2014.0,Randall Cobb,6,MIA,26,6.8,4.8,54.6,10.92,7.76,1.2,6.8,4.8,54.6,10.919999999999998,7.76,1.2,6.0,4.33,54.67,13.68,11.05,1.33,1.0,0.0,7,16.9
2014,2014.0,Randall Cobb,7,CAR,27,6.83,4.83,55.17,11.03,7.85,1.17,6.833333333333333,4.833333333333333,55.166666666666664,11.033333333333331,7.849999999999999,1.1666666666666667,6.14,4.43,55.14,13.39,10.66,1.29,1.0,1.0,3,27.3
2014,2014.0,Randall Cobb,8,NO,28,6.86,5.0,64.57,12.34,9.2,1.14,6.857142857142857,5.0,64.57142857142857,12.342857142857142,9.2,1.1428571428571428,6.25,4.62,63.38,14.24,11.49,1.25,0.0,0.0,4,26.6
2014,2014.0,Randall Cobb,10,CHI,29,6.88,5.0,72.25,13.95,10.3,1.12,6.875,5.0,72.25,13.95,10.299999999999999,1.125,6.33,4.67,70.33,15.46,12.21,1.22,1.0,1.0,13,16.2
2014,2014.0,Randall Cobb,11,PHI,30,6.78,4.89,72.22,14.4,10.49,1.11,6.777777777777778,4.888888888888889,72.22222222222223,14.399999999999999,10.488888888888887,1.1111111111111112,6.3,4.6,70.5,15.71,12.19,1.2,1.0,1.0,32,25.9
2014,2014.0,Randall Cobb,12,MIN,31,7.4,5.4,77.9,14.25,10.43,1.0,7.4,5.4,77.9,14.25,10.43,1.0,6.91,5.09,75.82,15.45,11.98,1.09,1.0,1.0,31,9.8
2014,2014.0,Randall Cobb,13,NE,32,7.18,5.27,76.09,14.27,10.54,0.91,7.181818181818182,5.2727272727272725,76.0909090909091,14.272727272727273,10.536363636363635,0.9090909090909091,6.75,5.0,74.33,15.38,11.95,1.0,1.0,1.0,10,16.3
2014,2014.0,Randall Cobb,14,ATL,33,7.5,5.42,76.83,14.09,10.3,0.83,7.5,5.416666666666667,76.83333333333333,14.091666666666667,10.299999999999999,0.8333333333333334,7.08,5.15,75.15,15.12,11.62,0.92,1.0,1.0,21,9.7
2014,2014.0,Randall Cobb,15,BUF,34,7.31,5.31,75.38,14.12,10.4,0.77,7.3076923076923075,5.3076923076923075,75.38461538461539,14.123076923076923,10.399999999999999,0.7692307692307693,6.93,5.07,73.93,15.08,11.62,0.86,0.0,0.0,23,18.1
2014,2014.0,Randall Cobb,16,TB,35,7.71,5.43,76.86,14.09,10.19,0.71,7.714285714285714,5.428571428571429,76.85714285714286,14.092857142857142,10.185714285714285,0.7142857142857143,7.33,5.2,75.4,14.99,11.34,0.8,1.0,1.0,19,27.1
2014,2014.0,Randall Cobb,17,DET,36,8.13,5.8,80.47,13.95,10.13,0.67,8.133333333333333,5.8,80.46666666666667,13.946666666666665,10.133333333333333,0.6666666666666666,7.75,5.56,78.88,14.79,11.22,0.75,1.0,1.0,30,23.6
2015,2015.0,Randall Cobb,1,CHI,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.59,5.47,78.94,15.1,11.5,0.82,1.0,0.0,5,14.8
2015,2015.0,Randall Cobb,2,SEA,38,5.0,5.0,38.0,7.6,7.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.5,59.0,13.8,11.8,1.5,1.0,1.0,3,22.6
2015,2015.0,Randall Cobb,3,KC,39,8.0,6.5,77.0,11.05,9.05,0.5,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.67,78.0,14.03,11.37,1.0,1.0,1.0,23,35.3
2015,2015.0,Randall Cobb,4,SF,40,9.33,6.67,81.67,11.7,8.57,1.33,0.0,0.0,0.0,0.0,0.0,0.0,8.25,6.0,81.25,13.78,10.42,1.5,1.0,0.0,18,9.4
2015,2015.0,Randall Cobb,5,LAR,41,9.0,6.25,72.25,10.98,7.8,1.0,9.0,6.25,72.25,10.975000000000001,7.800000000000001,1.0,8.2,5.8,73.8,12.78,9.44,1.2,1.0,1.0,11,5.3
2015,2015.0,Randall Cobb,6,LAC,42,8.4,5.6,62.4,10.32,7.0,0.8,8.4,5.6,62.4,10.320000000000002,7.0,0.8,7.83,5.33,65.33,11.93,8.5,1.0,1.0,1.0,4,5.8
2015,2015.0,Randall Cobb,8,DEN,43,7.83,5.0,58.33,11.77,7.1,0.67,7.833333333333333,5.0,58.333333333333336,11.766666666666667,7.1000000000000005,0.6666666666666666,7.43,4.86,61.43,12.94,8.37,0.86,1.0,0.0,1,9.7
2015,2015.0,Randall Cobb,9,CAR,44,8.0,5.14,53.86,10.73,6.51,0.57,8.0,5.142857142857143,53.857142857142854,10.72857142857143,6.514285714285714,0.5714285714285714,7.62,5.0,57.12,11.89,7.7,0.75,1.0,0.0,10,19.9
2015,2015.0,Randall Cobb,10,DET,45,8.5,5.0,59.5,12.49,6.72,0.62,8.5,5.0,59.5,12.4875,6.725,0.625,8.11,4.89,61.78,13.32,7.76,0.78,1.0,1.0,16,10.0
2015,2015.0,Randall Cobb,11,MIN,46,8.67,5.0,58.78,12.28,6.57,0.56,8.666666666666666,5.0,58.77777777777778,12.277777777777779,6.566666666666666,0.5555555555555556,8.3,4.9,60.9,13.05,7.51,0.7,0.0,0.0,13,10.4
2015,2015.0,Randall Cobb,12,CHI,47,8.7,4.7,55.3,12.25,6.18,0.6,8.7,4.7,55.3,12.25,6.18,0.6,8.36,4.64,57.55,12.95,7.07,0.73,1.0,1.0,5,13.4
2015,2015.0,Randall Cobb,13,DET,48,8.55,4.82,57.0,12.25,6.58,0.55,8.545454545454545,4.818181818181818,57.0,12.254545454545456,6.581818181818181,0.5454545454545454,8.25,4.75,58.92,12.9,7.37,0.67,0.0,0.0,16,12.8
2015,2015.0,Randall Cobb,14,DAL,49,8.25,4.75,54.67,11.83,6.52,0.5,8.25,4.75,54.666666666666664,11.833333333333334,6.516666666666666,0.5,8.0,4.69,56.62,12.46,7.25,0.62,1.0,1.0,8,17.0
2015,2015.0,Randall Cobb,15,OAK,50,8.54,5.0,56.69,11.7,6.54,0.46,8.538461538461538,5.0,56.69230769230769,11.7,6.538461538461537,0.46153846153846156,8.29,4.93,58.36,12.29,7.21,0.57,1.0,0.0,14,10.8
2015,2015.0,Randall Cobb,16,ARI,51,8.43,5.0,55.5,11.44,6.48,0.43,8.428571428571429,5.0,55.5,11.435714285714285,6.478571428571428,0.42857142857142855,8.2,4.93,57.13,12.01,7.11,0.53,1.0,0.0,7,4.7
2015,2015.0,Randall Cobb,17,MIN,52,8.07,4.87,52.8,11.01,6.38,0.4,8.066666666666666,4.866666666666666,52.8,11.006666666666666,6.379999999999999,0.4,7.88,4.81,54.5,11.57,6.98,0.5,1.0,1.0,13,10.0
2016,2016.0,Randall Cobb,1,JAX,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.88,4.88,53.47,11.25,6.84,0.47,1.0,0.0,5,12.8
2016,2016.0,Randall Cobb,2,MIN,54,8.0,6.0,57.0,9.5,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,47.0,7.85,5.85,0.0,0.0,0.0,3,9.3
2016,2016.0,Randall Cobb,3,DET,55,7.5,5.5,49.5,8.95,6.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.67,5.67,45.33,8.03,5.9,0.0,1.0,1.0,26,4.3
2016,2016.0,Randall Cobb,5,NYG,56,6.0,4.0,44.0,16.97,8.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,4.5,42.25,14.28,7.18,0.0,1.0,1.0,6,22.8
2016,2016.0,Randall Cobb,6,DAL,57,7.25,5.25,60.0,15.72,8.48,0.0,7.25,5.25,60.0,15.725,8.475000000000001,0.0,7.4,5.4,55.4,13.82,7.7,0.0,1.0,1.0,12,18.3
2016,2016.0,Randall Cobb,7,CHI,58,8.0,5.6,58.6,14.1,7.74,0.2,8.0,5.6,58.6,14.1,7.74,0.2,8.0,5.67,55.0,12.78,7.22,0.17,1.0,1.0,28,28.6
2016,2016.0,Randall Cobb,9,IND,59,9.17,6.5,64.67,13.18,7.5,0.33,9.166666666666666,6.5,64.66666666666667,13.183333333333332,7.5,0.3333333333333333,9.0,6.43,60.71,12.19,7.09,0.29,1.0,1.0,11,9.4
2016,2016.0,Randall Cobb,10,TEN,60,8.14,5.86,57.43,12.3,7.43,0.43,8.142857142857142,5.857142857142857,57.42857142857143,12.299999999999999,7.428571428571429,0.42857142857142855,8.12,5.88,54.88,11.54,7.08,0.38,1.0,0.0,32,7.1
2016,2016.0,Randall Cobb,11,WAS,61,8.12,5.62,54.12,11.74,6.99,0.38,8.125,5.625,54.125,11.7375,6.9875,0.375,8.11,5.67,52.22,11.12,6.72,0.33,1.0,0.0,14,11.4
2016,2016.0,Randall Cobb,12,PHI,62,7.78,5.33,57.44,13.54,8.08,0.33,7.777777777777778,5.333333333333333,57.44444444444444,13.544444444444444,8.077777777777778,0.3333333333333333,7.8,5.4,55.4,12.81,7.73,0.3,1.0,0.0,29,10.1
