Rank,PlayerID,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
22,18361,Chester Rogers,IND,WR,4,HOU,11,8,72.7,85,0,22,7.7,10.6,0,0,0,0,0,0,18.5,18.5
24,12845,AJ Green,CIN,WR,4,ATL,8,4,50,78,1,38,9.8,19.5,0,0,0,0,0,0,17.8,17.8
24,4556,Jordy Nelson,OAK,WR,4,CLE,8,5,62.5,48,1,19,6,9.6,0,0,0,0,0,0,17.8,17.8
26,19172,Zach Pascal,IND,WR,4,HOU,10,6,60,56,1,18,5.6,9.3,0,0,0,0,0,0,17.6,17.6
27,13171,Aldrick Robinson,MIN,WR,4,LAR,2,2,100,33,2,17,16.5,16.5,0,0,0,0,0,0,17.3,17.3
28,11056,Antonio Brown,PIT,WR,4,BAL,11,5,45.5,62,1,26,5.6,12.4,0,0,0,0,0,0,17.2,17.2
29,16470,Davante Adams,GB,WR,4,BUF,14,8,57.1,81,0,25,5.8,10.1,0,0,0,0,0,0,16.1,16.1
30,15150,Cordarrelle Patterson,NE,WR,4,MIA,5,3,60,54,1,55,10.8,18,1,11,11,0,0,0,15.5,15.5
30,16790,Phillip Dorsett,NE,WR,4,MIA,7,4,57.1,55,1,20,7.9,13.8,0,0,0,0,0,0,15.5,15.5
32,17916,Will Fuller,HOU,WR,4,IND,5,4,80,49,1,22,9.8,12.2,0,0,0,0,0,0,14.9,14.9
33,18971,Taywan Taylor,TEN,WR,4,PHI,9,7,77.8,77,0,19,8.6,11,0,0,0,0,0,0,14.7,14.7
34,18082,Tyreek Hill,KC,WR,4,DEN,13,9,69.2,54,0,15,4.2,6,1,2,2,0,0,0,14.6,14.6
35,18269,Geronimo Allison,GB,WR,4,BUF,11,6,54.5,80,0,27,7.3,13.3,0,0,0,0,1,0,14,14
35,16389,Odell Beckham Jr,NYG,WR,4,NO,11,7,63.6,60,0,27,5.5,8.6,1,10,10,0,0,0,14,14
37,16020,Jarvis Landry,CLE,WR,4,OAK,10,4,40,34,1,15,3.4,8.5,0,0,0,0,0,0,13.4,13.4
38,15076,Keenan Allen,LAC,WR,4,SF,10,7,70,63,0,18,6.3,9,0,0,0,0,0,0,13.3,13.3
39,18881,John Ross,CIN,WR,4,ATL,2,2,100,52,1,39,26,26,0,0,0,0,0,0,13.2,13.2
40,15974,Jordan Matthews,PHI,WR,4,TEN,3,1,33.3,56,1,56,18.7,56,0,0,0,0,0,0,12.6,12.6
41,19318,Kendrick Bourne,SF,WR,4,LAC,4,3,75,34,1,17,8.5,11.3,0,0,0,0,0,0,12.4,12.4
42,16597,Mike Evans,TB,WR,4,CHI,9,6,66.7,59,0,17,6.6,9.8,0,0,0,0,0,0,11.9,11.9
43,16141,Willie Snead,BAL,WR,4,PIT,7,6,85.7,56,0,14,8,9.3,0,0,0,0,0,0,11.6,11.6
44,18977,Kenny Golladay,DET,WR,4,DAL,4,4,100,74,0,22,18.5,18.5,0,0,0,0,0,0,11.4,11.4
44,16411,Ryan Grant,IND,WR,4,HOU,7,5,71.4,64,0,23,9.1,12.8,0,0,0,0,0,0,11.4,11.4
46,11063,Emmanuel Sanders,DEN,WR,4,KC,7,5,71.4,45,0,17,6.4,9,1,18,18,0,0,0,11.3,11.3
47,18058,Tajae Sharpe,TEN,WR,4,PHI,3,2,66.7,27,1,16,9,13.5,0,0,0,0,0,0,10.7,10.7
48,16063,Quincy Enunwa,NYJ,WR,4,JAX,8,4,50,66,0,42,8.2,16.5,0,0,0,0,0,0,10.6,10.6
49,16263,Allen Robinson,CHI,WR,4,TB,4,2,50,23,1,14,5.8,11.5,0,0,0,0,0,0,10.3,10.3
49,16830,Tyler Lockett,SEA,WR,4,ARI,6,5,83.3,53,0,13,8.8,10.6,0,0,0,0,0,0,10.3,10.3
49,19008,Ryan Switzer,PIT,WR,4,BAL,7,7,100,32,0,11,4.6,4.6,1,1,1,0,0,0,10.3,10.3
52,18089,Rashard Higgins,CLE,WR,4,OAK,5,4,80,61,0,23,12.2,15.2,0,0,0,0,0,0,10.1,10.1
53,18883,Juju Smith-Schuster,PIT,WR,4,BAL,11,4,36.4,60,0,38,5.5,15,0,0,0,0,0,0,10,10
54,17290,Adam Humphries,TB,WR,4,CHI,7,6,85.7,36,0,11,5.1,6,0,0,0,0,0,0,9.6,9.6
55,14141,Cole Beasley,DAL,WR,4,DET,5,4,80,53,0,19,10.6,13.2,0,0,0,0,0,0,9.3,9.3
56,18974,Chad Williams,ARI,WR,4,SEA,3,1,33.3,22,1,22,7.3,22,0,0,0,0,0,0,9.2,9.2
56,6767,Pierre Garcon,SF,WR,4,LAC,7,4,57.1,52,0,23,7.4,13,0,0,0,0,0,0,9.2,9.2
58,13460,Doug Baldwin,SEA,WR,4,ARI,7,5,71.4,41,0,18,5.9,8.2,0,0,0,0,0,0,9.1,9.1
59,14795,Josh Bellamy,CHI,WR,4,TB,1,1,100,20,1,20,20,20,0,0,0,0,0,0,9,9
60,17914,Laquon Treadwell,MIN,WR,4,LAR,7,4,57.1,47,0,19,6.7,11.8,0,0,0,0,0,0,8.7,8.7
60,17960,Michael Thomas,NO,WR,4,NYG,4,4,100,47,0,15,11.8,11.8,0,0,0,0,0,0,8.7,8.7
62,13870,Marvin Jones,DET,WR,4,DAL,6,3,50,56,0,34,9.3,18.7,0,0,0,0,0,0,8.6,8.6
63,19917,Antonio Callaway,CLE,WR,4,OAK,9,3,33.3,54,0,59,6,18,0,0,0,0,0,0,8.4,8.4
64,16146,Martavis Bryant,OAK,WR,4,CLE,7,3,42.9,51,0,28,7.3,17,0,0,0,0,0,0,8.1,8.1
64,19800,Courtland Sutton,DEN,WR,4,KC,6,3,50,51,0,42,8.5,17,0,0,0,0,0,0,8.1,8.1
66,17048,Tyrell Williams,LAC,WR,4,SF,5,3,60,48,0,24,9.6,16,0,0,0,0,0,0,7.8,7.8
66,18926,Zay Jones,BUF,WR,4,GB,7,4,57.1,38,0,15,5.4,9.5,0,0,0,0,0,0,7.8,7.8
68,19815,Christian Kirk,ARI,WR,4,SEA,5,4,80,28,0,11,5.6,7,1,7,7,0,0,0,7.5,7.5
69,16781,Nelson Agholor,PHI,WR,4,TEN,12,5,41.7,22,0,10,1.8,4.4,0,0,0,0,1,0,7.2,7.2
70,15196,Kenny Stills,MIA,WR,4,NE,6,3,50,40,0,22,6.7,13.3,0,0,0,0,0,0,7,7
71,19867,Michael Gallup,DAL,WR,4,DET,5,2,40,45,0,37,9,22.5,0,0,0,0,0,0,6.5,6.5
72,11197,Demaryius Thomas,DEN,WR,4,KC,7,4,57.1,24,0,12,3.4,6,0,0,0,0,0,0,6.4,6.4
73,17167,Cameron Meredith,NO,WR,4,NYG,4,3,75,32,0,20,8,10.7,0,0,0,0,0,0,6.2,6.2
74,16308,Albert Wilson,MIA,WR,4,NE,6,4,66.7,19,0,13,3.2,4.8,1,2,2,0,0,0,6.1,6.1
75,16253,Allen Hurns,DAL,WR,4,DET,5,3,60,30,0,12,6,10,0,0,0,0,0,0,6,6
76,19120,David Moore,SEA,WR,4,ARI,2,2,100,39,0,30,19.5,19.5,0,0,0,0,1,0,5.9,5.9
76,9331,Michael Crabtree,BAL,WR,4,PIT,8,3,37.5,29,0,13,3.6,9.7,0,0,0,0,0,0,5.9,5.9
78,5571,Larry Fitzgerald,ARI,WR,4,SEA,7,3,42.9,28,0,16,4,9.3,0,0,0,0,0,0,5.8,5.8
79,16837,Chris Conley,KC,WR,4,DEN,6,4,66.7,13,0,5,2.2,3.2,0,0,0,0,0,0,5.3,5.3
80,14587,Josh Gordon,NE,WR,4,MIA,2,2,100,32,0,19,16,16,0,0,0,0,0,0,5.2,5.2
81,18047,Demarcus Robinson,KC,WR,4,DEN,3,2,66.7,31,0,23,10.3,15.5,0,0,0,0,0,0,5.1,5.1
82,19976,Marquez Valdes-Scantling,GB,WR,4,BUF,3,1,33.3,38,0,38,12.7,38,0,0,0,0,0,0,4.8,4.8
82,14865,Marquise Goodwin,SF,WR,4,LAC,4,2,50,24,0,20,6,12,1,4,4,0,0,0,4.8,4.8
84,16550,Kelvin Benjamin,BUF,WR,4,GB,6,1,16.7,34,0,34,5.7,34,0,0,0,0,0,0,4.4,4.4
84,18209,Marcus Johnson,IND,WR,4,HOU,3,2,66.7,24,0,16,8,12,0,0,0,0,0,0,4.4,4.4
86,14749,Jermaine Kearse,NYJ,WR,4,JAX,5,2,40,23,0,12,4.6,11.5,0,0,0,0,0,0,4.3,4.3
87,18880,Chris Godwin,TB,WR,4,CHI,2,2,100,22,0,11,11,11,0,0,0,0,0,0,4.2,4.2
88,9906,Danny Amendola,MIA,WR,4,NE,3,2,66.7,21,0,18,7,10.5,0,0,0,0,0,0,4.1,4.1
89,18187,Robby Anderson,NYJ,WR,4,JAX,6,2,33.3,18,0,12,3,9,0,0,0,0,0,0,3.8,3.8
90,18103,Jakeem Grant,MIA,WR,4,NE,2,2,100,17,0,9,8.5,8.5,0,0,0,0,0,0,3.7,3.7
91,14828,Chris Hogan,NE,WR,4,MIA,1,1,100,25,0,25,25,25,0,0,0,0,0,0,3.5,3.5
91,19514,Keelan Cole,JAX,WR,4,NYJ,3,2,66.7,15,0,9,5,7.5,0,0,0,0,0,0,3.5,3.5
93,18030,Chris Moore,BAL,WR,4,PIT,1,1,100,19,0,19,19,19,1,3,3,0,0,0,3.2,3.2
93,16326,Seth Roberts,OAK,WR,4,CLE,3,2,66.7,12,0,9,4,6,0,0,0,0,0,0,3.2,3.2
93,19064,Trent Taylor,SF,WR,4,LAC,3,2,66.7,12,0,7,4,6,0,0,0,0,0,0,3.2,3.2
96,16305,De'Anthony Thomas,KC,WR,4,DEN,2,1,50,15,0,15,7.5,15,1,6,6,0,0,0,3.1,3.1
97,19865,James Washington,PIT,WR,4,BAL,4,2,50,10,0,6,2.5,5,0,0,0,0,0,0,3,3
98,13264,Andre Holmes,BUF,WR,4,GB,3,2,66.7,8,0,5,2.7,4,0,0,0,0,0,0,2.8,2.8
99,18197,Alex Erickson,CIN,WR,4,ATL,2,1,50,8,0,8,4,8,1,8,8,0,0,0,2.6,2.6
100,18914,Mike Williams,LAC,WR,4,SF,3,1,33.3,15,0,15,5,15,0,0,0,0,0,0,2.5,2.5
101,12722,Kamar Aiken,PHI,WR,4,TEN,1,1,100,14,0,14,14,14,0,0,0,0,0,0,2.4,2.4
101,19212,Tim White,BAL,WR,4,PIT,1,1,100,14,0,14,14,14,0,0,0,0,0,0,2.4,2.4
103,16848,Sammie Coates,HOU,WR,4,IND,1,1,100,12,0,12,12,12,0,0,0,0,0,0,2.2,2.2
104,19501,Justin Hardee,NO,WR,4,NYG,1,1,100,10,0,10,10,10,0,0,0,0,0,0,2,2
105,14850,Russell Shepard,NYG,WR,4,NO,3,1,33.3,9,0,9,3,9,0,0,0,0,0,0,1.9,1.9
106,17070,Darius Jennings,TEN,WR,4,PHI,2,1,50,6,0,6,3,6,0,0,0,0,0,0,1.6,1.6
106,19816,D.J. Chark,JAX,WR,4,NYJ,1,1,100,6,0,6,6,6,0,0,0,0,0,0,1.6,1.6
108,11667,Brandon Marshall,SEA,WR,4,ARI,3,1,33.3,5,0,5,1.7,5,0,0,0,0,0,0,1.5,1.5
109,16868,Justin Hardy,ATL,WR,4,CIN,1,1,100,4,0,4,4,4,0,0,0,0,0,0,1.4,1.4
109,16919,JJ Nelson,ARI,WR,4,SEA,1,1,100,4,0,4,4,4,0,0,0,0,0,0,1.4,1.4
111,18717,Marvin Hall,ATL,WR,4,CIN,1,1,100,2,0,2,2,2,0,0,0,0,0,0,1.2,1.2
111,13887,Travis Benjamin,LAC,WR,4,SF,1,1,100,2,0,2,2,2,0,0,0,0,0,0,1.2,1.2
113,15215,Tavon Austin,DAL,WR,4,DET,1,0,0,0,0,0,0,0,1,7,7,0,0,0,0.7,0.7
114,12109,Ted Ginn,NO,WR,4,NYG,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0.1,0.1
115,19017,Josh Reynolds,LAR,WR,4,MIN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,19779,Brandon Zylstra,MIN,WR,4,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,18116,Cody Core,CIN,WR,4,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,19006,Josh Malone,CIN,WR,4,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,20006,Russell Gage,ATL,WR,4,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,16768,Kevin White,CHI,WR,4,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,17219,Daniel Brown,CHI,WR,4,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,19922,Justin Watson,TB,WR,4,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,20011,Javon Wims,CHI,WR,4,TB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,13856,Deonte Thompson,DAL,WR,4,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,16456,TJ Jones,DET,WR,4,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,19491,Robert Tonyan Jr.,GB,WR,4,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,19935,J'mon Moore,GB,WR,4,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,19961,Ray-Ray McCloud,BUF,WR,4,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,20250,Robert Foster,BUF,WR,4,GB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,20398,Equanimeous St. Brown,GB,WR,4,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,17218,Deandre Carter,PHI,WR,4,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,15268,Nick Williams,TEN,WR,4,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,19060,Shelton Gibson,PHI,WR,4,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,7651,Matthew Slater,NE,WR,4,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,11565,Andre Roberts,NYJ,WR,4,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,13693,Terrelle Pryor,NYJ,WR,4,JAX,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,18673,Jaydon Mickens,JAX,WR,4,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
115,14111,Rod Streater,CLE,WR,4,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,20477,Derrick Willies,CLE,WR,4,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,15509,Jaron Brown,SEA,WR,4,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,20081,Trent Sherfield,ARI,WR,4,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,20170,Jawill Davis,NYG,WR,4,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,8373,Brandon Tate,NO,WR,4,NYG,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
115,19276,Austin Carr,NO,WR,4,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,19897,Tre'Quan Smith,NO,WR,4,NYG,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,16946,Geremy Davis,LAC,WR,4,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,19854,Dante Pettis,SF,WR,4,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,8771,Darrius Heyward-Bey,PIT,WR,4,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,16003,Sammy Watkins,KC,WR,4,DEN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,19207,Tim Patrick,DEN,WR,4,KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,19361,Marcus Kemp,KC,WR,4,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,19916,Daesean Hamilton,DEN,WR,4,KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,13117,Dwayne Harris,OAK,WR,4,CLE,0,0,0,0,0,0,0,0,1,-1,-1,0,0,0,-0.1,-0.1
