PassingAttempts,PassingRating,PlayerID,comp,comp%,def_rk,int,points,ru_att,ru_td,ru_yds,ru_yds/att,salary,td,yds,yds/att,h/a_encoded,surface_encoded,passingattempts_car,passingrating_car,playerid_car,comp_car,comp%_car,def_rk_car,int_car,points_car,ru_att_car,ru_td_car,ru_yds_car,ru_yds/att_car,salary_car,td_car,yds_car,yds/att_car,h/a_encoded_car,surface_encoded_car,year
36,83.68,4932,21,58.3,4,1,15.0,0,0,0,0.0,5200,2,225,6.2,0,0,38.17,87.34,4932.0,25.67,67.02,15.0,0.83,16.3,0.67,0.17,3.5,1.05,6100.0,1.33,253.0,6.65,0.0,0.33,2017
19,95.94,4932,11,57.9,10,0,9.12,1,0,0,0.0,5000,1,128,6.7,0,0,35.43,88.57,4932.0,23.57,65.71,14.29,0.71,15.28,0.71,0.14,3.0,0.9,5942.86,1.29,235.14,6.66,0.0,0.29,2017
39,65.54,4932,19,48.7,7,0,8.36,0,0,0,0.0,6700,1,134,3.4,0,1,35.88,85.69,4932.0,23.0,63.59,13.38,0.62,14.41,0.62,0.12,2.62,0.79,6037.5,1.25,222.5,6.25,0.0,0.38,2017
36,80.79,4932,20,55.6,8,1,14.8,0,0,0,0.0,6200,2,220,6.1,0,0,35.89,85.15,4932.0,22.67,62.7,12.78,0.67,14.46,0.56,0.11,2.33,0.7,6055.56,1.33,222.22,6.23,0.0,0.33,2017
37,113.91,4932,28,75.7,30,0,17.92,0,0,0,0.0,5100,2,273,7.4,0,0,36.0,88.02,4932.0,23.2,64.0,14.5,0.6,14.8,0.5,0.1,2.1,0.63,5960.0,1.4,227.3,6.35,0.0,0.3,2017
35,71.73,4932,19,54.3,23,0,8.7,2,0,5,2.5,6800,0,205,5.9,0,0,35.91,86.54,4932.0,22.82,63.12,15.27,0.55,14.25,0.64,0.09,2.36,0.8,6036.36,1.27,225.27,6.31,0.0,0.27,2017
27,44.21,4932,13,48.1,13,1,3.42,1,0,-1,-1.0,5500,0,113,4.2,0,0,35.17,83.02,4932.0,22.0,61.87,15.08,0.58,13.34,0.67,0.08,2.08,0.65,5991.67,1.17,215.92,6.13,0.0,0.25,2017
46,68.03,4932,31,67.4,16,2,11.12,0,0,0,0.0,4700,1,228,5.0,0,1,36.0,81.86,4932.0,22.69,62.29,15.15,0.69,13.17,0.62,0.08,1.92,0.6,5892.31,1.15,216.85,6.05,0.0,0.31,2017
57,98.14,4932,37,64.9,12,1,31.36,0,0,0,0.0,6000,3,434,7.6,0,0,37.5,83.03,4932.0,23.71,62.48,14.93,0.71,14.47,0.57,0.07,1.79,0.56,5900.0,1.29,232.36,6.16,0.0,0.29,2017
45,57.92,4932,27,60.0,20,2,8.02,1,0,5,5.0,5400,0,263,5.8,0,0,38.0,81.35,4932.0,23.93,62.31,15.27,0.8,14.04,0.6,0.07,2.0,0.85,5866.67,1.2,234.4,6.13,0.0,0.27,2017
28,48.51,4932,10,35.7,13,1,7.88,3,0,-4,-1.3,4400,1,132,4.7,0,0,37.38,79.3,4932.0,23.06,60.65,15.12,0.81,13.66,0.75,0.06,1.62,0.72,5775.0,1.19,228.0,6.04,0.0,0.25,2017
2,39.58,14895,0,0.0,8,0,-0.1,1,0,-1,-1.0,5000,0,0,0.0,0,0,5.0,86.2,14895.0,2.0,25.0,9.5,0.0,4.2,1.0,0.0,3.0,3.0,5050.0,0.5,47.5,5.95,0.0,0.0,2017
34,89.34,14895,21,61.8,24,0,11.78,3,0,13,4.3,7200,1,212,6.2,0,0,14.67,87.24,14895.0,8.33,37.27,14.33,0.0,6.73,1.67,0.0,6.33,3.43,5766.67,0.67,102.33,6.03,0.0,0.0,2017
3,109.72,18018,2,66.7,8,0,2.04,0,0,0,0.0,5300,0,51,17.0,1,1,15.0,97.96,18018.0,9.5,64.85,8.0,0.0,5.77,2.0,0.0,11.5,2.9,5150.0,0.0,128.0,12.3,0.5,1.0,2017
37,60.19,18018,20,54.1,20,1,9.84,6,0,22,3.7,6300,0,216,5.8,1,1,22.33,85.37,18018.0,13.0,61.27,12.0,0.33,7.13,3.33,0.0,15.0,3.17,5533.33,0.0,157.33,10.13,0.67,1.0,2017
24,119.97,18018,17,70.8,25,0,27.76,5,2,14,2.8,4400,1,259,10.8,1,1,22.75,94.02,18018.0,14.0,63.65,15.25,0.25,12.28,3.75,0.5,14.75,3.08,5250.0,0.25,182.75,10.3,0.75,1.0,2017
29,67.74,18018,16,55.2,7,1,11.58,3,0,33,11.0,4400,1,157,5.4,1,1,24.0,88.76,18018.0,14.4,61.96,13.6,0.4,12.14,3.6,0.4,18.4,4.66,5080.0,0.4,177.6,9.32,0.8,1.0,2017
34,82.23,18018,22,64.7,30,1,21.96,8,1,14,1.8,4300,0,314,9.2,1,1,25.67,87.67,18018.0,15.67,62.42,16.33,0.5,13.78,4.33,0.5,17.67,4.18,4950.0,0.33,200.33,9.3,0.83,1.0,2017
37,82.26,18018,21,56.8,19,0,13.98,4,0,15,3.8,5000,1,212,5.7,1,1,27.29,86.9,18018.0,16.43,61.61,16.71,0.43,13.81,4.29,0.43,17.29,4.13,4957.14,0.43,202.0,8.79,0.86,1.0,2017
37,74.16,18018,22,59.5,1,0,11.1,5,0,31,6.2,5100,0,200,5.4,1,1,28.5,85.31,18018.0,17.12,61.35,14.75,0.38,13.47,4.38,0.38,19.0,4.39,4975.0,0.38,201.75,8.36,0.88,1.0,2017
39,86.81,18018,25,64.1,11,1,16.92,1,0,6,6.0,7200,2,233,6.0,1,1,29.67,85.47,18018.0,18.0,61.66,14.33,0.44,13.85,4.0,0.33,17.56,4.57,5222.22,0.56,205.22,8.1,0.89,1.0,2017
30,122.64,18018,20,66.7,32,0,23.52,2,0,12,6.0,5200,2,308,10.3,1,1,29.7,89.19,18018.0,18.2,62.16,16.1,0.4,14.82,3.8,0.3,17.0,4.71,5220.0,0.7,215.5,8.32,0.9,1.0,2017
24,99.65,18018,14,58.3,9,1,16.58,4,0,7,1.8,7300,2,222,9.2,1,1,29.18,90.14,18018.0,17.82,61.81,15.45,0.45,14.98,3.82,0.27,16.09,4.45,5409.09,0.82,216.09,8.4,0.91,1.0,2017
29,79.09,18018,17,58.6,19,0,8.44,3,0,16,5.3,7800,0,196,6.8,1,1,29.17,89.22,18018.0,17.75,61.54,15.75,0.42,14.43,3.75,0.25,16.08,4.52,5608.33,0.75,214.42,8.27,0.92,1.0,2017
36,56.94,18018,21,58.3,1,2,12.56,6,0,36,6.0,6700,1,174,4.8,1,1,29.69,86.74,18018.0,18.0,61.29,14.62,0.54,14.29,3.92,0.23,17.62,4.63,5692.31,0.77,211.31,8.0,0.92,1.0,2017
22,71.97,18018,11,50.0,6,0,7.76,3,0,10,3.3,6500,1,69,3.1,1,1,29.14,85.68,18018.0,17.5,60.49,14.0,0.5,13.82,3.86,0.21,17.07,4.54,5750.0,0.79,201.14,7.65,0.93,1.0,2017
30,71.25,18018,17,56.7,10,0,14.12,5,1,18,3.6,6400,0,158,5.3,1,1,29.2,84.72,18018.0,17.47,60.23,13.73,0.47,13.84,3.93,0.27,17.13,4.47,5793.33,0.73,198.27,7.49,0.93,1.0,2017
33,79.73,18018,16,48.5,2,0,13.4,3,0,8,2.7,5000,1,215,6.5,1,1,29.44,84.41,18018.0,17.38,59.5,13.0,0.44,13.82,3.88,0.25,16.56,4.36,5743.75,0.75,199.31,7.43,0.94,1.0,2017
25,84.42,18018,15,60.0,32,0,10.36,5,0,18,3.6,4300,1,114,4.6,1,1,29.18,84.41,18018.0,17.24,59.53,14.12,0.41,13.61,3.94,0.24,16.65,4.32,5658.82,0.76,194.29,7.26,0.94,1.0,2017
0,0.0,18108,0,0.0,20,0,0.0,0,0,0,0.0,6300,0,0,0.0,1,1,0.0,0.0,18108.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,6300.0,0.0,0.0,0.0,1.0,1.0,2017
5,32.5,18108,3,60.0,2,1,-0.04,0,0,0,0.0,5000,0,24,4.8,1,1,2.5,16.25,18108.0,1.5,30.0,11.0,0.5,-0.02,0.0,0.0,0.0,0.0,5650.0,0.0,12.0,2.4,1.0,1.0,2017
30,91.53,16762,18,60.0,5,0,12.46,1,0,3,3.0,4600,1,204,6.8,1,0,32.5,81.45,16762.0,19.0,58.55,14.0,0.5,12.17,2.0,0.0,10.5,4.5,5350.0,1.0,203.0,6.3,1.0,0.0,2017
40,80.0,16762,28,70.0,3,3,21.52,1,0,4,4.0,6100,2,328,8.2,1,0,35.0,80.97,16762.0,22.0,62.37,10.33,1.33,15.29,1.67,0.0,8.33,4.33,5600.0,1.33,244.67,6.93,1.0,0.0,2017
38,113.05,16762,22,57.9,31,0,29.48,4,0,12,3.0,4300,3,332,8.7,1,0,35.75,88.99,16762.0,22.0,61.25,15.5,1.0,18.84,2.25,0.0,9.25,4.0,5275.0,1.75,266.5,7.37,1.0,0.0,2017
46,86.68,16762,26,56.5,27,0,21.46,3,0,11,3.7,5000,1,334,7.3,1,0,37.8,88.53,16762.0,22.8,60.3,17.8,0.8,19.36,2.4,0.0,9.6,3.94,5220.0,1.6,280.0,7.36,1.0,0.0,2017
10,69.17,16762,5,50.0,20,0,2.44,0,0,0,0.0,4700,0,61,6.1,1,0,33.17,85.3,16762.0,19.83,58.58,18.17,0.67,16.54,2.0,0.0,8.0,3.28,5133.33,1.33,243.5,7.15,1.0,0.0,2017
44,112.31,16762,32,72.7,6,1,28.36,1,0,0,0.0,4100,3,384,8.7,1,0,34.71,89.16,16762.0,21.57,60.6,16.43,0.71,18.23,1.86,0.0,6.86,2.81,4985.71,1.57,263.57,7.37,1.0,0.0,2017
38,49.23,16762,21,55.3,15,2,6.7,3,0,13,4.3,6500,0,210,5.5,1,0,35.12,84.17,16762.0,21.5,59.94,16.25,0.88,16.79,2.0,0.0,7.62,3.0,5175.0,1.38,256.88,7.14,1.0,0.0,2017
13,68.43,16762,7,53.8,21,0,3.48,2,0,8,4.0,5800,0,67,5.2,1,0,32.67,82.42,16762.0,19.89,59.26,16.78,0.78,15.31,2.0,0.0,7.67,3.11,5244.44,1.22,235.78,6.92,1.0,0.0,2017
32,112.76,16762,21,65.6,29,0,19.6,5,0,18,3.6,6400,2,270,8.4,1,0,32.6,85.45,16762.0,20.0,59.89,18.0,0.7,15.74,2.3,0.0,8.7,3.16,5360.0,1.3,239.2,7.07,1.0,0.0,2017
38,85.96,16762,26,68.4,14,2,17.4,2,0,10,5.0,5100,2,285,7.5,1,0,33.09,85.5,16762.0,20.55,60.66,17.64,0.82,15.89,2.27,0.0,8.82,3.33,5336.36,1.36,243.36,7.11,1.0,0.0,2017
35,130.54,16762,27,77.1,17,0,25.76,3,0,18,6.0,6700,3,299,8.5,1,0,33.25,89.25,16762.0,21.08,62.03,17.58,0.75,16.71,2.33,0.0,9.58,3.55,5450.0,1.5,248.0,7.22,1.0,0.0,2017
27,131.1,16762,21,77.8,15,0,19.28,3,0,6,2.0,4500,1,367,13.6,1,0,32.77,92.47,16762.0,21.08,63.25,17.38,0.69,16.91,2.38,0.0,9.31,3.43,5376.92,1.46,257.15,7.72,1.0,0.0,2017
51,59.52,16762,28,54.9,21,3,29.72,5,1,32,6.4,4300,1,363,7.1,1,0,34.07,90.12,16762.0,21.57,62.65,17.64,0.86,17.82,2.57,0.07,10.93,3.64,5300.0,1.43,264.71,7.67,1.0,0.0,2017
29,117.89,17922,21,72.4,26,0,19.44,1,0,2,2.0,5000,1,306,10.6,0,1,24.5,99.57,17922.0,17.0,68.7,19.0,0.0,12.12,0.5,0.0,1.0,1.0,5000.0,0.5,213.0,8.3,0.0,0.5,2017
24,85.24,17922,14,58.3,13,1,11.86,3,0,1,0.3,7200,1,219,9.1,0,0,24.33,94.79,17922.0,16.0,65.23,17.0,0.33,12.03,1.33,0.0,1.0,0.77,5733.33,0.67,215.0,8.57,0.0,0.33,2017
28,145.83,17922,22,78.6,30,0,23.58,1,0,-1,-1.0,4700,3,292,10.4,0,0,25.25,107.55,17922.0,17.5,68.57,20.25,0.25,14.92,1.25,0.0,0.5,0.32,5475.0,1.25,234.25,9.02,0.0,0.25,2017
36,98.73,17922,21,58.3,16,0,18.1,1,0,-1,-1.0,4700,2,255,7.1,0,1,27.4,105.79,17922.0,18.2,66.52,19.4,0.2,15.56,1.2,0.0,0.2,0.06,5320.0,1.4,238.4,8.64,0.0,0.4,2017
47,48.89,17922,22,46.8,7,2,10.72,1,0,22,22.0,6500,0,288,6.1,0,1,30.67,96.3,17922.0,18.83,63.23,17.33,0.5,14.75,1.17,0.0,3.83,3.72,5516.67,1.17,246.67,8.22,0.0,0.5,2017
21,86.21,17922,11,52.4,1,0,9.86,4,0,9,2.2,4800,1,124,5.9,0,0,29.29,94.86,17922.0,17.71,61.69,15.0,0.43,14.05,1.57,0.0,4.57,3.5,5414.29,1.14,229.14,7.89,0.0,0.43,2017
37,75.84,17922,22,59.5,20,1,19.7,2,1,13,6.5,6000,1,235,6.4,0,0,30.25,92.48,17922.0,18.25,61.41,15.62,0.5,14.76,1.62,0.12,5.62,3.88,5487.5,1.12,229.88,7.7,0.0,0.38,2017
22,146.78,17922,14,63.6,31,0,31.44,0,0,0,0.0,5500,4,311,14.1,0,1,29.33,98.52,17922.0,17.78,61.66,17.33,0.44,16.61,1.44,0.11,5.0,3.44,5488.89,1.44,238.89,8.41,0.0,0.44,2017
37,125.39,17922,25,67.6,32,0,29.5,4,0,3,0.8,4500,3,355,9.6,0,1,30.1,101.2,17922.0,18.5,62.25,18.8,0.4,17.9,1.7,0.1,4.8,3.18,5390.0,1.6,250.5,8.53,0.0,0.5,2017
37,79.22,17922,23,62.2,3,0,9.8,2,0,8,4.0,6400,0,225,6.1,0,1,30.73,99.21,17922.0,18.91,62.25,17.36,0.36,17.16,1.73,0.09,5.09,3.25,5481.82,1.45,248.18,8.31,0.0,0.55,2017
43,96.46,17922,28,65.1,21,1,23.86,3,0,-3,-1.0,4900,2,354,8.2,0,1,31.75,98.98,17922.0,19.67,62.48,17.67,0.42,17.72,1.83,0.08,4.42,2.9,5433.33,1.5,257.0,8.3,0.0,0.58,2017
31,96.17,17922,21,67.7,20,1,16.0,1,0,2,2.0,6500,2,220,7.1,0,0,31.69,98.76,17922.0,19.77,62.88,17.85,0.46,17.59,1.77,0.08,4.23,2.83,5515.38,1.54,254.15,8.21,0.0,0.54,2017
26,110.9,17922,16,61.5,12,0,15.16,2,0,2,1.0,5900,2,199,7.7,0,0,31.29,99.63,17922.0,19.5,62.79,17.43,0.43,17.42,1.79,0.07,4.07,2.7,5542.86,1.57,250.21,8.17,0.0,0.5,2017
21,93.35,17922,14,66.7,7,1,11.8,0,0,0,0.0,6500,2,120,5.7,0,1,30.6,99.21,17922.0,19.13,63.05,16.73,0.47,17.04,1.67,0.07,3.8,2.52,5606.67,1.6,241.53,8.01,0.0,0.53,2017
38,118.42,17922,22,57.9,19,0,29.44,3,0,-6,-2.0,4600,4,301,7.9,0,0,31.06,100.41,17922.0,19.31,62.72,16.88,0.44,17.82,1.75,0.06,3.19,2.24,5543.75,1.75,245.25,8.0,0.0,0.5,2017
0,0.0,18587,0,0.0,19,0,0.0,0,0,0,0.0,5900,0,0,0.0,1,1,0.0,0.0,18587.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,5900.0,0.0,0.0,0.0,1.0,1.0,2017
0,0.0,18587,0,0.0,1,0,0.0,0,0,0,0.0,4900,0,0,0.0,1,1,0.0,0.0,18587.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5400.0,0.0,0.0,0.0,1.0,1.0,2017
0,0.0,18587,0,0.0,6,0,0.0,0,0,0,0.0,5000,0,0,0.0,1,1,0.0,0.0,18587.0,0.0,0.0,8.67,0.0,0.0,0.0,0.0,0.0,0.0,5266.67,0.0,0.0,0.0,1.0,1.0,2017
0,0.0,18587,0,0.0,10,0,0.0,0,0,0,0.0,4800,0,0,0.0,1,1,0.0,0.0,18587.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,5150.0,0.0,0.0,0.0,1.0,1.0,2017
33,101.83,8972,24,72.7,4,0,13.1,2,0,-1,-0.5,5800,1,230,7.0,1,0,31.5,91.68,8972.0,20.5,64.7,3.0,0.5,13.24,1.5,0.0,1.0,1.25,5400.0,1.0,241.0,7.7,0.5,0.5,2017
44,70.27,8972,26,59.1,28,1,12.7,1,0,9,9.0,7700,1,220,5.0,1,0,35.67,84.54,8972.0,22.33,62.83,11.33,0.67,13.06,1.33,0.0,3.67,3.83,6166.67,1.0,234.0,6.8,0.67,0.33,2017
28,71.13,8972,20,71.4,21,1,6.06,1,0,5,5.0,6000,0,164,5.9,1,0,33.75,81.19,8972.0,21.75,64.97,13.75,0.75,11.31,1.25,0.0,4.0,4.12,6125.0,0.75,216.5,6.57,0.75,0.25,2017
26,52.08,8972,12,46.2,19,1,7.48,2,0,8,4.0,6100,1,92,3.5,1,0,32.2,75.37,8972.0,19.8,61.22,14.8,0.8,10.54,1.4,0.0,4.8,4.1,6120.0,0.8,191.6,5.96,0.8,0.2,2017
33,76.7,8972,19,57.6,17,1,12.94,1,0,-1,-1.0,5700,2,151,4.6,1,0,32.33,75.59,8972.0,19.67,60.62,15.17,0.83,10.94,1.33,0.0,3.83,3.25,6050.0,1.0,184.83,5.73,0.83,0.17,2017
16,114.06,8972,12,75.0,28,1,12.52,0,0,0,0.0,8000,2,138,8.6,1,0,30.0,81.09,8972.0,18.57,62.67,17.0,0.86,11.17,1.14,0.0,3.29,2.79,6328.57,1.14,178.14,6.14,0.86,0.14,2017
42,121.33,8972,34,81.0,24,0,27.44,1,0,0,0.0,7000,3,311,7.4,1,0,31.5,86.12,8972.0,20.5,64.96,17.88,0.75,13.2,1.12,0.0,2.88,2.44,6412.5,1.38,194.75,6.3,0.88,0.12,2017
37,82.38,8972,22,59.5,15,1,15.42,1,0,-1,-1.0,6300,2,213,5.8,1,0,32.11,85.7,8972.0,20.67,64.36,17.56,0.78,13.45,1.11,0.0,2.44,2.06,6400.0,1.44,196.78,6.24,0.89,0.11,2017
12,60.76,8972,6,50.0,22,3,4.42,1,0,1,1.0,4800,1,83,6.9,1,0,30.1,83.21,8972.0,19.2,62.92,18.0,1.0,12.55,1.1,0.0,2.3,1.95,6240.0,1.4,185.4,6.31,0.9,0.1,2017
31,76.68,8972,18,58.1,10,2,15.5,1,0,1,1.0,6000,2,235,7.6,1,0,30.18,82.61,8972.0,19.09,62.48,17.27,1.09,12.81,1.09,0.0,2.18,1.86,6218.18,1.45,189.91,6.43,0.91,0.09,2017
38,112.06,8972,25,65.8,27,0,22.92,4,0,4,1.0,5000,3,263,6.9,1,0,30.83,85.07,8972.0,19.58,62.76,18.08,1.0,13.66,1.33,0.0,2.33,1.79,6116.67,1.58,196.0,6.47,0.92,0.08,2017
49,47.49,8972,28,57.1,6,3,8.76,2,0,8,4.0,6300,0,274,5.6,1,0,32.23,82.18,8972.0,20.23,62.32,17.15,1.15,13.28,1.38,0.0,2.77,1.96,6130.77,1.46,202.0,6.4,0.92,0.08,2017
38,83.88,8972,19,50.0,23,0,15.34,2,0,-1,-0.5,5300,1,286,7.5,1,0,32.64,82.3,8972.0,20.14,61.44,17.57,1.07,13.43,1.43,0.0,2.5,1.79,6071.43,1.43,208.0,6.48,0.93,0.07,2017
2,56.25,8972,1,50.0,6,0,0.24,0,0,0,0.0,4500,0,6,3.0,1,0,30.6,80.56,8972.0,18.87,60.68,16.8,1.0,12.55,1.33,0.0,2.33,1.67,5966.67,1.33,194.53,6.25,0.93,0.07,2017
2,143.75,16041,2,100.0,7,0,5.12,1,0,4,4.0,7200,1,18,9.0,0,1,1.5,91.66,16041.0,1.0,50.0,17.5,0.0,2.56,0.5,0.0,2.0,2.0,6100.0,0.5,9.0,4.5,0.5,1.0,2017
37,82.38,16041,26,70.3,5,1,11.52,4,0,8,2.0,4600,0,293,7.9,0,0,13.33,88.57,16041.0,9.33,56.77,13.33,0.33,5.55,1.67,0.0,4.0,2.0,5600.0,0.33,103.67,5.63,0.33,0.67,2017
33,92.23,16041,20,60.6,32,1,19.06,5,0,-3,-0.6,4300,1,334,10.1,0,1,18.25,89.48,16041.0,12.0,57.72,18.0,0.5,8.93,2.5,0.0,2.25,1.35,5275.0,0.5,161.25,6.75,0.25,0.75,2017
43,106.83,16041,31,72.1,19,0,22.64,0,0,0,0.0,5000,1,381,8.9,0,0,23.2,92.95,16041.0,15.8,60.6,18.2,0.4,11.67,2.0,0.0,1.8,1.08,5220.0,0.6,205.2,7.18,0.2,0.6,2017
30,102.36,16041,21,70.0,1,1,22.98,3,1,3,1.0,4700,2,242,8.1,0,0,24.33,94.52,16041.0,16.67,62.17,15.33,0.5,13.55,2.17,0.17,2.0,1.07,5133.33,0.83,211.33,7.33,0.17,0.5,2017
33,84.41,16041,20,60.6,8,2,17.58,2,0,-1,-0.5,5200,2,292,8.8,0,0,25.57,93.08,16041.0,17.14,61.94,14.29,0.71,14.13,2.14,0.14,1.57,0.84,5142.86,1.0,222.86,7.54,0.14,0.43,2017
7,74.11,18525,5,71.4,14,0,0.44,0,0,0,0.0,4400,0,11,1.6,0,1,7.0,74.11,18525.0,5.0,71.4,14.0,0.0,0.44,0.0,0.0,0.0,0.0,4400.0,0.0,11.0,1.6,0.0,1.0,2017
17,70.96,611,9,52.9,11,1,7.84,0,0,0,0.0,5500,1,121,7.1,0,1,33.0,70.83,611.0,20.5,59.1,12.5,1.0,8.76,0.0,0.0,0.0,0.0,5250.0,0.5,194.0,6.25,0.0,1.0,2017
34,97.3,611,25,73.5,25,1,15.58,1,0,-1,-1.0,4800,2,217,6.4,0,0,33.33,79.66,611.0,22.0,63.9,16.67,1.0,11.03,0.33,0.0,-0.33,-0.33,5100.0,1.0,201.67,6.3,0.0,0.67,2017
49,64.58,611,31,63.3,9,2,11.4,0,0,0,0.0,6000,1,235,4.8,0,0,37.25,75.89,611.0,24.25,63.75,14.75,1.25,11.12,0.25,0.0,-0.25,-0.25,5325.0,1.0,210.0,5.92,0.0,0.5,2017
26,98.56,611,19,73.1,24,0,8.48,3,0,-4,-1.3,6600,0,222,8.5,0,0,35.0,80.42,611.0,23.2,65.62,16.6,1.0,10.6,0.8,0.0,-1.0,-0.46,5580.0,0.8,212.4,6.44,0.0,0.4,2017
41,48.83,611,24,58.5,5,2,7.4,1,0,2,2.0,6000,0,180,4.4,0,0,36.0,75.16,611.0,23.33,64.43,14.67,1.17,10.06,0.83,0.0,-0.5,-0.05,5650.0,0.67,207.0,6.1,0.0,0.33,2017
39,88.19,611,27,69.2,3,0,11.44,1,0,0,0.0,6000,1,186,4.8,0,1,36.43,77.02,611.0,23.86,65.11,13.0,1.0,10.26,0.86,0.0,-0.43,-0.04,5700.0,0.71,204.0,5.91,0.0,0.43,2017
15,107.92,611,10,66.7,18,0,8.94,1,0,9,9.0,4600,1,101,6.7,0,0,33.75,80.88,611.0,22.12,65.31,13.62,0.88,10.09,0.88,0.0,0.75,1.09,5562.5,0.75,191.12,6.01,0.0,0.38,2017
52,74.28,611,34,65.4,19,2,17.14,1,0,7,7.0,4600,2,261,5.0,0,0,35.78,80.15,611.0,23.44,65.32,14.22,1.0,10.88,0.89,0.0,1.44,1.74,5455.56,0.89,198.89,5.9,0.0,0.33,2017
28,90.92,611,22,78.6,29,1,10.22,2,0,-1,-0.5,6600,1,183,6.5,0,0,35.0,81.22,611.0,23.3,66.65,15.7,1.0,10.81,1.0,0.0,1.2,1.52,5570.0,0.9,197.3,5.96,0.0,0.3,2017
32,72.53,611,20,62.5,32,0,9.84,6,0,42,7.0,4800,0,141,4.4,0,1,34.73,80.43,611.0,23.0,66.27,17.18,0.91,10.72,1.45,0.0,4.91,2.02,5500.0,0.82,192.18,5.82,0.0,0.36,2017
36,104.98,611,23,63.9,14,0,18.66,1,0,-1,-1.0,5800,2,269,7.5,0,1,34.83,82.48,611.0,23.0,66.08,16.92,0.83,11.38,1.42,0.0,4.42,1.77,5525.0,0.92,198.58,5.96,0.0,0.42,2017
35,88.87,611,20,57.1,9,1,17.76,0,0,0,0.0,6200,2,269,7.7,0,0,34.85,82.97,611.0,22.77,65.38,16.31,0.85,11.88,1.31,0.0,4.08,1.63,5576.92,1.0,204.0,6.09,0.0,0.38,2017
42,90.18,611,26,61.9,25,0,21.82,4,1,3,0.8,4300,1,288,6.9,0,0,35.36,83.49,611.0,23.0,65.14,16.93,0.79,12.59,1.5,0.07,4.0,1.57,5485.71,1.0,210.0,6.15,0.0,0.36,2017
38,109.21,611,29,76.3,26,0,17.28,4,0,-2,-0.5,4500,2,237,6.2,0,1,35.53,85.2,611.0,23.4,65.88,17.53,0.73,12.9,1.67,0.07,3.6,1.43,5420.0,1.07,211.8,6.15,0.0,0.4,2017
47,69.73,611,25,53.2,11,1,15.12,0,0,0,0.0,6300,2,203,4.3,0,1,36.25,84.23,611.0,23.5,65.09,17.12,0.75,13.04,1.56,0.06,3.38,1.34,5475.0,1.12,211.25,6.04,0.0,0.44,2017
0,0.0,11422,0,0.0,28,0,0.0,0,0,0,0.0,6100,0,0,0.0,0,1,0.0,0.0,11422.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,5550.0,0.0,0.0,0.0,0.0,0.5,2017
0,0.0,11422,0,0.0,15,0,0.0,0,0,0,0.0,4500,0,0,0.0,0,0,0.0,0.0,11422.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,5200.0,0.0,0.0,0.0,0.0,0.33,2017
0,0.0,11422,0,0.0,10,0,0.0,0,0,0,0.0,4500,0,0,0.0,0,0,0.0,0.0,11422.0,0.0,0.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,5025.0,0.0,0.0,0.0,0.0,0.25,2017
0,0.0,11422,0,0.0,17,0,0.0,0,0,0,0.0,5700,0,0,0.0,0,1,0.0,0.0,11422.0,0.0,0.0,17.4,0.0,0.0,0.0,0.0,0.0,0.0,5160.0,0.0,0.0,0.0,0.0,0.4,2017
0,0.0,11422,0,0.0,11,0,0.0,0,0,0,0.0,4500,0,0,0.0,0,1,0.0,0.0,11422.0,0.0,0.0,16.33,0.0,0.0,0.0,0.0,0.0,0.0,5050.0,0.0,0.0,0.0,0.0,0.5,2017
0,0.0,11422,0,0.0,22,0,0.0,0,0,0,0.0,4800,0,0,0.0,0,0,0.0,0.0,11422.0,0.0,0.0,17.14,0.0,0.0,0.0,0.0,0.0,0.0,5014.29,0.0,0.0,0.0,0.0,0.43,2017
0,0.0,11422,0,0.0,24,0,0.0,0,0,0,0.0,7000,0,0,0.0,0,0,0.0,0.0,11422.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,5262.5,0.0,0.0,0.0,0.0,0.38,2017
0,0.0,11422,0,0.0,28,0,0.0,0,0,0,0.0,6500,0,0,0.0,0,1,0.0,0.0,11422.0,0.0,0.0,19.11,0.0,0.0,0.0,0.0,0.0,0.0,5400.0,0.0,0.0,0.0,0.0,0.44,2017
0,0.0,11422,0,0.0,21,0,0.0,0,0,0,0.0,6400,0,0,0.0,0,1,0.0,0.0,11422.0,0.0,0.0,19.3,0.0,0.0,0.0,0.0,0.0,0.0,5500.0,0.0,0.0,0.0,0.0,0.5,2017
0,0.0,11422,0,0.0,4,0,0.0,0,0,0,0.0,7000,0,0,0.0,0,0,0.0,0.0,11422.0,0.0,0.0,17.91,0.0,0.0,0.0,0.0,0.0,0.0,5636.36,0.0,0.0,0.0,0.0,0.45,2017
0,0.0,11422,0,0.0,23,0,0.0,0,0,0,0.0,5000,0,0,0.0,0,0,0.0,0.0,11422.0,0.0,0.0,18.33,0.0,0.0,0.0,0.0,0.0,0.0,5583.33,0.0,0.0,0.0,0.0,0.42,2017
