Rank,PlayerID,Name,Team,Position,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
57,957,Pierre Thomas,WAS,RB,17,DAL,7,30,4.3,0,2,1,5,0,0,0,4.5,4.5
58,16699,Fitzgerald Toussaint,PIT,RB,17,CLE,12,24,2,0,0,0,0,0,0,0,4.4,4.4
59,16307,Charcandrick West,KC,RB,17,OAK,13,34,2.6,0,1,1,-2,0,0,0,4.2,4.2
60,7580,DeAngelo Williams,PIT,RB,17,CLE,5,8,1.6,0,2,2,13,0,0,0,4.1,4.1
60,13418,Anthony Sherman,KC,FB,17,OAK,0,0,0,0,2,2,21,0,0,0,4.1,4.1
62,15565,Jonas Gray,JAX,RB,17,HOU,9,23,2.6,0,1,1,4,0,0,0,3.7,3.7
62,1589,John Kuhn,GB,FB,17,MIN,1,3,3,0,2,2,14,0,0,0,3.7,3.7
64,16142,Terrance West,BAL,RB,17,CIN,5,17,3.4,0,2,1,5,0,0,0,3.2,3.2
65,11256,Ryan Mathews,PHI,RB,17,NYG,4,11,2.8,0,2,1,7,0,0,0,2.8,2.8
66,16402,Andre Williams,NYG,RB,17,PHI,5,26,5.2,0,0,0,0,0,0,0,2.6,2.6
67,17053,Malcolm Brown,LAR,RB,17,SF,4,17,4.2,0,1,1,-2,0,0,0,2.5,2.5
68,14789,Jamize Olawale,OAK,FB,17,KC,0,0,0,0,1,1,14,0,0,0,2.4,2.4
69,16163,Antonio Andrews,TEN,RB,17,IND,0,0,0,0,2,2,3,0,0,0,2.3,2.3
70,13446,Bruce Miller,SF,FB,17,LAR,0,0,0,0,3,2,2,0,0,0,2.2,2.2
71,15102,Chris Thompson,WAS,RB,17,DAL,7,19,2.7,0,0,0,0,0,0,0,1.9,1.9
71,15224,Andre Ellington,ARI,RB,17,SEA,2,2,1,0,2,1,7,0,0,0,1.9,1.9
73,14872,Mike Gillislee,BUF,RB,17,NYJ,24,28,1.2,0,1,0,0,0,1,1,1.8,1.8
73,16928,Michael Burton,DET,FB,17,CHI,0,0,0,0,1,1,8,0,0,0,1.8,1.8
75,14786,Patrick DiMarco,ATL,FB,17,NO,0,0,0,0,1,1,7,0,0,0,1.7,1.7
75,11969,Darrel Young,WAS,FB,17,DAL,0,0,0,0,1,1,7,0,0,0,1.7,1.7
77,16178,Bishop Sankey,TEN,RB,17,IND,4,16,4,0,0,0,0,0,0,0,1.6,1.6
77,5701,Fred Jackson,SEA,RB,17,ARI,0,0,0,0,1,1,6,0,0,0,1.6,1.6
79,14533,Robert Turbin,DAL,RB,17,WAS,2,6,3,0,1,1,-1,0,0,0,1.5,1.5
80,16867,Jeremy Langford,CHI,RB,17,DET,5,14,2.8,0,0,0,0,0,0,0,1.4,1.4
81,17101,Trey Williams,IND,RB,17,TEN,2,12,6,0,0,0,0,0,0,0,1.2,1.2
82,17089,Terron Ward,ATL,RB,17,NO,1,11,11,0,0,0,0,0,0,0,1.1,1.1
83,16427,Ka'Deem Carey,CHI,RB,17,DET,1,10,10,0,0,0,0,0,0,0,1,1
84,12285,Anthony Dixon,BUF,RB,17,NYJ,2,6,3,0,0,0,0,0,0,0,0.6,0.6
85,13735,Chris Polk,HOU,RB,17,JAX,3,4,1.3,0,1,0,0,0,0,0,0.4,0.4
85,14788,Dan Herron,IND,RB,17,TEN,2,4,2,0,1,0,0,0,0,0,0.4,0.4
87,16909,Jay Ajayi,MIA,RB,17,NE,7,2,0.3,0,0,0,0,0,0,0,0.2,0.2
88,733,Jerome Felton,BUF,FB,17,NYJ,0,0,0,0,0,0,0,0,0,0,0,0
88,14891,Tommy Bohanon,NYJ,FB,17,BUF,0,0,0,0,0,0,0,0,0,0,0,0
88,14538,Jorvorskie Lane,TB,FB,17,CAR,0,0,0,0,0,0,0,0,0,0,0,0
88,17061,Brandon Wegher,CAR,RB,17,TB,0,0,0,0,0,0,0,0,0,0,0,0
88,15191,Austin Johnson,NO,FB,17,ATL,0,0,0,0,0,0,0,0,0,0,0,0
88,15765,Toben Opurum,NO,FB,17,ATL,0,0,0,0,0,0,0,0,0,0,0,0
88,14917,Rex Burkhead,CIN,RB,17,BAL,0,0,0,0,2,0,0,0,0,0,0,0
88,11737,Cedric Peerman,CIN,RB,17,BAL,0,0,0,0,0,0,0,0,1,0,0,0
88,17016,Terrence Magee,BAL,RB,17,CIN,0,0,0,0,0,0,0,0,0,0,0,0
88,14620,Will Johnson,PIT,FB,17,CLE,0,0,0,0,0,0,0,0,0,0,0,0
88,14549,Joe Banyard,JAX,RB,17,HOU,0,0,0,0,0,0,0,0,1,0,0,0
88,16210,Jay Prosch,HOU,FB,17,JAX,0,0,0,0,0,0,0,0,0,0,0,0
88,16869,Jalston Fowler,TEN,RB,17,IND,0,0,0,0,1,0,0,0,0,0,0,0
88,13063,Taiwan Jones,OAK,RB,17,KC,0,0,0,0,0,0,0,0,0,0,0,0
88,15045,Knile Davis,KC,RB,17,OAK,0,0,0,0,0,0,0,0,0,0,0,0
88,13527,Tyler Clutts,DAL,FB,17,WAS,0,0,0,0,0,0,0,0,0,0,0,0
88,17360,Rod Smith,DAL,RB,17,WAS,0,0,0,0,0,0,0,0,0,0,0,0
88,16008,Orleans Darkwa,NYG,RB,17,PHI,0,0,0,0,0,0,0,0,0,0,0,0
88,16966,Aaron Ripkowski,GB,FB,17,MIN,0,0,0,0,0,0,0,0,0,0,0,0
88,13255,Matt Asiata,MIN,RB,17,GB,0,0,0,0,0,0,0,0,0,0,0,0
88,15555,Zach Line,MIN,FB,17,GB,0,0,0,0,0,0,0,0,0,0,0,0
88,16287,Juwan Thompson,DEN,RB,17,LAC,0,0,0,0,0,0,0,0,0,0,0,0
88,17120,Dreamius Smith,LAC,RB,17,DEN,0,0,0,0,0,0,0,0,0,0,0,0
88,15631,Derrick Coleman,SEA,FB,17,ARI,0,0,0,0,0,0,0,0,0,0,0,0
88,15010,Kerwynn Williams,ARI,RB,17,SEA,0,0,0,0,0,0,0,0,0,0,0,0
88,15230,Stepfan Taylor,ARI,RB,17,SEA,0,0,0,0,0,0,0,0,0,0,0,0
88,17254,Jarryd Hayne,SF,RB,17,LAR,0,0,0,0,0,0,0,0,0,0,0,0
88,15467,Kendall Gaskins,SF,FB,17,LAR,0,0,0,0,0,0,0,0,0,0,0,0
88,12787,Nick Bellore,SF,RB,17,LAR,0,0,0,0,0,0,0,0,0,0,0,0
88,15596,Chase Reynolds,LAR,RB,17,SF,0,0,0,0,0,0,0,0,0,0,0,0
118,15018,Denard Robinson,JAX,RB,17,HOU,5,9,1.8,0,1,0,0,0,1,1,-0.1,-0.1
119,13852,Bobby Rainey,TB,RB,17,CAR,0,0,0,0,0,0,0,0,1,1,-1,-1
119,17217,Raheem Mostert,CLE,RB,17,PIT,0,0,0,0,0,0,0,0,1,1,-1,-1
