Name,Opponent,PlayerID,Team,Week,att,def_rk,fum,h/a_1,points,rec,rec_td,rec_yds,ru_att,ru_td,ru_yds,ru_yds/att,salary,surface_0,tar,td,yds,yds/att,year
Patrick DiMarco,NYG,14786,ATL,2,,24,0,0.0,2.9,1,,,0.0,0.0,0.0,0.0,3000,0.0,1,0,19,,2015
Tommy Bohanon,IND,14891,NYJ,2,,18,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,0.0,0,0,0,,2015
Kyle Juszczyk,OAK,14901,BAL,2,,21,0,0.0,2.1,1,,,0.0,0.0,0.0,0.0,3000,1.0,1,0,11,,2015
Giovani Bernard,LAC,14916,CIN,2,,26,0,1.0,19.9,3,,,20.0,0.0,123.0,6.2,5600,0.0,3,0,16,,2015
Rex Burkhead,LAC,14917,CIN,2,,26,0,1.0,1.8,1,,,0.0,0.0,0.0,0.0,5000,0.0,2,0,8,,2015
Kerwynn Williams,CHI,15010,ARI,2,,22,0,0.0,0.3,0,,,1.0,0.0,3.0,3.0,3000,1.0,0,0,0,,2015
Denard Robinson,MIA,15018,JAX,2,,31,0,1.0,0.9,0,,,1.0,0.0,9.0,9.0,5600,1.0,0,0,0,,2015
CJ Anderson,KC,15020,DEN,2,,3,0,0.0,3.9,1,,,12.0,0.0,27.0,2.2,3000,1.0,1,0,2,,2015
Knile Davis,DEN,15045,KC,2,,14,0,1.0,6.9,0,,,3.0,1.0,9.0,3.0,3000,1.0,1,0,0,,2015
Latavius Murray,BAL,15071,OAK,2,,6,0,1.0,17.7,3,,,15.0,1.0,65.0,4.3,3000,1.0,3,0,22,,2015
Joseph Randle,PHI,15085,DAL,2,,28,0,0.0,7.5,1,,,18.0,0.0,51.0,2.8,3100,1.0,1,0,14,,2015
Chris Thompson,LAR,15102,WAS,2,,23,0,1.0,2.0,1,,,0.0,0.0,0.0,0.0,3000,1.0,1,0,10,,2015
Theo Riddick,MIN,15126,DET,2,,9,1,0.0,8.6,5,,,1.0,0.0,5.0,5.0,3000,0.0,6,0,41,,2015
Eddie Lacy,SEA,15138,GB,2,,1,0,1.0,0.9,0,,,3.0,0.0,9.0,3.0,3000,1.0,0,0,0,,2015
Austin Johnson,TB,15191,NO,2,,11,0,1.0,6.1,0,,,1.0,1.0,1.0,1.0,3000,0.0,1,0,0,,2015
Benjamin Cunningham,WAS,15207,LAR,2,,20,0,0.0,6.7,4,,,1.0,0.0,0.0,0.0,3000,1.0,6,0,27,,2015
Zac Stacy,IND,15221,NYJ,2,,18,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,0,0.0,0,0,0,,2015
Stepfan Taylor,CHI,15230,ARI,2,,22,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,1.0,0,0,0,,2015
Zach Line,DET,15555,MIN,2,,17,0,1.0,6.1,0,,,1.0,1.0,1.0,1.0,3100,0.0,0,0,0,,2015
Fozzy Whittaker,HOU,15616,CAR,2,,7,0,1.0,0.3,0,,,1.0,0.0,3.0,3.0,4500,1.0,0,0,0,,2015
Derrick Coleman,GB,15631,SEA,2,,13,0,0.0,1.0,1,,,0.0,0.0,0.0,0.0,3000,1.0,1,0,0,,2015
Khiry Robinson,TB,15645,NO,2,,11,0,1.0,6.7,1,,,5.0,0.0,48.0,9.6,3000,0.0,1,0,9,,2015
Orleans Darkwa,ATL,16008,NYG,2,,30,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,6700,0.0,0,0,0,,2015
Damien Williams,JAX,16031,MIA,2,,27,0,0.0,11.0,3,,,2.0,0.0,5.0,2.5,3000,1.0,4,1,15,,2015
Lorenzo Taliaferro,OAK,16099,BAL,2,,21,0,0.0,13.6,3,,,7.0,1.0,34.0,4.9,5800,1.0,3,0,12,,2015
Jeremy Hill,LAC,16112,CIN,2,,26,2,1.0,3.1,1,,,10.0,0.0,39.0,3.9,5600,0.0,1,0,2,,2015
Nikita Whitlock,ATL,16120,NYG,2,,30,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,0.0,0,0,0,,2015
Isaiah Crowell,TEN,16127,CLE,2,,4,0,1.0,13.2,0,,,15.0,1.0,72.0,4.8,3400,1.0,0,0,0,,2015
Terrance West,CLE,16142,TEN,2,,16,1,0.0,0.0,0,,,3.0,0.0,10.0,3.3,7200,1.0,0,0,0,,2015
Dri Archer,SF,16144,PIT,2,,32,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,1.0,0,0,0,,2015
Bishop Sankey,CLE,16178,TEN,2,,16,0,0.0,4.2,0,,,12.0,0.0,42.0,3.5,3000,1.0,2,0,0,,2015
Alfred Blue,CAR,16189,HOU,2,,19,0,0.0,2.0,1,,,5.0,0.0,6.0,1.2,3000,1.0,1,0,4,,2015
Jay Prosch,CAR,16210,HOU,2,,19,0,0.0,0.4,0,,,1.0,0.0,4.0,4.0,4400,1.0,0,0,0,,2015
Juwan Thompson,KC,16287,DEN,2,,3,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,1.0,0,0,0,,2015
Charcandrick West,DEN,16307,KC,2,,14,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,1.0,0,0,0,,2015
Branden Oliver,CIN,16345,LAC,2,,15,0,0.0,0.2,0,,,1.0,0.0,2.0,2.0,3000,0.0,0,0,0,,2015
Keith Smith,PHI,16378,DAL,2,,28,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,1.0,0,0,0,,2015
Andre Williams,ATL,16402,NYG,2,,30,0,1.0,4.3,0,,,6.0,0.0,43.0,7.2,3400,0.0,0,0,0,,2015
Jerick McKinnon,DET,16510,MIN,2,,17,0,1.0,0.6,0,,,3.0,0.0,6.0,2.0,3000,0.0,0,0,0,,2015
Devonta Freeman,NYG,16524,ATL,2,,24,0,0.0,15.9,4,,,12.0,1.0,25.0,2.1,3000,0.0,8,0,34,,2015
Roosevelt Nix,SF,16534,PIT,2,,32,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,1.0,0,0,0,,2015
Charles Sims,NO,16609,TB,2,,29,0,0.0,8.2,3,,,8.0,0.0,38.0,4.8,3000,0.0,3,0,14,,2015
Tre Mason,WAS,16626,LAR,2,,20,0,0.0,5.0,2,,,7.0,0.0,26.0,3.7,3000,1.0,5,0,4,,2015
Carlos Hyde,PIT,16668,SF,2,,2,0,0.0,10.1,4,,,13.0,0.0,43.0,3.3,3000,1.0,4,0,18,,2015
Melvin Gordon,CIN,16776,LAC,2,,15,0,0.0,10.8,1,,,16.0,0.0,88.0,5.5,3300,0.0,1,0,10,,2015
TJ Yeldon,MIA,16797,JAX,2,,31,0,1.0,11.3,3,,,25.0,0.0,70.0,2.8,3000,1.0,4,0,13,,2015
Ameer Abdullah,MIN,16815,DET,2,,9,0,0.0,2.8,1,,,6.0,0.0,9.0,1.5,7400,0.0,1,0,9,,2015
Tevin Coleman,NYG,16834,ATL,2,,24,0,0.0,9.2,0,,,9.0,1.0,32.0,3.6,3000,0.0,1,0,0,,2015
Duke Johnson,TEN,16838,CLE,2,,4,0,1.0,4.3,0,,,12.0,0.0,43.0,3.6,4400,1.0,0,0,0,,2015
David Johnson,CHI,16847,ARI,2,,22,0,0.0,17.5,1,,,5.0,1.0,42.0,8.4,3500,1.0,2,0,3,,2015
Ty Montgomery,SEA,16855,GB,2,,1,0,1.0,7.7,4,,,0.0,0.0,0.0,0.0,3000,1.0,4,0,37,,2015
Matt Jones,LAR,16856,WAS,2,,23,1,1.0,31.6,3,,,19.0,2.0,123.0,6.5,3000,1.0,3,0,23,,2015
Jeremy Langford,ARI,16867,CHI,2,,8,0,1.0,8.1,0,,,6.0,1.0,21.0,3.5,4500,1.0,0,0,0,,2015
Jalston Fowler,CLE,16869,TEN,2,,16,0,0.0,3.2,1,,,1.0,0.0,3.0,3.0,3700,1.0,1,0,19,,2015
Javorius Allen,OAK,16886,BAL,2,,21,0,0.0,1.7,1,,,1.0,0.0,5.0,5.0,3000,1.0,1,0,2,,2015
Mike Davis,PIT,16887,SF,2,,2,0,0.0,3.8,2,,,7.0,0.0,14.0,2.0,3000,1.0,4,0,4,,2015
Karlos Williams,NE,16915,BUF,2,,12,0,1.0,11.7,2,,,6.0,1.0,21.0,3.5,3000,0.0,3,0,16,,2015
Michael Burton,MIN,16928,DET,2,,9,0,0.0,0.2,0,,,1.0,0.0,2.0,2.0,3300,0.0,0,0,0,,2015
Malcolm Johnson,TEN,16955,CLE,2,,4,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,1.0,1,0,0,,2015
Josh Robinson,NYJ,16965,IND,2,,5,0,1.0,8.9,5,,,5.0,0.0,12.0,2.4,3000,0.0,5,0,27,,2015
Aaron Ripkowski,SEA,16966,GB,2,,1,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,3200,1.0,0,0,0,,2015
Marcus Murphy,TB,16989,NO,2,,11,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,4200,0.0,0,0,0,,2015
Zach Zenner,MIN,17023,DET,2,,9,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,3600,0.0,0,0,0,,2015
Tyler Varga,NYJ,17030,IND,2,,5,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,4700,0.0,0,0,0,,2015
Thomas Rawls,GB,17050,SEA,2,,13,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,5100,1.0,0,0,0,,2015
Terron Ward,NYG,17089,ATL,2,,24,0,0.0,1.9,1,,,0.0,0.0,0.0,0.0,0,0.0,1,0,9,,2015
Corey Grant,MIA,17197,JAX,2,,31,0,1.0,0.1,0,,,1.0,0.0,1.0,1.0,5000,1.0,0,0,0,,2015
Raheem Mostert,JAX,17217,MIA,2,,27,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,4800,1.0,0,0,0,,2015
Jarryd Hayne,PIT,17254,SF,2,,2,0,0.0,0.3,0,,,2.0,0.0,3.0,1.5,4500,1.0,0,0,0,,2015
Jerome Felton,MIA,733,BUF,3,,31,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,4500,1.0,0,0,0,,2015
John Kuhn,KC,1589,GB,3,,3,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,3400,1.0,0,0,0,,2015
Matt Forte,SEA,2699,CHI,3,,1,0,0.0,7.4,0,,,20.0,0.0,74.0,3.7,4200,0.0,3,0,0,,2015
Marcel Reece,CLE,3382,OAK,3,,16,0,0.0,6.6,1,,,1.0,0.0,1.0,1.0,3000,1.0,2,0,55,,2015
Mike Tolbert,NO,4738,CAR,3,,29,0,1.0,7.4,3,,,5.0,0.0,16.0,3.2,3500,1.0,3,0,28,,2015
Adrian Peterson,LAC,4807,MIN,3,,26,0,1.0,27.6,0,,,20.0,2.0,126.0,6.3,3000,0.0,0,0,0,,2015
Jonathan Stewart,NO,5451,CAR,3,,29,0,1.0,5.2,0,,,14.0,0.0,52.0,3.7,3000,1.0,1,0,0,,2015
Fred Jackson,CHI,5701,SEA,3,,22,0,1.0,4.2,2,,,2.0,0.0,13.0,6.5,3400,0.0,2,0,9,,2015
Frank Gore,TEN,5820,IND,3,,4,0,0.0,22.4,1,,,14.0,2.0,86.0,6.1,3200,1.0,2,0,8,,2015
Darren Sproles,NYJ,6198,PHI,3,,5,0,0.0,19.6,4,,,11.0,1.0,17.0,1.5,3300,0.0,6,0,19,,2015
Chris Johnson,SF,6828,ARI,3,,32,0,1.0,31.0,1,,,22.0,2.0,110.0,5.0,3000,1.0,2,0,40,,2015
DeAngelo Williams,LAR,7580,PIT,3,,23,0,0.0,0.2,0,,,1.0,0.0,2.0,2.0,3000,1.0,0,0,0,,2015
Jamaal Charles,GB,7969,KC,3,,13,0,0.0,31.2,5,,,11.0,3.0,49.0,4.5,3000,1.0,7,0,33,,2015
Darren McFadden,ATL,8066,DAL,3,,30,0,1.0,9.5,0,,,6.0,1.0,35.0,5.8,3000,0.0,0,0,0,,2015
Rashad Jennings,WAS,8649,NYG,3,,20,0,1.0,8.7,3,,,11.0,0.0,32.0,2.9,3000,0.0,3,0,25,,2015
Justin Forsett,CIN,9369,BAL,3,,15,0,1.0,6.9,4,,,10.0,0.0,13.0,1.3,3000,1.0,7,0,16,,2015
CJ Spiller,CAR,10949,NO,3,,19,0,0.0,4.6,2,,,1.0,0.0,4.0,4.0,3000,1.0,2,0,22,,2015
Dexter McCluster,IND,11220,TEN,3,,18,0,1.0,5.2,1,,,5.0,0.0,7.0,1.4,3000,1.0,2,0,35,,2015
Ryan Mathews,NYJ,11256,PHI,3,,5,1,0.0,22.8,2,,,24.0,0.0,108.0,4.5,3000,0.0,4,1,20,,2015
Toby Gerhart,NE,11413,JAX,3,,12,0,0.0,1.0,0,,,3.0,0.0,10.0,3.3,3000,0.0,0,0,0,,2015
Cedric Peerman,BAL,11737,CIN,3,,6,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,1.0,0,0,0,,2015
LeSean McCoy,MIA,11932,BUF,3,,31,0,0.0,9.6,1,,,11.0,0.0,16.0,1.5,3000,1.0,3,1,10,,2015
Darrel Young,NYG,11969,WAS,3,,24,0,0.0,0.2,0,,,1.0,0.0,2.0,2.0,3000,0.0,0,0,0,,2015
Anthony Dixon,MIA,12285,BUF,3,,31,0,0.0,-0.1,0,,,5.0,0.0,-1.0,-0.2,3000,1.0,0,0,0,,2015
LeGarrette Blount,JAX,12296,NE,3,,27,0,1.0,28.2,1,,,18.0,3.0,78.0,4.3,3000,0.0,1,0,14,,2015
Danny Woodhead,MIN,12317,LAC,3,,9,0,0.0,7.3,3,,,5.0,0.0,11.0,2.2,0,0.0,4,0,32,,2015
Joique Bell,DEN,12323,DET,3,,14,0,1.0,7.4,1,,,10.0,1.0,6.0,0.6,7300,0.0,1,0,-2,,2015
Marshawn Lynch,CHI,12386,SEA,3,,22,0,1.0,3.3,1,,,5.0,0.0,14.0,2.8,3200,0.0,1,0,9,,2015
James Starks,KC,12506,GB,3,,3,0,1.0,6.1,1,,,17.0,0.0,32.0,1.9,3800,1.0,1,0,19,,2015
Will Tukuafu,CHI,12649,SEA,3,,22,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,0.0,0,0,0,,2015
Dion Lewis,JAX,12708,NE,3,,27,0,1.0,17.7,5,,,8.0,1.0,37.0,4.6,7500,0.0,5,0,30,,2015
Shane Vereen,WAS,12780,NYG,3,,20,0,1.0,2.3,0,,,6.0,0.0,23.0,3.8,4900,0.0,3,0,0,,2015
Nick Bellore,ARI,12787,SF,3,,8,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,1.0,0,0,0,,2015
Bilal Powell,PHI,12800,NYJ,3,,28,0,1.0,14.5,7,,,10.0,0.0,31.0,3.1,4500,0.0,8,0,44,,2015
Taiwan Jones,CLE,13063,OAK,3,,16,0,0.0,1.6,0,,,2.0,0.0,16.0,8.0,3800,1.0,0,0,0,,2015
Jordan Todman,LAR,13102,PIT,3,,23,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,4000,1.0,0,0,0,,2015
Shaun Draughn,OAK,13158,CLE,3,,21,0,1.0,1.2,1,,,0.0,0.0,0.0,0.0,4400,1.0,1,0,2,,2015
Roy Helu,CLE,13163,OAK,3,,16,0,0.0,2.2,1,,,0.0,0.0,0.0,0.0,7400,1.0,1,0,12,,2015
Matt Asiata,LAC,13255,MIN,3,,26,0,1.0,3.5,2,,,2.0,0.0,10.0,5.0,4000,0.0,2,0,5,,2015
Jacquizz Rodgers,SEA,13299,CHI,3,,1,0,0.0,3.1,1,,,4.0,0.0,11.0,2.8,3000,0.0,1,0,10,,2015
Mark Ingram,CAR,13337,NO,3,,19,0,0.0,20.9,5,,,14.0,1.0,50.0,3.6,4700,1.0,5,0,49,,2015
Anthony Sherman,GB,13418,KC,3,,13,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,6000,1.0,0,0,0,,2015
Bruce Miller,ARI,13446,SF,3,,8,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,4800,1.0,0,0,0,,2015
Tyler Clutts,ATL,13527,DAL,3,,30,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,0.0,0,0,0,,2015
Richie Brockel,NO,13653,CAR,3,,29,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,3300,1.0,0,0,0,,2015
Chris Polk,TB,13735,HOU,3,,11,0,1.0,0.5,0,,,5.0,0.0,5.0,1.0,3000,0.0,0,0,0,,2015
Brandon Bolden,JAX,13741,NE,3,,27,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,0.0,0,0,0,,2015
Lamar Miller,BUF,13791,MIA,3,,10,0,1.0,9.5,3,,,7.0,0.0,38.0,5.4,7100,1.0,3,0,27,,2015
Marcus Thigpen,MIA,13800,BUF,3,,31,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,6100,1.0,0,0,0,,2015
Bobby Rainey,HOU,13852,TB,3,,7,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,0.0,0,0,0,,2015
Ronnie Hillman,DET,14046,DEN,3,,17,0,0.0,8.6,1,,,7.0,1.0,13.0,1.9,5000,0.0,1,0,3,,2015
Alfred Morris,NYG,14269,WAS,3,,24,0,0.0,1.9,0,,,6.0,0.0,19.0,3.2,0,0.0,0,0,0,,2015
Doug Martin,HOU,14385,TB,3,,7,0,0.0,4.6,0,,,14.0,0.0,46.0,3.3,4000,0.0,0,0,0,,2015
Jorvorskie Lane,HOU,14538,TB,3,,7,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,4400,0.0,0,0,0,,2015
Will Johnson,LAR,14620,PIT,3,,23,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,4200,1.0,0,0,0,,2015
Bernard Pierce,NE,14687,JAX,3,,12,0,0.0,2.4,2,,,1.0,0.0,1.0,1.0,7400,0.0,3,0,3,,2015
Jonathan Grimes,TB,14719,HOU,3,,11,0,1.0,7.8,4,,,6.0,0.0,19.0,3.2,3000,0.0,4,0,19,,2015
Lance Dunbar,ATL,14731,DAL,3,,30,0,1.0,23.5,10,,,1.0,0.0,5.0,5.0,3000,0.0,10,0,100,,2015
Patrick DiMarco,DAL,14786,ATL,3,,25,0,0.0,1.4,1,,,0.0,0.0,0.0,0.0,4200,0.0,1,0,4,,2015
Tommy Bohanon,PHI,14891,NYJ,3,,28,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,0,0.0,0,0,0,,2015
Kyle Juszczyk,CIN,14901,BAL,3,,15,0,1.0,3.1,2,,,0.0,0.0,0.0,0.0,4300,1.0,3,0,11,,2015
Giovani Bernard,BAL,14916,CIN,3,,6,0,0.0,11.3,3,,,13.0,0.0,49.0,3.8,3000,1.0,4,0,34,,2015
Rex Burkhead,BAL,14917,CIN,3,,6,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,1.0,0,0,0,,2015
Le'Veon Bell,LAR,14967,PIT,3,,23,0,0.0,26.2,7,,,19.0,1.0,62.0,3.3,3000,1.0,8,0,70,,2015
CJ Anderson,DET,15020,DEN,3,,17,0,0.0,3.7,1,,,8.0,0.0,18.0,2.2,6600,0.0,1,0,9,,2015
Knile Davis,GB,15045,KC,3,,13,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,1.0,0,0,0,,2015
Latavius Murray,CLE,15071,OAK,3,,16,0,0.0,24.9,1,,,26.0,1.0,139.0,5.3,3000,1.0,1,0,10,,2015
Joseph Randle,ATL,15085,DAL,3,,30,0,1.0,30.5,2,,,14.0,3.0,87.0,6.2,3000,0.0,2,0,18,,2015
Chris Thompson,NYG,15102,WAS,3,,24,0,0.0,22.6,8,,,2.0,0.0,29.0,14.5,3000,0.0,11,1,57,,2015
Theo Riddick,DEN,15126,DET,3,,14,0,1.0,14.6,8,,,0.0,0.0,0.0,0.0,5900,0.0,10,0,66,,2015
Eddie Lacy,KC,15138,GB,3,,3,0,1.0,11.7,3,,,10.0,0.0,46.0,4.6,3000,1.0,3,0,41,,2015
Kenjon Barner,NYJ,15185,PHI,3,,5,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,0.0,0,0,0,,2015
Austin Johnson,CAR,15191,NO,3,,19,0,0.0,0.4,0,,,2.0,0.0,4.0,2.0,3000,1.0,0,0,0,,2015
Benjamin Cunningham,PIT,15207,LAR,3,,2,0,0.0,5.0,2,,,1.0,0.0,12.0,12.0,2500,1.0,2,0,18,,2015
Zac Stacy,PHI,15221,NYJ,3,,28,0,1.0,2.1,2,,,2.0,0.0,3.0,1.5,0,0.0,2,0,-2,,2015
Stepfan Taylor,SF,15230,ARI,3,,32,0,1.0,0.6,0,,,4.0,0.0,6.0,1.5,3400,1.0,0,0,0,,2015
Zach Line,LAC,15555,MIN,3,,26,0,1.0,6.1,0,,,1.0,1.0,1.0,1.0,3000,0.0,0,0,0,,2015
Jonas Gray,BUF,15565,MIA,3,,10,0,1.0,4.9,0,,,9.0,0.0,49.0,5.4,5200,1.0,0,0,0,,2015
Fozzy Whittaker,NO,15616,CAR,3,,29,0,1.0,2.4,1,,,0.0,0.0,0.0,0.0,3000,1.0,1,0,14,,2015
Derrick Coleman,CHI,15631,SEA,3,,22,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,0.0,0,0,0,,2015
Khiry Robinson,CAR,15645,NO,3,,19,0,0.0,10.0,2,,,7.0,1.0,12.0,1.7,0,1.0,2,0,8,,2015
Orleans Darkwa,WAS,16008,NYG,3,,20,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,5300,0.0,0,0,0,,2015
Damien Williams,BUF,16031,MIA,3,,10,0,1.0,3.2,1,,,2.0,0.0,17.0,8.5,4700,1.0,3,0,5,,2015
James White,JAX,16056,NE,3,,27,0,1.0,7.4,4,,,2.0,0.0,8.0,4.0,3000,0.0,4,0,26,,2015
Lorenzo Taliaferro,CIN,16099,BAL,3,,15,0,1.0,1.6,1,,,3.0,0.0,0.0,0.0,5100,1.0,1,0,6,,2015
Jeremy Hill,BAL,16112,CIN,3,,6,0,0.0,2.1,0,,,12.0,0.0,21.0,1.8,3000,1.0,0,0,0,,2015
Nikita Whitlock,WAS,16120,NYG,3,,20,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,0,0.0,0,0,0,,2015
Isaiah Crowell,OAK,16127,CLE,3,,21,0,1.0,3.6,0,,,10.0,0.0,36.0,3.6,3000,1.0,0,0,0,,2015
Dri Archer,LAR,16144,PIT,3,,23,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,1.0,0,0,0,,2015
Antonio Andrews,IND,16163,TEN,3,,18,0,1.0,13.1,1,,,12.0,1.0,49.0,4.1,3000,1.0,2,0,12,,2015
Bishop Sankey,IND,16178,TEN,3,,18,0,1.0,6.1,2,,,5.0,0.0,10.0,2.0,3100,1.0,2,0,31,,2015
Alfred Blue,TB,16189,HOU,3,,11,0,1.0,22.9,0,,,31.0,1.0,139.0,4.5,3200,0.0,0,0,0,,2015
Jay Prosch,TB,16210,HOU,3,,11,0,1.0,2.4,0,,,3.0,0.0,24.0,8.0,3000,0.0,1,0,0,,2015
Juwan Thompson,DET,16287,DEN,3,,17,0,0.0,1.1,0,,,3.0,0.0,11.0,3.7,3000,0.0,0,0,0,,2015
Charcandrick West,GB,16307,KC,3,,13,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,0,1.0,1,0,0,,2015
Branden Oliver,MIN,16345,LAC,3,,9,0,0.0,2.6,0,,,8.0,0.0,26.0,3.2,3000,0.0,1,0,0,,2015
Keith Smith,ATL,16378,DAL,3,,30,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,0.0,0,0,0,,2015
Andre Williams,WAS,16402,NYG,3,,20,0,1.0,8.9,0,,,14.0,1.0,29.0,2.1,4700,0.0,0,0,0,,2015
Ka'Deem Carey,SEA,16427,CHI,3,,1,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,0.0,0,0,0,,2015
Jerick McKinnon,LAC,16510,MIN,3,,26,0,1.0,1.8,0,,,6.0,0.0,18.0,3.0,7500,0.0,1,0,0,,2015
Devonta Freeman,DAL,16524,ATL,3,,25,0,0.0,45.3,5,,,30.0,3.0,141.0,4.7,3000,0.0,5,0,52,,2015
Roosevelt Nix,LAR,16534,PIT,3,,23,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,1.0,0,0,0,,2015
Charles Sims,HOU,16609,TB,3,,7,0,0.0,13.2,2,,,6.0,0.0,11.0,1.8,6200,0.0,2,1,41,,2015
Tre Mason,PIT,16626,LAR,3,,2,0,0.0,4.1,1,,,9.0,0.0,16.0,1.8,3000,1.0,1,0,15,,2015
Carlos Hyde,ARI,16668,SF,3,,8,0,0.0,7.1,1,,,15.0,0.0,51.0,3.4,5800,1.0,1,0,10,,2015
Todd Gurley,PIT,16771,LAR,3,,2,0,0.0,2.4,1,,,6.0,0.0,9.0,1.5,5100,1.0,1,0,5,,2015
Melvin Gordon,MIN,16776,LAC,3,,9,0,0.0,5.1,0,,,14.0,0.0,51.0,3.6,3000,0.0,1,0,0,,2015
TJ Yeldon,NE,16797,JAX,3,,12,0,0.0,6.2,2,,,11.0,0.0,33.0,3.0,3100,0.0,3,0,9,,2015
Ameer Abdullah,DEN,16815,DET,3,,14,0,1.0,12.2,2,,,8.0,0.0,23.0,2.9,7200,0.0,5,1,19,,2015
Duke Johnson,OAK,16838,CLE,3,,21,0,1.0,9.5,6,,,4.0,0.0,3.0,0.8,3000,1.0,7,0,32,,2015
David Johnson,SF,16847,ARI,3,,32,0,1.0,7.1,3,,,7.0,0.0,25.0,3.6,3000,1.0,3,0,16,,2015
Ty Montgomery,KC,16855,GB,3,,3,0,1.0,9.4,2,,,0.0,0.0,0.0,0.0,3000,1.0,2,1,14,,2015
Matt Jones,NYG,16856,WAS,3,,24,1,0.0,2.8,0,,,11.0,0.0,38.0,3.5,4000,0.0,0,0,0,,2015
Jeremy Langford,SEA,16867,CHI,3,,1,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,0.0,0,0,0,,2015
Jalston Fowler,IND,16869,TEN,3,,18,0,1.0,6.9,0,,,4.0,1.0,9.0,2.2,3000,1.0,0,0,0,,2015
Javorius Allen,CIN,16886,BAL,3,,15,0,1.0,1.2,0,,,3.0,0.0,12.0,4.0,3000,1.0,0,0,0,,2015
Mike Davis,ARI,16887,SF,3,,8,0,0.0,2.1,1,,,7.0,0.0,6.0,0.9,3000,1.0,3,0,5,,2015
Karlos Williams,MIA,16915,BUF,3,,31,0,0.0,20.0,0,,,12.0,1.0,110.0,9.2,0,1.0,0,0,0,,2015
Michael Burton,DEN,16928,DET,3,,14,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,0.0,0,0,0,,2015
Cameron Artis-Payne,NO,16934,CAR,3,,29,0,1.0,0.6,0,,,3.0,0.0,6.0,2.0,3000,1.0,0,0,0,,2015
Malcolm Johnson,OAK,16955,CLE,3,,21,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,1.0,0,0,0,,2015
Josh Robinson,TEN,16965,IND,3,,4,0,0.0,0.8,0,,,2.0,0.0,8.0,4.0,3000,1.0,0,0,0,,2015
Aaron Ripkowski,KC,16966,GB,3,,3,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,1.0,0,0,0,,2015
Marcus Murphy,CAR,16989,NO,3,,19,0,0.0,6.0,0,,,0.0,0.0,0.0,0.0,3000,1.0,0,0,0,,2015
Zach Zenner,DEN,17023,DET,3,,14,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,3300,0.0,0,0,0,,2015
Tyler Varga,TEN,17030,IND,3,,4,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,1.0,1,0,0,,2015
