Name,Opponent,PlayerID,Team,Week,att,def_rk,fum,h/a_1,points,rec,rec_td,rec_yds,ru_att,ru_td,ru_yds,ru_yds/att,salary,surface_0,tar,td,yds,yds/att,year
Tevin Coleman,LAR,16834,ATL,14,,16,0,0.0,19.5,2,,,8.0,1.0,36.0,4.5,5800,1.0,3,1,19,,2016
Duke Johnson,CIN,16838,CLE,14,,21,0,1.0,5.5,1,,,4.0,0.0,24.0,6.0,3000,1.0,2,0,21,,2016
David Johnson,MIA,16847,ARI,14,,20,1,0.0,18.1,5,,,20.0,0.0,80.0,4.0,3300,1.0,8,0,41,,2016
Ty Montgomery,SEA,16855,GB,14,,4,0,1.0,17.6,3,,,9.0,1.0,41.0,4.6,4700,1.0,4,0,45,,2016
Jeremy Langford,DET,16867,CHI,14,,9,0,0.0,1.5,1,,,3.0,0.0,4.0,1.3,3000,0.0,1,0,1,,2016
Jalston Fowler,DEN,16869,TEN,14,,18,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,5400,1.0,1,0,0,,2016
Jay Ajayi,ARI,16909,MIA,14,,1,0,1.0,7.3,1,,,20.0,0.0,48.0,2.4,3400,1.0,3,0,15,,2016
Michael Burton,CHI,16928,DET,14,,5,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,0,0.0,0,0,0,,2016
Aaron Ripkowski,SEA,16966,GB,14,,4,0,1.0,0.2,0,,,3.0,0.0,2.0,0.7,0,1.0,1,0,0,,2016
Zach Zenner,CHI,17023,DET,14,,5,0,1.0,6.5,2,,,7.0,0.0,36.0,5.1,3000,0.0,2,0,9,,2016
Thomas Rawls,GB,17050,SEA,14,,10,0,0.0,8.4,1,,,12.0,0.0,67.0,5.6,3000,1.0,2,0,7,,2016
Malcolm Brown,ATL,17053,LAR,14,,29,1,1.0,0.4,0,,,4.0,0.0,14.0,3.5,3000,1.0,0,0,0,,2016
Terron Ward,LAR,17089,ATL,14,,16,0,0.0,2.4,0,,,10.0,0.0,24.0,2.4,3000,1.0,0,0,0,,2016
Mack Brown,PHI,17102,WAS,14,,12,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,4100,1.0,0,0,0,,2016
Corey Grant,MIN,17197,JAX,14,,8,0,1.0,1.3,0,,,4.0,0.0,13.0,3.2,3000,1.0,1,0,0,,2016
Akeem Hunt,IND,17199,HOU,14,,25,0,0.0,1.9,0,,,1.0,0.0,19.0,19.0,4600,0.0,0,0,0,,2016
Paul Lasike,DET,17303,CHI,14,,9,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,0.0,0,0,0,,2016
Ezekiel Elliott,NYG,17923,DAL,14,,6,0,0.0,13.7,0,,,24.0,0.0,107.0,4.5,8800,0.0,2,0,0,,2016
Derrick Henry,DEN,17959,TEN,14,,18,0,1.0,5.7,1,,,12.0,0.0,42.0,3.5,3000,1.0,1,0,5,,2016
Kenneth Dixon,NE,17969,BAL,14,,7,0,0.0,22.1,8,,,11.0,0.0,39.0,3.5,3000,0.0,11,1,42,,2016
Devontae Booker,TEN,17970,DEN,14,,2,0,0.0,3.1,2,,,3.0,0.0,1.0,0.3,3500,1.0,2,0,10,,2016
Paul Perkins,DAL,17972,NYG,14,,3,0,1.0,5.5,1,,,15.0,0.0,45.0,3.0,5500,0.0,1,0,0,,2016
Kenyan Drake,ARI,18003,MIA,14,,1,0,1.0,2.1,1,,,1.0,0.0,8.0,8.0,3600,1.0,1,0,3,,2016
Deandre Washington,KC,18061,OAK,14,,17,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,5100,1.0,0,0,0,,2016
Jordan Howard,DET,18067,CHI,14,,9,0,0.0,13.0,2,,,13.0,0.0,86.0,6.6,0,0.0,5,0,24,,2016
Wendell Smallwood,WAS,18070,PHI,14,,26,0,1.0,0.3,0,,,3.0,0.0,3.0,1.0,3000,1.0,0,0,0,,2016
Alex Collins,GB,18088,SEA,14,,10,1,0.0,7.6,3,,,7.0,0.0,23.0,3.3,3100,1.0,3,0,33,,2016
Dan Vitale,CIN,18114,CLE,14,,21,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,4000,1.0,1,0,0,,2016
Derek Watt,CAR,18115,LAC,14,,15,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,3500,1.0,0,0,0,,2016
Dwayne Washington,CHI,18152,DET,14,,5,0,1.0,8.4,1,,,16.0,0.0,64.0,4.0,3000,0.0,2,0,10,,2016
Daniel Lasco,TB,18153,NO,14,,22,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,5100,1.0,0,0,0,,2016
Josh Ferguson,HOU,18217,IND,14,,11,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,6000,0.0,0,0,0,,2016
Kenneth Farrow,CAR,18299,LAC,14,,15,0,0.0,13.8,6,,,16.0,0.0,55.0,3.4,0,1.0,6,0,23,,2016
Brandon Wilds,SF,18349,NYJ,14,,32,0,0.0,0.4,0,,,2.0,0.0,4.0,2.0,3000,1.0,0,0,0,,2016
Peyton Barber,NO,18375,TB,14,,30,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,1.0,0,0,0,,2016
Alan Cross,NO,18376,TB,14,,30,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,3200,1.0,0,0,0,,2016
Rob Kelley,PHI,18451,WAS,14,,12,0,0.0,16.8,2,,,16.0,1.0,63.0,3.9,3000,1.0,2,0,25,,2016
Joe Kerridge,SEA,18452,GB,14,,4,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,3900,1.0,0,0,0,,2016
Jalen Richard,KC,18690,OAK,14,,17,0,0.0,2.9,0,,,6.0,0.0,29.0,4.8,4800,1.0,4,0,0,,2016
Troymaine Pope,GB,18764,SEA,14,,10,0,0.0,1.2,0,,,1.0,0.0,12.0,12.0,3000,1.0,1,0,0,,2016
Jerome Felton,CLE,733,BUF,15,,31,0,1.0,2.2,1,,,0.0,0.0,0.0,0.0,4400,0.0,1,0,12,,2016
John Kuhn,ARI,1589,NO,15,,1,0,0.0,2.2,2,,,1.0,0.0,1.0,1.0,3900,1.0,2,0,1,,2016
Tim Hightower,ARI,2262,NO,15,,1,0,0.0,19.8,3,,,11.0,2.0,37.0,3.4,4400,1.0,3,0,11,,2016
Matt Forte,MIA,2699,NYJ,15,,20,0,1.0,3.8,1,,,4.0,0.0,21.0,5.2,3000,0.0,1,0,7,,2016
Marcel Reece,LAR,3382,SEA,15,,16,0,1.0,1.9,1,,,1.0,0.0,0.0,0.0,3000,0.0,1,0,9,,2016
Mike Tolbert,WAS,4738,CAR,15,,26,0,0.0,13.1,3,,,2.0,0.0,13.0,6.5,4300,1.0,3,1,28,,2016
Adrian Peterson,IND,4807,MIN,15,,25,1,1.0,2.3,1,,,6.0,0.0,22.0,3.7,3000,0.0,1,0,1,,2016
Jonathan Stewart,WAS,5451,CAR,15,,26,0,0.0,18.0,1,,,25.0,0.0,132.0,5.3,5000,1.0,2,0,8,,2016
Frank Gore,MIN,5820,IND,15,,8,0,0.0,18.5,4,,,26.0,0.0,101.0,3.9,3000,0.0,4,0,14,,2016
Darren McFadden,TB,8066,DAL,15,,22,0,1.0,1.8,1,,,3.0,0.0,10.0,3.3,3900,0.0,1,0,-2,,2016
Rashad Jennings,DET,8649,NYG,15,,9,0,1.0,3.8,0,,,18.0,0.0,38.0,2.1,3500,0.0,0,0,0,,2016
Justin Forsett,NE,9369,DEN,15,,7,0,1.0,9.3,4,,,10.0,0.0,37.0,3.7,3000,1.0,5,0,16,,2016
Ryan Mathews,BAL,11256,PHI,15,,13,0,0.0,25.3,1,,,20.0,1.0,128.0,6.4,0,1.0,1,0,5,,2016
Cedric Peerman,PIT,11737,CIN,15,,27,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,0,0.0,0,0,0,,2016
LeSean McCoy,CLE,11932,BUF,15,,31,0,1.0,34.9,3,,,19.0,2.0,153.0,8.1,0,0.0,3,0,16,,2016
Chris Ivory,HOU,12239,JAX,15,,11,0,0.0,4.4,0,,,10.0,0.0,44.0,4.4,4900,0.0,1,0,0,,2016
LeGarrette Blount,DEN,12296,NE,15,,18,0,0.0,9.1,0,,,17.0,1.0,31.0,1.8,3000,1.0,0,0,0,,2016
Joique Bell,NYG,12323,DET,15,,6,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,0,0.0,0,0,0,,2016
Dion Lewis,DEN,12708,NE,15,,18,0,0.0,12.4,2,,,18.0,0.0,95.0,5.3,5000,1.0,3,0,9,,2016
Shane Vereen,DET,12780,NYG,15,,9,0,1.0,4.0,2,,,2.0,0.0,11.0,5.5,3500,0.0,4,0,9,,2016
Nick Bellore,ATL,12787,SF,15,,29,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,0,0.0,0,0,0,,2016
Bilal Powell,MIA,12800,NYJ,15,,20,0,1.0,27.2,11,,,16.0,0.0,84.0,5.2,3800,0.0,12,0,78,,2016
DuJuan Harris,ATL,12985,SF,15,,29,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,7900,0.0,0,0,0,,2016
Taiwan Jones,LAC,13063,OAK,15,,28,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,5100,1.0,0,0,0,,2016
Jordan Todman,MIN,13102,IND,15,,8,0,0.0,1.9,0,,,4.0,0.0,19.0,4.8,3500,0.0,0,0,0,,2016
DeMarco Murray,KC,13124,TEN,15,,17,0,0.0,19.1,5,,,18.0,0.0,89.0,4.9,4000,1.0,6,0,52,,2016
Shaun Draughn,ATL,13158,SF,15,,29,0,0.0,1.5,0,,,4.0,0.0,15.0,3.8,3000,0.0,0,0,0,,2016
Matt Asiata,IND,13255,MIN,15,,25,0,1.0,3.0,1,,,0.0,0.0,0.0,0.0,3000,0.0,1,0,20,,2016
Mark Ingram,ARI,13337,NO,15,,1,0,0.0,11.2,2,,,17.0,0.0,78.0,4.6,3100,1.0,4,0,14,,2016
Anthony Sherman,TEN,13418,KC,15,,2,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,0,1.0,1,0,0,,2016
Brandon Bolden,DEN,13741,NE,15,,18,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,6800,1.0,0,0,0,,2016
Lamar Miller,JAX,13791,HOU,15,,14,0,1.0,16.9,2,,,22.0,1.0,63.0,2.9,3000,0.0,2,0,26,,2016
Bobby Rainey,DET,13852,NYG,15,,9,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,4200,0.0,0,0,0,,2016
Ronnie Hillman,OAK,14046,LAC,15,,23,0,0.0,3.4,0,,,7.0,0.0,34.0,4.9,0,1.0,0,0,0,,2016
Travaris Cadet,ARI,14352,NO,15,,1,0,0.0,15.6,5,,,1.0,0.0,16.0,16.0,3000,1.0,5,1,30,,2016
Doug Martin,DAL,14385,TB,15,,3,0,0.0,4.2,0,,,16.0,0.0,42.0,2.6,3000,0.0,0,0,0,,2016
Robert Turbin,MIN,14533,IND,15,,8,0,0.0,19.4,2,,,7.0,2.0,32.0,4.6,0,0.0,2,0,22,,2016
Jonathan Grimes,JAX,14719,HOU,15,,14,0,1.0,3.5,2,,,1.0,0.0,3.0,3.0,3000,0.0,3,0,12,,2016
Lance Dunbar,TB,14731,DAL,15,,22,0,1.0,4.0,2,,,0.0,0.0,0.0,0.0,0,0.0,2,0,20,,2016
James Develin,DEN,14783,NE,15,,18,0,0.0,2.3,1,,,0.0,0.0,0.0,0.0,4300,1.0,1,0,13,,2016
Patrick DiMarco,SF,14786,ATL,15,,32,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,0.0,0,0,0,,2016
Jamize Olawale,LAC,14789,OAK,15,,28,0,0.0,2.2,1,,,0.0,0.0,0.0,0.0,3000,1.0,1,0,12,,2016
Mike Gillislee,CLE,14872,BUF,15,,31,0,1.0,9.7,0,,,9.0,1.0,37.0,4.1,3500,0.0,0,0,0,,2016
Kyle Juszczyk,PHI,14901,BAL,15,,12,0,1.0,4.5,3,,,0.0,0.0,0.0,0.0,0,1.0,4,0,15,,2016
Rex Burkhead,PIT,14917,CIN,15,,27,0,1.0,7.0,2,,,7.0,0.0,32.0,4.6,3000,0.0,3,0,18,,2016
Le'Veon Bell,CIN,14967,PIT,15,,21,0,0.0,18.1,5,,,23.0,0.0,93.0,4.0,0,0.0,8,0,38,,2016
Kerwynn Williams,NO,15010,ARI,15,,30,0,1.0,12.3,0,,,3.0,1.0,63.0,21.0,8000,1.0,0,0,0,,2016
Latavius Murray,LAC,15071,OAK,15,,28,1,0.0,9.2,1,,,13.0,0.0,81.0,6.2,5300,1.0,1,0,11,,2016
Chris Thompson,CAR,15102,WAS,15,,15,0,1.0,8.6,5,,,2.0,0.0,10.0,5.0,4200,1.0,7,0,26,,2016
Kenjon Barner,BAL,15185,PHI,15,,13,0,0.0,5.1,2,,,3.0,0.0,6.0,2.0,3900,1.0,5,0,25,,2016
Andre Ellington,NO,15224,ARI,15,,30,0,1.0,1.9,1,,,0.0,0.0,0.0,0.0,3900,1.0,1,0,9,,2016
Stepfan Taylor,NO,15230,ARI,15,,30,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,1.0,0,0,0,,2016
Christine Michael,CHI,15256,GB,15,,5,0,0.0,10.5,0,,,4.0,1.0,45.0,11.2,3000,1.0,0,0,0,,2016
Spencer Ware,TEN,15261,KC,15,,2,0,1.0,12.5,3,,,18.0,0.0,70.0,3.9,3900,1.0,3,0,25,,2016
Zach Line,IND,15555,MIN,15,,25,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,5800,0.0,0,0,0,,2016
Chase Reynolds,SEA,15596,LAR,15,,4,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,3700,0.0,0,0,0,,2016
Fozzy Whittaker,WAS,15616,CAR,15,,26,0,0.0,3.8,1,,,3.0,0.0,3.0,1.0,3000,1.0,1,0,25,,2016
Damien Williams,NYJ,16031,MIA,15,,19,0,0.0,0.0,0,,,3.0,0.0,0.0,0.0,3000,0.0,0,0,0,,2016
James White,DEN,16056,NE,15,,18,0,0.0,6.5,3,,,3.0,0.0,11.0,3.7,2500,1.0,8,0,24,,2016
Jeremy Hill,PIT,16112,CIN,15,,27,0,1.0,12.1,1,,,20.0,1.0,43.0,2.2,0,0.0,1,0,8,,2016
Isaiah Crowell,BUF,16127,CLE,15,,24,0,0.0,2.8,0,,,8.0,0.0,28.0,3.5,3000,0.0,2,0,0,,2016
Terrance West,PHI,16142,BAL,15,,12,0,1.0,16.2,4,,,13.0,0.0,77.0,5.9,3500,1.0,4,0,45,,2016
Antonio Andrews,KC,16163,TEN,15,,17,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,1.0,0,0,0,,2016
Alfred Blue,JAX,16189,HOU,15,,14,0,1.0,1.5,1,,,1.0,0.0,1.0,1.0,0,0.0,1,0,4,,2016
Jay Prosch,JAX,16210,HOU,15,,14,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,0.0,0,0,0,,2016
Juwan Thompson,NE,16287,DEN,15,,7,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,0,1.0,0,0,0,,2016
Charcandrick West,TEN,16307,KC,15,,2,0,1.0,0.5,0,,,4.0,0.0,5.0,1.2,3900,1.0,0,0,0,,2016
George Atkinson,BUF,16309,CLE,15,,24,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,4400,0.0,0,0,0,,2016
Keith Smith,TB,16378,DAL,15,,22,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,0.0,0,0,0,,2016
Ka'Deem Carey,GB,16427,CHI,15,,10,0,1.0,0.1,0,,,1.0,0.0,1.0,1.0,3000,1.0,0,0,0,,2016
Jerick McKinnon,IND,16510,MIN,15,,25,0,1.0,16.1,9,,,3.0,0.0,12.0,4.0,0,0.0,9,0,59,,2016
Devonta Freeman,SF,16524,ATL,15,,32,1,1.0,37.5,2,,,20.0,3.0,139.0,7.0,0,0.0,2,0,16,,2016
Roosevelt Nix,CIN,16534,PIT,15,,21,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,3300,0.0,0,0,0,,2016
Charles Sims,DAL,16609,TB,15,,3,0,0.0,4.9,3,,,3.0,0.0,4.0,1.3,3000,0.0,5,0,15,,2016
Carlos Hyde,ATL,16668,SF,15,,29,1,0.0,7.7,1,,,13.0,0.0,71.0,5.5,3000,0.0,3,0,6,,2016
Fitzgerald Toussaint,CIN,16699,PIT,15,,21,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,5400,0.0,0,0,0,,2016
Todd Gurley,SEA,16771,LAR,15,,4,0,0.0,4.6,1,,,14.0,0.0,38.0,2.7,5500,0.0,4,0,-2,,2016
TJ Yeldon,HOU,16797,JAX,15,,11,0,0.0,11.2,5,,,8.0,0.0,28.0,3.5,3400,0.0,7,0,34,,2016
Tevin Coleman,SF,16834,ATL,15,,32,0,1.0,8.6,2,,,14.0,0.0,58.0,4.1,3000,0.0,2,0,8,,2016
Duke Johnson,BUF,16838,CLE,15,,24,0,0.0,14.3,5,,,5.0,0.0,31.0,6.2,0,0.0,7,0,62,,2016
David Johnson,NO,16847,ARI,15,,30,0,1.0,26.8,4,,,12.0,2.0,53.0,4.4,5000,1.0,5,0,55,,2016
Ty Montgomery,CHI,16855,GB,15,,5,0,0.0,33.3,2,,,16.0,2.0,162.0,10.1,5200,1.0,3,0,1,,2016
Jeremy Langford,GB,16867,CHI,15,,10,0,1.0,3.2,1,,,1.0,0.0,4.0,4.0,4500,1.0,1,0,18,,2016
Jalston Fowler,KC,16869,TEN,15,,17,0,0.0,0.3,0,,,1.0,0.0,3.0,3.0,0,1.0,0,0,0,,2016
Jay Ajayi,NYJ,16909,MIA,15,,19,0,0.0,5.1,0,,,19.0,0.0,51.0,2.7,5900,0.0,0,0,0,,2016
Michael Burton,NYG,16928,DET,15,,6,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,0,0.0,0,0,0,,2016
Aaron Ripkowski,CHI,16966,GB,15,,5,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,1.0,0,0,0,,2016
Zach Zenner,NYG,17023,DET,15,,6,1,0.0,9.4,4,,,3.0,0.0,12.0,4.0,5600,0.0,5,0,52,,2016
Thomas Rawls,LAR,17050,SEA,15,,16,0,1.0,5.9,2,,,21.0,0.0,34.0,1.6,3000,0.0,2,0,5,,2016
Malcolm Brown,SEA,17053,LAR,15,,4,0,0.0,1.8,1,,,1.0,0.0,-4.0,-4.0,3000,0.0,1,0,12,,2016
Bronson Hill,HOU,17067,JAX,15,,11,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,0,0.0,0,0,0,,2016
Terron Ward,SF,17089,ATL,15,,32,0,1.0,5.2,0,,,6.0,0.0,52.0,8.7,4200,0.0,0,0,0,,2016
Mack Brown,CAR,17102,WAS,15,,15,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,0,1.0,0,0,0,,2016
Corey Grant,HOU,17197,JAX,15,,11,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,0,0.0,0,0,0,,2016
Akeem Hunt,JAX,17199,HOU,15,,14,0,1.0,1.5,0,,,3.0,0.0,15.0,5.0,0,0.0,0,0,0,,2016
Paul Lasike,GB,17303,CHI,15,,10,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,7300,1.0,0,0,0,,2016
Ezekiel Elliott,TB,17923,DAL,15,,22,0,1.0,30.8,3,,,23.0,1.0,159.0,6.9,4200,0.0,3,0,29,,2016
Derrick Henry,KC,17959,TEN,15,,17,0,0.0,17.8,0,,,9.0,2.0,58.0,6.4,5900,1.0,0,0,0,,2016
Kenneth Dixon,PHI,17969,BAL,15,,12,0,1.0,9.6,0,,,9.0,1.0,36.0,4.0,0,1.0,1,0,0,,2016
Devontae Booker,NE,17970,DEN,15,,7,0,1.0,5.3,2,,,6.0,0.0,17.0,2.8,4400,1.0,4,0,16,,2016
Paul Perkins,DET,17972,NYG,15,,9,0,1.0,5.6,0,,,11.0,0.0,56.0,5.1,4000,0.0,1,0,0,,2016
Kenyan Drake,NYJ,18003,MIA,15,,19,0,0.0,1.6,0,,,5.0,0.0,16.0,3.2,3000,0.0,0,0,0,,2016
Deandre Washington,LAC,18061,OAK,15,,28,0,0.0,4.4,1,,,5.0,0.0,23.0,4.6,4000,1.0,3,0,11,,2016
Jordan Howard,GB,18067,CHI,15,,10,0,1.0,21.3,4,,,17.0,1.0,90.0,5.3,4600,1.0,4,0,23,,2016
Jonathan Williams,CLE,18073,BUF,15,,31,0,1.0,1.0,0,,,3.0,0.0,10.0,3.3,4000,0.0,0,0,0,,2016
Dan Vitale,BUF,18114,CLE,15,,24,0,0.0,2.7,1,,,0.0,0.0,0.0,0.0,3000,0.0,1,0,17,,2016
Derek Watt,OAK,18115,LAC,15,,23,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,1.0,0,0,0,,2016
Dwayne Washington,NYG,18152,DET,15,,6,0,0.0,6.0,2,,,14.0,0.0,31.0,2.2,7700,0.0,4,0,9,,2016
Josh Ferguson,MIN,18217,IND,15,,8,0,0.0,0.1,0,,,2.0,0.0,1.0,0.5,3200,0.0,0,0,0,,2016
Byron Marshall,BAL,18256,PHI,15,,13,0,0.0,4.8,2,,,9.0,0.0,22.0,2.4,3400,1.0,3,0,6,,2016
Kenneth Farrow,OAK,18299,LAC,15,,23,1,0.0,6.3,2,,,15.0,0.0,39.0,2.6,4500,1.0,3,0,14,,2016
Brandon Wilds,MIA,18349,NYJ,15,,20,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,5000,0.0,0,0,0,,2016
Peyton Barber,DAL,18375,TB,15,,3,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,0.0,0,0,0,,2016
Alan Cross,DAL,18376,TB,15,,3,0,0.0,1.7,1,,,0.0,0.0,0.0,0.0,3000,0.0,1,0,7,,2016
Rob Kelley,CAR,18451,WAS,15,,15,0,1.0,15.5,4,,,9.0,1.0,8.0,0.9,5800,1.0,4,0,47,,2016
Joe Kerridge,CHI,18452,GB,15,,5,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,1.0,0,0,0,,2016
Jalen Richard,LAC,18690,OAK,15,,28,0,0.0,8.9,4,,,6.0,0.0,36.0,6.0,3000,1.0,5,0,13,,2016
Jerome Felton,MIA,733,BUF,16,,20,0,1.0,3.5,2,,,1.0,0.0,1.0,1.0,5100,0.0,2,0,14,,2016
John Kuhn,TB,1589,NO,16,,22,0,1.0,2.0,1,,,1.0,0.0,3.0,3.0,3000,0.0,1,0,7,,2016
Tim Hightower,TB,2262,NO,16,,22,0,1.0,5.0,1,,,8.0,0.0,29.0,3.6,4900,0.0,1,0,11,,2016
Marcel Reece,ARI,3382,SEA,16,,1,0,1.0,2.0,0,,,0.0,0.0,0.0,0.0,3300,0.0,0,0,0,,2016
Reggie Bush,MIA,4640,BUF,16,,20,0,1.0,-0.8,0,,,1.0,0.0,-8.0,-8.0,0,0.0,0,0,0,,2016
Mike Tolbert,ATL,4738,CAR,16,,29,0,1.0,0.3,0,,,1.0,0.0,3.0,3.0,3000,1.0,0,0,0,,2016
Jonathan Stewart,ATL,5451,CAR,16,,29,0,1.0,6.2,1,,,11.0,0.0,50.0,4.5,3000,1.0,2,0,2,,2016
Frank Gore,OAK,5820,IND,16,,23,1,0.0,8.5,1,,,13.0,0.0,73.0,5.6,3000,1.0,2,0,12,,2016
Darren Sproles,NYG,6198,PHI,16,,6,0,1.0,14.3,2,,,7.0,1.0,40.0,5.7,3000,1.0,2,0,23,,2016
DeAngelo Williams,BAL,7580,PIT,16,,13,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,1.0,0,0,0,,2016
Darren McFadden,DET,8066,DAL,16,,9,0,1.0,4.9,0,,,14.0,0.0,49.0,3.5,3000,0.0,1,0,0,,2016
Rashad Jennings,PHI,8649,NYG,16,,12,0,0.0,9.1,4,,,9.0,0.0,44.0,4.9,4600,1.0,5,0,7,,2016
Justin Forsett,KC,9369,DEN,16,,17,0,0.0,7.1,0,,,5.0,1.0,11.0,2.2,3000,1.0,1,0,0,,2016
Ryan Mathews,NYG,11256,PHI,16,,6,0,1.0,7.2,1,,,18.0,0.0,46.0,2.6,4100,1.0,1,0,16,,2016
Cedric Peerman,HOU,11737,CIN,16,,11,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,0.0,0,0,0,,2016
LeSean McCoy,MIA,11932,BUF,16,,20,0,1.0,28.5,5,,,24.0,1.0,128.0,5.3,9000,0.0,6,0,17,,2016
Chris Ivory,TEN,12239,JAX,16,,2,1,1.0,20.4,4,,,14.0,1.0,45.0,3.2,3000,1.0,6,0,69,,2016
LeGarrette Blount,NYJ,12296,NE,16,,19,0,1.0,17.0,0,,,20.0,2.0,50.0,2.5,3000,0.0,0,0,0,,2016
Dion Lewis,NYJ,12708,NE,16,,19,0,1.0,6.7,1,,,16.0,0.0,52.0,3.2,0,0.0,1,0,5,,2016
Bilal Powell,NE,12800,NYJ,16,,7,0,0.0,9.4,2,,,15.0,0.0,60.0,4.0,3000,0.0,3,0,14,,2016
DuJuan Harris,LAR,12985,SF,16,,16,0,0.0,2.4,1,,,0.0,0.0,0.0,0.0,5500,1.0,1,0,14,,2016
Taiwan Jones,IND,13063,OAK,16,,25,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,3600,1.0,0,0,0,,2016
Jordan Todman,OAK,13102,IND,16,,23,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,5400,1.0,0,0,0,,2016
DeMarco Murray,JAX,13124,TEN,16,,14,0,0.0,8.0,2,,,14.0,0.0,42.0,3.0,0,1.0,4,0,18,,2016
Shaun Draughn,LAR,13158,SF,16,,16,0,0.0,12.5,6,,,10.0,0.0,17.0,1.7,3600,1.0,7,0,48,,2016
Matt Asiata,GB,13255,MIN,16,,10,0,0.0,9.4,3,,,6.0,0.0,34.0,5.7,3000,1.0,4,0,30,,2016
Jacquizz Rodgers,NO,13299,TB,16,,30,0,0.0,15.8,2,,,15.0,1.0,63.0,4.2,4000,0.0,2,0,15,,2016
Mark Ingram,TB,13337,NO,16,,22,0,1.0,25.3,2,,,18.0,2.0,90.0,5.0,3500,0.0,3,0,3,,2016
Anthony Sherman,DEN,13418,KC,16,,18,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,1.0,0,0,0,,2016
Brandon Bolden,NYJ,13741,NE,16,,19,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,3300,0.0,0,0,0,,2016
Bobby Rainey,PHI,13852,NYG,16,,12,0,0.0,2.3,1,,,0.0,0.0,0.0,0.0,6100,1.0,2,0,13,,2016
Ronnie Hillman,CLE,14046,LAC,16,,31,0,0.0,0.6,0,,,9.0,0.0,6.0,0.7,0,1.0,2,0,0,,2016
Travaris Cadet,TB,14352,NO,16,,22,0,1.0,9.6,2,,,0.0,0.0,0.0,0.0,3000,0.0,2,1,16,,2016
Robert Turbin,OAK,14533,IND,16,,23,0,0.0,10.9,2,,,6.0,0.0,18.0,3.0,3000,1.0,2,1,11,,2016
Jonathan Grimes,CIN,14719,HOU,16,,21,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,0.0,0,0,0,,2016
Lance Dunbar,DET,14731,DAL,16,,9,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,0.0,0,0,0,,2016
James Develin,NYJ,14783,NE,16,,19,0,1.0,1.0,1,,,0.0,0.0,0.0,0.0,3900,0.0,1,0,0,,2016
Patrick DiMarco,CAR,14786,ATL,16,,15,0,0.0,1.6,1,,,0.0,0.0,0.0,0.0,4400,1.0,1,0,6,,2016
Jamize Olawale,IND,14789,OAK,16,,25,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,1.0,0,0,0,,2016
