Rank,PlayerID,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
34,13741,Brandon Bolden,NE,RB,17,MIA,29,32,3600,7.4
34,16815,Ameer Abdullah,DET,RB,17,CHI,15,23,3700,7.4
34,15102,Chris Thompson,WAS,RB,17,DAL,11,29,3000,7.4
37,15207,Benjamin Cunningham,LAR,RB,17,SF,25,31,3000,7.1
38,14872,Mike Gillislee,BUF,RB,17,NYJ,6,2,4400,7
38,13124,DeMarco Murray,PHI,RB,17,NYG,31,25,4000,7
38,8604,Donald Brown,LAC,RB,17,DEN,2,10,3500,7
41,12985,DuJuan Harris,SF,RB,17,LAR,13,19,3500,6.9
41,12780,Shane Vereen,NYG,RB,17,PHI,30,26,3800,6.9
43,16163,Antonio Andrews,TEN,RB,17,IND,26,21,3500,6.8
44,16189,Alfred Blue,HOU,RB,17,JAX,28,24,3700,6.7
45,12506,James Starks,GB,RB,17,MIN,11,10,3600,6.5
45,14352,Travaris Cadet,NO,RB,17,ATL,9,28,3500,6.5
47,12323,Joique Bell,DET,RB,17,CHI,15,23,3600,6.3
48,16127,Isaiah Crowell,CLE,RB,17,PIT,20,3,3500,6.2
49,16934,Cameron Artis-Payne,CAR,RB,17,TB,18,12,4300,6.1
50,5701,Fred Jackson,SEA,RB,17,ARI,3,5,3500,6
51,17254,Jarryd Hayne,SF,RB,17,LAR,13,19,3000,5.7
52,16178,Bishop Sankey,TEN,RB,17,IND,26,21,3000,5.4
53,15256,Christine Michael,SEA,RB,17,ARI,3,5,4200,5.3
54,15565,Jonas Gray,JAX,RB,17,HOU,7,15,3000,5.2
54,15224,Andre Ellington,ARI,RB,17,SEA,1,1,3500,5.2
56,16909,Jay Ajayi,MIA,RB,17,NE,10,7,3800,4.9
56,15467,Kendall Gaskins,SF,FB,17,LAR,13,19,3000,4.9
58,16898,David Cobb,TEN,RB,17,IND,26,21,3500,4.8
59,13735,Chris Polk,HOU,RB,17,JAX,28,24,3400,4.7
59,4738,Mike Tolbert,CAR,FB,17,TB,18,12,3000,4.7
61,14269,Alfred Morris,WAS,RB,17,DAL,11,29,3600,4.5
61,13719,Bryce Brown,SEA,RB,17,ARI,3,5,3500,4.5
63,16142,Terrance West,BAL,RB,17,CIN,5,13,3800,4.3
64,14901,Kyle Juszczyk,BAL,FB,17,CIN,5,13,3300,3.9
65,14533,Robert Turbin,DAL,RB,17,WAS,21,18,3600,3.8
66,14719,Jonathan Grimes,HOU,RB,17,JAX,28,24,3000,3.7
67,14788,Dan Herron,IND,RB,17,TEN,22,9,3200,3.5
68,16510,Jerick McKinnon,MIN,RB,17,GB,12,15,3500,3.4
69,1652,Steven Jackson,NE,RB,17,MIA,29,32,3300,3.3
70,16008,Orleans Darkwa,NYG,RB,17,PHI,30,26,3300,3.2
71,17089,Terron Ward,ATL,RB,17,NO,32,30,3000,2.7
71,16427,Ka'Deem Carey,CHI,RB,17,DET,24,20,3000,2.7
73,13063,Taiwan Jones,OAK,RB,17,KC,8,4,3000,2.6
74,12774,Stevan Ridley,NYJ,RB,17,BUF,17,17,3000,2.5
75,17199,Akeem Hunt,HOU,RB,17,JAX,28,24,3000,2.4
76,13255,Matt Asiata,MIN,RB,17,GB,12,15,3000,2.3
77,14789,Jamize Olawale,OAK,FB,17,KC,8,4,3000,2.1
78,16402,Andre Williams,NYG,RB,17,PHI,30,26,3000,1.9
78,16031,Damien Williams,MIA,RB,17,NE,10,7,3000,1.9
78,13446,Bruce Miller,SF,FB,17,LAR,13,19,3000,1.9
81,15555,Zach Line,MIN,FB,17,GB,12,15,3000,1.8
82,14786,Patrick DiMarco,ATL,FB,17,NO,32,30,3000,1.7
83,17061,Brandon Wegher,CAR,RB,17,TB,18,12,3000,1.5
84,15010,Kerwynn Williams,ARI,RB,17,SEA,1,1,3000,1
85,16699,Fitzgerald Toussaint,PIT,RB,17,CLE,27,22,3000,0.9
85,15631,Derrick Coleman,SEA,FB,17,ARI,3,5,3400,0.9
87,12285,Anthony Dixon,BUF,RB,17,NYJ,6,2,null,0.7
87,14917,Rex Burkhead,CIN,RB,17,BAL,19,6,3000,0.7
87,1589,John Kuhn,GB,FB,17,MIN,11,10,3000,0.7
90,14620,Will Johnson,PIT,FB,17,CLE,27,22,3000,0.6
90,11969,Darrel Young,WAS,FB,17,DAL,11,29,3000,0.6
90,15230,Stepfan Taylor,ARI,RB,17,SEA,1,1,3000,0.6
93,14891,Tommy Bohanon,NYJ,FB,17,BUF,17,17,3000,0.5
93,13418,Anthony Sherman,KC,FB,17,OAK,23,16,3000,0.5
93,15045,Knile Davis,KC,RB,17,OAK,23,16,3000,0.5
96,13852,Bobby Rainey,TB,RB,17,CAR,4,11,3000,0.4
96,14549,Joe Banyard,JAX,RB,17,HOU,7,15,3000,0.4
96,16869,Jalston Fowler,TEN,RB,17,IND,26,21,3000,0.4
96,13163,Roy Helu,OAK,RB,17,KC,8,4,3000,0.4
96,17026,John Crockett,GB,RB,17,MIN,11,10,3000,0.4
101,733,Jerome Felton,BUF,FB,17,NYJ,6,2,3000,0.3
101,13527,Tyler Clutts,DAL,FB,17,WAS,21,18,3000,0.3
101,15185,Kenjon Barner,PHI,RB,17,NYG,31,25,3000,0.3
101,16287,Juwan Thompson,DEN,RB,17,LAC,16,27,3000,0.3
105,15191,Austin Johnson,NO,FB,17,ATL,9,28,3000,0.2
105,11737,Cedric Peerman,CIN,RB,17,BAL,19,6,3000,0.2
105,16210,Jay Prosch,HOU,FB,17,JAX,28,24,3000,0.2
105,15596,Chase Reynolds,LAR,RB,17,SF,25,31,3000,0.2
109,14538,Jorvorskie Lane,TB,FB,17,CAR,4,11,3000,0.1
109,16966,Aaron Ripkowski,GB,FB,17,MIN,11,10,3000,0.1
111,11932,LeSean McCoy,BUF,RB,17,NYJ,6,2,6300,0
111,12800,Bilal Powell,NYJ,RB,17,BUF,17,17,4500,0
111,13800,Marcus Thigpen,BUF,RB,17,NYJ,null,null,null,0
111,5451,Jonathan Stewart,CAR,RB,17,TB,18,12,5600,0
111,16990,Joey Iosefa,TB,RB,17,CAR,29,32,3000,0
111,15616,Fozzy Whittaker,CAR,RB,17,TB,18,12,3500,0
111,15202,Mike James,TB,RB,17,CAR,4,11,3000,0
111,13440,Kendall Hunter,NO,RB,17,ATL,9,28,3000,0
111,14821,Edwin Baker,NO,RB,17,ATL,null,null,null,0
111,16834,Tevin Coleman,ATL,RB,17,NO,32,30,3300,0
111,10949,CJ Spiller,NO,RB,17,ATL,9,28,3300,0
111,17234,Alonzo Harris,BAL,RB,17,CIN,5,13,null,0
111,17016,Terrence Magee,BAL,RB,17,CIN,5,13,3000,0
111,13102,Jordan Todman,PIT,RB,17,CLE,27,22,3000,0
111,16740,Glenn Winston,CLE,RB,17,PIT,20,3,3000,0
111,14696,Daryl Richardson,CLE,RB,17,PIT,20,3,3000,0
111,17217,Raheem Mostert,CLE,RB,17,PIT,20,3,3000,0
111,16797,TJ Yeldon,JAX,RB,17,HOU,7,15,4900,0
111,2220,Ahmad Bradshaw,IND,RB,17,TEN,22,9,null,0
111,16965,Josh Robinson,IND,RB,17,TEN,22,9,null,0
111,13991,Vick Ballard,IND,RB,17,TEN,null,null,null,0
111,3382,Marcel Reece,OAK,FB,17,KC,8,4,3000,0
111,17360,Rod Smith,DAL,RB,17,WAS,21,18,3000,0
111,16856,Matt Jones,WAS,RB,17,DAL,11,29,3900,0
111,15497,George Winn,DET,RB,17,CHI,15,23,3000,0
111,16928,Michael Burton,DET,FB,17,CHI,15,23,3000,0
111,12386,Marshawn Lynch,SEA,RB,17,ARI,3,5,6500,0
111,6828,Chris Johnson,ARI,RB,17,SEA,1,1,null,0
111,12649,Will Tukuafu,SEA,FB,17,ARI,3,5,3000,0
111,13158,Shaun Draughn,SF,RB,17,LAR,13,19,4300,0
111,16771,Todd Gurley,LAR,RB,17,SF,25,31,7400,0
