games,year,Name,Team,Week,Opponent,att,yds,td,tar,rec_yds,def_rk,h/a_1,surface_0,points
18,2018,Jamaal Williams,GB,2,MIN,16,59,0,4,12,8,1.0,1.0,10.1
19,2018,Jamaal Williams,GB,3,WAS,5,29,0,3,16,14,0.0,1.0,6.5
20,2018,Jamaal Williams,GB,3,WAS,5,29,0,3,16,15,0.0,1.0,6.5
21,2018,Jamaal Williams,GB,4,BUF,11,27,0,0,0,25,1.0,1.0,2.7
22,2018,Jamaal Williams,GB,4,BUF,11,27,0,0,0,18,1.0,1.0,2.7
23,2018,Jamaal Williams,GB,5,DET,6,33,0,4,19,29,0.0,0.0,9.2
24,2018,Jamaal Williams,GB,6,SF,6,29,0,3,10,22,0.0,1.0,4.9
25,2018,Jamaal Williams,GB,8,LAR,4,9,1,1,0,14,0.0,1.0,6.9
1,2017,James Conner,PIT,1,CLE,4,11,0,0,0,13,0.0,1.0,1.1
2,2017,James Conner,PIT,2,MIN,1,9,0,0,0,1,1.0,1.0,0.9
3,2017,James Conner,PIT,3,CHI,0,0,0,0,0,11,0.0,1.0,0.0
4,2017,James Conner,PIT,4,BAL,4,26,0,0,0,20,0.0,1.0,2.6
5,2017,James Conner,PIT,5,JAX,3,9,0,1,0,10,1.0,1.0,0.9
6,2017,James Conner,PIT,6,KC,2,14,0,0,0,6,0.0,1.0,1.4
7,2017,James Conner,PIT,7,CIN,3,19,0,0,0,30,1.0,1.0,1.9
8,2017,James Conner,PIT,8,DET,1,1,0,0,0,31,0.0,0.0,0.1
9,2017,James Conner,PIT,10,IND,1,12,0,0,0,15,0.0,0.0,1.2
10,2017,James Conner,PIT,11,TEN,5,12,0,0,0,12,1.0,1.0,1.2
11,2017,James Conner,PIT,12,GB,0,0,0,0,0,24,1.0,1.0,0.0
12,2017,James Conner,PIT,13,CIN,3,12,0,0,0,30,0.0,0.0,1.2
13,2017,James Conner,PIT,14,BAL,2,6,0,0,0,20,1.0,1.0,0.6
14,2017,James Conner,PIT,15,NE,3,13,0,0,0,16,1.0,1.0,1.3
15,2018,James Conner,PIT,1,CLE,31,135,2,6,57,23,0.0,1.0,38.2
16,2018,James Conner,PIT,2,KC,8,17,1,5,48,32,1.0,1.0,19.5
17,2018,James Conner,PIT,3,TB,15,61,0,6,34,27,0.0,1.0,14.5
18,2018,James Conner,PIT,3,TB,15,61,0,6,34,26,0.0,1.0,14.5
19,2018,James Conner,PIT,4,BAL,9,19,0,7,25,2,1.0,1.0,9.4
20,2018,James Conner,PIT,4,BAL,9,19,0,7,25,1,1.0,1.0,9.4
21,2018,James Conner,PIT,5,ATL,21,110,2,4,75,30,1.0,1.0,37.5
22,2018,James Conner,PIT,6,CIN,19,111,2,7,18,24,0.0,0.0,31.9
23,2018,James Conner,PIT,8,CLE,24,146,2,6,66,28,1.0,1.0,41.2
1,2016,James Develin,NE,1,ARI,0,0,0,0,0,1,0.0,1.0,0.0
2,2016,James Develin,NE,2,MIA,0,0,0,0,0,20,1.0,0.0,0.0
3,2016,James Develin,NE,3,HOU,0,0,0,0,0,11,1.0,0.0,0.0
4,2016,James Develin,NE,4,BUF,0,0,0,0,0,24,1.0,0.0,0.0
5,2016,James Develin,NE,5,CLE,0,0,0,0,0,31,0.0,1.0,0.0
6,2016,James Develin,NE,6,CIN,0,0,0,0,0,21,1.0,0.0,0.0
7,2016,James Develin,NE,7,PIT,0,0,0,0,0,27,0.0,1.0,0.0
8,2016,James Develin,NE,8,BUF,0,0,0,0,0,24,0.0,0.0,0.0
9,2016,James Develin,NE,10,SEA,0,0,0,0,0,4,1.0,0.0,0.0
10,2016,James Develin,NE,11,SF,0,0,0,0,0,32,0.0,1.0,0.0
11,2016,James Develin,NE,12,NYJ,0,0,0,2,5,19,0.0,0.0,1.5
12,2016,James Develin,NE,13,LAR,0,0,0,1,0,16,1.0,0.0,0.0
13,2016,James Develin,NE,14,BAL,0,0,0,1,0,13,1.0,0.0,0.0
14,2016,James Develin,NE,15,DEN,0,0,0,1,13,18,0.0,1.0,2.3
15,2016,James Develin,NE,16,NYJ,0,0,0,1,0,19,1.0,0.0,1.0
16,2016,James Develin,NE,17,MIA,0,0,0,0,0,20,0.0,1.0,0.0
17,2017,James Develin,NE,1,KC,0,0,0,0,0,6,1.0,0.0,0.0
18,2017,James Develin,NE,2,NO,0,0,0,1,6,17,0.0,0.0,1.6
19,2017,James Develin,NE,3,HOU,0,0,0,0,0,7,1.0,0.0,0.0
20,2017,James Develin,NE,4,CAR,0,0,0,2,14,3,1.0,0.0,3.4
21,2017,James Develin,NE,5,TB,0,0,0,1,0,29,0.0,1.0,0.0
22,2017,James Develin,NE,6,NYJ,0,0,0,0,0,21,0.0,0.0,0.0
23,2017,James Develin,NE,7,ATL,0,0,0,0,0,14,1.0,0.0,0.0
24,2017,James Develin,NE,8,LAC,0,0,0,1,0,23,1.0,0.0,0.0
25,2017,James Develin,NE,10,DEN,0,0,0,2,16,4,0.0,1.0,3.6
26,2017,James Develin,NE,11,OAK,0,0,0,0,0,19,0.0,1.0,0.0
27,2017,James Develin,NE,12,MIA,0,0,0,0,0,25,1.0,0.0,0.0
28,2017,James Develin,NE,13,BUF,0,0,0,0,0,32,0.0,0.0,0.0
29,2017,James Develin,NE,14,MIA,0,0,0,1,2,25,0.0,1.0,1.2
30,2017,James Develin,NE,15,PIT,0,0,0,1,0,18,0.0,1.0,0.0
31,2017,James Develin,NE,16,BUF,0,0,0,0,0,32,1.0,0.0,0.0
32,2017,James Develin,NE,17,NYJ,0,0,0,1,0,21,1.0,0.0,0.0
33,2018,James Develin,NE,1,HOU,0,0,0,4,22,19,1.0,0.0,6.2
34,2018,James Develin,NE,2,JAX,0,0,0,1,0,7,0.0,1.0,0.0
35,2018,James Develin,NE,3,DET,0,0,0,1,0,29,0.0,0.0,0.0
36,2018,James Develin,NE,3,DET,0,0,0,1,0,29,0.0,0.0,0.0
37,2018,James Develin,NE,4,MIA,0,0,0,1,0,28,1.0,0.0,0.0
38,2018,James Develin,NE,4,MIA,0,0,0,1,0,28,1.0,0.0,0.0
39,2018,James Develin,NE,5,IND,0,0,0,0,0,20,1.0,0.0,0.0
40,2018,James Develin,NE,6,KC,0,0,0,2,3,32,0.0,1.0,2.3
41,2018,James Develin,NE,7,CHI,0,0,0,1,0,5,0.0,1.0,0.0
42,2018,James Develin,NE,8,BUF,0,0,0,2,7,17,0.0,0.0,1.7
1,2015,James Starks,GB,1,CHI,2,2,0,0,0,22,0.0,1.0,0.2
2,2015,James Starks,GB,2,SEA,20,95,0,4,11,1,1.0,1.0,13.6
3,2015,James Starks,GB,3,KC,17,32,0,1,19,3,1.0,1.0,6.1
4,2015,James Starks,GB,4,SF,9,28,0,2,11,32,0.0,1.0,5.9
5,2015,James Starks,GB,5,LAR,5,17,0,6,29,23,1.0,1.0,7.6
6,2015,James Starks,GB,6,LAC,10,112,1,2,5,26,1.0,1.0,27.7
7,2015,James Starks,GB,8,DEN,5,9,0,2,9,14,0.0,1.0,3.8
8,2015,James Starks,GB,9,CAR,10,39,0,8,83,19,0.0,1.0,24.2
9,2015,James Starks,GB,10,DET,15,42,0,7,54,17,1.0,1.0,15.6
10,2015,James Starks,GB,11,MIN,8,14,0,1,30,9,0.0,0.0,5.4
11,2015,James Starks,GB,12,CHI,7,39,0,5,41,22,1.0,1.0,12.0
12,2015,James Starks,GB,13,DET,9,15,0,7,45,17,0.0,0.0,11.0
13,2015,James Starks,GB,14,DAL,11,71,1,4,32,25,1.0,1.0,26.3
14,2015,James Starks,GB,15,OAK,9,51,0,1,5,21,0.0,1.0,5.6
15,2015,James Starks,GB,16,ARI,3,11,0,0,0,8,0.0,1.0,0.1
16,2015,James Starks,GB,17,MIN,8,24,0,3,18,9,1.0,1.0,7.2
17,2016,James Starks,GB,1,JAX,4,7,0,1,6,14,0.0,1.0,2.3
18,2016,James Starks,GB,2,MIN,7,3,0,1,16,8,0.0,0.0,2.9
19,2016,James Starks,GB,3,DET,1,-1,0,2,9,9,1.0,1.0,1.8
20,2016,James Starks,GB,5,NYG,12,33,0,6,19,6,1.0,1.0,8.2
21,2016,James Starks,GB,10,TEN,7,33,0,4,11,2,0.0,1.0,13.4
22,2016,James Starks,GB,11,WAS,9,25,0,6,46,26,0.0,1.0,18.1
23,2016,James Starks,GB,12,PHI,17,41,0,5,27,12,0.0,1.0,11.8
24,2016,James Starks,GB,13,HOU,4,1,0,0,0,11,1.0,1.0,0.1
25,2016,James Starks,GB,14,SEA,2,3,0,0,0,4,1.0,1.0,0.3
1,2015,James White,NE,1,PIT,0,0,0,0,0,2,1.0,0.0,0.0
2,2015,James White,NE,3,JAX,2,8,0,4,26,27,1.0,0.0,7.4
3,2015,James White,NE,5,DAL,0,0,0,0,0,25,0.0,0.0,0.0
4,2015,James White,NE,6,IND,0,0,0,1,0,18,0.0,0.0,0.0
5,2015,James White,NE,7,NYJ,2,4,0,5,26,5,1.0,0.0,6.0
6,2015,James White,NE,8,MIA,3,3,0,0,0,31,1.0,0.0,0.3
7,2015,James White,NE,10,NYG,1,5,0,1,6,24,0.0,0.0,2.1
8,2015,James White,NE,11,BUF,2,14,1,3,32,10,1.0,0.0,18.6
9,2015,James White,NE,12,DEN,3,1,0,5,5,14,0.0,1.0,2.6
10,2015,James White,NE,13,PHI,2,4,0,13,115,28,1.0,0.0,30.9
11,2015,James White,NE,14,HOU,1,2,1,6,38,7,0.0,0.0,14.0
12,2015,James White,NE,15,TEN,1,6,0,8,71,4,1.0,0.0,20.7
13,2015,James White,NE,16,NYJ,2,4,0,5,28,5,0.0,0.0,14.2
14,2015,James White,NE,17,MIA,3,5,0,3,63,31,0.0,1.0,8.8
15,2016,James White,NE,1,ARI,1,4,0,7,40,1,0.0,1.0,9.4
16,2016,James White,NE,2,MIA,4,19,0,4,10,20,1.0,0.0,4.9
17,2016,James White,NE,3,HOU,3,12,0,2,2,11,1.0,0.0,2.4
18,2016,James White,NE,4,BUF,4,12,0,5,50,24,1.0,0.0,11.2
19,2016,James White,NE,5,CLE,5,26,0,6,63,31,0.0,1.0,12.9
20,2016,James White,NE,6,CIN,7,19,0,9,47,21,1.0,0.0,26.6
21,2016,James White,NE,7,PIT,0,0,0,5,32,27,0.0,1.0,11.2
22,2016,James White,NE,8,BUF,2,15,0,5,14,24,0.0,0.0,4.9
23,2016,James White,NE,10,SEA,2,5,0,4,32,4,1.0,0.0,7.7
24,2016,James White,NE,11,SF,0,0,0,6,63,32,0.0,1.0,18.3
25,2016,James White,NE,12,NYJ,0,0,0,9,22,19,0.0,0.0,6.2
26,2016,James White,NE,13,LAR,3,17,0,5,18,16,1.0,0.0,7.5
27,2016,James White,NE,14,BAL,2,3,0,3,81,13,1.0,0.0,11.4
28,2016,James White,NE,15,DEN,3,11,0,8,24,18,0.0,1.0,6.5
29,2016,James White,NE,16,NYJ,1,14,0,4,32,19,1.0,0.0,13.6
30,2016,James White,NE,17,MIA,2,9,0,4,21,20,0.0,1.0,7.0
31,2017,James White,NE,1,KC,10,38,0,5,30,6,1.0,0.0,9.8
32,2017,James White,NE,2,NO,2,11,0,8,85,17,0.0,0.0,17.6
33,2017,James White,NE,3,HOU,5,17,0,1,11,7,1.0,0.0,3.8
34,2017,James White,NE,4,CAR,1,7,0,12,47,3,1.0,0.0,15.4
35,2017,James White,NE,5,TB,2,3,0,9,57,29,0.0,1.0,13.0
36,2017,James White,NE,6,NYJ,3,23,0,7,22,21,0.0,0.0,8.5
37,2017,James White,NE,7,ATL,4,19,0,5,28,14,1.0,0.0,15.7
38,2017,James White,NE,8,LAC,1,2,0,6,85,23,1.0,0.0,13.7
39,2017,James White,NE,10,DEN,2,7,0,3,11,4,0.0,1.0,10.8
40,2017,James White,NE,11,OAK,5,13,0,1,0,19,0.0,1.0,1.3
41,2017,James White,NE,12,MIA,3,13,0,2,2,25,1.0,0.0,2.5
42,2017,James White,NE,13,BUF,5,18,0,6,32,32,0.0,0.0,9.0
43,2017,James White,NE,14,MIA,0,0,0,4,11,25,0.0,1.0,10.1
44,2017,James White,NE,15,PIT,0,0,0,3,8,18,0.0,1.0,2.8
45,2018,James White,NE,1,HOU,5,18,0,9,38,19,1.0,0.0,15.6
46,2018,James White,NE,2,JAX,4,11,0,8,73,7,0.0,1.0,15.4
47,2018,James White,NE,3,DET,4,37,0,3,14,29,0.0,0.0,14.1
48,2018,James White,NE,3,DET,4,37,0,3,14,29,0.0,0.0,14.1
49,2018,James White,NE,4,MIA,8,44,1,10,68,28,1.0,0.0,31.2
50,2018,James White,NE,4,MIA,8,44,1,10,68,28,1.0,0.0,31.2
51,2018,James White,NE,5,IND,2,0,0,14,77,20,1.0,0.0,23.7
52,2018,James White,NE,6,KC,6,39,0,7,53,32,0.0,1.0,14.2
53,2018,James White,NE,7,CHI,11,40,0,10,57,5,0.0,1.0,29.7
54,2018,James White,NE,8,BUF,8,15,1,13,79,17,0.0,0.0,25.4
1,2015,Jamize Olawale,OAK,1,CIN,1,6,0,3,19,15,1.0,1.0,5.5
2,2015,Jamize Olawale,OAK,4,CHI,1,-1,0,0,0,22,0.0,1.0,-0.1
3,2015,Jamize Olawale,OAK,5,DEN,6,13,0,0,0,14,1.0,1.0,1.3
4,2015,Jamize Olawale,OAK,7,LAC,2,4,0,0,0,26,0.0,1.0,0.4
5,2015,Jamize Olawale,OAK,8,NYJ,0,0,0,0,0,5,1.0,1.0,0.0
6,2015,Jamize Olawale,OAK,9,PIT,1,19,1,0,0,2,0.0,1.0,7.9
7,2015,Jamize Olawale,OAK,10,MIN,5,24,0,3,35,9,1.0,1.0,8.9
8,2015,Jamize Olawale,OAK,11,DET,4,12,0,1,15,17,0.0,0.0,3.7
9,2015,Jamize Olawale,OAK,12,TEN,2,17,0,1,0,4,0.0,1.0,1.7
10,2015,Jamize Olawale,OAK,13,KC,2,16,0,2,1,3,1.0,1.0,2.7
11,2015,Jamize Olawale,OAK,14,DEN,0,0,0,0,0,14,0.0,1.0,0.0
12,2015,Jamize Olawale,OAK,15,GB,0,0,0,0,0,13,1.0,1.0,0.0
13,2015,Jamize Olawale,OAK,16,LAC,0,0,0,0,0,26,1.0,1.0,0.0
14,2015,Jamize Olawale,OAK,17,KC,0,0,0,1,14,3,0.0,1.0,2.4
15,2016,Jamize Olawale,OAK,1,NO,1,2,1,0,0,30,0.0,0.0,6.2
16,2016,Jamize Olawale,OAK,2,ATL,1,11,0,2,28,29,1.0,1.0,5.9
17,2016,Jamize Olawale,OAK,3,TEN,1,0,0,1,0,2,0.0,1.0,0.0
18,2016,Jamize Olawale,OAK,4,BAL,1,0,0,0,0,13,0.0,1.0,0.0
19,2016,Jamize Olawale,OAK,5,LAC,6,22,1,1,2,28,1.0,1.0,9.4
20,2016,Jamize Olawale,OAK,6,KC,0,0,0,0,0,17,1.0,1.0,0.0
21,2016,Jamize Olawale,OAK,7,JAX,3,12,0,0,0,14,0.0,1.0,1.2
22,2016,Jamize Olawale,OAK,8,TB,1,-1,0,2,69,22,0.0,1.0,8.8
23,2016,Jamize Olawale,OAK,9,DEN,1,4,0,1,0,18,1.0,1.0,0.4
24,2016,Jamize Olawale,OAK,11,HOU,2,-3,0,3,90,11,1.0,1.0,17.7
25,2016,Jamize Olawale,OAK,12,CAR,0,0,0,1,8,15,1.0,1.0,1.8
26,2016,Jamize Olawale,OAK,13,BUF,0,0,0,0,0,24,1.0,1.0,0.0
27,2016,Jamize Olawale,OAK,14,KC,0,0,0,1,8,17,0.0,1.0,1.8
28,2016,Jamize Olawale,OAK,15,LAC,0,0,0,1,12,28,0.0,1.0,2.2
29,2016,Jamize Olawale,OAK,16,IND,0,0,0,0,0,25,1.0,1.0,0.0
30,2016,Jamize Olawale,OAK,17,DEN,0,0,0,1,10,18,0.0,1.0,2.0
31,2017,Jamize Olawale,OAK,3,WAS,0,0,0,0,0,28,0.0,1.0,0.0
32,2017,Jamize Olawale,OAK,4,DEN,1,2,0,2,13,4,0.0,1.0,3.5
33,2017,Jamize Olawale,OAK,5,BAL,2,13,0,0,0,20,1.0,1.0,1.3
34,2017,Jamize Olawale,OAK,7,KC,0,0,0,1,0,6,1.0,1.0,0.0
35,2017,Jamize Olawale,OAK,8,BUF,2,3,1,0,0,32,0.0,0.0,6.3
36,2017,Jamize Olawale,OAK,11,NE,3,16,0,2,6,16,1.0,1.0,4.2
37,2017,Jamize Olawale,OAK,12,DEN,0,0,0,0,0,4,1.0,1.0,0.0
38,2017,Jamize Olawale,OAK,13,NYG,1,9,0,2,14,22,1.0,1.0,4.3
39,2017,Jamize Olawale,OAK,14,KC,0,0,0,0,0,6,0.0,1.0,0.0
40,2017,Jamize Olawale,OAK,15,DAL,0,0,0,0,0,8,1.0,1.0,0.0
41,2017,Jamize Olawale,OAK,16,PHI,0,0,0,0,0,2,0.0,1.0,0.0
42,2017,Jamize Olawale,OAK,17,LAC,0,0,0,0,0,23,0.0,1.0,0.0
43,2018,Jamize Olawale,DAL,1,CAR,0,0,0,0,0,12,0.0,1.0,0.0
44,2018,Jamize Olawale,DAL,2,NYG,0,0,0,0,0,22,1.0,0.0,0.0
45,2018,Jamize Olawale,DAL,3,SEA,0,0,0,0,0,10,0.0,0.0,0.0
46,2018,Jamize Olawale,DAL,3,SEA,0,0,0,0,0,16,0.0,0.0,0.0
47,2018,Jamize Olawale,DAL,4,DET,0,0,0,0,0,29,1.0,0.0,0.0
48,2018,Jamize Olawale,DAL,4,DET,0,0,0,0,0,29,1.0,0.0,0.0
49,2018,Jamize Olawale,DAL,5,HOU,0,0,0,0,0,12,0.0,0.0,0.0
50,2018,Jamize Olawale,DAL,6,JAX,0,0,0,1,3,7,1.0,0.0,1.3
51,2018,Jamize Olawale,DAL,7,WAS,0,0,0,0,0,9,0.0,1.0,0.0
1,2015,Jarryd Hayne,SF,1,MIN,4,13,0,1,7,9,1.0,1.0,2.0
2,2015,Jarryd Hayne,SF,2,PIT,2,3,0,0,0,2,0.0,1.0,0.3
3,2015,Jarryd Hayne,SF,3,ARI,0,0,0,0,0,8,0.0,1.0,0.0
4,2015,Jarryd Hayne,SF,4,GB,0,0,0,0,0,13,1.0,1.0,0.0
5,2015,Jarryd Hayne,SF,5,NYG,2,9,0,0,0,24,0.0,0.0,0.9
6,2015,Jarryd Hayne,SF,6,BAL,0,0,0,0,0,6,1.0,1.0,0.0
7,2015,Jarryd Hayne,SF,16,DET,9,27,0,6,20,17,0.0,0.0,9.7
8,2015,Jarryd Hayne,SF,17,LAR,0,0,0,0,0,23,1.0,1.0,0.0
1,2017,Jarveon Williams,CIN,15,MIN,0,0,0,0,0,1,0.0,0.0,0.0
1,2015,Javorius Allen,BAL,1,DEN,9,30,0,1,4,14,0.0,1.0,4.4
2,2015,Javorius Allen,BAL,2,OAK,1,5,0,1,2,21,0.0,1.0,1.7
3,2015,Javorius Allen,BAL,3,CIN,3,12,0,0,0,15,1.0,1.0,1.2
4,2015,Javorius Allen,BAL,4,PIT,5,19,0,0,0,2,0.0,1.0,1.9
5,2015,Javorius Allen,BAL,5,CLE,8,58,0,1,0,16,1.0,1.0,5.8
6,2015,Javorius Allen,BAL,6,SF,4,13,0,3,8,32,0.0,1.0,3.1
7,2015,Javorius Allen,BAL,7,ARI,3,25,0,1,10,8,0.0,1.0,4.5
8,2015,Javorius Allen,BAL,8,LAC,4,1,0,4,30,26,1.0,1.0,6.1
9,2015,Javorius Allen,BAL,10,JAX,5,19,0,2,4,27,1.0,1.0,3.3
10,2015,Javorius Allen,BAL,11,LAR,22,67,0,6,48,23,1.0,1.0,16.5
11,2015,Javorius Allen,BAL,12,CLE,12,55,0,5,29,16,0.0,1.0,18.4
12,2015,Javorius Allen,BAL,13,MIA,17,63,0,13,107,31,0.0,1.0,38.0
13,2015,Javorius Allen,BAL,14,SEA,8,14,0,9,44,1,1.0,1.0,9.8
14,2015,Javorius Allen,BAL,15,KC,4,18,0,1,0,3,1.0,1.0,0.8
15,2015,Javorius Allen,BAL,16,PIT,17,77,1,5,35,2,1.0,1.0,22.2
16,2015,Javorius Allen,BAL,17,CIN,15,38,0,10,32,15,0.0,0.0,13.0
17,2016,Javorius Allen,BAL,4,OAK,3,13,0,3,15,23,1.0,1.0,4.8
18,2016,Javorius Allen,BAL,5,WAS,4,18,0,1,0,26,1.0,1.0,2.8
19,2016,Javorius Allen,BAL,6,NYG,0,0,0,0,0,6,0.0,0.0,0.0
20,2016,Javorius Allen,BAL,7,NYJ,0,0,0,0,0,19,0.0,0.0,0.0
21,2016,Javorius Allen,BAL,9,PIT,0,0,0,0,0,27,1.0,1.0,0.0
22,2016,Javorius Allen,BAL,10,CLE,2,3,0,0,0,31,1.0,1.0,0.3
23,2016,Javorius Allen,BAL,11,DAL,0,0,0,0,0,3,0.0,0.0,0.0
24,2016,Javorius Allen,BAL,12,CIN,0,0,0,0,0,21,1.0,1.0,0.0
25,2017,Javorius Allen,BAL,1,CIN,21,71,0,1,0,30,0.0,0.0,7.1
26,2017,Javorius Allen,BAL,2,CLE,14,66,0,6,35,13,1.0,1.0,21.1
27,2017,Javorius Allen,BAL,3,JAX,8,15,0,6,13,10,0.0,1.0,7.8
28,2017,Javorius Allen,BAL,4,PIT,2,7,0,6,37,18,1.0,1.0,10.4
29,2017,Javorius Allen,BAL,5,OAK,21,73,1,5,12,19,0.0,1.0,18.5
30,2017,Javorius Allen,BAL,6,CHI,10,49,0,4,17,11,1.0,1.0,9.6
31,2017,Javorius Allen,BAL,7,MIN,6,20,0,11,29,1,0.0,0.0,12.9
32,2017,Javorius Allen,BAL,8,MIA,17,55,0,3,2,25,1.0,1.0,6.7
33,2017,Javorius Allen,BAL,9,TEN,7,21,0,8,44,12,0.0,1.0,19.5
34,2017,Javorius Allen,BAL,11,GB,3,8,0,1,9,24,0.0,1.0,2.7
35,2017,Javorius Allen,BAL,12,HOU,5,15,1,1,2,7,1.0,1.0,8.7
36,2017,Javorius Allen,BAL,13,DET,7,22,0,1,4,31,1.0,1.0,3.6
37,2017,Javorius Allen,BAL,14,PIT,6,25,2,2,32,18,0.0,1.0,19.7
38,2017,Javorius Allen,BAL,15,CLE,13,70,0,3,4,13,0.0,1.0,8.4
39,2017,Javorius Allen,BAL,16,IND,8,37,0,1,10,15,1.0,1.0,5.7
40,2017,Javorius Allen,BAL,17,CIN,5,37,0,1,0,30,1.0,1.0,3.7
41,2018,Javorius Allen,BAL,1,BUF,4,17,1,6,15,25,1.0,1.0,14.2
42,2018,Javorius Allen,BAL,2,CIN,6,8,1,7,36,21,0.0,0.0,15.4
43,2018,Javorius Allen,BAL,3,DEN,6,7,1,4,19,20,1.0,1.0,17.6
44,2018,Javorius Allen,BAL,3,DEN,6,7,1,4,19,25,1.0,1.0,17.6
45,2018,Javorius Allen,BAL,4,PIT,10,30,0,2,17,4,0.0,1.0,6.7
46,2018,Javorius Allen,BAL,4,PIT,10,30,0,2,17,3,0.0,1.0,6.7
47,2018,Javorius Allen,BAL,5,CLE,8,34,0,8,44,27,0.0,1.0,12.8
48,2018,Javorius Allen,BAL,6,TEN,1,1,0,3,18,4,0.0,1.0,4.9
49,2018,Javorius Allen,BAL,7,NO,3,3,0,3,21,4,1.0,1.0,5.4
50,2018,Javorius Allen,BAL,8,CAR,0,0,0,5,18,16,0.0,1.0,10.8
1,2015,Jay Ajayi,MIA,9,BUF,5,41,0,0,0,10,0.0,0.0,4.1
2,2015,Jay Ajayi,MIA,10,PHI,6,48,0,0,0,28,0.0,1.0,4.8
3,2015,Jay Ajayi,MIA,11,DAL,4,13,0,2,23,25,1.0,1.0,5.6
4,2015,Jay Ajayi,MIA,12,NYJ,3,6,0,6,52,5,0.0,0.0,9.8
5,2015,Jay Ajayi,MIA,13,BAL,4,12,0,0,0,6,1.0,1.0,3.2
6,2015,Jay Ajayi,MIA,14,NYG,5,15,0,0,0,24,1.0,1.0,1.5
7,2015,Jay Ajayi,MIA,15,LAC,6,27,1,3,15,26,0.0,1.0,11.2
8,2015,Jay Ajayi,MIA,16,IND,9,23,0,0,0,18,1.0,1.0,2.3
9,2015,Jay Ajayi,MIA,17,NE,7,2,0,0,0,12,1.0,1.0,0.2
10,2016,Jay Ajayi,MIA,2,NE,5,14,0,4,31,7,0.0,0.0,7.5
11,2016,Jay Ajayi,MIA,3,CLE,7,28,1,0,0,31,1.0,1.0,8.8
12,2016,Jay Ajayi,MIA,4,CIN,6,33,0,2,13,21,0.0,0.0,6.6
13,2016,Jay Ajayi,MIA,5,TEN,13,42,1,1,0,2,1.0,1.0,10.2
14,2016,Jay Ajayi,MIA,6,PIT,25,204,2,2,3,27,1.0,1.0,36.7
15,2016,Jay Ajayi,MIA,7,BUF,28,214,1,1,2,24,1.0,1.0,31.6
16,2016,Jay Ajayi,MIA,9,NYJ,24,111,1,4,19,19,1.0,1.0,25.0
17,2016,Jay Ajayi,MIA,10,LAC,19,79,0,1,1,28,0.0,1.0,9.0
18,2016,Jay Ajayi,MIA,11,LAR,16,77,0,4,7,16,0.0,1.0,11.4
19,2016,Jay Ajayi,MIA,12,SF,18,45,1,2,11,32,1.0,1.0,12.6
20,2016,Jay Ajayi,MIA,13,BAL,12,61,0,7,26,13,0.0,1.0,14.7
21,2016,Jay Ajayi,MIA,14,ARI,20,48,0,3,15,1,1.0,1.0,7.3
22,2016,Jay Ajayi,MIA,15,NYJ,19,51,0,0,0,19,0.0,0.0,5.1
23,2016,Jay Ajayi,MIA,16,BUF,32,206,1,1,3,24,0.0,0.0,30.9
24,2016,Jay Ajayi,MIA,17,NE,16,59,0,3,20,7,1.0,1.0,10.9
25,2017,Jay Ajayi,MIA,2,LAC,28,122,0,2,4,23,0.0,1.0,17.6
26,2017,Jay Ajayi,MIA,3,NYJ,11,16,0,3,9,21,0.0,0.0,4.5
27,2017,Jay Ajayi,MIA,4,NO,12,46,0,1,8,17,1.0,1.0,6.4
28,2017,Jay Ajayi,MIA,5,TEN,25,77,0,3,2,12,1.0,1.0,8.9
29,2017,Jay Ajayi,MIA,6,ATL,26,130,0,3,0,14,0.0,0.0,16.0
30,2017,Jay Ajayi,MIA,7,NYJ,23,51,0,4,26,21,1.0,1.0,10.7
31,2017,Jay Ajayi,MIA,8,BAL,13,23,0,4,18,20,0.0,1.0,8.1
32,2017,Jay Ajayi,PHI,9,DEN,8,77,1,0,0,4,1.0,1.0,13.7
33,2017,Jay Ajayi,PHI,11,DAL,7,91,0,1,10,8,0.0,0.0,11.1
34,2017,Jay Ajayi,PHI,12,CHI,5,26,0,2,7,11,1.0,1.0,4.3
35,2017,Jay Ajayi,PHI,13,SEA,9,35,0,4,11,9,0.0,0.0,7.6
36,2017,Jay Ajayi,PHI,14,LAR,15,78,0,2,2,27,0.0,1.0,9.0
37,2017,Jay Ajayi,PHI,15,NYG,12,49,0,2,40,22,0.0,0.0,10.9
38,2017,Jay Ajayi,PHI,16,OAK,14,52,0,3,21,19,1.0,1.0,14.3
39,2018,Jay Ajayi,PHI,1,ATL,15,62,2,0,0,30,1.0,1.0,20.2
40,2018,Jay Ajayi,PHI,2,TB,7,23,1,1,4,27,0.0,1.0,9.7
41,2018,Jay Ajayi,PHI,4,TEN,15,70,0,4,11,5,0.0,1.0,11.1
42,2018,Jay Ajayi,PHI,4,TEN,15,70,0,4,11,4,0.0,1.0,11.1
43,2018,Jay Ajayi,PHI,5,MIN,8,29,0,1,5,5,1.0,1.0,3.4
1,2015,Jay Prosch,HOU,1,KC,0,0,0,0,0,3,1.0,0.0,0.0
2,2015,Jay Prosch,HOU,2,CAR,1,4,0,0,0,19,0.0,1.0,0.4
3,2015,Jay Prosch,HOU,3,TB,3,24,0,1,0,11,1.0,0.0,2.4
4,2015,Jay Prosch,HOU,4,ATL,0,0,0,0,0,30,0.0,0.0,0.0
