Rank,PlayerID,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
62,16838,Duke Johnson,CLE,RB,10,PIT,18,4,4000,7.7
64,15467,Kendall Gaskins,SF,FB,9,ATL,11,28,3000,7.5
65,8649,Rashad Jennings,NYG,RB,9,TB,23,12,3900,7.4
66,6828,Chris Johnson,ARI,RB,10,SEA,1,1,4600,7.3
67,16856,Matt Jones,WAS,RB,9,NE,13,8,3200,7.2
68,16127,Isaiah Crowell,CLE,RB,10,PIT,18,4,3400,7
68,6198,Darren Sproles,PHI,RB,9,DAL,13,28,3800,7
70,14046,Ronnie Hillman,DEN,RB,10,KC,19,9,4000,6.9
70,16056,James White,NE,RB,10,NYG,28,21,3000,6.9
72,8649,Rashad Jennings,NYG,RB,10,NE,8,5,3800,6.8
72,11220,Dexter McCluster,TEN,RB,9,NO,32,22,3400,6.8
74,12323,Joique Bell,DET,RB,10,GB,16,15,3200,6.7
74,11220,Dexter McCluster,TEN,RB,10,CAR,10,19,3300,6.7
76,16127,Isaiah Crowell,CLE,RB,9,CIN,11,18,3400,6.1
77,10949,CJ Spiller,NO,RB,10,WAS,17,18,3000,5.9
78,16915,Karlos Williams,BUF,RB,10,NYJ,6,1,3800,5.8
78,12506,James Starks,GB,RB,9,CAR,6,20,4200,5.8
80,957,Pierre Thomas,SF,RB,9,ATL,11,28,null,5.7
81,13735,Chris Polk,HOU,RB,10,CIN,7,14,3200,5.6
82,15221,Zac Stacy,NYJ,RB,10,BUF,17,20,3000,5.3
82,16815,Ameer Abdullah,DET,RB,10,GB,16,15,3400,5.3
84,14269,Alfred Morris,WAS,RB,9,NE,13,8,3300,5.2
84,6198,Darren Sproles,PHI,RB,10,MIA,26,30,3600,5.2
86,14719,Jonathan Grimes,HOU,RB,10,CIN,7,14,3000,5.1
87,15221,Zac Stacy,NYJ,RB,9,JAX,25,24,3000,5
87,15224,Andre Ellington,ARI,RB,10,SEA,1,1,3700,5
89,13158,Shaun Draughn,CLE,RB,9,CIN,10,28,null,4.8
90,13741,Brandon Bolden,NE,RB,10,NYG,28,21,3000,4.7
91,2220,Ahmad Bradshaw,IND,RB,9,DEN,1,13,3000,4.6
92,16847,David Johnson,ARI,RB,10,SEA,1,1,3400,4.5
93,3382,Marcel Reece,OAK,FB,10,MIN,6,8,3500,4.3
94,14269,Alfred Morris,WAS,RB,10,NO,32,23,3300,4.2
94,15207,Benjamin Cunningham,LAR,RB,9,MIN,7,5,3000,4.2
94,3382,Marcel Reece,OAK,FB,9,PIT,15,3,3000,4.2
97,16886,Javorius Allen,BAL,RB,10,JAX,24,24,3300,4.1
98,13063,Taiwan Jones,OAK,RB,10,MIN,6,8,3500,3.5
99,14901,Kyle Juszczyk,BAL,FB,10,JAX,24,24,3000,3.4
100,16915,Karlos Williams,BUF,RB,9,MIA,22,23,4000,3.2
100,16427,Ka'Deem Carey,CHI,RB,10,LAR,3,11,3000,3.2
100,15018,Denard Robinson,JAX,RB,10,BAL,29,10,3000,3.2
103,13063,Taiwan Jones,OAK,RB,9,PIT,15,3,3200,3.1
103,16008,Orleans Darkwa,NYG,RB,9,TB,23,12,3400,3.1
103,16008,Orleans Darkwa,NYG,RB,10,NE,8,5,3200,3.1
106,16427,Ka'Deem Carey,CHI,RB,9,LAC,21,32,3000,3
106,11439,Antone Smith,CHI,RB,9,LAC,21,32,3000,3
106,16626,Tre Mason,LAR,RB,10,CHI,15,14,3000,3
109,16178,Bishop Sankey,TEN,RB,9,NO,32,22,3200,2.9
110,15256,Christine Michael,DAL,RB,10,TB,22,11,3000,2.8
110,4738,Mike Tolbert,CAR,FB,10,TEN,11,6,3000,2.8
112,15565,Jonas Gray,MIA,RB,9,BUF,17,17,3000,2.7
112,15018,Denard Robinson,JAX,RB,9,NYJ,4,1,3000,2.7
112,13102,Jordan Todman,PIT,RB,9,OAK,24,15,3000,2.7
112,13102,Jordan Todman,PIT,RB,10,CLE,27,28,3000,2.7
116,17050,Thomas Rawls,SEA,RB,10,ARI,4,8,3500,2.6
116,16510,Jerick McKinnon,MIN,RB,9,LAR,3,10,3000,2.6
116,15207,Benjamin Cunningham,LAR,RB,10,CHI,15,14,3000,2.6
119,12774,Stevan Ridley,NYJ,RB,9,JAX,25,24,3200,2.5
119,8604,Donald Brown,LAC,RB,9,CHI,18,10,3000,2.5
119,5701,Fred Jackson,SEA,RB,10,ARI,4,8,3000,2.5
122,16510,Jerick McKinnon,MIN,RB,10,OAK,30,19,3000,2.4
123,16909,Jay Ajayi,MIA,RB,9,BUF,17,17,null,2.3
123,13255,Matt Asiata,MIN,RB,9,LAR,3,10,3000,2.3
123,13255,Matt Asiata,MIN,RB,10,OAK,30,19,3000,2.3
126,14533,Robert Turbin,CLE,RB,9,CIN,11,18,3000,2.2
126,15256,Christine Michael,DAL,RB,9,PHI,8,4,3000,2.2
126,15616,Fozzy Whittaker,CAR,RB,9,GB,12,19,3000,2.2
126,16031,Damien Williams,MIA,RB,9,BUF,17,17,3000,2.2
126,13446,Bruce Miller,SF,FB,9,ATL,11,28,3000,2.2
126,15616,Fozzy Whittaker,CAR,RB,10,TEN,11,6,3000,2.2
132,16909,Jay Ajayi,MIA,RB,10,PHI,12,3,3000,2.1
133,11439,Antone Smith,CHI,RB,10,LAR,3,11,3000,2
134,16626,Tre Mason,LAR,RB,9,MIN,7,5,3300,1.9
135,16834,Tevin Coleman,ATL,RB,9,SF,26,29,3600,1.8
136,14891,Tommy Bohanon,NYJ,FB,9,JAX,25,24,3000,1.7
137,4738,Mike Tolbert,CAR,FB,9,GB,12,19,3000,1.6
137,16402,Andre Williams,NYG,RB,9,TB,23,12,3000,1.6
137,1589,John Kuhn,GB,FB,9,CAR,6,20,3000,1.6
140,14786,Patrick DiMarco,ATL,FB,9,SF,26,29,3000,1.5
141,16402,Andre Williams,NYG,RB,10,NE,8,5,3000,1.4
142,17254,Jarryd Hayne,SF,RB,9,ATL,11,28,null,1.2
142,12774,Stevan Ridley,NYJ,RB,10,BUF,17,20,3000,1.2
144,12285,Anthony Dixon,BUF,RB,9,MIA,22,23,null,0.9
145,16178,Bishop Sankey,TEN,RB,10,CAR,10,19,3000,0.8
146,12285,Anthony Dixon,BUF,RB,10,NYJ,6,1,null,0.7
146,14533,Robert Turbin,CLE,RB,10,PIT,18,4,3000,0.7
148,2262,Tim Hightower,NO,RB,9,TEN,9,7,null,0.6
148,15555,Zach Line,MIN,FB,9,LAR,3,10,3000,0.6
148,13852,Bobby Rainey,TB,RB,9,NYG,29,21,3000,0.6
148,17089,Terron Ward,ATL,RB,9,SF,26,29,3000,0.6
148,1589,John Kuhn,GB,FB,10,DET,31,29,3000,0.6
148,15555,Zach Line,MIN,FB,10,OAK,30,19,3000,0.6
148,14789,Jamize Olawale,OAK,FB,10,MIN,6,8,3400,0.6
155,16869,Jalston Fowler,TEN,RB,9,NO,32,22,3000,0.5
155,14620,Will Johnson,PIT,FB,9,OAK,24,15,3000,0.5
155,16441,Senorise Perry,CHI,RB,9,LAC,21,32,null,0.5
155,14891,Tommy Bohanon,NYJ,FB,10,BUF,17,20,3000,0.5
155,14788,Dan Herron,BUF,RB,10,NYJ,6,1,3000,0.5
155,13852,Bobby Rainey,TB,RB,10,DAL,14,31,3000,0.5
155,14620,Will Johnson,PIT,FB,10,CLE,27,28,3000,0.5
155,14687,Bernard Pierce,JAX,RB,10,BAL,29,10,3000,0.5
155,15261,Spencer Ware,KC,RB,10,DEN,1,13,3000,0.5
164,11969,Darrel Young,WAS,FB,9,NE,13,8,3000,0.4
164,16989,Marcus Murphy,NO,RB,9,TEN,9,7,3000,0.4
164,16287,Juwan Thompson,DEN,RB,9,IND,27,27,3000,0.4
164,16869,Jalston Fowler,TEN,RB,10,CAR,10,19,3000,0.4
164,2262,Tim Hightower,NO,RB,10,WAS,17,18,3000,0.4
164,11969,Darrel Young,WAS,FB,10,NO,32,23,3000,0.4
164,16031,Damien Williams,MIA,RB,10,PHI,12,3,3000,0.4
164,16955,Malcolm Johnson,CLE,FB,10,PIT,18,4,3000,0.4
164,13418,Anthony Sherman,KC,FB,10,DEN,1,13,3000,0.4
164,16287,Juwan Thompson,DEN,RB,10,KC,19,9,3000,0.4
164,16210,Jay Prosch,HOU,FB,10,CIN,7,14,3000,0.4
164,14917,Rex Burkhead,CIN,RB,10,HOU,21,25,3000,0.4
176,14917,Rex Burkhead,CIN,RB,9,CLE,26,31,3000,0.3
176,16955,Malcolm Johnson,CLE,FB,9,CIN,11,18,3000,0.3
176,13741,Brandon Bolden,NE,RB,9,WAS,16,11,3000,0.3
176,16898,David Cobb,TEN,RB,9,NO,32,22,null,0.3
176,733,Jerome Felton,BUF,FB,9,MIA,22,23,3000,0.3
176,733,Jerome Felton,BUF,FB,10,NYJ,6,1,3000,0.3
176,15230,Stepfan Taylor,ARI,RB,10,SEA,1,1,3000,0.3
176,15631,Derrick Coleman,SEA,FB,10,ARI,4,8,3000,0.3
184,11737,Cedric Peerman,CIN,RB,9,CLE,26,31,3000,0.2
184,15596,Chase Reynolds,LAR,RB,9,MIN,7,5,3000,0.2
184,14789,Jamize Olawale,OAK,FB,9,PIT,15,3,3000,0.2
184,16120,Nikita Whitlock,NYG,RB,9,TB,23,12,3000,0.2
184,16965,Josh Robinson,IND,RB,9,DEN,1,13,3000,0.2
184,13527,Tyler Clutts,DAL,FB,9,PHI,8,4,3000,0.2
184,16928,Michael Burton,DET,FB,10,GB,16,15,3000,0.2
184,17234,Alonzo Harris,GB,RB,10,DET,31,29,3000,0.2
184,13527,Tyler Clutts,DAL,FB,10,TB,22,11,3000,0.2
184,15596,Chase Reynolds,LAR,RB,10,CHI,15,14,3000,0.2
184,16989,Marcus Murphy,NO,RB,10,WAS,17,18,3000,0.2
184,16740,Glenn Winston,CLE,RB,10,PIT,18,4,null,0.2
184,16120,Nikita Whitlock,NYG,RB,10,NE,8,5,3000,0.2
184,11737,Cedric Peerman,CIN,RB,10,HOU,21,25,3000,0.2
198,17234,Alonzo Harris,GB,RB,9,CAR,6,20,3000,0.1
198,14687,Bernard Pierce,JAX,RB,9,NYJ,4,1,3000,0.1
198,15202,Mike James,TB,RB,9,NYG,29,21,null,0.1
198,16966,Aaron Ripkowski,GB,FB,10,DET,31,29,3000,0.1
198,15202,Mike James,TB,RB,10,DAL,14,31,null,0.1
198,14538,Jorvorskie Lane,TB,FB,10,DAL,14,31,3000,0.1
204,13653,Richie Brockel,CAR,FB,9,GB,12,19,null,0
204,16966,Aaron Ripkowski,GB,FB,9,CAR,6,20,3000,0
204,16934,Cameron Artis-Payne,CAR,RB,9,GB,12,19,3000,0
204,16855,Ty Montgomery,GB,RB,9,CAR,6,5,3300,0
204,16056,James White,NE,RB,9,WAS,16,11,3000,0
204,14352,Travaris Cadet,NE,RB,9,WAS,null,null,null,0
204,14783,James Develin,NE,RB,9,WAS,16,11,null,0
204,14821,Edwin Baker,NO,RB,9,TEN,null,null,null,0
204,15191,Austin Johnson,NO,FB,9,TEN,9,7,3000,0
204,16142,Terrance West,TEN,RB,9,NO,32,22,3000,0
204,14788,Dan Herron,BUF,RB,9,MIA,22,23,3000,0
204,14501,LaMichael James,MIA,RB,9,BUF,null,null,null,0
204,11413,Toby Gerhart,JAX,RB,9,NYJ,4,1,3200,0
204,12800,Bilal Powell,NYJ,RB,9,JAX,25,24,3000,0
204,14549,Joe Banyard,JAX,RB,9,NYJ,4,1,3000,0
204,14421,Isaiah Pead,PIT,RB,9,OAK,24,15,null,0
204,14967,Le'Veon Bell,PIT,RB,9,OAK,24,15,7800,0
204,16144,Dri Archer,PIT,RB,9,OAK,24,15,3000,0
204,13163,Roy Helu,OAK,RB,9,PIT,15,3,3000,0
204,14538,Jorvorskie Lane,TB,FB,9,NYG,29,21,3000,0
204,14784,Collin Mooney,ATL,FB,9,SF,26,29,null,0
204,16668,Carlos Hyde,SF,RB,9,ATL,11,28,4200,0
204,16887,Mike Davis,SF,RB,9,ATL,11,28,4000,0
204,13991,Vick Ballard,IND,RB,9,DEN,null,null,null,0
204,16240,Zurlon Tipton,IND,RB,9,DEN,1,13,3000,0
204,13800,Marcus Thigpen,IND,RB,9,DEN,7,9,null,0
204,15185,Kenjon Barner,PHI,RB,9,DAL,13,28,3000,0
204,2699,Matt Forte,CHI,RB,9,LAC,21,32,6800,0
204,16345,Branden Oliver,LAC,RB,9,CHI,18,10,3000,0
204,12800,Bilal Powell,NYJ,RB,10,BUF,17,20,3000,0
204,15497,George Winn,DET,RB,10,GB,16,15,3000,0
204,16855,Ty Montgomery,GB,RB,10,DET,31,20,3000,0
204,15138,Eddie Lacy,GB,RB,10,DET,31,29,5500,0
204,17101,Trey Williams,DAL,RB,10,TB,22,11,3000,0
204,16142,Terrance West,TEN,RB,10,CAR,24,24,null,0
204,16934,Cameron Artis-Payne,CAR,RB,10,TEN,11,6,3000,0
204,16898,David Cobb,TEN,RB,10,CAR,10,19,null,0
204,2699,Matt Forte,CHI,RB,10,LAR,3,11,6800,0
204,14821,Edwin Baker,NO,RB,10,WAS,null,null,null,0
204,15185,Kenjon Barner,PHI,RB,10,MIA,26,30,3000,0
204,14501,LaMichael James,MIA,RB,10,PHI,null,null,null,0
204,16732,Demitrius Bronson,MIA,RB,10,PHI,null,null,null,0
204,16699,Fitzgerald Toussaint,PIT,RB,10,CLE,27,28,null,0
204,14421,Isaiah Pead,PIT,RB,10,CLE,27,28,3000,0
204,11413,Toby Gerhart,JAX,RB,10,BAL,29,10,3000,0
204,14549,Joe Banyard,JAX,RB,10,BAL,29,10,3000,0
204,17016,Terrence Magee,BAL,RB,10,JAX,24,24,null,0
204,13800,Marcus Thigpen,OAK,RB,10,MIN,6,7,3000,0
204,13163,Roy Helu,OAK,RB,10,MIN,6,8,3000,0
204,14352,Travaris Cadet,NE,RB,10,NYG,2,1,null,0
204,14783,James Develin,NE,RB,10,NYG,28,21,null,0
204,15045,Knile Davis,KC,RB,10,DEN,1,13,3200,0
204,13719,Bryce Brown,SEA,RB,10,ARI,4,8,3000,0
204,12649,Will Tukuafu,SEA,FB,10,ARI,4,8,3000,0
